Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1733694809.056101,115.39,193.4,193.46,137.16,-5.45,6.91
1733694809.0596602,115.39,193.4,192.88,137.16,-5.67,7.13
1733694809.078006,115.39,193.4,192.41,137.12,-5.64,7.1
1733694809.1105478,115.42,193.4,194.04,137.08,-5.43,6.89
1733694809.1439626,115.42,193.4,195.8,137.12,-5.42,7.1
1733694809.1805692,115.42,193.4,197.59,137.12,-5.44,6.91
1733694809.2123451,115.42,193.4,199.34,137.12,-5.44,6.91
1733694809.2499292,115.42,193.4,200.92,137.16,-5.44,6.91
1733694809.2824564,115.39,193.4,202.21,137.16,-5.44,6.91
1733694809.3158047,115.42,193.4,203.14,137.16,-5.44,6.91
1733694809.3523,115.46,193.4,203.83,137.12,-5.45,6.91
1733694809.3855984,115.46,193.4,204.52,137.16,-5.44,6.91
1733694809.4184644,115.46,193.4,205.27,137.19,-5.44,6.91
1733694809.454883,115.46,193.4,206.16,137.23,-5.44,6.91
1733694809.487472,115.49,193.4,207.18,137.23,-5.44,6.91
1733694809.524263,115.49,193.4,208.46,137.27,-5.44,6.91
1733694809.5568104,115.49,193.4,210.02,137.27,-5.44,6.91
1733694809.5904927,115.49,193.4,212.05,137.31,-5.44,6.91
1733694809.6264567,115.49,193.4,212.12,137.31,-5.44,6.91
1733694809.660066,115.46,193.4,212.25,137.27,-5.44,6.91
1733694809.6963143,115.46,193.4,212.32,137.27,-5.44,6.91
1733694809.7298186,115.46,193.4,212.52,137.27,-5.45,6.91
1733694809.762232,115.42,193.4,212.78,137.23,-5.45,6.91
1733694809.7993536,115.42,193.4,213.05,137.23,-5.45,6.91
1733694809.8317316,115.42,193.4,213.65,137.23,-5.44,6.91
1733694809.8682065,115.42,193.34,214.11,137.23,-5.44,6.91
1733694809.9014478,115.42,193.28,214.25,137.19,-5.44,6.91
1733694809.9343417,115.42,193.23,214.25,137.16,-5.44,6.91
1733694809.9709258,115.42,193.17,214.18,137.12,-5.44,6.91
1733694810.003503,115.42,193.11,214.05,137.12,-5.44,6.91
1733694810.0369256,115.42,193.05,213.85,137.12,-5.44,6.91
1733694810.0738018,115.42,192.99,213.65,137.12,-5.44,6.91
1733694810.1106136,115.42,192.94,213.45,137.08,-5.44,6.91
1733694810.143246,115.39,192.88,213.58,137.08,-5.44,6.91
1733694810.1796458,115.39,192.82,213.65,137.08,-5.44,6.91
1733694810.2170174,115.36,192.76,213.45,137.12,-5.44,6.91
1733694810.2498934,115.33,192.7,212.85,137.08,-5.44,6.91
1733694810.2868853,115.36,192.65,211.72,137.08,-5.44,6.91
1733694810.3232555,115.39,192.59,210.8,137.08,-5.44,6.91
1733694810.3564432,115.36,192.53,210.15,137.12,-5.44,6.91
1733694810.393149,115.36,192.53,210.21,137.12,-5.44,6.91
1733694810.425985,115.33,192.53,211.2,137.12,-5.44,6.91
1733694810.462832,115.33,192.53,212.45,137.12,-5.87,7.13
1733694810.4996507,115.3,192.53,213.38,137.12,-5.44,6.91
1733694810.531943,115.27,192.53,214.05,137.08,-5.44,6.91
1733694810.569384,115.27,192.53,213.91,137.04,-5.87,7.13
1733694810.606294,115.24,192.53,213.51,137.01,-5.87,7.13
1733694810.6390684,115.21,192.53,212.98,137.01,-5.44,6.91
1733694810.6759777,115.21,192.53,212.18,137.01,-5.44,6.91
1733694810.7124696,115.24,192.53,211.92,137.04,-5.44,6.91
1733694810.7456446,115.24,192.53,212.18,137.01,-5.44,6.91
1733694810.782415,115.24,192.53,212.65,137.01,-5.44,6.91
1733694810.8146338,115.21,192.53,213.51,137.01,-5.44,6.91
1733694810.8513634,115.18,192.47,213.71,136.97,-5.44,6.91
1733694810.8884234,115.21,192.41,213.45,136.93,-5.44,6.91
1733694810.9214237,115.18,192.36,212.98,136.97,-5.44,6.91
1733694810.958478,115.18,192.3,212.18,136.97,-5.44,6.91
1733694810.9951272,115.18,192.24,211.85,136.97,-5.44,6.91
1733694811.0278938,115.18,192.18,212.12,136.97,-5.44,6.91
1733694811.0641203,115.18,192.13,212.52,136.97,-5.44,6.91
1733694811.101815,115.18,192.07,213.31,136.97,-5.44,6.91
1733694811.1344826,115.18,192.01,213.65,136.97,-5.45,6.91
1733694811.170497,115.18,191.95,213.45,136.97,-5.44,6.91
1733694811.207897,115.18,191.9,213.05,137.01,-5.44,6.91
1733694811.240862,115.15,191.84,212.32,136.97,-5.44,6.91
1733694811.2774096,115.15,191.72,211.85,137.01,-5.44,6.91
1733694811.310265,115.15,191.67,211.92,137.01,-5.44,6.91
1733694811.346862,115.15,191.61,212.18,137.01,-5.44,6.91
1733694811.3836048,115.15,191.61,212.91,137.01,-5.45,6.91
1733694811.4169524,115.12,191.55,213.25,137.01,-5.45,6.91
1733694811.4541235,115.12,191.49,213.11,136.97,-5.45,6.91
1733694811.4902382,115.12,191.44,212.71,136.97,-5.44,6.91
1733694811.5236828,115.12,191.38,211.99,136.97,-5.44,6.91
1733694811.5604253,115.12,191.32,211.46,136.97,-5.44,6.91
1733694811.5976768,115.12,191.26,211.53,136.97,-5.44,6.91
1733694811.630067,115.12,191.21,211.79,136.97,-5.44,6.91
1733694811.6670806,115.12,191.09,212.32,136.97,-5.44,6.91
1733694811.6995332,115.12,190.98,212.78,136.97,-5.44,6.91
1733694811.7365365,115.12,190.86,212.52,136.93,-5.44,6.91
1733694811.7727842,115.12,190.75,212.05,136.93,-5.44,6.91
1733694811.805915,115.15,190.69,211.33,136.9,-5.44,6.91
1733694811.8428314,115.15,190.52,210.54,136.9,-5.87,7.13
1733694811.8790731,115.15,190.35,210.48,136.9,-4.82,7.34
1733694811.9128046,115.15,190.18,210.67,136.9,-2.66,8.93
1733694811.949803,115.15,190.07,211.26,136.9,-0.5999999999999996,12.2
1733694811.9860616,115.18,190.01,211.85,136.93,0.8500000000000014,15.41
1733694812.0188184,115.52,190.07,211.85,137.34,1.870000000000001,17.95
1733694812.0557425,115.95,190.07,211.59,137.83,1.3500000000000014,19.13
1733694812.0890532,116.38,190.07,211.07,138.28,1.4499999999999993,18.64
1733694812.1251671,116.75,190.01,210.35,138.66,1.4800000000000004,17.95
1733694812.162532,117.06,189.95,210.28,138.96,1.5399999999999991,18.09
1733694812.19495,117.37,189.84,210.61,139.27,1.8599999999999994,18.5
