Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734234187.0293732,64.57,119.7,113.31,75.66,38.67,30.54
1734234187.0628266,65.37,122.11,115.52,77.04,38.39,30.54
1734234187.1151934,66.19,124.32,117.59,77.51,38.39,30.54
1734234187.17616,67.3,125.79,118.21,77.65,38.21,30.54
1734234187.2283506,67.78,126.4,118.43,77.71,39.1,30.29
1734234187.2795894,67.85,126.91,118.49,77.75,38.67,30.54
1734234187.3325424,67.91,127.32,120.5,78.86,38.21,30.54
1734234187.3841052,68.71,130.27,122.15,79.23,38.39,30.54
1734234187.4418166,69.57,131.68,122.8,79.36,39.1,30.29
1734234187.4901912,69.73,131.89,123.42,79.4,38.39,30.54
1734234187.55553,70.61,132.46,124.19,79.46,39.1,30.29
1734234187.611771,70.68,134.53,127.01,80.24,38.85,30.54
1734234187.6657555,70.74,134.64,127.52,81.27,38.67,30.54
1734234187.7055387,71.04,134.96,128.18,81.4,39.1,30.29
1734234187.758146,71.89,137.37,128.9,81.85,39.1,30.29
1734234187.8099654,71.95,137.37,131.43,83.33,39.39,30.29
1734234187.865291,71.21,134.78,128.97,82.1,38.92,30.29
1734234187.9215727,70.72,132.75,126.84,81.87,39.1,30.29
1734234187.9777002,70.11,133.51,128.38,82.06,38.21,30.54
1734234188.0295854,69.72,132.97,129.81,83.31,39.39,30.29
1734234188.077023,70.05,132.72,129.88,83.31,39.39,30.29
1734234188.1300042,71.09,133.11,128.01,82.23,39.39,30.29
1734234188.201876,70.5,132.32,128.52,82.79,39.39,30.29
1734234188.2326696,69.9,131.15,127.94,83.57,38.67,30.54
1734234188.2990437,70.24,131.54,127.49,83.59,39.39,30.29
1734234188.3373213,70.16,134.02,127.87,83.77,39.1,30.29
1734234188.3919623,70.29,132.46,127.15,84.12,39.39,30.29
1734234188.4572046,70.37,133.15,126.84,83.09,39.39,30.29
1734234188.5286424,70.48,133.8,126.5,83.01,39.39,30.29
1734234188.5714011,70.12,134.16,128.28,83.05,38.92,30.29
1734234188.6232836,70.14,134.71,126.26,82.68,39.39,30.29
1734234188.6685696,70.24,134.82,126.88,82.49,39.39,30.29
1734234188.7262096,70.72,135.19,127.52,82.32,39.39,30.29
1734234188.7983236,70.24,134.78,128.07,83.27,38.92,30.29
1734234188.850463,70.2,134.82,126.94,82.88,38.92,30.29
1734234188.888008,70.11,134.86,127.39,83.12,38.92,30.29
1734234188.94864,69.83,136.37,128.14,83.57,38.92,30.29
1734234189.0005093,69.68,134.2,127.73,84.08,38.92,30.29
1734234189.0501933,69.55,134.13,127.76,83.42,39.39,30.29
1734234189.1086493,69.51,134.02,127.73,83.62,38.21,30.54
1734234189.16029,69.26,133.26,128.8,84.12,39.39,30.29
1734234189.2182932,69.33,132.86,126.74,83.97,38.67,30.54
1734234189.2678657,69.62,132.43,126.71,83.97,39.1,30.29
1734234189.3238893,70.27,132.97,126.88,84.03,39.39,30.29
1734234189.3692455,70.01,132.29,126.57,84.67,39.39,30.29
1734234189.418331,70.25,132.07,126.26,83.59,39.1,30.29
1734234189.472949,70.57,132.9,125.79,83.59,38.92,30.29
1734234189.5331311,70.46,135.15,126.71,83.84,39.39,30.29
1734234189.580446,70.48,133.76,125.93,83.66,38.67,30.54
1734234189.6344807,70.53,134.42,125.66,82.77,39.39,30.29
1734234189.683947,71.08,135.04,125.39,82.53,38.39,30.54
1734234189.73883,70.33,135.48,127.01,82.68,38.92,30.29
1734234189.794433,70.33,135.88,125.72,82.3,39.1,30.29
1734234189.8647883,70.42,136.0,126.3,82.1,38.67,30.54
1734234189.9208274,70.79,137.86,127.39,82.06,38.39,30.54
1734234189.95814,70.31,137.15,127.83,82.64,38.67,30.54
1734234190.0030725,70.14,137.19,128.25,81.78,38.39,30.54
1734234190.0592864,69.99,137.11,128.21,82.0,38.39,30.54
1734234190.1220946,69.7,137.94,130.02,82.49,38.39,30.54
1734234190.17297,69.57,135.96,129.43,82.77,38.39,30.54
1734234190.223601,69.46,135.85,129.43,82.94,38.39,30.54
1734234190.2787647,69.73,135.3,129.39,82.94,38.39,30.54
1734234190.3278751,69.05,134.49,129.84,83.51,38.39,30.54
1734234190.474415,69.27,134.09,127.94,83.33,38.39,30.54
1734234190.593692,69.61,133.69,127.87,83.33,38.39,30.54
1734234190.726488,69.75,135.33,128.49,83.49,38.21,30.54
1734234190.8594537,69.9,132.64,127.9,83.92,38.39,30.54
1734234190.99463,70.14,132.54,127.49,82.9,38.21,30.54
1734234191.1216016,70.44,133.29,126.98,82.88,38.21,30.54
1734234191.245125,70.11,133.87,128.14,83.09,38.39,30.54
1734234191.3801134,70.12,132.82,127.18,82.88,38.39,30.54
1734234191.511286,70.2,133.51,126.98,82.79,38.39,30.54
1734234191.641148,70.78,133.83,127.32,82.6,38.39,30.54
1734234191.767239,70.07,134.05,127.97,83.25,38.39,30.54
1734234191.9033763,70.07,134.53,126.91,82.79,38.39,30.54
1734234192.0258837,70.16,134.67,127.49,82.64,38.21,30.54
1734234192.162162,70.14,136.48,128.73,82.83,37.93,30.54
1734234192.292858,70.12,134.31,129.04,83.27,37.93,30.54
1734234192.4134424,69.94,134.31,129.43,82.55,37.93,30.54
1734234192.5452857,69.49,133.98,129.74,83.88,37.29,30.54
1734234192.6816149,69.26,133.73,131.04,84.36,38.0,30.29
1734234192.812565,70.01,134.64,129.29,83.62,38.0,30.29
1734234192.9460585,69.86,134.45,129.29,83.81,38.0,30.29
1734234193.078176,69.35,133.47,129.15,84.94,38.0,30.29
1734234193.2102864,68.96,132.79,128.9,85.29,38.0,30.29
1734234193.3327315,69.9,133.54,127.76,84.56,38.0,30.29
1734234193.463214,70.07,133.08,127.63,84.56,37.29,30.54
1734234193.5990589,69.4,132.57,127.25,85.14,38.0,30.29
1734234193.7346025,69.55,132.0,126.5,84.98,38.0,30.29
1734234193.862635,70.59,134.13,126.88,84.23,36.87,29.87
1734234193.994065,70.89,134.38,126.4,84.23,37.09,29.2
1734234194.12738,70.33,132.21,125.09,84.01,37.09,29.2
1734234194.258652,70.5,132.25,124.68,83.81,37.09,29.2
1734234194.383196,71.45,134.89,125.59,83.92,37.09,29.2
1734234194.5122683,72.17,136.25,125.56,82.66,37.09,29.2
1734234194.6481605,71.51,134.56,123.52,82.04,37.09,29.2
1734234194.7864964,70.59,134.09,123.66,82.75,36.44,29.2
1734234194.9115393,71.19,136.92,126.03,82.99,35.99,29.2
1734234195.042991,72.08,138.5,126.57,81.97,35.99,29.2
1734234195.1804965,72.14,137.0,124.65,81.27,35.99,29.2
1734234195.3117814,71.15,136.11,124.22,81.89,35.78,29.2
1734234195.4304764,70.87,138.54,126.6,82.51,36.18,28.77
1734234195.5632112,71.59,140.44,127.76,82.08,35.98,28.77
1734234195.698161,71.7,139.37,126.43,81.08,35.98,28.77
1734234195.8357868,70.61,136.66,125.96,80.95,35.98,28.77
1734234195.9623466,70.07,137.9,128.49,82.15,35.98,28.77
1734234196.096871,70.74,140.21,129.84,82.4,36.02,28.96
1734234196.2284513,70.94,140.68,128.59,81.44,36.22,28.53
1734234196.346244,69.96,137.86,127.66,81.16,35.56,28.53
1734234196.4855475,69.29,136.48,129.67,82.38,35.12,28.53
1734234196.6155095,70.05,138.27,131.22,82.92,34.9,28.53
1734234196.751514,70.53,138.5,131.47,82.21,35.55,28.1
1734234196.8843002,69.88,135.55,128.97,81.99,35.55,28.1
1734234197.005757,69.05,134.02,128.9,83.22,35.55,28.1
1734234197.138584,69.68,135.63,130.97,83.84,35.12,28.1
1734234197.2709522,70.65,136.14,131.29,83.2,35.12,28.1
1734234197.4087503,70.76,133.62,128.77,82.6,35.12,28.1
1734234197.5256667,69.94,131.82,127.59,83.4,34.9,28.1
1734234197.6675782,69.73,133.11,129.01,84.14,34.9,28.1
1734234197.797266,70.87,134.56,129.25,84.47,34.9,28.1
1734234197.926185,71.32,133.22,126.67,83.22,34.9,28.1
1734234198.0632212,70.63,131.01,125.35,83.49,34.9,28.1
1734234198.19322,70.42,132.54,126.71,84.49,34.9,28.1
1734234198.3233328,71.49,135.22,127.18,84.67,34.9,28.1
1734234198.4496732,72.02,135.85,125.05,83.4,34.46,28.1
1734234198.5881293,71.23,133.69,123.59,82.86,34.46,28.1
1734234198.7094011,70.89,133.44,124.89,83.62,34.46,28.1
1734234198.849074,71.83,136.51,126.23,83.73,34.46,28.1
1734234198.9781303,72.5,137.86,126.16,82.47,35.12,27.44
1734234199.1064618,71.79,136.07,124.09,81.87,35.12,27.44
1734234199.239758,70.81,135.59,124.22,82.6,35.12,27.44
1734234199.3746705,71.4,138.42,126.64,83.03,35.12,27.44
