Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734234343.659986,71.0,130.86,123.66,86.12,-5.81,7.24
1734234343.7040715,71.66,133.11,125.89,87.54,-5.89,7.31
1734234343.7633646,71.76,134.93,128.04,88.53,-5.89,7.31
1734234343.802419,72.56,137.37,129.39,88.99,-5.89,7.31
1734234343.85859,72.69,137.63,129.46,90.16,-5.89,7.31
1734234343.913258,72.77,139.6,131.68,91.06,-5.89,7.31
1734234343.9648948,73.61,142.19,132.97,91.51,-5.89,7.31
1734234344.0306237,73.75,142.46,134.49,92.74,-5.89,7.31
1734234344.0686872,73.83,144.67,136.85,93.54,-5.89,7.31
1734234344.1295128,74.71,147.46,138.09,93.95,-5.89,7.31
1734234344.1847992,74.83,147.7,140.06,95.26,-5.89,7.31
1734234344.2307854,74.9,150.1,141.76,95.76,-5.89,7.31
1734234344.289808,75.0,150.31,141.88,95.78,-5.89,7.31
1734234344.3381634,75.1,150.52,144.08,97.17,-5.89,7.31
1734234344.386408,75.28,150.85,144.28,97.22,-5.89,7.31
1734234344.4477603,76.25,152.12,145.03,97.47,-5.89,7.31
1734234344.4873447,75.66,151.48,144.83,97.32,-5.89,7.31
1734234344.5394845,75.77,149.81,142.62,96.31,-5.89,7.31
1734234344.604067,75.04,147.29,141.14,97.04,-5.89,7.31
1734234344.6524324,74.98,149.31,143.6,96.39,-5.89,7.31
1734234344.709948,75.02,147.42,141.29,95.46,-5.89,7.31
1734234344.7635984,74.26,144.91,141.8,96.29,-5.89,7.31
1734234344.8218071,74.16,146.81,140.52,95.46,-5.89,7.31
1734234344.884163,74.18,144.75,138.2,94.67,-5.89,7.31
1734234344.922104,73.4,142.23,139.07,95.61,-5.89,7.31
1734234344.976817,73.46,142.31,137.3,94.35,-5.89,7.31
1734234345.0306053,74.33,141.22,136.33,94.08,-5.89,7.31
1734234345.0840027,74.33,142.93,138.54,95.09,-5.89,7.31
1734234345.134616,74.45,143.17,136.7,93.81,-5.89,7.31
1734234345.188177,74.37,143.05,136.55,94.96,-5.89,7.31
1734234345.2593384,73.5,144.08,138.31,95.29,-5.89,7.31
1734234345.31849,73.52,142.42,136.14,93.88,-5.89,7.31
1734234345.3505466,73.4,142.23,137.71,95.06,-5.89,7.31
1734234345.4149456,73.34,144.16,138.01,94.27,-5.89,7.31
1734234345.4516935,73.36,142.15,135.7,93.68,-5.89,7.31
1734234345.5007782,73.34,142.11,137.63,94.96,-5.81,7.24
1734234345.5562189,73.42,142.23,136.03,93.71,-5.89,7.31
1734234345.6097794,74.33,141.29,136.37,93.44,-5.89,7.31
1734234345.659716,74.33,142.97,138.58,94.4,-5.81,7.24
1734234345.710461,74.45,143.21,136.74,93.08,-5.89,7.31
1734234345.7800195,74.37,143.09,136.59,94.17,-5.89,7.31
1734234345.829384,73.5,144.12,138.35,94.52,-5.89,7.31
1734234345.873798,73.52,142.42,136.18,93.46,-5.89,7.31
1734234345.9197457,73.4,142.19,137.75,94.62,-5.89,7.31
1734234345.9697237,73.34,144.16,139.26,93.81,-5.89,7.31
1734234346.0201297,73.36,142.15,136.92,93.22,-5.89,7.31
1734234346.0724962,73.34,142.11,138.88,94.49,-5.89,7.31
1734234346.1330194,73.42,142.23,137.26,93.25,-5.89,7.31
1734234346.179872,74.33,141.29,137.6,93.0,-5.89,7.31
1734234346.233,74.33,142.97,139.83,94.32,-5.89,7.31
1734234346.285674,74.45,143.21,137.97,93.03,-5.81,7.24
1734234346.341498,74.37,143.09,137.78,94.1,-5.89,7.31
1734234346.3893888,73.5,144.12,139.6,94.44,-5.89,7.31
1734234346.4543834,73.52,142.46,137.41,93.44,-5.89,7.31
1734234346.503983,73.4,142.23,139.03,94.62,-5.89,7.31
1734234346.5606985,73.34,144.16,140.56,93.83,-5.89,7.31
1734234346.612329,73.36,142.15,138.2,93.25,-5.89,7.31
1734234346.6473722,73.34,142.11,140.18,94.57,-5.89,7.31
1734234346.7122629,73.42,142.23,138.54,93.34,-5.89,7.31
1734234346.7487917,74.33,141.26,137.67,93.12,-5.89,7.31
1734234346.801695,74.33,142.93,139.91,94.49,-5.89,7.31
1734234346.8548143,74.45,143.13,138.05,93.25,-5.89,7.31
1734234346.912459,74.37,143.01,137.86,94.4,-5.89,7.31
1734234347.0318596,73.5,144.04,139.68,94.79,-5.89,7.31
1734234347.16229,73.52,142.38,137.48,93.46,-5.89,7.31
1734234347.28784,73.4,142.15,139.07,94.72,-5.89,7.31
1734234347.4127,73.34,144.08,140.75,94.03,-5.89,7.31
1734234347.5338736,73.36,142.07,138.35,93.54,-5.89,7.31
1734234347.6635585,73.34,142.03,140.33,94.91,-5.89,7.31
1734234347.7889354,73.42,142.15,138.61,93.76,-5.89,7.31
1734234347.9132712,74.33,141.18,137.75,93.64,-5.89,7.31
1734234348.0429344,74.33,142.85,139.98,95.16,-5.89,7.31
1734234348.1650314,74.45,143.09,138.12,93.93,-5.89,7.31
1734234348.292547,74.37,142.97,137.93,95.14,-5.89,7.31
1734234348.413834,73.5,144.0,139.72,95.56,-5.89,7.31
1734234348.5335877,73.52,142.34,137.52,94.22,-5.89,7.31
1734234348.6685398,73.4,142.15,139.15,95.46,-5.89,7.31
1734234348.7925394,73.34,144.08,140.83,94.69,-5.89,7.31
1734234348.9072073,73.36,142.07,138.43,94.13,-5.89,7.31
1734234349.0409842,73.34,142.03,140.41,95.46,-5.89,7.31
1734234349.169234,73.42,142.19,138.77,94.2,-5.89,7.31
1734234349.2956612,74.33,141.26,137.75,93.95,-5.89,7.31
1734234349.4195108,74.33,142.97,139.98,94.59,-5.89,7.31
1734234349.5399551,75.0,145.35,139.11,93.56,-5.89,7.31
1734234349.6727743,74.96,145.31,140.75,94.72,-5.89,7.31
1734234349.7974496,74.04,146.32,142.54,95.06,-5.89,7.31
1734234349.91255,74.86,146.2,141.18,93.86,-5.89,7.31
1734234350.0514596,74.75,145.84,143.21,94.69,-5.81,7.24
1734234350.1685095,75.32,148.19,144.71,93.88,-5.89,7.31
1734234350.3081462,75.38,146.2,142.23,94.45,-5.89,7.31
1734234350.433511,75.34,148.19,144.59,95.19,-5.89,7.31
1734234350.5589485,76.15,150.94,143.84,94.25,-5.89,7.31
1734234350.6776052,76.23,148.94,144.2,95.11,-5.89,7.31
1734234350.815573,76.19,151.19,146.81,95.59,-5.89,7.31
1734234350.9363446,76.25,151.32,144.75,95.31,-5.89,7.31
1734234351.0642257,76.17,152.93,147.01,96.66,-5.89,7.31
1734234351.1926138,76.07,154.52,147.7,96.89,-5.89,7.31
1734234351.318185,76.09,152.71,147.13,97.45,-5.89,7.31
1734234351.4461305,75.38,152.29,148.4,97.73,-5.89,7.31
1734234351.5728726,76.19,153.96,147.54,96.79,-5.89,7.31
1734234351.688138,76.25,151.74,147.33,97.07,-5.88,7.31
1734234351.8197594,75.99,152.46,147.83,97.19,-5.89,7.31
1734234351.953759,76.03,152.67,145.51,97.47,-5.89,7.31
1734234352.0800164,75.44,152.33,146.52,97.86,-5.89,7.31
1734234352.201403,76.21,155.08,147.7,97.02,-5.89,7.31
1734234352.329723,76.25,152.97,147.34,97.55,-5.89,7.31
1734234352.45825,75.5,152.54,148.94,97.81,-1.52,5.81
1734234352.5848615,75.62,152.71,147.01,97.7,2.25,6.82
1734234352.7088375,75.72,152.33,146.81,98.27,3.32,6.77
1734234352.837701,76.47,154.91,148.03,97.63,3.88,6.77
1734234352.9607844,76.55,153.23,147.5,97.58,4.35,6.77
1734234353.0931427,75.77,152.71,148.69,97.81,4.82,6.77
1734234353.220219,76.66,154.35,147.83,96.92,4.82,6.77
1734234353.3411107,76.74,152.16,147.62,97.22,5.29,6.77
1734234353.4733186,76.49,152.89,148.07,97.37,5.29,6.77
1734234353.5978358,76.57,153.18,145.84,97.78,5.29,6.77
1734234353.7191858,76.01,152.93,146.85,98.22,5.39,6.77
1734234353.8499165,76.84,155.69,147.99,97.42,5.39,6.77
1734234353.9777951,76.92,153.61,147.62,98.06,5.39,6.77
1734234354.1001215,76.09,153.1,149.1,98.29,5.39,6.77
1734234354.2301311,76.17,153.23,147.09,98.19,5.39,6.77
1734234354.3587687,76.15,152.67,146.72,99.09,5.39,6.77
1734234354.4857097,76.82,155.13,147.83,98.37,5.39,6.77
1734234354.5979488,76.82,153.31,147.21,98.68,5.86,6.77
1734234354.7393236,75.97,152.76,148.4,98.88,5.86,6.77
1734234354.857148,76.8,154.3,147.46,97.93,5.86,6.77
1734234354.9929483,76.84,152.12,147.21,98.32,5.76,6.77
1734234355.1081698,76.53,152.84,147.62,98.45,5.86,6.77
1734234355.243074,76.57,153.01,145.35,98.83,5.76,6.77
1734234355.3690398,75.97,152.67,146.4,99.22,5.86,6.77
1734234355.4968605,76.76,155.34,147.42,98.34,5.86,6.77
1734234355.624467,76.78,153.23,147.01,98.88,6.33,6.77
1734234355.7438884,75.91,152.71,148.52,98.99,6.33,6.77
1734234355.8771036,75.95,152.8,146.52,98.73,6.8,6.77
1734234356.005279,75.99,152.33,146.28,99.61,6.8,6.77
1734234356.1320553,76.7,154.82,147.38,98.83,6.91,6.77
1734234356.246951,76.72,153.1,146.85,98.68,6.91,6.77
1734234356.379989,75.89,152.59,148.07,98.83,6.91,6.77
1734234356.496162,76.72,154.09,147.13,97.83,6.91,6.77
1734234356.6359456,76.78,151.91,146.89,98.16,6.91,6.77
1734234356.7629848,76.47,152.67,147.33,98.24,6.91,6.77
1734234356.8876784,76.51,152.84,145.11,98.5,6.91,6.77
1734234357.013373,75.93,152.54,146.2,98.83,6.91,6.77
1734234357.1418877,76.7,155.26,147.25,97.91,6.91,6.77
1734234357.2623558,76.72,153.18,146.85,98.42,6.91,6.77
1734234357.3952,75.85,152.67,148.4,98.5,6.91,6.77
1734234357.5098538,75.89,152.76,146.44,98.24,6.91,6.77
1734234357.6517484,75.91,152.25,146.2,99.12,6.91,6.77
1734234357.7675917,76.61,154.74,147.29,98.34,7.38,6.77
1734234357.8954892,76.63,152.97,146.77,98.16,7.38,6.77
1734234358.0270889,75.81,152.46,148.03,98.29,7.85,6.77
1734234358.1558914,76.63,154.0,147.05,97.27,7.85,6.77
1734234358.2801266,76.7,151.78,146.81,97.5,7.85,6.77
1734234358.409451,76.41,152.59,147.29,97.55,7.85,6.77
1734234358.526821,76.45,152.76,145.07,97.75,7.85,6.77
1734234358.6636946,75.87,152.46,146.16,98.06,7.85,6.77
1734234358.7900164,76.63,155.17,147.21,97.12,7.85,6.77
1734234358.9123707,76.66,153.1,146.81,97.6,7.85,6.77
1734234359.0302308,75.81,152.59,148.36,97.68,7.85,6.77
1734234359.1657383,75.85,152.67,146.4,97.42,7.85,6.77
1734234359.28844,75.87,152.2,146.16,97.88,7.85,6.77
1734234359.4211802,76.57,154.69,147.25,97.12,7.85,6.77
1734234359.5477345,76.61,152.97,146.72,96.97,8.32,6.77
