Time(s),R1(O),R2(O),R3(O),R4(O)
1734294927.7450628,96.43,92.37,99.11,99.53
1734294927.7774057,96.40,92.34,99.11,99.53
1734294927.8250372,96.40,92.34,99.11,99.53
1734294927.872889,96.40,92.32,99.11,99.53
1734294927.9257357,96.40,92.32,99.11,99.53
1734294927.9788358,96.40,92.32,99.11,99.51
1734294928.0346138,96.40,92.30,99.11,99.51
1734294928.0942788,96.38,92.30,99.11,99.51
1734294928.158494,96.38,92.30,99.11,99.51
1734294928.2024095,96.38,92.30,99.11,99.51
1734294928.2462387,96.38,92.30,99.11,99.51
1734294928.2945313,96.38,92.30,99.11,99.51
1734294928.3491688,96.38,92.30,99.11,99.51
1734294928.4074697,96.35,92.30,99.11,99.51
1734294928.44922,96.35,92.30,99.11,99.48
1734294928.501648,96.35,92.30,99.11,99.48
1734294928.5573492,96.35,92.32,99.11,99.48
1734294928.596644,96.35,92.32,99.11,99.48
1734294928.6675427,96.35,92.34,99.11,99.48
1734294928.7159843,96.33,92.34,99.11,99.48
1734294928.759045,96.33,92.34,99.11,99.48
1734294928.8166692,96.33,92.37,99.11,99.48
1734294928.8624232,96.35,92.37,99.11,99.48
1734294928.9290545,96.35,92.37,99.11,99.48
1734294928.9670482,96.35,92.37,99.11,99.48
1734294929.025097,96.33,92.37,99.11,99.48
1734294929.0901868,96.33,92.37,99.11,99.48
1734294929.1390822,96.33,92.37,99.11,99.48
1734294929.18938,96.33,92.37,99.11,99.48
1734294929.234565,96.33,92.39,99.11,99.51
1734294929.2975457,96.33,92.39,99.11,99.51
1734294929.3496811,96.33,92.39,99.11,99.51
1734294929.396388,96.33,92.39,99.11,99.51
1734294929.4458365,96.33,92.39,99.11,99.51
1734294929.4952173,96.33,92.39,99.11,99.51
1734294929.5473392,96.33,92.39,99.11,99.53
1734294929.6159816,96.33,92.42,99.11,99.53
1734294929.667147,96.30,92.42,99.11,99.53
1734294929.7158751,96.30,92.44,99.11,99.53
1734294929.7651591,96.30,92.44,99.11,99.53
1734294929.8186824,96.30,92.44,99.11,99.53
1734294929.8766131,96.30,92.46,99.11,99.51
1734294929.9371643,96.30,92.49,99.11,99.51
1734294929.9884877,96.30,92.51,99.11,99.51
1734294930.034435,96.30,92.51,99.11,99.51
1734294930.096061,96.30,92.51,99.11,99.51
1734294930.1535902,96.30,92.51,99.11,99.51
1734294930.205032,96.30,92.54,99.11,99.51
1734294930.2589355,96.30,92.56,99.11,99.51
1734294930.3042536,96.30,92.59,99.11,99.51
1734294930.373106,96.30,92.61,99.11,99.51
1734294930.4244776,96.30,92.61,99.11,99.51
1734294930.4591892,96.30,92.63,99.11,99.51
1734294930.515179,96.30,92.63,99.11,99.51
1734294930.5828304,96.30,92.63,99.11,99.51
1734294930.6230972,96.30,92.66,99.11,99.51
1734294930.6761081,96.30,92.66,99.11,99.51
1734294930.7321157,96.30,92.66,99.11,99.51
1734294930.7804046,96.30,92.66,99.11,99.51
1734294930.8327036,96.30,92.66,99.11,99.51
1734294930.8964882,96.30,92.68,99.11,99.51
1734294930.9452467,96.30,92.71,99.11,99.51
1734294931.000981,96.30,92.71,99.11,99.51
1734294931.040387,96.30,92.71,99.11,99.51
1734294931.10086,96.33,92.71,99.11,99.51
1734294931.1609182,96.33,92.71,99.11,99.51
1734294931.2015188,96.33,92.71,99.11,99.51
1734294931.248211,96.33,92.71,99.11,99.51
1734294931.3046038,96.33,92.71,99.11,99.48
1734294931.3707244,96.33,92.73,99.11,99.48
1734294931.433674,96.33,92.73,99.11,99.48
1734294931.5576026,96.33,92.73,99.11,99.48
1734294931.6874201,96.33,92.73,99.11,99.48
1734294931.808924,96.33,92.73,99.11,99.48
1734294931.9275274,96.33,92.73,99.11,99.48
1734294932.0608814,96.33,92.73,99.11,99.48
1734294932.1835783,96.33,92.73,99.11,99.48
1734294932.3070421,96.33,92.73,99.11,99.48
1734294932.426154,96.33,92.73,99.11,99.48
1734294932.5568645,96.30,92.73,99.11,99.48
1734294932.6795359,96.30,92.73,99.11,99.48
1734294932.798524,96.30,92.73,99.11,99.48
1734294932.925543,96.30,92.73,99.11,99.48
1734294933.044722,96.30,92.73,99.11,99.51
1734294933.1747794,96.30,92.73,99.08,99.51
1734294933.2991612,96.30,92.73,99.08,99.51
1734294933.4226499,96.30,92.73,99.08,99.53
1734294933.5410135,96.30,92.71,99.08,99.53
1734294933.672066,96.33,92.71,99.08,99.53
1734294933.797855,96.33,92.71,99.08,99.53
1734294933.9243917,96.33,92.68,99.08,99.53
1734294934.047182,96.33,92.68,99.08,99.53
1734294934.1731641,96.33,92.68,99.08,99.53
1734294934.2934275,96.33,92.66,99.08,99.53
1734294934.4199772,96.35,92.66,99.08,99.53
1734294934.547376,96.35,92.66,99.06,99.53
1734294934.662507,96.35,92.63,99.06,99.53
1734294934.791047,96.35,92.61,99.06,99.53
1734294934.9172616,96.35,92.61,99.03,99.53
1734294935.041947,96.35,92.59,99.06,99.53
1734294935.1692302,96.38,92.56,99.06,99.53
1734294935.2921593,96.38,92.56,99.06,99.53
1734294935.4050515,96.38,92.56,99.06,99.53
1734294935.5388794,96.38,92.54,99.06,99.53
1734294935.669214,96.38,92.51,99.03,99.53
1734294935.7821333,96.35,92.51,99.03,99.53
1734294935.9118302,96.38,92.51,99.03,99.51
1734294936.0300956,96.38,92.49,99.01,99.51
1734294936.1638207,96.35,92.49,99.01,99.51
1734294936.291829,96.35,92.49,99.01,99.51
1734294936.4148457,96.35,92.46,99.03,99.51
1734294936.5381403,96.33,92.46,99.03,99.51
1734294936.6571877,96.35,92.49,99.03,99.51
1734294936.7910476,96.35,92.46,99.06,99.51
1734294936.9142942,96.33,92.46,99.06,99.51
1734294937.023078,96.33,92.46,99.06,99.51
1734294937.1574008,96.33,92.44,99.06,99.51
1734294937.2770636,96.30,92.44,99.06,99.51
1734294937.4046493,96.30,92.46,99.03,99.51
1734294937.527377,96.30,92.46,99.06,99.51
1734294937.6597881,96.30,92.46,99.06,99.51
1734294937.786433,96.30,92.44,99.03,99.53
1734294937.9074974,96.30,92.44,99.06,99.53
1734294938.0262673,96.33,92.44,99.06,99.53
1734294938.159047,96.33,92.42,99.06,99.53
1734294938.2758303,96.33,92.42,99.06,99.53
1734294938.4092374,96.35,92.42,99.06,99.53
1734294938.5285714,96.35,92.39,99.03,99.53
1734294938.6490288,96.35,92.39,99.03,99.53
