imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734287098.9281895,10.02,28.57
1,1734287098.9701529,10.02,28.57
2,1734287099.0251763,10.02,28.57
3,1734287099.0745456,10.02,28.57
4,1734287099.1246543,10.02,28.57
5,1734287099.1780345,10.02,28.57
6,1734287099.2267773,10.02,28.57
7,1734287099.2818005,10.02,28.57
8,1734287099.3356512,10.02,28.57
9,1734287099.3896918,10.02,28.57
10,1734287099.44179,10.02,28.57
11,1734287099.496356,10.02,28.57
12,1734287099.551786,10.02,28.57
13,1734287099.6060812,10.02,28.57
14,1734287099.6587477,10.02,28.57
15,1734287099.7117915,10.02,28.57
16,1734287099.773189,10.02,28.57
17,1734287099.8252816,10.02,28.57
18,1734287099.877333,10.02,28.57
19,1734287099.9287946,10.02,28.57
20,1734287099.9829936,10.02,28.57
21,1734287100.0366251,10.02,28.57
22,1734287100.0899608,10.02,28.57
23,1734287100.138334,9.72,28.57
24,1734287100.2033205,10.02,28.57
25,1734287100.2569911,10.02,28.57
26,1734287100.32158,9.72,28.57
27,1734287100.3774157,9.72,28.57
28,1734287100.4281304,10.02,28.57
29,1734287100.4815407,10.02,28.57
30,1734287100.5343325,10.02,28.57
31,1734287100.5897548,10.02,28.57
32,1734287100.638158,10.02,28.57
33,1734287100.689045,9.72,28.57
34,1734287100.7416031,9.72,28.57
35,1734287100.7917771,10.02,28.57
36,1734287100.8428416,9.72,28.57
37,1734287100.8926842,9.72,28.57
38,1734287100.941869,10.02,28.57
39,1734287100.9931364,10.02,28.57
40,1734287101.0544717,9.72,28.57
41,1734287101.1075532,9.72,28.57
42,1734287101.1597683,9.72,28.57
43,1734287101.2219162,10.02,28.57
44,1734287101.2745812,10.02,28.57
45,1734287101.3273373,10.02,28.57
46,1734287101.3895192,9.72,28.57
47,1734287101.4407787,9.72,28.57
48,1734287101.49019,9.72,28.57
49,1734287101.5406065,9.72,28.57
50,1734287101.5972233,9.72,28.57
51,1734287101.662063,9.72,28.57
52,1734287101.7166538,9.64,28.57
53,1734287101.7702246,9.72,28.57
54,1734287101.825153,9.72,28.57
55,1734287101.8790586,9.72,28.57
56,1734287101.932106,9.72,28.57
57,1734287101.9889486,9.35,28.57
58,1734287102.0411267,9.35,28.57
59,1734287102.0906265,9.64,28.57
60,1734287102.1406612,9.35,28.57
61,1734287102.1896832,9.72,28.57
62,1734287102.2408738,9.35,28.57
63,1734287102.3019767,9.72,28.57
64,1734287102.3545895,9.35,28.57
65,1734287102.4070423,9.35,28.57
66,1734287102.4613085,9.35,28.57
67,1734287102.5133219,9.35,28.57
68,1734287102.5712447,9.35,28.57
69,1734287102.621193,9.35,28.57
70,1734287102.670944,9.35,28.57
71,1734287102.8077478,9.35,28.57
72,1734287102.9238849,9.35,28.57
73,1734287103.0568378,9.35,28.57
74,1734287103.1737044,9.35,28.57
75,1734287103.2896388,9.06,28.57
76,1734287103.421214,9.35,28.57
77,1734287103.545445,9.35,28.57
78,1734287103.667556,9.35,28.57
79,1734287103.786899,8.68,28.57
80,1734287103.9227614,8.68,28.57
81,1734287104.0349922,8.68,28.57
82,1734287104.1708677,9.64,27.9
83,1734287104.2882676,9.35,27.9
84,1734287104.4073198,8.83,28.13
85,1734287104.5424294,8.46,28.13
86,1734287104.659138,8.46,28.13
87,1734287104.7840118,8.46,28.13
88,1734287104.923015,8.97,27.9
89,1734287105.0375533,9.35,27.9
90,1734287105.1630578,8.97,27.9
91,1734287105.288935,8.97,27.9
92,1734287105.4192255,8.97,27.9
93,1734287105.535657,8.97,27.9
94,1734287105.6578681,8.97,27.9
95,1734287105.791299,8.97,27.9
96,1734287105.9058592,8.97,27.9
97,1734287106.0375228,8.3,27.9
98,1734287106.1573553,8.3,27.9
99,1734287106.2893047,8.3,27.9
100,1734287106.406497,9.13,27.46
101,1734287106.53779,9.13,27.46
102,1734287106.6534927,9.13,27.46
103,1734287106.7880688,9.13,27.46
104,1734287106.9044547,9.13,27.46
105,1734287107.036315,8.74,27.46
106,1734287107.1542249,8.46,27.46
107,1734287107.2885196,8.74,27.46
108,1734287107.4015021,8.46,27.46
109,1734287107.5281763,8.46,27.46
110,1734287107.6518216,8.46,27.46
111,1734287107.786123,8.46,27.46
112,1734287107.9064827,8.46,27.46
113,1734287108.0255337,8.46,27.46
114,1734287108.158724,8.47,26.79
115,1734287108.2863355,8.47,26.79
116,1734287108.403825,8.47,26.79
117,1734287108.5383184,8.47,26.79
118,1734287108.6602693,8.09,26.79
119,1734287108.789131,8.09,26.79
120,1734287108.9062042,8.09,26.79
121,1734287109.0396075,8.09,26.79
122,1734287109.157476,8.09,26.79
123,1734287109.2742643,8.09,26.79
124,1734287109.4012098,8.09,26.79
125,1734287109.5334876,8.09,26.79
126,1734287109.6586058,7.69,26.79
127,1734287109.776204,7.69,26.79
128,1734287109.9016037,7.69,26.79
129,1734287110.0368311,7.69,26.79
130,1734287110.1549864,8.36,26.12
131,1734287110.2724967,8.1,26.12
132,1734287110.4053206,7.22,26.34
133,1734287110.5234282,7.7,26.12
134,1734287110.6579247,7.7,26.12
135,1734287110.7915983,7.7,26.12
136,1734287110.907506,7.3,26.12
137,1734287111.0231388,8.14,25.68
138,1734287111.1521828,8.14,25.68
139,1734287111.2726877,8.14,25.68
140,1734287111.4043648,8.14,25.68
141,1734287111.5238488,8.14,25.68
142,1734287111.6536512,7.88,25.68
143,1734287111.7726169,7.88,25.68
144,1734287111.9021142,7.48,25.68
145,1734287112.0265481,7.48,25.68
146,1734287112.1535661,7.48,25.68
147,1734287112.27025,7.48,25.68
148,1734287112.4034534,7.48,25.68
149,1734287112.5217412,7.48,25.68
150,1734287112.6584828,6.83,25.68
151,1734287112.7721212,7.74,25.02
152,1734287112.9062278,7.74,25.02
153,1734287113.0234826,7.49,25.02
154,1734287113.158885,7.09,25.02
155,1734287113.272846,7.09,25.02
156,1734287113.4047494,7.09,25.02
157,1734287113.5192626,6.84,25.02
158,1734287113.654468,6.84,25.02
159,1734287113.7792728,7.09,25.02
160,1734287113.9046383,6.43,25.02
161,1734287114.0195754,6.43,25.02
162,1734287114.1539745,6.43,25.02
163,1734287114.2746074,6.43,25.02
164,1734287114.3881776,6.43,25.02
165,1734287114.5217106,7.29,24.57
166,1734287114.6555693,7.29,24.57
167,1734287114.7736554,6.88,24.57
168,1734287114.8940823,6.64,24.57
169,1734287115.0239558,6.23,24.57
170,1734287115.1525059,6.69,24.36
171,1734287115.2755725,6.89,23.91
172,1734287115.4017973,6.89,23.91
173,1734287115.5199513,6.48,23.91
174,1734287115.6408293,6.48,23.91
175,1734287115.7731647,6.48,23.91
176,1734287115.900788,6.24,23.91
177,1734287116.0176954,6.24,23.91
178,1734287116.141479,6.24,23.91
179,1734287116.2734902,6.24,23.91
180,1734287116.390013,5.83,23.91
181,1734287116.52385,5.83,23.91
182,1734287116.6518705,5.83,23.91
183,1734287116.7684317,5.83,23.91
184,1734287116.9016268,5.83,23.91
185,1734287117.0120366,6.28,23.46
186,1734287117.1390593,6.07,23.26
187,1734287117.2678773,6.07,23.26
188,1734287117.3999112,5.66,23.26
189,1734287117.5231724,5.43,23.26
190,1734287117.6408596,5.88,22.81
191,1734287117.7719572,5.88,22.81
192,1734287117.8899932,5.46,22.81
193,1734287118.024075,5.88,22.81
194,1734287118.1413167,5.88,22.81
195,1734287118.2724755,5.46,22.81
196,1734287118.3941832,5.23,22.81
197,1734287118.525454,5.23,22.81
198,1734287118.6372473,5.23,22.81
199,1734287118.769632,4.82,22.81
200,1734287118.8888605,5.23,22.81
201,1734287119.0104625,4.82,22.81
202,1734287119.1402996,4.82,22.81
203,1734287119.2537134,4.82,22.81
204,1734287119.3864892,4.82,22.81
205,1734287119.5099218,5.23,22.62
206,1734287119.640569,5.68,22.17
207,1734287119.757064,5.03,22.17
208,1734287119.8888738,5.7,21.71
209,1734287120.007854,5.28,21.71
210,1734287120.1395123,5.28,21.71
