Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734216192.7293773,mapval2:,199.0,Percentage:,78.0,53.0,
1734216192.774087,75.77,148.28,137.41,87.57,52.88,
1734216192.8975985,70.70,135.74,129.25,82.88,52.88,
1734216193.0250397,71.21,136.55,129.43,83.05,9.099999999999998,28.02
1734216193.1473312,71.58,138.65,130.05,83.27,52.88,
1734216193.274113,71.70,139.72,131.25,83.9,52.88,
1734216193.40116,71.85,140.02,132.32,84.1,52.88,
1734216193.5237184,72.33,140.91,133.58,84.41,52.88,
1734216193.6515644,72.50,141.26,134.53,85.43,52.88,
1734216193.7740831,72.67,142.5,135.74,86.01,52.88,
1734216193.901245,72.96,143.01,136.07,86.5,53.0,
1734216194.0279918,73.44,143.64,136.37,86.64,53.0,
1734216194.1555731,73.56,144.2,136.66,86.75,53.0,
1734216194.2814765,73.69,145.43,137.75,87.36,53.0,
1734216194.4096286,73.85,146.56,138.27,87.52,53.0,
1734216194.5357747,73.92,146.81,139.41,87.7,8.889999999999997,28.23
1734216194.6631134,74.20,147.38,140.60,87.98,52.88,
1734216194.785238,73.77,146.32,140.37,87.7,52.88,
1734216194.9127028,73.81,146.24,140.64,88.14,52.88,
1734216195.0392008,73.59,144.28,141.10,88.67,52.88,
1734216195.166276,74.26,144.75,140.41,88.21,53.0,
1734216195.2933035,74.61,145.11,139.64,88.05,53.17,
1734216195.420818,74.51,144.83,138.69,87.87,53.0,
1734216195.5478067,74.47,145.76,138.20,87.36,8.509999999999998,28.61
1734216195.6743777,74.51,145.8,137.56,87.0,53.0,
1734216195.8017614,74.33,145.51,138.35,86.66,52.88,
1734216195.9285665,73.98,145.23,139.68,87.2,52.88,
1734216196.051437,74.04,145.07,140.18,87.36,52.88,
1734216196.1787968,74.41,145.27,139.56,87.34,52.75,
1734216196.304879,74.47,144.59,140.14,88.14,53.0,
1734216196.4321449,75.08,145.8,139.75,88.16,52.88,
1734216196.559568,75.58,146.04,139.03,88.03,52.88,
1734216196.6863737,75.83,146.6,138.27,87.91,52.88,
1734216196.813236,75.44,147.09,138.31,87.48,52.88,
1734216196.9398522,75.54,148.19,137.86,86.82,52.88,
1734216197.067275,74.90,146.85,138.39,86.82,52.88,
1734216197.1937487,74.53,146.52,139.07,87.41,-26.17,63.29
1734216197.3171043,74.41,146.44,139.72,87.59,-26.17,63.29
1734216197.443552,74.71,146.48,139.83,87.64,8.889999999999997,28.23
1734216197.571193,74.73,145.63,139.49,88.35,52.88,
1734216197.6982248,75.02,146.68,139.60,88.42,52.88,
1734216197.824576,75.60,147.91,138.50,87.89,52.88,
1734216197.9517632,75.95,148.44,138.24,87.77,52.88,
1734216198.0791545,75.62,148.07,138.27,87.36,53.0,
1734216198.2062194,75.52,148.77,137.71,87.0,53.0,
1734216198.3324332,75.00,147.62,137.82,86.98,53.0,
1734216198.4596317,74.35,147.09,138.35,87.02,53.0,
1734216198.5831313,74.28,147.01,139.34,87.07,8.77,28.23
1734216198.7100592,74.26,146.93,140.02,87.54,52.88,
