Time(s),R1(O),R2(O),R3(O),R4(O)
1734296412.5045874,96.43,88.13,99.11,99.53
1734296412.555604,96.40,88.11,99.08,99.51
1734296412.6100812,96.40,88.09,99.06,99.51
1734296412.6631806,96.38,88.07,99.06,99.51
1734296412.7162066,96.38,88.04,99.06,99.51
1734296412.753272,96.38,88.04,99.06,99.51
1734296412.8118596,96.38,88.04,99.06,99.48
1734296412.8756928,96.38,88.04,99.03,99.48
1734296412.9281163,96.35,88.02,99.03,99.48
1734296412.973843,96.35,88.00,99.03,99.48
1734296413.0375783,96.35,87.95,99.03,99.48
1734296413.0725677,96.35,87.93,99.03,99.45
1734296413.136197,96.33,87.90,99.03,99.45
1734296413.1824555,96.30,87.88,99.03,99.45
1734296413.2343826,96.30,87.88,99.01,99.45
1734296413.288612,96.30,87.86,99.01,99.45
1734296413.3494678,96.33,87.88,99.03,99.48
1734296413.408298,96.33,87.90,99.06,99.48
1734296413.4507036,96.35,87.97,99.08,99.48
1734296413.5216978,96.35,88.04,99.11,99.48
1734296413.5746288,96.35,88.07,99.14,99.51
1734296413.6171203,96.38,88.13,99.16,99.53
1734296413.6715562,96.40,88.20,99.21,99.56
1734296413.7178717,96.46,88.32,99.24,99.58
1734296413.7729697,96.48,88.43,99.27,99.61
1734296413.8249211,96.51,88.59,99.32,99.64
1734296413.880283,96.53,88.73,99.37,99.69
1734296413.95111,96.58,88.85,99.42,99.72
1734296414.0114036,96.66,88.99,99.47,99.74
1734296414.0509665,96.68,89.08,99.55,99.79
1734296414.109494,96.71,89.20,99.60,99.82
1734296414.1632576,96.73,89.29,99.60,99.85
1734296414.2269573,96.76,89.38,99.63,99.87
1734296414.275092,96.78,89.41,99.63,99.90
1734296414.3411124,96.81,89.41,99.63,99.92
1734296414.3913114,96.83,89.45,99.63,99.92
1734296414.4374769,96.83,89.45,99.63,99.95
1734296414.4811876,96.81,89.43,99.63,99.95
1734296414.5310235,96.81,89.41,99.63,99.92
1734296414.5902395,96.81,89.36,99.63,99.92
1734296414.6592882,96.78,89.29,99.60,99.92
1734296414.6971385,96.78,89.22,99.55,99.92
1734296414.7584631,96.78,89.17,99.53,99.92
1734296414.808438,96.73,89.10,99.50,99.92
1734296414.8583732,96.71,89.03,99.47,99.90
1734296414.9128256,96.71,88.99,99.45,99.87
1734296414.9701266,96.68,88.94,99.47,99.87
1734296415.0293767,96.66,88.90,99.47,99.85
1734296415.096429,96.63,88.87,99.45,99.82
1734296415.1348736,96.61,88.87,99.45,99.82
1734296415.1966383,96.58,88.85,99.45,99.82
1734296415.254357,96.56,88.80,99.42,99.82
1734296415.2968047,96.56,88.80,99.42,99.82
1734296415.357321,96.53,88.78,99.42,99.85
1734296415.4087703,96.51,88.73,99.42,99.85
1734296415.4631145,96.51,88.73,99.42,99.82
1734296415.519531,96.48,88.73,99.45,99.82
1734296415.5606773,96.46,88.76,99.45,99.82
1734296415.6317916,96.46,88.78,99.42,99.82
1734296415.6861315,96.48,88.83,99.42,99.82
1734296415.7311177,96.48,88.85,99.42,99.85
1734296415.7929585,96.51,88.85,99.42,99.85
1734296415.8317132,96.53,88.90,99.45,99.85
1734296415.8852684,96.56,88.94,99.47,99.87
1734296415.933481,96.56,88.99,99.50,99.87
1734296415.9902906,96.58,89.03,99.47,99.87
1734296416.0437596,96.61,89.10,99.53,99.87
1734296416.096174,96.63,89.15,99.55,99.87
1734296416.1457763,96.66,89.17,99.55,99.87
1734296416.195096,96.68,89.29,99.58,99.87
1734296416.2528787,96.71,89.36,99.58,99.90
1734296416.3040009,96.73,89.41,99.60,99.90
1734296416.3974671,96.76,89.45,99.63,99.90
1734296416.5255687,96.81,89.50,99.68,99.90
1734296416.6520307,96.81,89.55,99.71,99.90
1734296416.779715,96.83,89.59,99.71,99.92
1734296416.9010773,96.83,89.66,99.73,99.95
1734296417.032833,96.83,89.69,99.73,100.00
1734296417.1541157,96.86,89.71,99.76,100.03
1734296417.2955167,96.91,89.73,99.76,100.03
1734296417.4271808,96.93,89.76,99.81,100.05
1734296417.5573685,96.96,89.78,99.81,100.08
1734296417.6864405,96.99,89.80,99.79,100.11
1734296417.8048804,97.01,89.85,99.81,100.13
1734296417.9394627,97.04,89.85,99.81,100.16
1734296418.0782053,97.04,89.85,99.84,100.19
1734296418.207844,97.09,89.90,99.81,100.19
1734296418.3218985,97.14,89.92,99.81,100.21
1734296418.4572198,97.16,89.94,99.81,100.24
1734296418.5940762,97.21,89.94,99.81,100.26
1734296418.7288628,97.24,89.97,99.84,100.26
1734296418.8598642,97.29,89.99,99.84,100.26
1734296418.9843273,97.34,90.01,99.84,100.26
1734296419.1038036,97.37,90.04,99.81,100.26
1734296419.249533,97.39,90.06,99.81,100.32
1734296419.3726804,97.42,90.09,99.81,100.34
1734296419.5061655,97.42,90.09,99.81,100.37
1734296419.6319566,97.44,90.11,99.84,100.37
1734296419.7620027,97.47,90.13,99.84,100.39
1734296419.887477,97.49,90.16,99.84,100.42
1734296420.019378,97.54,90.16,99.84,100.45
1734296420.1592884,97.54,90.16,99.86,100.47
1734296420.2872877,97.54,90.16,99.86,100.50
1734296420.4209423,97.52,90.16,99.86,100.53
1734296420.540094,97.52,90.18,99.84,100.55
1734296420.6723962,97.52,90.18,99.84,100.58
1734296420.8080971,97.52,90.18,99.86,100.61
1734296420.9408002,97.52,90.16,99.86,100.63
1734296421.0588515,97.52,90.16,99.89,100.63
1734296421.1988077,97.52,90.16,99.89,100.63
1734296421.3265173,97.52,90.18,99.89,100.63
1734296421.4609013,97.57,90.18,99.89,100.63
1734296421.5902908,97.59,90.18,99.89,100.66
1734296421.7046816,97.62,90.20,99.92,100.66
1734296421.8498344,97.62,90.23,99.92,100.66
1734296421.9807603,97.65,90.27,99.89,100.66
1734296422.1070404,97.67,90.30,99.89,100.68
1734296422.2393692,97.70,90.32,99.89,100.68
1734296422.368815,97.75,90.32,99.89,100.68
1734296422.4998014,97.77,90.34,99.92,100.66
1734296422.6326325,97.80,90.37,99.92,100.66
1734296422.7529109,97.82,90.39,99.89,100.66
1734296422.890972,97.85,90.41,99.86,100.66
1734296423.0218823,97.88,90.41,99.86,100.68
1734296423.1516428,97.90,90.41,99.89,100.68
1734296423.2727268,97.90,90.41,99.89,100.68
1734296423.4062986,97.90,90.46,99.86,100.68
1734296423.5350485,97.90,90.49,99.89,100.68
1734296423.6723173,97.90,90.49,99.86,100.68
1734296423.7906444,97.93,90.46,99.86,100.68
1734296423.9223611,97.93,90.46,99.89,100.68
1734296424.053039,97.95,90.46,99.89,100.71
1734296424.1924212,97.95,90.49,99.92,100.74
1734296424.3194733,97.98,90.53,99.92,100.74
1734296424.4409215,98.00,90.53,99.94,100.79
1734296424.5710468,98.03,90.53,99.97,100.79
1734296424.7128344,98.03,90.53,99.99,100.82
