Time(s),R1(O),R2(O),R3(O),R4(O)
1734288936.878739,58.56,53.00,60.47,60.23
1734288936.9112418,58.97,53.26,60.79,60.56
1734288936.9574568,59.35,53.58,60.97,60.69
1734288937.0067513,59.46,53.83,61.13,60.79
1734288937.0623116,59.59,53.93,61.45,61.15
1734288937.111756,59.74,54.02,61.98,61.62
1734288937.169921,59.92,54.33,62.33,62.00
1734288937.2158995,60.25,54.45,62.45,62.30
1734288937.277327,60.54,54.57,62.79,62.64
1734288937.3271027,60.69,55.05,63.23,62.86
1734288937.378605,60.79,55.31,63.43,63.18
1734288937.4261167,61.02,55.44,63.79,63.35
1734288937.4889162,61.13,55.71,64.17,63.75
1734288937.5359623,61.33,55.82,64.27,64.24
1734288937.5803618,61.75,55.97,64.41,64.35
1734288937.6434731,62.02,56.28,64.79,64.50
1734288937.694025,61.71,56.28,64.64,64.49
1734288937.7412865,61.53,56.25,64.67,64.50
1734288937.7952232,61.51,56.27,65.11,64.64
1734288937.853819,61.51,56.27,65.07,64.78
1734288937.917311,61.55,56.28,64.84,64.90
1734288937.9747925,61.70,56.08,64.58,64.57
1734288938.0148153,61.88,56.31,64.65,64.38
1734288938.0595732,61.71,56.47,64.71,64.42
1734288938.1144047,61.73,56.25,64.48,64.33
1734288938.1685975,62.00,56.27,64.67,64.19
1734288938.2252533,61.91,56.24,64.83,64.64
1734288938.2856393,61.97,56.27,64.81,64.64
1734288938.3332818,62.10,56.28,64.83,64.23
1734288938.4009223,61.98,56.25,65.02,64.47
1734288938.4542716,61.86,56.22,64.79,64.42
1734288938.4920523,62.10,56.42,64.88,64.26
1734288938.5459836,62.02,56.24,65.23,64.54
1734288938.621171,62.08,56.07,64.93,64.50
1734288938.658626,62.35,56.27,64.81,64.33
1734288938.7122357,62.42,56.28,64.81,64.11
1734288938.782198,62.42,56.31,64.83,64.12
1734288938.8179643,62.22,56.44,64.84,64.14
1734288938.889839,62.20,56.42,64.86,64.16
1734288938.9442048,62.22,56.27,65.00,64.17
1734288938.979318,62.22,56.28,64.97,64.21
