Time(s),R1(O),R2(O),R3(O),R4(O)
1734296729.4650805,96.43,83.44,98.34,99.53
1734296729.5024347,96.40,83.41,98.31,99.51
1734296729.5476763,96.38,83.39,98.29,99.51
1734296729.6131227,96.35,83.39,98.29,99.51
1734296729.6613414,96.33,83.39,98.29,99.51
1734296729.6995218,96.30,83.39,98.29,99.51
1734296729.7527127,96.30,83.39,98.29,99.48
1734296729.8208933,96.28,83.39,98.26,99.48
1734296729.8730967,96.25,83.39,98.26,99.48
1734296729.911282,96.25,83.39,98.26,99.48
1734296729.9712563,96.23,83.37,98.26,99.48
1734296730.0160122,96.20,83.37,98.26,99.45
1734296730.0760775,96.18,83.37,98.26,99.45
1734296730.1284873,96.15,83.37,98.26,99.45
1734296730.1798365,96.13,83.37,98.23,99.45
1734296730.2371686,96.10,83.37,98.23,99.45
1734296730.2809713,96.10,83.39,98.26,99.48
1734296730.336929,96.13,83.41,98.26,99.48
1734296730.394556,96.15,83.41,98.26,99.48
1734296730.4484308,96.18,83.41,98.26,99.48
1734296730.5001044,96.18,83.39,98.26,99.48
1734296730.5515153,96.15,83.41,98.26,99.48
1734296730.6134794,96.15,83.41,98.29,99.48
1734296730.656964,96.15,83.41,98.29,99.48
1734296730.7236273,96.15,83.44,98.26,99.48
1734296730.7743626,96.15,83.46,98.26,99.48
1734296730.8151515,96.15,83.46,98.26,99.51
1734296730.864667,96.18,83.44,98.26,99.51
1734296730.920033,96.18,83.44,98.26,99.48
1734296730.966391,96.18,83.44,98.29,99.48
1734296731.0175288,96.18,83.44,98.29,99.48
1734296731.0783536,96.18,83.46,98.26,99.45
1734296731.1308124,96.18,83.46,98.29,99.45
1734296731.177358,96.15,83.46,98.29,99.45
1734296731.2402763,96.15,83.46,98.29,99.45
1734296731.28478,96.15,83.50,98.29,99.43
1734296731.3272083,96.15,83.50,98.29,99.45
1734296731.395591,96.15,83.50,98.29,99.45
1734296731.4482937,96.15,83.52,98.29,99.43
1734296731.488272,96.13,83.50,98.31,99.43
1734296731.5405402,96.13,83.50,98.31,99.43
1734296731.5927162,96.15,83.50,98.29,99.43
1734296731.6463885,96.13,83.52,98.29,99.43
1734296731.6958263,96.13,83.55,98.29,99.45
1734296731.7583337,96.13,83.55,98.29,99.45
1734296731.798018,96.13,83.57,98.29,99.43
1734296731.8677979,96.13,83.57,98.31,99.45
1734296731.9146142,96.10,83.57,98.31,99.45
1734296731.979438,96.10,83.59,98.29,99.43
1734296732.0272734,96.10,83.61,98.29,99.43
1734296732.074677,96.10,83.59,98.29,99.45
1734296732.1240427,96.10,83.57,98.26,99.45
1734296732.1876445,96.10,83.59,98.26,99.45
1734296732.239367,96.10,83.57,98.26,99.48
1734296732.2991173,96.10,83.55,98.26,99.48
1734296732.3359272,96.13,83.55,98.26,99.45
1734296732.398347,96.13,83.57,98.29,99.45
1734296732.4470584,96.15,83.57,98.29,99.45
1734296732.501284,96.20,83.55,98.26,99.51
1734296732.5478632,96.30,83.55,98.26,99.58
1734296732.5967853,96.40,83.63,98.29,99.66
1734296732.6482277,96.53,83.72,98.34,99.74
1734296732.7045717,96.68,83.85,98.39,99.82
1734296732.7519383,96.86,83.98,98.47,99.95
1734296732.8069966,96.99,84.11,98.52,100.05
1734296732.8497844,97.16,84.27,98.57,100.16
1734296732.9110165,97.34,84.44,98.65,100.26
1734296733.0283942,97.52,84.60,98.72,100.37
1734296733.151085,97.70,84.77,98.80,100.47
1734296733.2860818,97.90,85.02,98.88,100.61
1734296733.4168806,98.08,85.24,98.96,100.76
1734296733.5383074,98.29,85.46,99.03,100.90
1734296733.672362,98.49,85.71,99.08,101.03
1734296733.7916322,98.65,85.93,99.19,101.11
1734296733.9338696,98.77,86.18,99.29,101.16
1734296734.0605595,98.90,86.34,99.37,101.24
1734296734.1888213,99.03,86.49,99.42,101.27
1734296734.3176372,99.14,86.59,99.45,101.32
1734296734.4415214,99.19,86.61,99.50,101.34
1734296734.5804915,99.29,86.72,99.55,101.37
1734296734.7002788,99.34,86.86,99.60,101.40
1734296734.8360434,99.42,86.97,99.63,101.42
1734296734.9702084,99.50,87.08,99.66,101.45
1734296735.1000283,99.58,87.20,99.68,101.48
1734296735.2261,99.63,87.27,99.71,101.48
1734296735.357783,99.68,87.36,99.73,101.48
1734296735.4905758,99.71,87.42,99.79,101.48
1734296735.6072576,99.71,87.49,99.86,101.48
1734296735.741599,99.76,87.61,99.89,101.48
1734296735.878178,99.79,87.70,99.94,101.48
1734296736.0088007,99.81,87.74,99.97,101.48
1734296736.1388767,99.81,87.79,99.99,101.50
1734296736.2709746,99.81,87.88,100.05,101.50
1734296736.3967698,99.84,88.00,100.07,101.50
1734296736.5283873,99.84,88.04,100.10,101.50
1734296736.658241,99.86,88.07,100.13,101.50
1734296736.7961743,99.86,88.09,100.18,101.48
1734296736.92254,99.86,88.09,100.18,101.48
1734296737.0583177,99.84,88.09,100.18,101.48
1734296737.189547,99.81,88.09,100.18,101.48
1734296737.3088732,99.79,88.07,100.18,101.48
1734296737.4521506,99.73,88.04,100.13,101.45
1734296737.5789735,99.66,88.00,100.10,101.42
1734296737.7032633,99.55,87.90,100.10,101.40
1734296737.8447487,99.45,87.81,100.02,101.37
1734296737.9764001,99.29,87.72,99.94,101.32
1734296738.1070862,99.11,87.61,99.89,101.24
1734296738.2205486,98.93,87.49,99.84,101.16
1734296738.364583,98.75,87.36,99.79,101.08
1734296738.49256,98.54,87.22,99.71,100.97
1734296738.6266875,98.34,87.06,99.63,100.87
1734296738.7507935,98.13,86.90,99.55,100.79
1734296738.8799162,97.93,86.74,99.47,100.68
1734296739.0033245,97.75,86.61,99.42,100.58
1734296739.1370294,97.57,86.47,99.37,100.47
1734296739.278772,97.37,86.31,99.32,100.37
1734296739.3913782,97.19,86.16,99.27,100.26
1734296739.5347247,97.06,86.02,99.21,100.19
1734296739.6622956,96.93,85.91,99.16,100.11
1734296739.788491,96.81,85.78,99.14,100.00
1734296739.9254193,96.73,85.69,99.14,99.90
1734296740.0538316,96.68,85.60,99.08,99.85
1734296740.1821818,96.61,85.51,99.06,99.79
1734296740.3064365,96.56,85.46,99.03,99.74
1734296740.428219,96.53,85.40,99.03,99.72
1734296740.5593905,96.51,85.35,99.01,99.69
1734296740.685451,96.48,85.29,99.01,99.66
1734296740.8248053,96.46,85.29,99.03,99.64
1734296740.9580152,96.43,85.31,99.03,99.61
1734296741.0859776,96.43,85.35,99.06,99.61
