Time(s),R1(O),R2(O),R3(O),R4(O)
1734287308.88608,mapval2:,210,Percentage:,82
1734287308.9336038,60.57,55.77,63.90,62.46
1734287308.9832606,70.68,63.91,74.32,71.40
1734287309.0220485,69.81,63.59,73.81,70.78
1734287309.0805097,69.72,63.47,73.27,69.94
1734287309.136263,69.27,62.96,72.12,68.99
1734287309.1844828,68.36,62.25,70.96,68.02
1734287309.2444646,67.42,61.53,69.96,67.70
1734287309.2980914,66.49,61.27,69.83,67.35
1734287309.346906,66.23,61.05,69.24,66.61
1734287309.40325,65.72,60.41,68.43,65.86
1734287309.4550154,64.88,60.16,68.14,65.30
1734287309.5213883,64.03,59.37,67.75,65.20
1734287309.5553715,63.42,58.61,66.80,64.30
1734287309.6153722,63.30,58.44,66.09,63.49
1734287309.6660793,62.55,58.12,65.82,63.25
1734287309.730459,61.90,57.50,64.90,62.37
1734287309.7735019,61.45,57.08,64.19,61.70
1734287309.8293326,61.43,57.30,64.31,61.74
1734287309.8774562,60.69,56.76,63.72,62.20
1734287309.9399178,60.43,56.56,63.79,62.19
1734287309.9944987,60.92,57.00,64.29,62.35
1734287310.0405436,60.94,56.92,64.93,62.51
1734287310.0877247,61.03,56.44,64.15,62.07
1734287310.146629,61.07,56.02,63.76,62.02
1734287310.2054062,60.70,56.36,64.19,62.64
1734287310.259877,60.82,55.85,63.55,62.39
1734287310.3080235,61.20,55.97,63.33,61.62
1734287310.3636415,61.42,56.55,64.33,61.84
1734287310.4376194,60.82,56.08,64.65,62.35
1734287310.483008,60.85,55.83,64.12,61.72
1734287310.5353582,61.22,56.38,64.64,61.80
1734287310.5781028,60.82,56.72,65.75,62.51
1734287310.6338592,60.82,56.08,65.40,62.15
1734287310.7000225,61.18,56.05,65.91,61.59
1734287310.74762,61.05,56.48,66.99,62.00
1734287310.7858062,60.56,55.96,66.85,62.56
1734287310.837597,60.75,56.02,66.33,61.94
1734287310.8972394,61.23,56.56,66.55,61.92
1734287310.9517906,60.72,56.44,67.33,62.42
1734287311.011537,60.97,56.00,66.76,61.64
1734287311.0637977,61.38,56.17,66.87,61.55
1734287311.1074016,61.07,56.69,67.39,62.19
1734287311.1690652,60.66,56.24,66.57,62.44
1734287311.2223184,60.67,56.30,66.21,61.84
1734287311.270691,61.05,56.64,67.12,62.09
1734287311.3222222,60.49,55.97,67.31,62.67
1734287311.373775,60.64,55.44,66.46,61.99
1734287311.4249563,61.17,55.94,66.14,62.20
1734287311.4793303,60.77,56.05,66.41,63.03
1734287311.5364397,60.79,55.56,65.26,62.73
1734287311.589312,61.08,55.67,65.07,62.14
1734287311.6533628,61.02,56.14,65.61,62.34
1734287311.6963806,60.62,55.60,65.42,62.79
1734287311.7500932,60.82,55.71,64.62,62.17
1734287311.795564,61.08,56.36,64.88,62.30
1734287311.8440213,60.51,56.28,65.40,62.95
1734287311.9044895,60.49,55.82,64.60,62.30
1734287311.9526489,61.02,55.79,64.57,61.85
1734287312.0173929,60.85,56.11,65.21,62.56
1734287312.0659328,60.36,55.59,64.31,62.88
1734287312.1176183,60.54,55.62,63.72,62.30
1734287312.1659253,60.77,56.10,64.00,62.64
1734287312.219671,60.21,55.56,64.03,63.20
1734287312.276097,60.38,55.40,63.23,62.35
1734287312.3306623,61.02,55.96,63.33,62.34
1734287312.3707786,60.80,56.28,63.81,62.86
1734287312.5040133,60.87,55.79,63.03,62.54
1734287312.6348433,61.07,56.00,62.94,61.99
1734287312.7623572,60.80,56.56,63.67,62.34
1734287312.8798156,60.31,55.97,63.31,62.79
1734287313.0146503,60.49,56.08,62.84,62.15
1734287313.1463003,60.92,56.45,63.26,62.30
1734287313.2746384,60.33,56.34,63.78,63.03
1734287313.4039278,60.41,55.87,63.01,62.42
1734287313.5276332,61.00,55.99,62.89,61.97
1734287313.6585355,60.82,56.41,63.33,62.67
1734287313.7770026,60.62,55.88,62.67,62.41
1734287313.9170706,61.02,55.99,62.49,61.64
1734287314.0428889,61.33,56.53,63.08,61.85
1734287314.1635797,60.75,55.97,63.28,62.35
1734287314.2939177,60.75,56.17,63.28,62.10
1734287314.43074,61.15,56.83,63.50,62.20
1734287314.5605433,61.02,56.84,63.50,62.22
1734287314.6899047,60.95,56.17,62.79,61.85
1734287314.8120272,60.92,56.07,63.43,61.95
1734287314.9496965,61.23,56.39,64.08,62.24
1734287315.0699334,61.37,56.10,63.86,62.20
1734287315.196323,61.48,56.13,63.13,61.57
1734287315.328565,61.40,56.10,62.98,62.10
1734287315.463518,60.77,56.39,63.55,62.81
1734287315.5837164,61.42,56.50,63.20,62.27
1734287315.713671,61.68,56.64,63.25,62.22
1734287315.8462672,61.42,56.52,63.20,62.22
1734287315.980553,61.05,55.93,62.70,62.59
1734287316.1022158,61.05,56.48,62.91,62.30
1734287316.2396798,61.71,56.38,62.45,62.00
1734287316.3618877,61.47,55.91,62.23,61.90
1734287316.4967651,61.22,55.74,62.12,61.87
