imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734289261.3924193,-6.74,3.88
1,1734289261.4151788,-6.74,3.88
2,1734289261.471069,-6.74,3.88
3,1734289261.5235553,-6.74,3.88
4,1734289261.57853,-6.74,3.88
5,1734289261.6310127,-6.74,3.88
6,1734289261.6863096,-6.74,3.88
7,1734289261.740032,-6.74,3.88
8,1734289261.7894156,-6.74,3.88
9,1734289261.8427987,-6.77,3.88
10,1734289261.8935614,-6.74,3.88
11,1734289261.9521244,-6.74,3.88
12,1734289262.0057774,-6.74,3.88
13,1734289262.057755,-6.74,3.88
14,1734289262.1140938,-6.77,3.88
15,1734289262.167347,-6.77,3.88
16,1734289262.222984,-6.74,3.88
17,1734289262.2767339,-6.27,3.88
18,1734289262.3295777,-6.77,3.88
19,1734289262.3828948,-6.74,3.88
20,1734289262.4386256,-6.74,3.88
21,1734289262.49355,-6.74,3.88
22,1734289262.5463648,-6.74,3.88
23,1734289262.5976667,-6.74,3.88
24,1734289262.6533113,-6.74,3.88
25,1734289262.7061908,-6.74,3.88
26,1734289262.7605588,-6.77,3.88
27,1734289262.8134332,-6.77,3.88
28,1734289262.8670151,-6.77,3.88
29,1734289262.9202826,-6.74,3.88
30,1734289262.9716814,-6.74,3.88
31,1734289263.0348818,-6.74,3.88
32,1734289263.0899022,-6.74,3.88
33,1734289263.1392105,-6.74,3.88
34,1734289263.1910236,-6.74,3.88
35,1734289263.2399073,-6.74,3.88
36,1734289263.296226,-6.74,3.88
37,1734289263.35184,-6.74,3.88
38,1734289263.4049835,-6.74,3.88
39,1734289263.4584439,-6.74,3.88
40,1734289263.5206578,-6.74,3.88
41,1734289263.5736878,-6.74,3.88
42,1734289263.627227,-6.74,3.88
43,1734289263.677351,-6.74,3.88
44,1734289263.7267797,-6.74,3.88
45,1734289263.7905138,-6.77,3.88
46,1734289263.8376462,-6.77,3.88
47,1734289263.8911133,-6.77,3.88
48,1734289263.946604,-6.77,3.88
49,1734289263.9958518,-6.77,3.88
50,1734289264.0468268,-6.77,3.88
51,1734289264.1019492,-6.77,3.88
52,1734289264.1558166,-6.77,3.88
53,1734289264.2062318,-6.77,3.88
54,1734289264.2710383,-6.77,3.88
55,1734289264.3235583,-6.77,3.88
56,1734289264.3773932,-6.77,3.88
57,1734289264.4295876,-6.77,3.88
58,1734289264.4814675,-6.77,3.88
59,1734289264.5370765,-6.77,3.88
60,1734289264.5859928,-6.77,3.88
61,1734289264.6384141,-6.77,3.88
62,1734289264.6913924,-6.77,3.88
63,1734289264.743224,-6.77,3.88
64,1734289264.7953095,-6.77,3.88
65,1734289264.8493059,-6.77,3.88
66,1734289264.9043384,-6.77,3.88
67,1734289265.0079243,-6.77,3.88
68,1734289265.1372516,-6.77,3.88
69,1734289265.2538803,-6.77,3.88
70,1734289265.3864784,-6.77,3.88
71,1734289265.5220683,-6.77,3.88
72,1734289265.642645,-6.77,3.88
73,1734289265.778054,-6.77,3.88
74,1734289265.896179,-6.77,3.88
75,1734289266.0230923,-6.77,3.88
76,1734289266.156391,-6.77,3.88
77,1734289266.2880087,-6.77,3.88
78,1734289266.4221768,-6.77,3.88
79,1734289266.5415905,-6.74,3.88
80,1734289266.6740534,-6.74,3.88
81,1734289266.8040152,-6.74,3.88
82,1734289266.923121,-6.74,3.88
83,1734289267.056558,-6.77,3.88
84,1734289267.191592,-6.74,3.88
85,1734289267.3216066,-6.77,3.88
86,1734289267.4399369,-6.77,3.88
87,1734289267.5745757,-6.77,3.88
88,1734289267.709937,-6.77,3.88
89,1734289267.8251696,-6.77,3.88
90,1734289267.9554167,-6.77,3.88
91,1734289268.0892642,-6.74,3.88
92,1734289268.2233646,-6.74,3.88
93,1734289268.341,-6.77,3.88
94,1734289268.4871833,-6.74,3.88
95,1734289268.6041954,-6.74,3.88
96,1734289268.736335,-6.74,3.88
97,1734289268.874156,-6.74,3.88
98,1734289268.9926789,-6.74,3.88
99,1734289269.1252444,-6.74,3.88
100,1734289269.2589812,-6.74,3.88
101,1734289269.374411,-6.74,3.88
102,1734289269.5199363,3.55,15.34
103,1734289269.638379,3.67,20.15
104,1734289269.7732475,3.48,17.97
105,1734289269.890216,13.15,14.27
106,1734289270.019764,18.14,16.89
107,1734289270.153578,19.03,17.35
108,1734289270.2865481,19.03,17.35
109,1734289270.4098778,18.95,18.59
110,1734289270.5394595,25.23,25.89
111,1734289270.672197,26.21,26.34
112,1734289270.8064764,25.83,27.01
113,1734289270.9241838,25.83,27.01
114,1734289271.0544891,26.22,27.01
115,1734289271.1891518,26.5,27.01
116,1734289271.3250942,26.5,27.01
117,1734289271.4418118,26.5,27.01
118,1734289271.588466,26.5,27.01
119,1734289271.7059667,25.83,27.01
120,1734289271.8411803,25.45,27.01
121,1734289271.9552279,25.23,25.89
122,1734289272.1005375,23.87,25.89
123,1734289272.2171974,23.77,25.68
124,1734289272.3513412,21.91,24.11
125,1734289272.4838653,20.28,22.35
126,1734289272.603003,18.93,22.35
127,1734289272.73517,15.57,19.69
128,1734289272.8697958,12.24,17.5
129,1734289272.989127,9.9,15.81
130,1734289273.1211524,5.08,9.3
131,1734289273.2500641,4.64,8.82
132,1734289273.3838422,0.24,9.3
133,1734289273.503305,-2.51,7.79
134,1734289273.6351416,-2.55,7.79
135,1734289273.7708132,-2.51,7.79
136,1734289273.904337,-3.51,8.27
137,1734289274.0222478,-3.51,8.27
138,1734289274.1524317,-3.51,8.27
139,1734289274.286044,-2.64,8.82
140,1734289274.4166179,-2.64,8.82
141,1734289274.5361087,-2.17,9.3
142,1734289274.6693254,-2.65,9.78
143,1734289274.8043802,-2.12,9.78
144,1734289274.9365048,-2.6,10.26
145,1734289275.0554807,-2.6,10.26
146,1734289275.1878166,-2.13,10.26
147,1734289275.3200428,-1.66,10.26
148,1734289275.4553652,-1.66,10.26
