imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734287436.6270924,39.68,29.25
1,1734287436.6637714,40.14,29.25
2,1734287436.717988,40.14,29.25
3,1734287436.7723815,40.14,29.25
4,1734287436.8274083,39.68,29.25
5,1734287436.878794,39.68,29.25
6,1734287436.9339297,39.68,29.25
7,1734287436.9828374,40.14,29.25
8,1734287437.034992,39.68,29.25
9,1734287437.0886664,40.14,29.25
10,1734287437.1421137,40.14,29.25
11,1734287437.1915104,40.14,29.25
12,1734287437.254142,40.14,29.25
13,1734287437.306523,40.14,29.25
14,1734287437.3658206,40.14,29.25
15,1734287437.4162054,39.68,29.25
16,1734287437.465018,39.68,29.25
17,1734287437.5176177,39.68,29.25
18,1734287437.5733476,40.14,29.25
19,1734287437.623806,40.14,29.25
20,1734287437.6774645,40.14,29.25
21,1734287437.7311954,40.14,29.25
22,1734287437.7827215,40.14,29.25
23,1734287437.830407,39.68,29.25
24,1734287437.8835297,39.68,29.25
25,1734287437.9343827,40.14,29.25
26,1734287437.9855087,39.68,29.25
27,1734287438.0374882,39.68,29.25
28,1734287438.0866318,39.68,29.25
29,1734287438.1389945,39.68,29.25
30,1734287438.1927626,39.68,29.25
31,1734287438.2460444,39.68,29.25
32,1734287438.2986908,39.68,29.25
33,1734287438.3531725,40.38,29.01
34,1734287438.4022937,39.68,29.25
35,1734287438.4516642,39.68,29.25
36,1734287438.505868,39.68,29.25
37,1734287438.5555127,39.68,29.25
38,1734287438.6078453,40.38,29.01
39,1734287438.6580672,40.38,29.01
40,1734287438.7119253,39.68,29.25
41,1734287438.7623117,39.68,29.25
42,1734287438.8155942,39.68,29.25
43,1734287438.8684998,40.38,29.01
44,1734287438.9217937,40.2,29.01
45,1734287438.970754,40.38,29.01
46,1734287439.0321162,40.38,29.01
47,1734287439.0820684,40.38,29.01
48,1734287439.1342075,39.68,29.25
49,1734287439.1867528,40.38,29.01
50,1734287439.2402885,40.2,29.01
51,1734287439.2895358,40.2,29.01
52,1734287439.3442745,39.74,29.01
53,1734287439.398827,39.74,29.01
54,1734287439.4508586,39.74,29.01
55,1734287439.4973812,39.74,29.01
56,1734287439.5512228,39.74,29.01
57,1734287439.5995643,39.74,29.01
58,1734287439.6593566,39.74,29.01
59,1734287439.716029,39.74,29.01
60,1734287439.769147,39.74,29.01
61,1734287439.821414,39.74,29.01
62,1734287439.8756428,39.74,29.01
63,1734287439.9281795,39.74,29.01
64,1734287439.9803267,39.74,29.01
65,1734287440.0357888,39.74,29.01
66,1734287440.0912066,39.74,29.01
67,1734287440.1403863,39.74,29.01
68,1734287440.1993308,39.74,29.01
69,1734287440.3332381,39.1,29.01
70,1734287440.462414,39.72,28.57
71,1734287440.5968564,40.14,28.33
72,1734287440.7170093,39.45,28.57
73,1734287440.8370812,40.14,28.33
74,1734287440.9719393,39.9,28.57
75,1734287441.0976703,39.72,28.57
76,1734287441.2344675,39.9,28.57
77,1734287441.3584814,39.9,28.57
78,1734287441.482979,39.45,28.57
79,1734287441.6189258,38.81,28.57
80,1734287441.7500165,38.81,28.57
81,1734287441.8662736,38.81,28.57
82,1734287441.998829,39.32,28.33
83,1734287442.1361098,38.86,28.33
84,1734287442.2527559,39.32,28.33
85,1734287442.394197,38.86,28.33
86,1734287442.5134096,38.86,28.33
87,1734287442.637947,38.86,28.33
88,1734287442.7833152,38.86,28.33
89,1734287442.9123054,38.86,28.33
90,1734287443.0309987,38.86,28.33
91,1734287443.1658,39.03,27.9
92,1734287443.283946,38.84,27.9
93,1734287443.4155757,38.84,27.9
94,1734287443.5477495,38.84,27.9
95,1734287443.6842215,38.84,27.9
96,1734287443.8045473,38.84,27.9
97,1734287443.949547,38.84,27.9
98,1734287444.0676055,38.84,27.9
99,1734287444.2040453,38.84,27.9
100,1734287444.3168185,38.39,27.9
101,1734287444.4514043,38.39,27.9
102,1734287444.5836637,38.19,27.9
103,1734287444.7173836,38.19,27.9
104,1734287444.8369443,37.74,27.9
105,1734287444.9648852,37.74,27.9
106,1734287445.0974154,37.74,27.9
107,1734287445.232828,37.96,27.23
108,1734287445.3488922,37.96,27.23
109,1734287445.4833584,37.96,27.23
110,1734287445.6206808,37.52,27.23
111,1734287445.7326188,37.52,27.23
112,1734287445.8764024,37.52,27.23
113,1734287445.999982,37.52,27.23
114,1734287446.136007,37.52,27.23
115,1734287446.2650607,37.52,27.23
116,1734287446.3814802,37.52,27.23
117,1734287446.5145247,37.52,27.23
118,1734287446.6462643,37.31,27.23
119,1734287446.7659287,37.52,27.23
120,1734287446.9042041,36.86,27.23
121,1734287447.0302477,36.86,26.79
122,1734287447.161139,37.3,26.79
123,1734287447.2943661,37.3,26.79
124,1734287447.420934,36.86,26.79
125,1734287447.5492983,36.86,26.79
126,1734287447.6783288,36.86,26.79
127,1734287447.8098555,36.86,26.79
128,1734287447.9334848,36.86,26.79
129,1734287448.0654726,37.08,26.57
130,1734287448.19387,36.43,26.79
131,1734287448.325547,36.43,26.79
132,1734287448.4562972,36.86,26.57
133,1734287448.5750065,36.43,26.57
134,1734287448.7136133,36.43,26.57
135,1734287448.847964,36.43,26.57
136,1734287448.966372,36.43,26.57
137,1734287449.094286,36.43,26.57
138,1734287449.2327125,36.01,26.12
139,1734287449.3518157,36.21,26.12
140,1734287449.4871657,36.01,26.12
141,1734287449.6181858,35.78,26.12
142,1734287449.7471144,35.78,26.12
143,1734287449.8809144,36.01,26.12
144,1734287450.0039287,36.01,26.12
145,1734287450.141089,36.01,26.12
146,1734287450.2634091,35.78,26.12
147,1734287450.3832715,36.01,26.12
148,1734287450.5192506,35.78,26.12
149,1734287450.64892,35.78,26.12
150,1734287450.783998,35.99,25.91
151,1734287450.9015415,36.24,25.46
152,1734287451.0379522,36.01,25.46
153,1734287451.1661463,35.58,25.46
154,1734287451.2886686,35.58,25.46
155,1734287451.4269307,35.58,25.46
156,1734287451.5471895,35.58,25.46
157,1734287451.6834521,34.92,25.46
158,1734287451.8172812,35.34,25.46
159,1734287451.9352615,35.34,25.46
160,1734287452.0554442,35.34,25.46
161,1734287452.1996143,34.92,25.46
162,1734287452.3181238,35.34,25.46
163,1734287452.4609509,34.67,25.46
164,1734287452.5875747,34.67,25.46
165,1734287452.7166748,34.9,24.81
166,1734287452.8355536,35.14,24.81
167,1734287452.9785016,34.9,24.81
168,1734287453.096967,34.48,24.81
169,1734287453.2322514,34.48,24.81
170,1734287453.3537714,34.48,24.81
171,1734287453.4798918,34.23,24.81
172,1734287453.6134973,34.23,24.81
173,1734287453.7354517,34.06,24.81
174,1734287453.8786993,34.23,24.81
175,1734287453.9984262,34.23,24.81
176,1734287454.1304693,33.81,24.81
177,1734287454.260284,33.84,24.36
178,1734287454.3813586,33.84,24.36
179,1734287454.5155387,33.78,24.16
180,1734287454.649688,33.78,24.16
181,1734287454.7731004,34.08,23.71
182,1734287454.90583,34.08,23.71
183,1734287455.0318289,34.08,23.71
184,1734287455.1660125,34.08,23.71
185,1734287455.3004618,33.41,23.71
186,1734287455.4227123,33.41,23.71
187,1734287455.5491188,33.41,23.71
188,1734287455.6825728,33.41,23.71
189,1734287455.7982695,33.41,23.71
190,1734287455.9346774,33.41,23.71
191,1734287456.0675876,33.0,23.71
192,1734287456.194262,32.33,23.71
193,1734287456.3305078,32.65,23.52
194,1734287456.464582,33.38,23.07
195,1734287456.5830717,32.11,23.26
196,1734287456.7142072,32.11,23.26
197,1734287456.844457,32.11,23.26
198,1734287456.9788435,31.71,23.26
199,1734287457.095226,32.3,23.07
200,1734287457.2228682,32.02,23.07
201,1734287457.36318,32.02,23.07
202,1734287457.4813197,32.02,23.07
203,1734287457.613923,32.35,22.62
204,1734287457.7391796,32.35,22.62
205,1734287457.8761442,31.39,22.62
206,1734287458.010307,31.0,22.62
207,1734287458.1252866,31.0,22.62
208,1734287458.2644768,30.71,22.62
209,1734287458.3825948,31.64,21.98
210,1734287458.5173755,31.64,21.98
211,1734287458.644698,31.64,21.98
212,1734287458.780858,31.64,21.98
213,1734287458.8989682,30.96,21.98
214,1734287459.030619,30.96,21.98
