Time(s),R1(O),R2(O),R3(O),R4(O)
0.0,13.11,220.05,9.97,166.80
0.01,13.11,220.05,9.97,166.90
0.01,13.11,220.05,9.97,166.99
0.02,13.11,220.05,9.97,166.90
0.02,13.11,220.05,9.97,166.75
0.02,13.11,220.05,9.97,166.66
0.03,13.11,220.05,9.97,166.51
0.03,13.11,220.05,9.97,166.37
0.03,13.11,220.05,9.97,166.23
0.04,13.11,220.05,9.97,166.09
0.04,13.11,220.05,9.97,165.85
0.04,13.11,220.05,9.97,165.66
0.04,13.11,220.05,9.97,165.47
0.05,13.11,220.05,9.97,165.28
0.05,13.11,220.12,9.97,165.19
0.05,13.11,220.12,9.97,165.05
0.05,13.11,220.12,9.97,164.95
0.05,13.11,220.12,9.97,164.86
0.06,13.11,220.12,9.97,164.95
0.06,13.11,220.12,9.97,165.14
0.06,13.11,220.12,9.97,165.24
0.06,13.11,220.12,9.97,165.33
0.06,13.11,220.12,9.97,165.42
0.06,13.11,220.12,9.97,165.52
0.07,13.11,220.12,9.97,165.61
0.07,13.11,220.12,9.97,165.66
0.07,13.11,220.12,9.97,165.66
0.07,13.11,220.12,9.97,165.71
0.07,13.11,220.12,9.97,165.76
0.07,13.11,220.12,9.97,165.76
0.07,13.11,220.12,9.97,165.71
0.07,13.11,220.12,9.97,165.61
0.08,13.11,220.12,9.97,165.24
0.08,13.11,220.12,9.97,164.95
0.08,13.11,220.12,9.97,164.76
0.08,13.11,220.12,9.97,164.62
0.08,13.11,220.12,9.97,164.91
0.09,13.11,220.12,9.97,164.91
0.12,13.11,220.12,9.97,164.91
0.15,13.11,220.12,9.97,164.86
0.19,13.11,220.12,9.97,164.86
0.22,13.11,220.12,9.97,164.95
0.25,13.11,220.12,9.97,164.91
0.29,13.11,220.12,9.96,164.91
0.32,13.11,220.12,9.95,164.86
0.35,13.11,220.12,9.95,164.34
0.38,13.11,220.12,9.96,163.92
0.42,13.11,220.12,9.96,164.02
0.45,13.11,220.12,9.96,164.30
0.48,13.11,220.12,9.96,163.92
0.51,13.11,220.12,10.04,163.97
0.55,13.11,220.12,10.09,163.83
0.58,13.11,220.12,10.30,163.83
0.61,13.11,220.12,10.33,163.92
0.64,13.11,220.12,10.35,164.11
