Time(s),R1(O),R2(O),R3(O),R4(O)
1733888399.5807235,119.79,294.11,282.21,143.22
1733888399.584723,119.79,294.11,282.01,143.22
1733888399.5997663,119.79,294.22,281.91,143.22
1733888399.6363564,119.79,294.22,281.61,143.22
1733888399.6691353,119.79,294.22,281.41,143.22
1733888399.701382,119.79,294.22,281.21,143.22
1733888399.7347763,119.79,294.22,281.11,143.22
1733888399.7711527,119.79,294.22,281.01,143.22
1733888399.8042326,119.79,294.11,281.11,143.22
1733888399.8410192,119.79,294.11,281.21,143.22
1733888399.8736196,119.79,294.11,281.31,143.22
1733888399.9063947,119.79,294.22,281.41,143.22
1733888399.9439094,119.79,294.22,281.51,143.22
1733888399.9761152,119.79,294.22,281.71,143.22
1733888400.0124671,119.79,294.11,281.91,143.22
1733888400.045491,119.79,294.11,282.11,143.22
1733888400.0789645,119.79,294.11,282.11,143.22
1733888400.115701,119.79,294.11,282.01,143.22
1733888400.1486092,119.79,294.11,282.11,143.22
1733888400.1809084,119.79,294.11,282.21,143.22
1733888400.2178354,119.79,294.22,282.21,143.22
1733888400.2503388,119.79,294.22,282.11,143.22
1733888400.2873967,119.79,294.22,282.11,143.22
1733888400.3199446,119.79,294.22,282.01,143.22
1733888400.3529828,119.79,294.22,281.91,143.22
1733888400.3897676,119.79,294.22,281.91,143.22
1733888400.4223409,119.79,294.11,281.91,143.22
1733888400.459848,119.79,294.11,281.91,143.22
1733888400.492339,119.79,294.00,281.91,143.22
1733888400.5252025,119.79,294.00,282.01,143.22
1733888400.561585,119.79,294.00,282.01,143.22
1733888400.5948408,119.79,294.00,282.11,143.22
1733888400.631613,119.79,293.89,282.11,143.22
1733888400.6681354,119.79,293.89,282.11,143.22
1733888400.7011938,119.79,294.00,282.01,143.22
1733888400.7382464,119.79,293.89,282.11,143.22
1733888400.7753844,119.79,294.00,282.31,143.22
1733888400.8072176,119.79,294.00,282.41,143.22
1733888400.8449714,119.79,294.11,282.61,143.22
1733888400.8775492,119.79,294.22,282.71,143.22
1733888400.91381,119.79,294.22,282.61,143.22
1733888400.950908,119.79,294.22,282.51,143.22
1733888400.9838564,119.79,294.22,282.31,143.22
1733888401.0208263,119.79,294.22,282.11,143.22
1733888401.0572326,119.79,294.22,282.01,143.22
1733888401.090614,119.79,294.22,282.01,143.22
1733888401.1276836,119.79,294.32,282.11,143.22
1733888401.1637394,119.79,294.32,282.21,143.22
1733888401.1967082,119.79,294.32,282.21,143.22
1733888401.234267,119.79,294.22,282.31,143.22
1733888401.2660947,119.79,294.22,282.21,143.22
1733888401.3033357,119.79,294.11,282.11,143.22
1733888401.3405738,119.79,294.11,282.11,143.22
1733888401.372399,119.79,294.00,282.01,143.22
1733888401.4100804,119.79,293.89,282.11,143.22
1733888401.4466512,119.79,293.89,282.21,143.22
1733888401.4796507,119.79,293.89,282.21,143.22
1733888401.516517,119.79,293.89,282.31,143.22
1733888401.553101,119.79,293.89,282.21,143.22
1733888401.585875,119.79,293.89,282.11,143.22
1733888401.6226728,119.79,293.89,282.11,143.22
1733888401.6593633,119.79,293.79,282.01,143.22
1733888401.6922834,119.79,293.79,282.11,143.22
1733888401.7289886,119.79,293.79,282.21,143.22
1733888401.7618587,119.79,293.79,282.21,143.22
1733888401.7988505,119.79,293.89,282.31,143.22
1733888401.8355398,119.76,293.89,282.21,143.22
1733888401.8684163,119.76,293.89,282.11,143.22
1733888401.9056087,119.76,293.89,282.11,143.22
1733888401.9423366,119.76,293.89,282.01,143.22
1733888401.975384,119.76,294.00,282.11,143.22
1733888402.0113113,119.76,294.00,282.21,143.22
1733888402.0490694,119.76,294.11,282.21,143.22
1733888402.0817964,119.76,294.11,282.31,143.22
1733888402.1180608,119.76,294.11,282.21,143.22
1733888402.1513045,119.76,294.11,282.11,143.22
1733888402.1875532,119.76,294.11,282.11,143.22
1733888402.2247877,119.76,294.11,282.01,143.22
1733888402.2573297,119.76,294.11,282.01,143.22
1733888402.2943265,119.76,294.22,282.11,143.22
1733888402.3308604,119.76,294.11,282.11,143.22
1733888402.3638592,119.79,294.11,282.21,143.22
1733888402.400808,119.79,294.11,282.21,143.22
1733888402.437663,119.79,294.11,282.11,143.22
1733888402.4704514,119.79,294.11,282.01,143.22
1733888402.5072985,119.79,294.11,281.91,143.22
1733888402.5442514,119.79,294.11,281.91,143.22
1733888402.5772254,119.79,294.00,282.11,143.22
1733888402.6142545,119.79,294.11,282.11,143.22
1733888402.6470096,119.79,294.11,282.21,143.22
1733888402.683672,119.79,294.11,282.21,143.22
1733888402.7203903,119.79,294.11,282.01,143.22
1733888402.753196,119.79,294.22,281.91,143.22
1733888402.7902088,119.79,294.32,281.91,143.22
1733888402.8267174,119.79,294.22,281.91,143.22
1733888402.8593874,119.79,294.22,282.11,143.22
1733888402.8961847,119.79,294.22,282.21,143.22
1733888402.9326086,119.79,294.22,282.21,143.22
1733888402.9658992,119.79,294.22,282.21,143.22
1733888403.003622,119.79,294.32,282.11,143.22
1733888403.036307,119.79,294.22,282.01,143.22
1733888403.0723274,119.79,294.22,282.01,143.22
1733888403.1103442,119.79,294.22,281.91,143.22
1733888403.141899,119.79,294.22,282.11,143.22
1733888403.1788878,119.79,294.32,282.21,143.22
1733888403.2162766,119.76,294.32,282.21,143.22
1733888403.2491186,119.76,294.32,282.31,143.22
1733888403.2851133,119.76,294.22,282.21,143.22
1733888403.3226173,119.79,294.22,282.21,143.26
1733888403.354952,120.02,294.54,282.41,143.53
1733888403.3924427,120.21,294.86,282.51,143.77
1733888403.4254217,120.37,295.07,282.81,143.97
1733888403.4620368,120.53,295.29,283.01,144.16
1733888403.4987392,120.66,295.50,283.21,144.32
1733888403.5315547,120.75,295.61,283.52,144.44
1733888403.5683486,120.85,295.82,283.62,144.56
1733888403.6045175,120.95,296.04,283.72,144.68
1733888403.638123,121.04,296.26,283.82,144.80
1733888403.675253,121.11,296.36,283.82,144.92
1733888403.7117958,121.17,296.47,284.02,145.00
1733888403.7443776,121.27,296.58,284.22,145.08
1733888403.781503,121.33,296.69,284.32,145.16
1733888403.8176873,121.40,296.80,284.53,145.24
1733888403.8512142,121.43,296.90,284.43,145.28
1733888403.8872433,121.27,296.69,284.22,145.08
1733888403.9207466,121.14,296.47,284.02,144.92
1733888403.957082,121.04,296.36,283.82,144.80
1733888403.9943402,120.95,296.26,283.82,144.68
1733888404.0265212,120.88,296.15,283.82,144.60
1733888404.0637765,120.85,296.04,283.72,144.56
1733888404.1005826,120.79,295.93,283.62,144.52
1733888404.1335022,120.75,295.82,283.31,144.48
1733888404.17037,120.69,295.72,283.21,144.44
1733888404.207551,120.66,295.61,283.11,144.36
1733888404.2396653,120.62,295.50,282.91,144.36
1733888404.277091,120.59,295.50,282.91,144.36
1733888404.3097425,120.56,295.50,282.91,144.32
1733888404.3463657,120.53,295.50,282.91,144.28
1733888404.3835888,120.50,295.39,282.91,144.24
1733888404.416443,120.46,295.39,282.71,144.20
1733888404.4531016,120.43,295.39,282.61,144.16
1733888404.4892552,120.40,295.39,282.51,144.12
1733888404.522719,120.37,295.39,282.41,144.09
1733888404.5598469,120.34,295.39,282.41,144.05
1733888404.596563,120.30,295.39,282.41,144.01
1733888404.6287825,120.30,295.39,282.41,144.01
1733888404.665532,120.27,295.39,282.51,143.97
1733888404.7026136,120.27,295.39,282.31,143.93
1733888404.7356086,120.27,295.39,282.21,143.93
1733888404.772621,120.27,295.39,282.21,143.89
1733888404.8054552,120.27,295.39,282.11,143.85
1733888404.84217,120.27,295.39,282.21,143.85
1733888404.8792574,120.27,295.39,282.31,143.85
1733888404.9119403,120.27,295.39,282.31,143.85
1733888404.9481168,120.27,295.39,282.41,143.85
1733888404.9856057,120.27,295.39,282.31,143.85
1733888405.0186102,120.27,295.39,282.21,143.85
1733888405.055425,120.27,295.39,282.11,143.85
1733888405.0921543,120.27,295.39,282.01,143.85
1733888405.1241784,120.27,295.39,282.11,143.85
1733888405.1612234,120.27,295.39,282.21,143.81
1733888405.193864,120.27,295.39,282.31,143.81
1733888405.231408,120.27,295.29,282.41,143.81
1733888405.267431,120.27,295.29,282.31,143.81
1733888405.3009531,120.27,295.29,282.21,143.81
1733888405.3373091,120.27,295.29,282.11,143.81
1733888405.374026,120.27,295.29,282.01,143.81
1733888405.4070363,120.27,295.29,281.91,143.81
1733888405.4438584,120.27,295.29,282.11,143.81
1733888405.4807105,120.27,295.29,282.21,143.81
1733888405.5142357,120.27,295.29,282.31,143.81
1733888405.5507853,120.27,295.18,282.31,143.81
1733888405.5836086,120.27,295.18,282.21,143.81
1733888405.6200237,120.27,295.18,282.11,143.81
1733888405.6572957,120.27,295.18,282.01,143.81
1733888405.690254,120.27,295.18,282.01,143.81
1733888405.726818,120.27,295.18,282.11,143.81
1733888405.7631927,120.27,295.29,282.11,143.81
1733888405.7959452,120.27,295.29,282.21,143.81
1733888405.8331506,120.27,295.29,282.21,143.81
1733888405.870288,120.27,295.29,282.11,143.81
1733888405.9025867,120.27,295.29,282.01,143.81
1733888405.9393702,120.27,295.29,282.01,143.81
1733888405.9764414,120.27,295.29,281.91,143.81
1733888406.0094647,120.27,295.29,282.01,143.81
1733888406.0460858,120.27,295.29,282.01,143.81
1733888406.0792804,120.27,295.39,282.01,143.81
1733888406.1160455,120.27,295.39,282.11,143.81
1733888406.1528294,120.27,295.29,282.01,143.81
1733888406.18525,120.27,295.29,281.91,143.81
1733888406.2223694,120.27,295.29,281.91,143.81
1733888406.2586238,120.27,295.29,281.81,143.81
1733888406.2920513,120.27,295.29,282.01,143.81
1733888406.3289201,120.27,295.29,282.01,143.81
1733888406.3660386,120.27,295.29,282.01,143.81
1733888406.399196,120.27,295.29,282.11,143.81
1733888406.4353652,120.27,295.29,282.01,143.81
1733888406.4683614,120.27,295.29,281.91,143.81
1733888406.505368,120.27,295.29,281.81,143.81
1733888406.5421124,120.27,295.18,281.71,143.81
1733888406.574198,120.27,295.18,281.91,143.81
1733888406.6117141,120.27,295.18,282.01,143.81
1733888406.6478415,120.24,295.07,282.01,143.81
1733888406.6813295,120.24,295.18,282.01,143.81
1733888406.7175646,120.21,295.07,281.91,143.77
1733888406.7546911,120.21,295.07,281.81,143.77
1733888406.7871108,120.21,295.07,281.71,143.77
1733888406.8246322,120.18,295.07,281.61,143.77
1733888406.8568356,120.14,295.07,281.81,143.77
