imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734233914.5526254,7.09,27.67
1,1734233914.5767348,6.98,27.9
2,1734233914.6230974,7.15,27.46
3,1734233914.6769001,7.42,27.46
4,1734233914.7337508,7.15,27.46
5,1734233914.7836444,7.15,27.46
6,1734233914.838667,7.15,27.46
7,1734233914.8962615,7.15,27.46
8,1734233914.9518898,7.15,27.46
9,1734233915.0053818,7.15,27.46
10,1734233915.059305,7.15,27.46
11,1734233915.1136918,7.15,27.46
12,1734233915.1631145,7.15,27.46
13,1734233915.2131462,7.15,27.46
14,1734233915.2630389,7.42,27.46
15,1734233915.317287,7.15,27.46
16,1734233915.3691347,6.32,27.9
17,1734233915.4241726,7.8,27.46
18,1734233915.4786046,7.42,27.46
19,1734233915.531616,7.42,27.46
20,1734233915.5851572,6.71,27.9
21,1734233915.6398327,6.71,27.9
22,1734233915.6927693,6.58,27.9
23,1734233915.7480078,7.15,27.46
24,1734233915.8006039,6.58,27.9
25,1734233915.854349,7.15,27.46
26,1734233915.9073896,6.58,27.9
27,1734233915.96458,7.8,27.46
28,1734233916.017498,7.15,27.46
29,1734233916.0698435,7.15,27.46
30,1734233916.1238382,6.32,27.9
31,1734233916.1774776,7.15,27.46
32,1734233916.228238,6.32,27.9
33,1734233916.2841587,6.32,27.9
34,1734233916.3368902,6.32,27.9
35,1734233916.392012,7.15,27.46
36,1734233916.441061,6.32,27.9
37,1734233916.497881,7.42,27.46
38,1734233916.552158,7.42,27.46
39,1734233916.6044226,7.42,27.46
40,1734233916.658114,7.15,27.46
41,1734233916.7120812,7.42,27.46
42,1734233916.7640402,7.15,27.46
43,1734233916.8132863,7.15,27.46
44,1734233916.8668678,6.32,27.9
45,1734233916.9193506,6.58,27.9
46,1734233916.9706657,6.32,27.9
47,1734233917.0321174,6.58,27.9
48,1734233917.0869014,6.32,27.9
49,1734233917.1405559,7.15,27.46
50,1734233917.1965232,7.15,27.46
51,1734233917.2497077,7.42,27.46
52,1734233917.3018117,7.42,27.46
53,1734233917.3500166,7.42,27.46
54,1734233917.4035017,7.15,27.46
55,1734233917.4530237,7.15,27.46
56,1734233917.50161,7.42,27.46
57,1734233917.555189,7.42,27.46
58,1734233917.6086123,7.15,27.46
59,1734233917.663567,7.15,27.46
60,1734233917.716743,7.15,27.46
61,1734233917.7699053,7.42,27.46
62,1734233917.8230066,7.15,27.46
63,1734233917.9200926,7.15,27.46
64,1734233918.0493786,7.15,27.46
65,1734233918.1709483,7.15,27.46
66,1734233918.305426,7.15,27.46
67,1734233918.4366994,7.15,27.46
68,1734233918.5509872,7.15,27.46
69,1734233918.6803079,7.42,27.46
70,1734233918.7991884,7.15,27.46
71,1734233918.9389608,7.15,27.46
72,1734233919.0660038,7.42,27.46
73,1734233919.181254,7.15,27.46
74,1734233919.315903,7.42,27.46
75,1734233919.4387765,7.15,27.46
76,1734233919.567412,7.15,27.46
77,1734233919.6987054,7.15,27.46
78,1734233919.8153665,7.15,27.46
79,1734233919.933598,7.65,27.23
80,1734233920.0646431,7.65,27.23
81,1734233920.1995995,7.65,27.23
82,1734233920.3172953,7.65,27.23
83,1734233920.4432313,7.65,27.23
84,1734233920.5674703,7.25,27.23
85,1734233920.6994398,7.25,27.23
86,1734233920.834858,6.59,27.23
87,1734233920.9517798,6.59,27.23
88,1734233921.0861862,6.59,27.23
89,1734233921.2179236,7.16,26.79
90,1734233921.3363223,6.77,26.79
91,1734233921.4711723,6.77,26.79
92,1734233921.5938354,6.77,26.79
93,1734233921.718,6.77,26.79
94,1734233921.8462834,6.77,26.79
95,1734233921.9805017,6.37,26.79
96,1734233922.098416,6.37,26.79
97,1734233922.2281957,6.37,26.79
98,1734233922.3642507,6.37,26.79
99,1734233922.4829404,6.37,26.79
100,1734233922.616081,6.37,26.79
101,1734233922.7351024,6.37,26.79
102,1734233922.866293,6.37,26.79
103,1734233922.9847474,6.12,26.79
104,1734233923.1204898,6.19,26.57
