Time(s),Angle1(deg),Angle2(deg)
0.1,89.79,83.54
0.2,89.79,83.54
0.2,89.79,83.54
0.2,89.79,83.54
0.2,89.79,83.54
0.3,89.79,83.54
0.3,89.79,83.54
0.3,89.79,83.54
0.3,89.79,83.54
0.3,89.79,83.54
0.4,89.79,83.54
0.4,89.79,83.54
0.4,89.79,83.54
0.4,89.79,83.54
0.5,89.79,83.33
0.5,90.0,83.54
0.5,90.0,83.54
0.5,90.0,83.54
0.6,90.0,83.54
0.6,89.79,83.54
0.6,90.0,83.54
0.6,89.79,83.54
0.7,89.79,83.54
0.7,89.79,83.54
0.7,89.79,83.54
0.7,89.79,83.54
0.8,89.79,83.54
0.8,89.79,83.54
0.8,89.79,83.54
0.8,89.79,83.52
0.8,89.79,83.54
0.9,89.79,83.54
0.9,89.79,83.54
0.9,89.79,83.54
0.9,89.79,83.54
1.0,89.79,83.54
1.0,89.79,83.54
1.0,89.79,83.54
1.0,89.79,83.54
1.1,89.79,83.54
1.1,89.79,83.54
1.1,89.79,83.54
1.1,89.79,83.54
1.2,89.79,83.54
1.2,89.79,83.54
1.2,89.79,83.54
1.2,89.79,83.54
1.2,89.79,83.54
1.3,89.79,83.54
1.3,89.79,83.54
1.3,89.79,83.54
1.3,83.54,
1.4,83.54,
1.4,89.79,83.54
1.4,83.54,
1.4,89.79,83.54
1.5,89.79,83.54
1.5,90.0,83.54
1.5,89.79,83.54
1.5,90.0,83.54
1.6,89.79,83.54
1.6,89.79,83.54
1.6,90.0,83.54
1.6,90.0,83.54
1.6,90.0,83.54
1.7,89.79,83.54
1.7,89.79,83.54
1.7,89.79,83.54
1.7,89.79,83.54
1.8,83.54,
1.8,89.79,83.54
1.8,89.79,83.54
1.8,89.79,83.54
1.9,83.54,
1.9,89.79,83.54
1.9,89.79,83.54
1.9,89.79,83.54
2.0,89.79,83.54
2.0,89.79,83.54
2.0,89.79,83.54
2.0,89.79,83.54
2.1,83.54,
2.1,89.79,83.54
2.1,90.0,83.54
2.1,89.79,83.54
2.2,89.79,83.54
2.2,89.79,83.54
2.2,89.79,83.54
2.2,83.54,
2.2,89.79,83.54
2.3,89.79,83.54
2.3,89.79,83.54
2.3,89.79,83.54
2.3,89.79,83.54
2.4,89.79,83.54
2.4,89.79,83.54
2.4,89.79,83.54
2.4,89.79,83.54
2.5,83.54,
2.5,83.54,
2.5,89.79,83.54
2.5,89.79,83.54
2.6,90.0,83.54
2.6,89.79,83.54
2.6,89.79,83.54
2.6,90.0,83.54
2.6,89.79,83.54
2.7,83.54,
2.7,89.79,83.54
2.7,89.79,83.54
2.7,83.54,
2.8,89.79,83.54
2.8,89.79,83.54
2.8,89.79,83.54
2.8,89.79,83.54
2.9,89.79,83.54
2.9,89.79,83.54
2.9,89.79,83.54
2.9,89.79,83.54
2.9,89.79,83.54
3.0,89.79,83.54
3.0,89.79,83.54
3.0,89.79,83.54
3.0,89.79,83.54
3.1,89.79,83.54
3.1,83.54,
3.1,89.79,83.54
3.1,89.79,83.54
3.2,89.79,83.54
3.2,89.79,83.54
3.2,89.79,83.54
3.2,89.79,83.54
3.2,83.54,
3.3,89.79,83.54
3.3,89.79,83.54
3.3,89.79,83.54
3.4,89.79,83.54
3.4,89.79,83.54
3.4,89.79,83.54
3.4,89.79,83.54
3.5,89.79,83.54
3.5,89.79,83.54
3.5,89.79,83.54
3.5,89.79,83.54
3.5,89.79,83.54
3.6,89.79,83.54
3.6,89.79,83.54
3.6,89.79,83.54
3.6,89.79,83.54
3.7,89.79,83.52
3.7,89.79,83.54
3.7,89.79,83.54
3.7,89.79,83.54
3.8,89.79,83.54
3.8,89.79,83.54
3.8,89.79,83.54
3.8,89.79,83.54
3.9,89.79,83.54
3.9,89.79,83.54
3.9,89.79,83.54
3.9,89.79,83.54
4.0,89.79,83.54
4.0,89.79,83.54
4.0,89.79,83.54
4.0,89.79,83.54
4.1,89.79,83.54
4.1,89.79,83.54
4.1,89.79,83.54
4.1,89.79,83.54
4.1,89.79,83.54
4.2,89.79,83.54
4.2,89.79,83.54
4.2,89.79,83.54
4.2,89.79,83.54
4.3,89.79,83.54
4.3,89.79,83.54
4.3,89.79,83.54
4.3,89.79,83.54
4.4,89.79,83.54
4.4,89.79,83.54
4.4,89.79,83.54
4.4,89.79,83.54
4.5,89.79,83.54
4.5,89.79,83.52
4.5,87.69,83.33
4.5,84.58,81.72
4.6,81.19,79.33
4.6,78.85,77.33
4.6,78.04,76.17
4.6,78.24,76.44
4.6,78.65,76.86
4.7,79.26,77.12
4.7,79.06,77.33
4.7,79.06,77.38
4.7,79.06,77.38
4.8,79.06,77.38
4.8,79.06,77.38
4.8,79.06,77.38
4.8,79.06,77.38
4.9,79.26,77.33
4.9,79.26,77.17
4.9,79.06,77.17
4.9,78.85,77.17
5.0,78.65,76.91
5.0,78.61,76.7
5.0,78.4,76.49
5.0,78.2,76.49
5.1,77.95,76.49
5.1,78.2,76.49
5.1,78.2,76.49
5.1,78.2,76.49
5.2,78.2,76.49
5.2,77.99,76.49
5.2,77.58,76.44
5.2,77.33,76.07
5.2,77.18,76.02
5.3,77.13,76.02
5.3,77.13,76.02
5.3,77.13,76.02
5.3,77.13,75.81
5.4,76.93,75.81
5.4,77.08,75.65
5.4,76.88,75.6
5.4,76.68,75.6
5.5,76.52,75.54
5.5,76.68,75.6
5.5,76.52,75.54
5.5,76.52,75.33
5.6,76.32,75.33
5.6,76.27,75.39
5.6,76.27,75.39
5.6,75.86,75.33
5.7,76.07,75.12
5.7,75.81,75.12
5.7,75.81,75.33
5.7,75.81,75.33
5.7,75.61,75.33
5.7,75.61,75.12
5.8,75.66,75.07
5.8,75.66,74.86
5.8,75.66,74.86
5.8,75.46,74.86
5.8,75.26,74.86
5.9,75.26,74.86
5.9,75.46,74.65
5.9,75.2,74.65
5.9,75.0,74.65
5.9,75.2,74.44
6.0,74.8,74.65
6.0,75.0,74.44
6.0,74.74,74.44
6.0,74.74,74.44
6.0,74.74,74.44
6.1,74.74,74.65
6.1,74.34,74.23
6.1,74.54,74.23
6.1,74.34,74.23
6.1,74.29,74.23
6.2,74.29,74.23
6.2,74.34,74.17
6.2,74.49,74.02
6.2,74.34,73.97
6.2,73.94,74.17
6.3,73.88,73.97
6.3,73.88,74.17
6.3,73.94,74.17
6.3,73.88,73.97
6.3,73.88,74.17
6.4,73.88,73.97
6.4,73.88,74.17
6.4,73.94,74.17
6.4,73.94,73.97
6.4,73.94,74.17
6.4,73.94,74.17
6.5,73.88,74.17
6.5,73.94,73.97
6.5,73.94,74.17
6.5,73.94,74.17
6.5,73.94,74.17
6.5,73.94,74.17
6.6,73.94,73.97
6.6,74.08,73.97
6.6,73.48,73.76
6.6,73.28,73.7
6.6,73.22,73.34
6.6,73.02,73.49
6.7,73.28,73.28
6.7,72.82,73.49
6.7,73.02,73.28
6.7,73.02,73.28
6.7,72.82,73.49
6.8,72.82,73.49
6.8,72.82,73.49
6.8,73.02,73.28
6.8,73.02,73.28
6.8,73.02,73.28
6.9,72.82,73.49
6.9,72.82,73.49
6.9,72.82,73.49
6.9,72.82,73.49
6.9,72.82,73.49
7.0,72.82,73.49
7.0,72.82,73.49
7.0,72.82,73.49
7.0,72.82,73.49
7.0,72.82,73.49
7.1,73.02,73.28
7.1,72.82,73.49
7.1,73.02,73.28
7.1,72.3,73.07
7.1,71.96,73.01
7.2,72.16,72.8
7.2,72.03,72.74
7.2,72.22,72.74
7.2,72.03,72.74
7.2,71.96,72.74
7.2,72.16,72.8
7.3,72.03,72.95
7.3,72.22,72.74
7.3,72.22,72.74
7.3,71.96,72.74
7.3,71.83,72.95
7.4,72.03,72.95
7.4,72.03,72.74
7.4,72.22,72.74
7.4,72.03,72.74
7.4,71.96,72.8
7.5,72.03,72.74
7.5,72.22,72.74
7.5,72.16,72.8
7.5,71.96,73.01
7.5,71.83,72.95
7.6,71.7,72.8
7.6,71.5,72.53
7.6,71.3,72.53
7.6,71.3,72.53
7.6,71.3,72.53
7.7,71.3,72.53
7.7,71.3,72.53
7.7,71.3,72.53
7.7,71.3,72.53
7.7,71.3,72.53
7.7,71.3,72.53
7.8,71.5,72.32
7.8,71.3,72.53
7.8,71.5,72.32
7.8,71.5,72.32
7.8,71.5,72.32
7.9,71.5,72.32
7.9,71.5,72.32
7.9,71.43,72.32
