Time(s),Angle1(deg),Angle2(deg)
0.1,87.13,
0.2,87.13,
0.2,87.13,
0.2,87.13,
0.2,87.13,
0.3,87.13,
0.3,87.13,
0.3,87.13,
0.3,87.03,
0.3,87.03,
0.4,87.03,
0.4,87.03,
0.4,87.03,
0.4,87.03,
0.4,87.03,
0.5,87.03,
0.5,87.03,
0.5,87.03,
0.6,87.13,
0.6,87.03,
0.6,87.03,
0.6,87.03,
0.6,87.13,
0.7,87.13,
0.7,87.13,
0.7,87.13,
0.7,87.13,
0.8,87.13,
0.8,87.13,
0.8,87.13,
0.8,87.13,
0.9,87.02,
0.9,87.13,
0.9,87.13,
0.9,87.13,
1.0,87.13,
1.0,87.13,
1.0,87.02,
1.0,87.13,
1.1,87.13,
1.1,87.13,
1.1,87.13,
1.1,87.13,
1.1,87.13,
1.2,87.02,
1.2,87.13,
1.2,87.02,
1.3,87.02,
1.3,87.13,
1.3,87.13,
1.3,87.13,
1.3,87.13,
1.4,87.13,
1.4,87.13,
1.4,87.13,
1.4,87.13,
1.4,87.13,
1.5,87.13,
1.5,87.13,
1.5,87.13,
1.6,87.13,
1.6,87.02,
1.6,87.13,
1.6,87.13,
1.6,87.02,
1.7,87.03,
1.7,87.02,
1.7,87.13,
1.7,87.13,
1.8,87.02,
1.8,87.02,
1.8,87.02,
1.8,87.02,
1.9,87.02,
1.9,87.02,
1.9,87.03,
1.9,87.23,
2.0,87.03,
2.0,87.23,
2.0,87.23,
2.0,87.23,
2.0,87.23,
2.1,87.13,
2.1,87.13,
2.1,87.13,
2.1,87.13,
2.2,87.13,
2.2,87.03,
2.2,87.03,
2.2,87.03,
2.3,87.03,
2.3,87.02,
2.3,87.02,
2.3,87.02,
2.3,87.02,
2.4,87.02,
2.4,87.02,
2.4,87.02,
2.4,87.02,
2.5,87.02,
2.5,87.02,
2.5,87.02,
2.5,87.02,
2.6,87.13,
2.6,87.23,
2.6,87.02,
2.6,87.13,
2.7,87.13,
2.7,87.03,
2.7,87.02,
2.7,87.13,
2.8,87.13,
2.8,87.24,
2.8,87.13,
2.8,87.24,
2.9,87.24,
2.9,87.23,
2.9,87.13,
2.9,87.13,
3.0,87.13,
3.0,87.02,
3.0,87.02,
3.0,87.13,
3.1,87.13,
3.1,87.13,
3.1,87.03,
3.1,87.03,
3.2,87.03,
3.2,87.02,
3.2,87.03,
3.2,87.02,
3.3,87.02,
3.3,87.02,
3.3,87.02,
3.3,87.13,
3.4,87.13,
3.4,87.13,
3.4,87.24,
3.4,87.13,
3.4,87.03,
3.5,87.13,
3.5,87.13,
3.5,87.03,
3.5,87.03,
3.6,87.13,
3.6,87.13,
3.6,87.13,
3.7,87.13,
3.7,87.13,
3.7,87.24,
3.7,87.03,
3.7,87.03,
3.8,87.13,
3.8,87.13,
3.8,87.03,
3.8,87.24,
3.9,87.13,
3.9,87.13,
3.9,87.13,
4.0,87.13,
4.0,87.24,
4.0,87.24,
4.0,87.24,
4.1,87.24,
4.1,86.81,
4.1,85.09,
4.1,81.57,
4.1,77.46,
4.2,74.05,
4.2,71.8,
4.2,70.65,
4.2,70.42,
4.2,70.76,
4.3,71.09,
4.3,71.29,
4.3,71.33,
4.3,71.23,
4.4,70.86,
4.4,70.52,
4.4,70.32,
4.4,69.94,
4.4,69.71,
4.5,69.61,
4.5,69.51,
4.5,69.37,
4.5,69.13,
4.5,69.03,
4.6,68.79,
4.6,68.66,
4.6,68.32,
4.7,68.22,
4.7,68.18,
4.7,67.98,
4.7,67.88,
4.7,67.74,
4.8,67.5,
4.8,67.36,
4.8,67.17,
4.8,67.03,
4.8,66.93,
4.9,66.79,
4.9,66.69,
4.9,66.59,
4.9,66.55,
4.9,66.45,
5.0,66.17,
5.0,66.11,
5.0,65.93,
5.0,65.83,
5.1,65.73,
5.1,65.59,
5.1,65.49,
5.1,65.35,
5.1,65.35,
5.2,65.21,
5.2,65.11,
5.2,65.11,
5.2,64.87,
5.2,64.92,
5.3,64.92,
5.3,64.82,
5.3,64.68,
5.3,64.58,
5.3,64.49,
5.4,64.39,
5.4,64.44,
5.4,64.3,
5.4,64.15,
5.5,64.2,
5.5,64.06,
5.5,64.01,
5.5,63.91,
5.5,63.91,
5.6,63.91,
5.6,63.82,
5.6,63.58,
5.6,63.58,
5.7,63.58,
5.7,63.43,
5.7,63.43,
5.7,63.43,
5.7,63.43,
5.8,63.43,
5.8,63.34,
5.8,63.29,
5.8,63.15,
5.9,63.2,
5.9,63.2,
5.9,63.05,
5.9,63.05,
6.0,63.05,
6.0,63.1,
6.0,62.81,
6.0,62.81,
6.0,62.67,
6.0,62.76,
6.1,62.76,
6.1,62.76,
6.1,62.67,
6.1,62.67,
6.2,62.72,
6.2,62.57,
6.2,62.43,
6.2,62.43,
6.3,62.43,
6.3,62.43,
6.3,62.33,
6.3,62.28,
6.3,62.38,
6.3,62.28,
6.4,62.28,
6.4,62.19,
6.4,62.19,
6.4,62.28,
6.5,62.14,
6.5,62.04,
6.5,61.8,
6.5,61.9,
6.5,61.9,
6.6,61.9,
6.6,61.9,
6.6,61.8,
6.6,61.8,
6.6,61.66,
6.7,61.66,
6.7,61.66,
6.7,61.51,
6.7,61.51,
6.8,61.51,
6.8,61.51,
6.8,61.32,
6.8,61.42,
6.8,61.27,
6.9,61.36,
6.9,61.42,
6.9,61.32,
6.9,61.27,
7.0,61.18,
7.0,61.18,
7.0,61.18,
7.0,61.18,
7.0,61.03,
7.1,61.03,
7.1,61.03,
7.1,61.03,
7.1,61.03,
7.2,61.03,
7.2,61.03,
7.2,61.03,
7.2,61.03,
7.3,61.03,
7.3,61.03,
7.3,61.03,
7.3,61.12,
7.3,61.12,
7.3,61.12,
7.4,61.03,
7.4,61.03,
7.4,61.03,
7.4,61.03,
7.4,61.03,
7.5,61.03,
7.5,61.03,
7.5,61.03,
7.5,61.03,
7.6,61.03,
7.6,61.03,
7.6,61.03,
7.6,60.64,
7.6,60.26,
7.7,60.11,
7.7,59.96,
7.7,60.01,
7.7,60.11,
7.7,60.11,
7.8,59.96,
7.8,60.11,
7.8,60.11,
7.8,60.01,
7.9,59.96,
7.9,60.11,
7.9,60.11,
7.9,59.96,
7.9,60.11,
8.0,59.96,
8.0,59.96,
8.0,59.96,
8.0,59.87,
8.0,59.87,
8.1,59.81,
8.1,59.81,
8.1,59.81,
8.1,59.72,
8.2,59.67,
8.2,59.72,
8.2,59.63,
8.2,59.72,
8.2,59.72,
8.3,59.72,
8.3,59.72,
8.3,59.42,
8.3,59.48,
8.3,59.48,
8.3,59.48,
8.4,59.48,
8.4,59.48,
8.4,59.48,
8.4,59.48,
8.5,59.48,
8.5,59.48,
8.5,59.48,
8.5,59.48,
8.5,59.48,
8.6,59.48,
8.6,59.48,
8.6,59.18,
8.6,59.04,
8.6,59.09,
