Time(s),Angle1(deg),Angle2(deg)
1733457443.1704774,69.05,71.36
1733457443.1879134,69.05,71.36
1733457443.2176812,69.05,71.36
1733457443.248952,69.05,71.36
1733457443.264577,69.05,71.36
1733457443.2960196,69.05,71.36
1733457443.3116455,69.13,71.29
1733457443.342895,69.13,71.29
1733457443.3739457,69.13,71.29
1733457443.3970058,69.13,71.29
1733457443.451156,69.13,71.29
1733457443.467924,69.13,71.29
1733457443.499174,69.13,71.29
1733457443.514802,69.13,71.29
1733457443.5463274,69.13,71.29
1733457443.577608,69.05,71.36
1733457443.5935733,69.05,71.22
1733457443.6404734,69.13,71.15
1733457443.6573248,69.13,71.29
1733457443.6875029,69.13,71.29
1733457443.7031515,69.13,71.15
1733457443.7356558,69.13,71.15
1733457443.7528212,69.13,71.15
1733457443.7814848,69.13,71.15
1733457443.8127353,69.13,71.15
1733457443.828356,69.13,71.15
1733457443.8597963,69.13,71.15
1733457443.8754447,69.05,71.36
1733457443.9067752,69.05,71.36
1733457443.9381828,69.05,71.36
1733457443.962048,69.05,71.36
1733457443.9867706,69.05,71.36
1733457444.0012858,69.05,71.36
1733457444.033025,69.05,71.36
1733457444.0644486,69.05,71.36
1733457444.0800962,69.05,71.36
1733457444.1113436,69.05,71.36
1733457444.1427588,69.05,71.36
1733457444.1583724,69.05,71.36
1733457444.1896336,69.05,71.36
1733457444.205252,69.05,71.36
1733457444.236498,69.05,71.36
1733457444.267752,69.05,71.36
1733457444.2838666,69.05,71.36
1733457444.3151412,69.05,71.36
1733457444.332475,69.05,71.36
1733457444.3639863,69.05,71.36
1733457444.3785012,69.05,71.36
1733457444.4097915,69.05,71.36
1733457444.4412258,69.05,71.36
1733457444.4568696,69.05,71.36
1733457444.5097756,69.05,71.36
1733457444.5344896,69.05,71.36
1733457444.550117,69.05,71.36
1733457444.5813675,69.05,71.36
1733457444.59699,69.05,71.36
1733457444.643862,69.05,71.36
1733457444.675131,69.05,71.36
1733457444.6908977,69.05,71.36
1733457444.7221663,69.05,71.36
1733457444.737921,69.05,71.36
1733457444.769184,69.05,71.36
1733457444.7848108,69.05,71.36
1733457444.817311,69.05,71.36
1733457444.848336,69.05,71.36
1733457444.863363,69.05,71.36
1733457444.894635,69.05,71.36
1733457444.910334,69.05,71.36
1733457444.9416082,69.05,71.36
1733457444.973318,69.05,71.36
1733457445.006577,69.05,71.36
1733457445.0305755,69.05,71.36
1733457445.0537386,69.25,71.36
1733457445.0682533,69.52,71.57
1733457445.099177,69.71,71.84
1733457445.1305962,69.91,72.05
1733457445.1620924,70.64,72.05
1733457445.2089925,70.84,72.32
1733457445.2261794,71.23,72.53
1733457445.2568526,71.5,72.8
1733457445.2724614,71.96,72.74
1733457445.30398,72.16,73.01
1733457445.319609,72.36,73.34
1733457445.3508582,72.62,73.43
1733457445.3679357,73.02,73.7
1733457445.3983972,73.22,73.97
1733457445.4296753,73.48,74.38
1733457445.4452963,74.08,74.38
1733457445.4765484,74.54,74.65
1733457445.4921782,75.0,74.86
1733457445.525836,75.61,75.07
1733457445.5550797,76.07,75.54
1733457445.5697508,76.88,75.6
1733457445.602835,77.13,76.02
1733457445.6321115,77.58,76.44
1733457445.6633747,78.32,76.54
1733457445.679435,78.65,77.12
1733457445.7109737,79.47,77.38
1733457445.7422817,79.88,77.8
1733457445.7574363,80.5,78.1
1733457445.7912683,81.16,78.48
1733457445.8204215,81.57,78.77
1733457445.8371632,82.41,78.98
1733457445.8694704,83.71,79.62
1733457445.8839903,85.17,80.54
1733457445.9153888,86.86,81.38
1733457445.9466724,87.91,82.45
1733457445.9624171,88.74,82.9
1733457445.9936934,88.74,83.11
1733457446.0093184,88.74,83.11
1733457446.0405667,83.11,
1733457446.0712476,88.95,82.93
1733457446.1023672,88.95,82.9
1733457446.1179998,88.95,82.9
1733457446.149758,88.95,82.93
1733457446.1651533,88.95,82.93
1733457446.2032008,88.95,82.93
1733457446.212285,88.95,82.93
1733457446.2511978,88.95,82.93
1733457446.2753732,88.95,82.93
1733457446.306952,88.95,82.93
1733457446.3383489,88.95,82.93
1733457446.353974,88.95,82.93
1733457446.3852258,88.95,82.93
1733457446.4010346,88.95,82.93
1733457446.432304,88.95,82.93
1733457446.4480665,88.95,82.93
1733457446.484571,88.95,82.93
1733457446.5185544,88.95,82.93
1733457446.5453062,88.95,82.93
1733457446.5755079,88.95,82.93
1733457446.6004972,88.95,82.93
1733457446.6272774,88.95,82.93
1733457446.648387,88.95,82.93
1733457446.668406,88.95,82.93
1733457446.6926086,88.75,83.09
1733457446.7150626,88.74,83.09
1733457446.743823,88.75,83.09
1733457446.7689128,88.74,83.09
1733457446.7852392,88.74,83.09
1733457446.8098836,88.95,83.09
1733457446.8266087,88.74,83.09
1733457446.857269,88.74,83.09
1733457446.8728967,88.74,83.09
1733457446.9052277,88.95,82.87
1733457446.9358864,88.95,82.87
1733457446.951512,88.95,82.87
1733457446.983142,88.95,83.09
1733457446.9987686,88.95,83.09
1733457447.030424,88.95,82.9
1733457447.0460718,88.95,83.09
1733457447.078773,88.95,82.9
1733457447.109033,88.95,82.9
1733457447.1337948,88.95,82.9
1733457447.1539118,88.95,82.9
1733457447.170804,88.95,82.9
1733457447.2018282,88.95,82.9
1733457447.2324958,88.95,82.9
1733457447.2488353,88.95,82.9
1733457447.2797859,88.74,83.28
1733457447.2954333,88.74,83.09
1733457447.3281121,88.74,83.09
1733457447.3431306,88.74,83.09
1733457447.3746984,88.74,83.09
1733457447.4059818,88.74,83.09
1733457447.4240324,88.74,83.3
1733457447.4532282,88.74,83.3
1733457447.4689984,88.74,83.3
1733457447.5002687,88.74,83.3
1733457447.5242827,88.74,83.3
1733457447.5482283,88.74,83.3
1733457447.5801065,88.95,82.9
1733457447.595754,88.95,82.9
1733457447.6451514,88.95,82.9
1733457447.6725533,88.95,82.9
1733457447.6900768,88.95,82.9
1733457447.7172244,88.95,82.9
1733457447.7330666,84.96,85.08
1733457447.7643337,81.99,85.27
1733457447.7814271,79.6,84.65
1733457447.8134804,76.37,84.84
1733457447.843349,74.58,84.2
1733457447.87462,73.71,83.54
1733457447.8941033,73.44,83.54
1733457447.9217548,73.44,83.54
1733457447.9376962,73.18,83.54
1733457447.9689672,72.98,83.54
1733457448.0003426,72.77,83.54
1733457448.0159893,72.71,83.73
1733457448.0472403,72.51,83.73
1733457448.0628636,72.3,83.54
1733457448.0953507,72.04,83.73
1733457448.1256435,72.04,83.73
1733457448.156912,72.04,83.54
1733457448.1751268,71.97,83.73
1733457448.20907,71.83,83.54
1733457448.234784,71.83,83.54
1733457448.2507513,71.77,83.54
1733457448.282027,71.57,83.54
1733457448.302825,71.36,83.54
1733457448.3289857,71.57,83.54
1733457448.344611,71.57,83.54
1733457448.376176,71.57,83.54
1733457448.3918288,71.36,83.54
1733457448.4230654,71.29,83.54
1733457448.4547226,71.09,83.54
1733457448.4704661,71.09,83.54
1733457448.5021517,70.89,83.75
1733457448.5258815,70.89,83.75
1733457448.5495284,70.89,83.75
1733457448.5719068,70.89,83.75
1733457448.5985453,70.89,83.75
1733457448.62995,70.89,83.75
1733457448.6610572,70.69,83.75
1733457448.6923292,70.62,83.75
1733457448.7106996,70.62,83.75
1733457448.7406995,70.62,83.75
1733457448.752769,70.62,83.75
1733457448.7842872,70.42,83.75
1733457448.8160157,70.42,83.95
1733457448.8478615,70.49,83.95
1733457448.8641922,70.42,83.95
1733457448.8949015,70.42,83.95
1733457448.926149,70.35,83.95
1733457448.9573977,70.35,83.95
1733457448.988646,70.42,83.95
1733457449.0199049,70.42,83.95
1733457449.0526812,70.14,83.95
1733457449.08334,70.14,83.95
1733457449.099418,70.22,83.92
1733457449.150085,70.22,83.92
1733457449.1777859,70.14,83.97
1733457449.2093694,70.14,83.97
1733457449.2472315,70.14,83.97
1733457449.282191,70.22,83.95
1733457449.3019445,70.22,83.95
1733457449.3361306,70.22,83.95
1733457449.3650882,70.14,83.97
1733457449.3964183,70.02,83.97
1733457449.4276938,70.14,83.95
1733457449.458922,69.94,83.97
1733457449.4901745,70.14,83.95
1733457449.5214245,70.14,83.71
1733457449.5543518,69.94,83.97
1733457449.5844097,69.94,83.97
1733457449.615686,69.94,83.97
1733457449.646924,69.94,83.97
1733457449.6781778,69.94,83.73
1733457449.7094247,69.94,83.97
1733457449.7406867,69.94,83.97
1733457449.7746775,69.94,83.97
1733457449.8037686,69.94,83.97
1733457449.8349957,69.94,83.97
1733457449.8664026,69.94,83.97
1733457449.8976977,69.94,83.97
1733457449.9290314,69.82,83.73
1733457449.9603121,69.82,83.73
1733457450.007188,70.02,83.73
1733457450.038694,70.02,83.73
1733457450.0718756,69.82,83.73
1733457450.1015544,70.02,83.73
1733457450.132804,70.02,83.73
1733457450.1640587,70.02,83.73
1733457450.1952972,69.74,83.73
1733457450.2265692,69.74,83.73
1733457450.2421956,69.74,83.73
1733457450.2747674,69.82,83.73
1733457450.3196652,69.67,83.97
1733457450.3380282,69.67,83.97
1733457450.3685358,69.74,83.97
1733457450.3998225,69.74,83.97
1733457450.4310784,69.74,83.97
1733457450.4623287,69.74,83.97
1733457450.493565,69.74,83.97
1733457450.5248427,69.74,83.97
1733457450.556096,69.74,83.97
1733457450.587335,69.74,83.97
1733457450.6341927,69.74,83.97
1733457450.6666162,69.74,83.97
1733457450.6995783,69.74,83.97
1733457450.7309713,69.67,83.97
1733457450.759666,69.67,83.97
1733457450.791173,69.74,83.95
1733457450.8265455,69.67,83.75
1733457450.8606677,69.67,83.75
1733457450.8850596,69.67,83.75
1733457450.9193234,69.67,83.75
1733457450.947974,69.67,83.75
1733457450.9793036,69.67,83.75
1733457451.0262055,69.67,83.75
1733457451.0730884,69.74,83.73
1733457451.1043565,69.67,83.75
1733457451.1376874,69.74,83.92
1733457451.1676216,69.47,83.95
1733457451.1832473,69.47,83.95
1733457451.214503,69.54,83.92
1733457451.249194,69.47,83.95
1733457451.2804396,69.47,83.95
1733457451.3091455,69.47,83.95
1733457451.3404093,69.62,83.92
1733457451.3869667,69.54,83.95
1733457451.418298,69.54,83.95
1733457451.4392343,69.62,83.92
1733457451.4654436,69.67,83.78
1733457451.4966843,69.67,83.78
1733457451.5279412,69.67,83.78
1733457451.559196,69.67,83.78
1733457451.5904193,69.67,83.78
1733457451.6216786,69.47,83.78
1733457451.6559808,69.74,83.75
1733457451.6846452,69.67,83.78
1733457451.715879,69.67,83.97
1733457451.7471964,69.54,83.97
1733457451.779743,69.67,83.97
1733457451.8115122,69.67,83.97
1733457451.844327,69.47,83.97
1733457451.875705,69.54,83.95
1733457451.916574,69.47,83.97
1733457451.9359052,69.47,83.97
1733457451.967157,69.47,83.97
1733457451.9984102,69.47,83.97
1733457452.0296583,69.47,83.97
1733457452.0609078,69.47,83.97
1733457452.0926063,69.47,83.97
1733457452.1238918,69.47,83.97
1733457452.170777,69.54,83.95
1733457452.202016,69.47,83.97
1733457452.2332788,69.47,83.97
1733457452.2645254,69.47,83.97
1733457452.2957573,69.47,83.97
1733457452.3270116,69.27,83.73
1733457452.3582625,69.47,83.95
1733457452.373906,69.47,83.73
1733457452.4051487,69.27,83.97
1733457452.4495313,69.27,83.95
1733457452.4861512,69.27,83.95
1733457452.5166347,69.34,83.92
1733457452.5479076,69.27,83.95
1733457452.5695403,69.27,83.95
1733457452.5951974,69.34,83.95
1733457452.626464,69.27,83.95
1733457452.6577146,69.27,83.95
1733457452.689187,69.34,83.95
1733457452.7082076,69.34,83.95
1733457452.7363703,69.34,83.95
1733457452.7520564,69.34,83.95
1733457452.7833252,69.34,83.95
1733457452.7989523,69.34,83.95
1733457452.8319554,69.34,83.95
1733457452.8625207,69.34,83.95
1733457452.8941941,69.34,83.95
1733457452.9102328,69.27,83.73
1733457452.944777,69.34,83.92
1733457452.9703362,69.34,83.95
1733457452.9876425,69.47,83.95
1733457453.0178053,69.47,83.95
1733457453.0334322,69.47,83.95
1733457453.0646815,69.34,83.95
1733457453.0829842,69.34,83.95
1733457453.112126,69.34,83.95
1733457453.1362395,69.34,83.95
1733457453.1615732,69.34,83.95
1733457453.1759677,69.34,83.95
1733457453.2083735,69.47,83.95
1733457453.2389092,69.47,83.92
1733457453.2545567,69.47,83.92
1733457453.2858036,69.47,83.92
1733457453.3014345,69.47,83.92
1733457453.3326788,69.47,83.92
1733457453.34982,69.47,83.92
1733457453.3804786,69.47,83.92
1733457453.396235,69.47,83.92
1733457453.443132,69.47,83.92
1733457453.4587607,69.47,83.92
1733457453.494495,69.47,83.92
1733457453.519935,69.27,83.95
1733457453.5344508,69.27,83.95
1733457453.5659103,69.27,83.95
1733457453.5815344,69.19,83.97
1733457453.6127844,69.27,83.95
1733457453.6440287,69.19,83.97
1733457453.6752794,69.19,83.97
1733457453.6909044,69.27,83.95
1733457453.7225213,69.19,83.97
1733457453.7392821,69.19,83.97
1733457453.7699018,69.19,83.97
1733457453.788534,69.27,83.95
1733457453.8182712,69.19,83.75
1733457453.8491275,69.27,83.73
1733457453.864778,69.27,83.73
1733457453.9121408,69.27,83.73
1733457453.9302685,69.27,83.73
1733457453.9594853,69.27,83.92
1733457453.9909642,69.27,83.92
1733457454.0081594,69.27,83.92
1733457454.0398057,69.27,83.92
1733457454.0689237,69.27,83.92
1733457454.0845697,69.27,83.92
1733457454.1314454,69.27,83.92
1733457454.1470683,69.19,83.97
1733457454.1786802,69.19,83.97
1733457454.1945813,69.19,84.16
1733457454.2258532,69.19,84.16
1733457454.2571204,69.19,84.16
1733457454.2727265,69.27,84.14
1733457454.3041623,69.27,83.95
1733457454.319809,69.27,83.95
1733457454.3510573,69.27,83.95
1733457454.382307,69.27,83.95
1733457454.413558,69.27,83.95
1733457454.4293103,69.27,83.95
1733457454.4607365,69.27,83.95
1733457454.4763844,69.27,83.95
1733457454.5074444,69.27,83.95
1733457454.5387015,69.27,83.95
1733457454.5721085,69.27,83.95
1733457454.60128,70.29,83.95
1733457454.6194775,71.9,83.95
1733457454.6499403,74.78,83.3
1733457454.6649456,77.2,83.33
1733457454.6976624,78.52,83.54
1733457454.728049,79.19,83.75
1733457454.7436938,79.64,83.54
1733457454.774958,79.88,83.49
1733457454.791883,80.3,83.71
1733457454.8233926,80.71,83.49
1733457454.8535583,82.85,83.06
1733457454.8691845,85.15,82.85
1733457454.9004316,87.06,82.85
1733457454.9163432,87.9,83.28
1733457454.948004,88.11,83.28
1733457454.9869945,88.33,83.28
1733457455.0106018,88.11,83.28
1733457455.0304887,88.11,83.28
1733457455.057638,88.11,83.28
1733457455.0864346,88.33,83.49
1733457455.1106627,88.33,83.52
1733457455.1351275,88.33,83.3
1733457455.1522863,88.33,83.28
1733457455.1824255,88.33,83.3
1733457455.1983614,88.33,83.49
1733457455.230055,88.33,83.28
1733457455.2456985,88.33,83.49
1733457455.27728,88.33,83.28
1733457455.3085728,88.11,83.3
1733457455.3398142,88.11,83.3
1733457455.3554387,88.33,83.3
1733457455.3866801,88.11,83.3
1733457455.4183006,88.11,83.3
1733457455.4339283,88.11,83.3
1733457455.4655383,88.11,83.3
1733457455.4857118,88.11,83.3
1733457455.5129216,88.11,83.3
1733457455.5362375,88.11,83.3
1733457455.5604024,88.11,83.3
1733457455.5760252,88.11,83.3
1733457455.626177,88.11,83.3
1733457455.652838,88.11,83.3
1733457455.668041,88.11,83.52
1733457455.6982048,88.33,83.33
1733457455.713831,88.33,83.33
1733457455.745079,88.33,83.3
1733457455.7763414,88.33,83.3
1733457455.7923014,88.33,83.3
1733457455.8237946,88.33,83.3
1733457455.8397467,88.33,83.3
1733457455.8715265,88.33,83.3
1733457455.8871496,88.33,83.3
1733457455.9186826,88.33,83.3
1733457455.95083,88.33,83.3
1733457455.96745,88.33,83.3
1733457455.998176,88.54,83.11
1733457456.0294576,88.54,83.28
1733457456.0451062,88.54,83.28
1733457456.0763814,88.54,83.28
1733457456.09201,87.27,83.09
1733457456.128087,82.25,80.89
1733457456.155573,73.68,76.17
1733457456.1686683,64.93,70.26
1733457456.2000303,57.71,65.48
1733457456.2313042,54.44,62.85
1733457456.2625623,54.68,62.65
1733457456.278179,57.59,63.92
1733457456.3265407,61.56,66.17
1733457456.3410575,65.12,68.4
1733457456.3723395,66.72,69.5
1733457456.3883195,66.25,69.5
1733457456.4195845,64.19,68.52
1733457456.4353704,61.84,67.06
1733457456.4666426,59.68,65.88
1733457456.498202,59.4,65.0
1733457456.5138292,59.22,65.39
1733457456.545089,59.5,65.59
1733457456.5919487,59.5,65.68
1733457456.6120195,59.5,65.68
1733457456.6392353,59.68,65.39
1733457456.6745996,59.68,65.39
1733457456.6981142,59.68,65.39
1733457456.721467,59.68,65.59
1733457456.7392395,59.68,65.39
1733457456.7663212,59.68,65.59
1733457456.7863607,59.68,65.39
1733457456.8150935,59.68,65.39
1733457456.8460114,59.4,65.39
1733457456.8766894,59.5,65.3
1733457456.9079406,59.22,65.3
1733457456.925811,59.22,65.3
1733457456.9558525,59.22,65.21
1733457456.9871213,59.11,65.1
1733457457.0183725,58.93,65.1
1733457457.0339973,58.93,65.1
1733457457.0652475,58.93,65.1
1733457457.0858152,58.93,65.1
1733457457.1142402,58.75,65.01
1733457457.1362467,58.46,65.01
1733457457.1604033,58.46,65.01
1733457457.1935706,58.28,65.01
1733457457.2259276,58.35,64.81
1733457457.2380137,58.28,64.81
1733457457.2842293,58.28,64.81
1733457457.3002043,58.28,64.81
1733457457.331772,58.28,64.81
1733457457.3787384,58.28,64.81
1733457457.394358,58.28,64.81
1733457457.425604,58.28,64.81
1733457457.4412215,58.06,64.81
1733457457.4724681,57.99,64.81
1733457457.5037205,58.11,64.72
1733457457.519587,57.99,64.52
1733457457.550856,57.99,64.52
1733457457.5678303,57.99,64.52
1733457457.5992653,57.99,64.52
1733457457.6297338,57.99,64.52
1733457457.6611567,57.99,64.52
1733457457.6928778,57.88,64.52
1733457457.708513,57.88,64.52
1733457457.7526371,57.88,64.52
1733457457.7710361,57.88,64.52
1733457457.7855484,57.71,64.52
1733457457.8328788,57.53,64.52
1733457457.8484986,57.71,64.32
1733457457.8801763,57.71,64.32
1733457457.8962426,57.59,64.32
1733457457.9275105,57.42,64.52
1733457457.9588594,57.59,64.32
1733457457.9785502,57.35,64.42
1733457458.0062087,57.35,64.42
1733457458.0222428,57.42,64.32
1733457458.053664,57.53,64.22
1733457458.074054,57.53,64.22
1733457458.1011982,57.53,64.22
1733457458.1224322,57.53,64.22
1733457458.1483781,55.61,65.01
1733457458.1709886,51.74,67.95
1733457458.1961741,49.79,69.29
1733457458.2277772,49.49,69.57
1733457458.2535496,49.21,69.57
1733457458.279078,49.21,69.57
1733457458.3019218,48.61,69.57
1733457458.317753,48.0,69.5
1733457458.349476,47.54,69.29
