Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
0.0,122.18,328.68,300.29,150.48,89.79,83.54
0.0,122.18,328.68,300.29,150.48,89.79,83.54
0.0,122.18,328.68,300.29,150.48,89.79,83.54
0.0,122.18,328.68,300.29,150.48,89.79,83.54
0.0,122.18,328.68,300.29,150.48,89.79,83.54
0.0,122.18,328.68,300.29,150.48,89.79,83.54
0.0,122.18,328.68,300.29,150.53,89.79,83.54
0.0,122.18,328.68,300.29,150.61,89.79,83.54
0.0,122.18,328.68,300.29,150.65,89.79,83.54
0.0,122.18,328.68,300.4,150.69,89.79,83.54
0.0,122.18,328.68,300.4,150.73,89.79,83.54
0.0,122.18,328.68,300.4,150.78,89.79,83.54
0.0,122.18,328.68,300.4,150.82,89.79,83.54
0.0,122.21,328.68,300.4,150.82,89.79,83.54
0.0,122.21,328.68,300.4,150.82,89.79,83.33
0.0,122.21,328.68,300.4,150.82,90.0,83.54
0.0,122.21,328.68,300.4,150.86,90.0,83.54
0.0,122.21,328.68,300.4,150.9,90.0,83.54
