Time(s),Angle1(deg),Angle2(deg)
1733516486.881615,-5.67,7.34
1733516486.9868724,-5.45,7.34
1733516487.0193303,-5.66,7.34
1733516487.0530007,-5.66,7.34
1733516487.0853019,-5.46,7.34
1733516487.1187742,-5.66,7.34
1733516487.152218,-5.42,7.31
1733516487.181938,-5.42,7.31
1733516487.2152247,-5.42,7.31
1733516487.249016,-5.63,7.31
1733516487.2821276,-5.470000000000001,7.15
1733516487.3156042,-5.470000000000001,7.15
1733516487.349206,-5.23,7.13
1733516487.382149,-5.23,7.13
1733516487.4142752,-5.23,7.13
1733516487.4487913,-5.23,7.13
1733516487.4657502,-5.23,7.13
1733516487.5161047,-5.23,7.13
1733516487.549153,-5.23,7.13
1733516487.5725293,-5.23,7.13
1733516487.6003935,-5.24,7.13
1733516487.6323426,-5.24,7.13
1733516487.669681,-5.23,7.13
1733516487.6993868,-5.23,7.13
1733516487.7362347,-5.41,7.31
1733516487.767684,-5.23,7.13
1733516487.7991943,-5.41,7.31
1733516487.8305652,-5.4399999999999995,7.34
1733516487.860918,-5.41,7.31
1733516487.8924022,-5.45,7.34
1733516487.9235568,-5.45,7.34
1733516487.940571,-5.45,7.34
1733516487.9717207,-5.45,7.34
1733516488.0029957,-5.66,7.34
1733516488.0342555,-5.45,7.34
1733516488.065497,-5.66,7.34
1733516488.0972207,-5.66,7.34
1733516488.1288793,-5.66,7.34
1733516488.1614015,-5.45,7.34
1733516488.1937776,-5.45,7.34
1733516488.223972,-5.45,7.34
1733516488.255228,-5.45,7.34
1733516488.2869813,-5.45,7.34
1733516488.3186526,-5.45,7.34
1733516488.3501654,-5.45,7.34
1733516488.3819382,-5.45,7.34
1733516488.4134345,-5.45,7.34
1733516488.4448977,-5.45,7.34
1733516488.4785268,-5.45,7.34
1733516488.5082235,-5.45,7.34
1733516488.5400252,-5.45,7.34
1733516488.5716345,-5.45,7.34
1733516488.5887642,-5.45,7.34
1733516488.6189604,-5.45,7.34
1733516488.6659305,-5.45,7.34
1733516488.6971738,-5.45,7.34
1733516488.7288744,-5.42,7.31
1733516488.7613494,-5.42,7.31
1733516488.792342,-5.42,7.31
1733516488.8396459,-6.11,7.58
1733516488.870921,-3.45,8.25
1733516488.9046907,-0.5700000000000003,11.31
1733516488.9358757,2.08,15.56
1733516488.9821563,3.460000000000001,19.74
1733516489.0137136,4.859999999999999,22.45
1733516489.0453482,4.610000000000003,23.83
1733516489.076768,4.559999999999999,22.85
1733516489.1096578,4.209999999999997,22.17
1733516489.1415637,4.419999999999998,22.05
1733516489.171257,4.870000000000001,22.45
1733516489.2027714,6.07,23.03
1733516489.2340722,6.68,23.92
1733516489.2653213,6.66,24.99
1733516489.2987063,6.710000000000001,25.58
1733516489.3279073,6.710000000000001,25.58
1733516489.359137,6.710000000000001,25.58
1733516489.390394,6.710000000000001,25.58
1733516489.422606,6.710000000000001,25.58
1733516489.4538217,7.18,25.58
1733516489.4850826,7.179999999999996,25.87
1733516489.5322578,7.450000000000003,26.07
1733516489.5635061,7.489999999999998,26.37
1733516489.5947475,7.869999999999997,26.57
1733516489.6259873,7.800000000000001,26.76
1733516489.6572518,8.09,26.76
1733516489.689652,7.890000000000001,26.96
1733516489.7205276,7.769999999999996,26.96
1733516489.7530851,7.890000000000001,26.96
1733516489.7834992,7.970000000000002,27.06
1733516489.8170414,7.960000000000001,27.36
1733516489.846258,8.059999999999999,27.55
1733516489.8787317,8.179999999999996,27.55
1733516489.9089367,8.059999999999999,27.55
1733516489.9401896,8.23,27.55
1733516489.973934,8.349999999999998,27.55
1733516490.0031395,8.650000000000002,27.55
1733516490.034799,8.32,27.75
1733516490.081728,8.219999999999999,27.85
1733516490.1152759,8.519999999999996,27.85
1733516490.145777,8.519999999999996,27.85
1733516490.1761117,8.519999999999996,27.85
1733516490.2079022,8.27,28.05
1733516490.2391937,8.440000000000001,28.05
1733516490.2860503,8.609999999999996,28.05
1733516490.3178377,8.739999999999998,28.05
1733516490.349908,8.509999999999998,28.15
1733516490.3814745,8.509999999999998,28.15
1733516490.397136,8.509999999999998,28.15
