Angle1(deg),Angle2(deg)
1.5200000000000005,6.94
1.5200000000000005,6.94
1.5200000000000005,6.94
1.5200000000000005,6.94
1.7299999999999995,6.94
1.7299999999999995,6.94
1.7299999999999995,6.94
1.7299999999999995,6.94
1.7299999999999995,6.94
1.7299999999999995,6.94
1.7299999999999995,6.94
1.7299999999999995,6.94
1.9299999999999988,6.94
1.7299999999999995,6.94
1.9299999999999988,6.94
1.5199999999999996,7.15
1.5199999999999996,7.15
1.88,6.96
0.6100000000000003,7.61
0.1899999999999995,7.61
-0.6699999999999999,7.82
-0.8799999999999999,7.61
-1.0300000000000002,7.58
-0.8599999999999994,7.39
-1.3200000000000003,7.61
-0.8899999999999997,7.39
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-0.8899999999999997,7.39
-1.3200000000000003,7.61
-1.2599999999999998,7.58
-1.2599999999999998,7.58
-1.3200000000000003,7.61
-1.2599999999999998,7.58
-1.2599999999999998,7.58
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.2599999999999998,7.58
-1.2599999999999998,7.58
-1.3200000000000003,7.61
-1.2599999999999998,7.58
-1.2599999999999998,7.58
-1.3200000000000003,7.61
-1.2599999999999998,7.58
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.29,7.61
-1.29,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.3200000000000003,7.61
-1.29,7.61
-1.3200000000000003,7.61
