Time(s),Angle1(deg),Angle2(deg)
4.68,68.79,
4.72,68.66,
4.73,68.32,
4.75,68.22,
4.78,68.18,
4.79,67.98,
4.83,67.88,
4.84,67.74,
4.86,67.5,
4.89,67.36,
4.9,67.17,
4.94,67.03,
4.95,66.93,
4.98,66.79,
5.0,66.69,
5.01,66.59,
5.05,66.55,
5.06,66.45,
5.08,66.17,
5.09,66.11,
5.12,65.93,
5.14,65.83,
5.17,65.73,
5.19,65.59,
5.21,65.49,
5.22,65.35,
5.25,65.35,
5.27,65.21,
5.3,65.11,
5.32,65.11,
5.33,64.87,
5.35,64.92,
5.38,64.92,
5.39,64.82,
5.42,64.68,
5.45,64.58,
5.46,64.49,
5.47,64.39,
5.5,64.44,
5.52,64.3,
5.55,64.15,
5.55,64.2,
5.58,64.06,
5.6,64.01,
5.63,63.91,
5.66,63.91,
5.67,63.91,
5.71,63.82,
5.72,63.58,
5.75,63.58,
5.77,63.58,
5.8,63.43,
5.82,63.43,
5.85,63.43,
5.86,63.43,
5.88,63.43,
5.91,63.34,
5.93,63.29,
5.95,63.15,
5.97,63.2,
6.0,63.2,
6.01,63.05,
6.02,63.05,
6.05,63.05,
6.07,63.1,
6.08,62.81,
6.11,62.81,
6.14,62.67,
6.16,62.76,
6.19,62.76,
6.2,62.76,
6.23,62.67,
6.24,62.67,
6.26,62.72,
6.29,62.57,
6.31,62.43,
6.32,62.43,
6.35,62.43,
6.37,62.43,
6.38,62.33,
6.42,62.28,
6.43,62.38,
6.46,62.28,
6.48,62.28,
6.49,62.19,
6.52,62.19,
6.54,62.28,
6.57,62.14,
6.59,62.04,
6.62,61.8,
6.63,61.9,
6.65,61.9,
6.68,61.9,
6.7,61.9,
6.71,61.8,
6.75,61.8,
6.77,61.66,
6.79,61.66,
6.82,61.66,
6.84,61.51,
6.85,61.51,
6.88,61.51,
6.9,61.51,
6.92,61.32,
6.94,61.42,
6.96,61.27,
6.98,61.36,
7.01,61.42,
7.03,61.32,
7.06,61.27,
7.07,61.18,
7.11,61.18,
7.12,61.18,
7.15,61.18,
7.17,61.03,
7.18,61.03,
7.21,61.03,
7.23,61.03,
7.25,61.03,
7.28,61.03,
7.29,61.03,
7.33,61.03,
7.34,61.03,
7.37,61.03,
7.39,61.03,
7.4,61.03,
7.44,61.12,
7.46,61.12,
7.47,61.12,
7.5,61.03,
7.51,61.03,
7.53,61.03,
7.54,61.03,
7.59,61.03,
7.61,61.03,
7.64,61.03,
7.66,61.03,
7.67,61.03,
7.69,61.03,
7.72,61.03,
7.73,61.03,
7.75,60.64,
7.77,60.26,
7.8,60.11,
7.81,59.96,
7.83,60.01,
7.84,60.11,
7.87,60.11,
7.9,59.96,
7.91,60.11,
7.92,60.11,
7.95,60.01,
7.97,59.96,
7.98,60.11,
8.01,60.11,
8.03,59.96,
8.05,60.11,
8.06,59.96,
8.1,59.96,
8.11,59.96,
8.13,59.87,
8.14,59.87,
8.17,59.81,
8.19,59.81,
8.22,59.81,
8.24,59.72,
8.27,59.67,
8.28,59.72,
8.3,59.63,
8.33,59.72,
8.35,59.72,
8.36,59.72,
8.38,59.72,
8.41,59.42,
8.43,59.48,
8.46,59.48,
8.47,59.48,
8.49,59.48,
8.52,59.48,
8.54,59.48,
8.56,59.48,
8.58,59.48,
8.6,59.48,
8.61,59.48,
8.63,59.48,
8.66,59.48,
8.68,59.48,
8.69,59.48,
8.71,59.18,
8.72,59.04,
8.76,59.09,
8.77,59.09,
8.8,59.09,
8.83,59.09,
8.85,59.09,
8.87,59.09,
8.88,59.09,
8.9,59.09,
8.93,59.04,
8.94,58.89,
8.96,58.94,
8.99,58.94,
9.01,58.94,
9.04,58.89,
9.06,58.94,
9.09,58.89,
9.1,58.94,
9.12,58.74,
9.15,58.7,
9.17,58.65,
9.18,58.65,
9.21,58.65,
9.23,58.65,
9.26,58.65,
9.28,58.65,
9.3,58.65,
9.31,58.65,
9.34,58.56,
9.35,58.56,
9.39,58.5,
9.4,58.5,
9.43,58.56,
9.45,58.56,
9.46,58.56,
9.48,58.56,
9.51,58.41,
9.53,58.26,
9.56,58.26,
9.57,58.26,
9.59,58.26,
9.61,58.26,
9.64,58.26,
9.67,58.26,
9.68,58.26,
9.71,58.26,
9.73,58.26,
9.75,58.26,
9.77,58.26,
9.78,58.17,
9.81,58.17,
9.83,58.11,
9.85,58.11,
9.86,58.11,
9.89,58.11,
9.9,58.11,
9.94,58.11,
9.95,58.11,
9.98,58.76,
10.0,60.07,
10.03,62.86,
10.05,66.25,
10.08,69.98,
10.09,73.28,
10.12,75.16,
10.15,75.83,
10.17,75.5,
10.19,75.27,
10.2,75.27,
10.22,75.29,
10.23,75.29,
10.27,75.29,
10.3,75.29,
10.33,75.6,
10.34,76.04,
10.36,76.5,
10.39,77.25,
10.41,77.92,
10.42,78.57,
10.45,79.0,
10.47,79.42,
10.5,79.75,
10.52,80.08,
10.53,80.42,
10.55,80.73,
10.58,81.58,
10.6,82.77,
10.61,84.05,
10.63,85.22,
10.64,86.17,
10.67,86.6,
10.69,86.6,
10.71,86.6,
10.73,86.6,
10.74,86.6,
10.77,86.6,
10.78,86.6,
10.8,86.6,
10.83,86.6,
10.86,86.6,
10.88,86.6,
10.89,86.6,
10.92,86.6,
10.94,86.6,
10.97,86.6,
10.99,86.6,
11.02,86.6,
11.03,86.6,
11.07,86.6,
11.08,86.6,
11.1,86.6,
11.13,86.6,
11.14,86.6,
11.17,86.6,
11.19,86.6,
11.22,86.6,
11.24,86.6,
11.27,86.6,
11.29,86.6,
11.3,86.6,
11.33,86.49,
11.35,85.32,
11.36,83.5,
11.38,81.76,
11.41,80.12,
11.44,78.77,
11.46,77.97,
11.47,77.66,
11.5,77.53,
11.52,77.51,
11.54,77.4,
11.57,77.17,
11.58,77.06,
11.61,77.06,
11.63,76.8,
11.66,76.7,
11.68,76.7,
11.71,76.7,
11.72,76.57,
11.74,76.46,
11.77,76.46,
11.79,76.49,
11.82,76.36,
11.83,76.33,
11.86,76.25,
11.88,76.23,
11.89,76.2,
11.93,76.1,
11.94,76.1,
11.97,76.1,
12.01,76.1,
12.02,75.99,
12.05,75.86,
12.07,75.86,
12.1,75.86,
12.11,75.86,
12.15,75.86,
12.16,75.86,
12.18,75.73,
12.19,75.73,
12.23,75.73,
12.24,75.73,
12.26,75.59,
12.27,75.59,
12.3,75.62,
12.32,75.65,
12.33,75.52,
12.35,75.59,
12.37,75.59,
12.4,75.62,
12.42,75.52,
12.43,75.49,
12.44,75.49,
12.48,75.49,
12.51,75.52,
12.52,75.49,
12.54,75.31,
12.55,75.31,
12.59,75.49,
12.6,75.38,
12.62,75.38,
12.65,75.38,
12.66,75.38,
12.69,75.38,
12.71,75.38,
12.73,75.25,
12.74,75.25,
12.76,75.25,
12.79,75.22,
12.81,75.22,
12.82,75.22,
12.84,75.22,
12.87,75.22,
12.88,75.22,
12.9,75.12,
12.93,75.04,
12.95,75.12,
12.96,75.15,
13.0,75.15,
13.01,75.15,
13.03,75.15,
13.04,75.15,
13.06,75.15,
13.09,75.15,
13.1,75.12,
13.12,75.15,
13.15,75.15,
13.17,75.15,
13.18,75.01,
13.2,75.15,
13.23,75.01,
13.25,75.01,
13.26,75.01,
13.28,75.15,
13.31,75.01,
13.32,75.01,
13.34,75.01,
13.36,75.01,
13.39,75.01,
13.4,75.01,
13.43,75.01,
13.45,75.01,
13.47,75.01,
13.5,75.01,
13.51,74.98,
13.53,75.01,
13.54,75.01,
13.58,75.01,
13.59,75.01,
13.61,75.01,
13.64,75.01,
13.65,74.98,
13.69,74.98,
13.7,74.98,
13.73,74.85,
13.75,74.96,
13.76,74.85,
13.81,74.96,
13.83,74.96,
13.84,74.85,
13.87,74.85,
13.89,74.88,
13.9,74.88,
13.94,74.77,
13.95,74.88,
13.97,74.85,
14.0,74.85,
14.02,74.85,
14.03,74.85,
14.06,74.85,
14.08,74.85,
14.09,74.85,
14.11,74.85,
14.14,74.85,
14.16,74.85,
14.17,74.85,
14.2,74.85,
14.22,74.72,
14.23,74.74,
14.25,74.85,
14.28,74.74,
14.3,74.74,
14.31,74.74,
14.35,74.74,
14.36,74.72,
14.39,74.72,
14.41,74.74,
14.42,74.72,
14.44,74.72,
14.47,74.74,
14.49,74.74,
14.52,74.72,
14.53,74.72,
14.55,74.74,
14.58,74.74,
14.59,74.74,
14.61,74.72,
14.64,74.72,
14.66,74.72,
14.69,74.74,
14.7,74.77,
14.73,74.77,
14.75,74.77,
14.77,74.77,
14.78,74.77,
14.8,75.15,
14.83,75.28,
14.85,75.78,
14.86,76.64,
14.89,77.47,
14.91,78.23,
14.92,78.9,
14.95,79.34,
14.97,79.45,
14.99,79.45,
15.02,79.47,
15.03,79.59,
15.05,79.8,
15.08,79.8,
15.11,79.92,
15.13,80.03,
15.14,80.47,
15.16,81.01,
15.19,81.24,
15.22,81.34,
15.24,81.46,
15.25,81.57,
15.27,81.67,
15.3,81.69,
15.31,81.78,
15.33,82.01,
15.36,82.87,
15.38,84.05,
15.39,85.22,
15.42,86.18,
15.46,86.6,
15.47,86.6,
15.49,86.6,
15.52,86.6,
15.53,86.6,
15.55,86.6,
15.58,86.6,
15.6,86.5,
15.63,86.5,
15.64,86.6,
15.67,86.6,
15.69,86.6,
15.71,86.6,
15.72,86.6,
15.75,86.6,
15.77,86.6,
15.8,86.6,
15.82,86.6,
15.83,86.6,
15.85,86.6,
15.88,86.6,
15.9,86.6,
15.93,86.6,
15.94,86.6,
15.96,86.6,
15.99,86.6,
16.01,86.6,
16.02,86.6,
16.04,86.6,
16.07,86.6,
16.09,86.6,
16.11,86.6,
16.13,86.5,
16.15,86.5,
16.18,86.06,
16.19,82.22,
16.23,74.83,
16.24,65.49,
16.26,56.1,
16.29,49.0,
16.31,45.77,
16.32,46.39,
16.35,50.15,
16.37,55.44,
16.4,60.35,
16.41,62.62,
16.43,61.75,
16.46,58.56,
16.48,54.41,
16.51,51.39,
16.52,50.08,
16.55,50.85,
16.59,52.54,
16.6,54.39,
16.63,55.53,
16.65,55.47,
16.66,54.39,
16.68,53.39,
16.71,52.48,
16.73,52.24,
16.76,52.33,
16.78,52.48,
16.81,52.48,
16.82,52.39,
16.85,52.39,
16.87,52.39,
16.9,52.39,
16.92,52.46,
16.93,52.46,
16.96,52.46,
16.98,52.39,
16.99,52.39,
17.02,52.39,
17.04,52.33,
17.06,52.26,
17.09,52.17,
17.11,52.17,
17.13,52.17,
17.15,52.17,
17.18,52.17,
17.2,52.17,
17.21,52.17,
17.24,52.17,
17.26,52.17,
17.29,51.95,
17.31,51.78,
17.34,51.71,
17.35,51.71,
17.37,51.63,
17.4,51.63,
17.42,51.63,
17.43,51.63,
17.46,51.63,
17.48,51.63,
17.49,51.63,
17.53,51.56,
17.54,51.54,
17.56,51.41,
17.59,51.41,
17.61,51.48,
17.64,51.41,
17.65,51.48,
17.68,51.48,
17.7,51.41,
17.73,51.48,
17.75,51.48,
17.76,51.48,
17.8,51.48,
17.81,51.48,
17.82,51.48,
17.85,51.48,
17.87,51.48,
17.9,51.48,
17.92,51.48,
17.95,51.48,
17.96,51.48,
18.0,51.48,
18.01,51.32,
18.03,51.41,
18.06,51.32,
18.09,51.24,
18.11,51.32,
18.14,51.32,
18.15,51.32,
18.18,51.17,
18.2,51.17,
18.22,51.24,
18.25,51.24,
18.26,51.17,
18.28,51.31,
18.31,50.64,
18.33,50.38,
18.35,49.11,
18.36,48.5,
18.39,47.79,
18.4,47.16,
18.42,46.52,
18.45,46.21,
18.47,46.12,
18.5,46.12,
18.51,46.04,
18.53,45.72,
18.56,45.48,
18.58,45.24,
18.59,45.08,
18.62,44.92,
18.64,44.84,
18.67,44.84,
18.69,44.84,
18.7,44.68,
18.73,44.43,
18.75,44.35,
18.76,44.19,
18.78,43.95,
18.81,43.87,
18.83,43.87,
18.84,43.87,
18.86,43.78,
18.89,43.7,
18.91,43.7,
18.93,43.62,
18.95,43.38,
18.97,43.29,
19.0,43.13,
19.02,43.05,
19.03,42.97,
19.05,42.88,
19.08,42.88,
19.09,42.88,
19.11,42.72,
19.13,42.64,
19.16,42.64,
19.17,42.48,
19.19,42.48,
19.22,42.48,
19.24,42.48,
19.26,42.39,
19.28,42.31,
19.3,42.31,
19.31,42.23,
19.35,42.23,
19.36,42.23,
19.39,42.23,
19.41,42.14,
19.44,42.14,
19.47,42.06,
19.49,42.14,
19.5,41.98,
19.53,41.89,
19.55,41.89,
19.58,41.89,
19.6,41.89,
19.61,41.89,
19.64,41.82,
19.66,41.82,
19.69,41.81,
19.71,41.72,
19.72,41.64,
19.75,41.65,
19.77,41.72,
19.79,41.72,
19.8,41.64,
19.83,41.64,
19.85,41.64,
19.86,41.64,
19.88,41.64,
19.91,41.64,
19.94,41.56,
19.96,41.56,
19.97,41.56,
20.0,41.56,
20.02,41.56,
20.03,41.56,
20.07,41.56,
20.08,41.56,
20.11,41.56,
20.13,41.48,
20.15,41.56,
20.17,41.39,
20.18,41.23,
20.21,41.23,
20.22,41.14,
20.24,41.07,
20.25,41.07,
20.27,41.07,
20.3,41.07,
20.32,41.14,
20.33,41.22,
20.37,41.14,
20.38,41.07,
20.41,41.07,
20.43,41.07,
20.46,41.07,
20.47,41.07,
20.51,41.07,
20.52,41.07,
20.54,41.05,
20.57,41.05,
20.58,40.98,
20.6,41.05,
20.63,40.97,
20.65,40.89,
20.69,40.89,
20.71,40.89,
20.72,40.89,
20.74,40.73,
20.77,40.8,
20.79,40.8,
20.82,40.8,
20.83,40.73,
20.87,40.8,
20.88,40.8,
20.9,40.8,
20.93,40.8,
20.94,40.8,
20.96,40.8,
20.99,40.73,
21.01,40.73,
21.04,40.73,
21.05,40.73,
21.07,40.64,
21.1,40.64,
21.12,40.64,
21.15,40.64,
21.16,40.64,
21.19,40.64,
21.21,40.55,
21.24,40.48,
21.26,40.48,
21.29,40.48,
21.3,40.48,
21.32,40.39,
21.34,40.39,
21.37,40.39,
21.38,40.48,
21.4,40.39,
21.43,40.48,
21.45,40.39,
21.46,40.31,
21.48,40.31,
21.51,40.22,
21.52,40.22,
21.56,40.22,
21.59,40.22,
21.6,40.22,
21.62,40.22,
21.65,40.31,
21.68,40.22,
21.7,40.3,
21.71,40.22,
21.74,40.22,
21.76,40.22,
21.77,40.22,
21.79,40.22,
21.82,40.22,
21.85,40.22,
21.87,40.22,
21.9,40.22,
21.92,40.22,
21.93,40.22,
21.96,40.22,
21.98,40.22,
21.99,40.13,
22.03,40.13,
22.04,40.13,
22.06,40.13,
22.09,40.13,
22.11,40.13,
22.13,40.13,
22.15,40.04,
22.17,40.04,
22.2,40.04,
22.21,40.04,
22.25,40.04,
22.26,40.04,
22.28,40.04,
22.29,40.04,
22.32,40.04,
22.35,40.04,
22.37,40.04,
22.4,40.04,
22.42,40.04,
22.43,40.04,
22.45,40.04,
22.48,40.04,
22.5,40.04,
22.51,40.04,
22.54,40.04,
22.56,40.04,
22.57,40.12,
22.59,40.12,
22.62,40.04,
22.65,40.04,
22.67,40.04,
22.68,40.04,
22.72,40.04,
22.73,40.06,
22.75,40.49,
22.76,41.41,
22.78,43.06,
22.81,45.32,
22.84,47.78,
22.86,49.81,
22.89,50.89,
22.9,51.2,
22.92,50.98,
22.95,50.66,
22.97,50.51,
22.98,50.51,
23.0,50.51,
23.03,50.51,
23.04,50.51,
23.06,50.51,
23.08,50.51,
23.11,50.51,
23.12,50.51,
23.14,50.51,
23.17,50.51,
23.19,50.51,
23.22,50.51,
23.23,50.51,
23.26,50.51,
23.28,50.51,
23.3,50.51,
23.33,50.51,
23.34,50.51,
23.37,50.51,
23.39,50.51,
23.41,50.51,
23.42,50.51,
23.45,50.51,
23.47,50.51,
23.5,50.51,
23.52,50.51,
23.53,50.51,
23.56,50.51,
23.58,50.51,
23.59,50.51,
23.63,50.51,
23.66,50.51,
23.69,50.51,
23.7,50.51,
23.72,50.51,
23.75,50.51,
23.77,50.51,
23.8,50.51,
23.81,50.51,
23.83,50.51,
23.86,50.51,
23.88,50.51,
23.89,50.51,
23.92,50.51,
23.94,50.51,
23.97,50.58,
23.99,50.58,
24.01,50.58,
24.02,50.58,
24.05,50.58,
24.06,50.58,
24.1,50.58,
24.11,50.58,
24.13,50.58,
24.14,50.58,
24.17,50.51,
24.19,50.58,
24.21,50.58,
24.24,50.51,
24.25,50.51,
24.27,50.51,
24.3,50.51,
24.32,50.51,
24.33,50.51,
24.36,50.51,
24.38,50.51,
24.39,50.51,
24.41,50.42,
24.44,50.42,
24.47,50.42,
24.49,50.42,
24.5,50.42,
24.52,50.42,
24.55,50.42,
24.57,50.42,
24.58,51.13,
24.61,52.49,
24.63,54.85,
24.64,58.19,
24.68,61.83,
24.69,65.03,
24.71,67.3,
24.74,68.3,
24.75,68.54,
24.78,68.44,
24.82,68.58,
24.83,69.05,
24.85,69.67,
24.86,70.58,
24.89,71.87,
24.91,73.72,
24.94,75.29,
24.96,76.5,
24.99,76.5,
25.0,76.27,
25.03,75.94,
25.05,75.6,
25.08,75.14,
25.1,74.49,
25.11,73.92,
25.13,73.28,
25.16,72.71,
25.18,72.37,
25.19,72.04,
25.22,71.6,
25.24,71.36,
25.25,70.89,
25.29,70.55,
25.3,70.22,
25.33,69.88,
25.35,69.51,
25.37,69.17,
25.4,68.79,
25.41,68.56,
25.43,68.36,
25.46,68.12,
25.47,68.02,
25.49,67.88,
25.51,67.64,
25.52,67.54,
25.54,67.21,
25.57,67.07,
25.58,66.83,
25.6,66.69,
25.63,66.59,
25.65,66.49,
25.66,66.35,
25.69,66.21,
25.71,66.11,
25.74,65.97,
25.74,65.87,
25.77,65.59,
25.79,65.64,
25.82,65.64,
25.84,65.49,
25.85,65.4,
25.87,65.4,
25.9,65.4,
25.92,65.4,
25.93,65.25,
25.95,65.25,
25.96,65.25,
25.98,65.16,
26.01,65.16,
26.02,65.16,
26.06,65.02,
26.07,64.92,
26.1,64.92,
26.12,64.92,
26.14,64.92,
26.17,64.92,
26.18,64.92,
26.2,64.96,
26.23,64.96,
26.24,64.96,
26.27,64.82,
26.28,64.92,
26.3,64.82,
26.33,64.68,
26.36,64.58,
26.37,64.58,
26.39,64.54,
26.42,64.39,
26.43,64.44,
26.47,64.3,
26.48,64.3,
26.51,64.3,
26.53,64.25,
26.56,64.25,
26.57,64.25,
26.61,64.15,
26.62,64.15,
26.65,64.15,
26.67,64.15,
26.7,64.15,
26.71,64.15,
26.73,64.2,
26.74,64.15,
26.77,64.15,
26.78,64.15,
26.8,64.15,
26.81,64.15,
26.84,64.15,
26.85,64.06,
26.87,64.06,
26.89,64.01,
26.9,64.06,
26.92,64.15,
26.94,64.82,
26.95,65.54,
26.97,66.59,
26.99,67.78,
27.02,68.97,
27.03,70.08,
27.06,70.89,
27.08,71.7,
27.1,72.27,
27.14,72.51,
27.17,72.84,
27.2,73.38,
27.24,73.95,
27.26,74.73,
27.27,75.63,
27.3,76.5,
27.32,77.38,
27.34,78.13,
27.35,78.77,
27.38,79.44,
27.4,80.19,
27.41,81.37,
27.44,82.56,
27.46,83.73,
27.47,84.58,
27.49,85.0,
27.5,85.22,
27.54,85.22,
27.55,85.22,
27.58,85.22,
27.6,85.22,
27.61,85.22,
27.65,85.22,
27.66,85.22,
27.69,85.22,
27.71,85.22,
27.74,85.22,
27.76,85.22,
27.78,85.22,
27.8,85.22,
27.82,85.22,
27.84,85.22,
27.85,85.22,
27.88,85.22,
27.9,85.22,
27.93,85.22,
27.94,85.22,
27.96,85.22,
27.98,85.22,
28.01,85.22,
28.02,85.22,
28.05,85.22,
28.07,85.22,
28.09,85.22,
28.1,85.22,
28.13,85.22,
28.17,85.22,
28.18,85.22,
28.21,85.22,
28.24,85.11,
28.26,85.22,
28.29,85.22,
28.31,85.22,
28.32,85.22,
28.35,85.22,
28.37,85.22,
28.4,85.22,
28.42,85.22,
28.43,85.22,
28.47,85.22,
28.5,85.22,
28.53,85.22,
28.57,85.22,
28.59,85.22,
28.62,85.22,
28.64,85.22,
28.67,85.11,
28.69,85.22,
28.72,85.22,
28.74,85.22,
28.76,85.22,
28.78,85.22,
28.81,85.22,
28.83,85.22,
28.86,85.21,
28.87,85.22,
28.9,85.21,
28.92,85.22,
28.94,85.22,
28.95,85.22,
28.97,85.22,
29.0,85.22,
29.02,85.22,
29.05,85.22,
29.07,85.22,
29.09,85.22,
29.11,85.22,
29.12,85.22,
29.14,85.22,
29.19,85.22,
29.22,85.22,
29.24,85.22,
29.25,85.22,
29.28,85.22,
29.3,85.22,
29.31,85.22,
29.34,85.22,
29.36,85.22,
29.4,85.22,
29.42,85.22,
29.45,85.22,
29.49,85.22,
29.5,85.22,
29.53,85.22,
29.55,85.22,
29.58,85.22,
29.6,85.22,
29.61,85.22,
29.64,85.22,
29.66,85.22,
29.69,85.22,
29.71,85.22,
29.74,85.22,
29.75,85.22,
29.78,85.11,
29.8,85.22,
29.82,85.22,
29.83,85.22,
29.86,85.22,
29.88,85.22,
29.91,85.22,
29.94,85.22,
29.96,85.22,
29.99,85.22,
30.02,85.22,
30.03,85.22,
30.05,85.22,
30.08,85.22,
30.11,85.22,
30.14,85.22,
30.16,85.22,
30.19,85.22,
30.21,85.22,
30.24,85.22,
30.26,85.11,
30.3,85.22,
30.32,85.22,
30.35,85.22,
30.38,85.22,
30.4,85.22,
30.44,85.22,
30.46,85.22,
30.48,85.22,
30.49,85.22,
30.52,85.22,
30.54,85.22,
30.55,85.22,
30.58,85.22,
30.6,85.22,
30.62,85.22,
30.63,85.22,
30.66,85.22,
30.68,85.22,
30.71,85.22,
30.73,85.11,
30.74,85.22,
30.77,85.11,
30.77,85.22,
30.81,85.11,
30.83,85.11,
30.84,85.11,
30.87,85.22,
30.88,85.22,
30.92,85.22,
30.95,85.11,
30.96,85.22,
30.98,85.22,
30.99,85.11,
31.04,85.22,
31.06,85.22,
31.07,85.22,
31.1,85.21,
31.12,85.22,
31.15,85.11,
31.17,85.22,
31.18,85.22,
31.2,85.22,
31.23,85.21,
31.24,85.22,
31.26,85.22,
31.29,85.11,
31.31,85.22,
31.32,85.22,
31.36,85.22,
31.37,85.22,
31.39,85.22,
31.42,85.22,
31.43,85.22,
31.46,85.22,
31.48,85.22,
31.5,85.22,
31.53,85.11,
31.56,85.11,
31.57,85.22,
31.59,85.22,
31.62,85.22,
31.64,85.22,
31.65,85.22,
31.67,85.22,
31.7,85.22,
31.72,85.22,
31.73,85.22,
31.76,85.22,
31.78,85.11,
31.79,85.22,
31.81,85.22,
31.84,85.22,
31.86,85.22,
31.89,85.22,
31.92,85.11,
31.95,85.22,
31.97,85.22,
32.0,85.22,
32.03,85.22,
32.06,85.22,
32.08,85.22,
32.11,85.22,
32.14,85.22,
32.17,85.22,
32.2,85.22,
32.23,85.22,
32.26,85.22,
32.3,85.22,
32.31,85.22,
32.33,85.22,
32.34,85.22,
32.38,85.22,
32.4,85.22,
32.41,85.22,
32.44,85.22,
32.46,85.22,
32.49,85.11,
32.5,85.11,
32.53,85.11,
32.56,85.11,
32.58,85.11,
32.61,85.11,
32.63,85.11,
32.68,85.22,
32.69,85.22,
32.72,85.11,
32.74,85.11,
32.77,85.11,
