Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1733694632.2426667,115.64,174.67,182.34,138.02,,
1733694632.245179,115.61,174.67,182.44,138.02,-5.72,7.18
1733694632.2665775,115.61,174.67,182.77,138.02,-5.5,6.96
1733694632.2986495,115.61,174.67,184.99,138.02,-5.5,6.96
1733694632.3313513,115.61,174.62,187.14,138.02,-5.5,6.96
1733694632.3683743,115.61,174.56,189.27,138.02,-5.5,6.96
1733694632.400899,115.61,174.51,191.38,138.02,-5.5,6.96
1733694632.4347205,115.61,174.46,193.28,138.02,-5.72,7.18
1733694632.471312,115.58,174.41,194.8,138.02,-5.72,7.18
1733694632.5036125,115.58,174.36,195.92,138.02,-5.69,7.15
1733694632.5365846,115.58,174.31,196.99,138.02,-5.69,7.15
1733694632.573648,115.58,174.26,198.25,138.02,-5.69,7.15
1733694632.6065302,115.58,174.26,199.64,138.02,-5.69,7.15
1733694632.642548,115.58,174.26,201.23,138.02,-5.69,7.15
1733694632.676085,115.58,174.26,202.83,138.02,-5.69,7.15
1733694632.708635,115.58,174.26,204.64,138.06,-5.69,7.15
1733694632.7454958,115.58,174.21,206.35,138.06,-5.69,7.15
1733694632.7780695,115.58,174.16,208.59,138.06,-5.69,7.15
1733694632.815457,115.58,174.11,208.85,138.06,-5.69,7.15
1733694632.8482506,115.58,174.11,209.17,138.06,-5.69,7.15
1733694632.881328,115.58,174.11,209.43,138.06,-5.69,7.15
1733694632.9174411,115.58,174.11,209.69,138.06,-5.69,7.15
1733694632.949935,115.58,174.11,209.89,138.06,-5.69,7.15
1733694632.9830005,115.58,174.11,210.41,138.06,-5.69,7.15
1733694633.0197463,115.58,174.11,211.0,138.06,-5.72,7.18
1733694633.0528553,115.58,174.11,211.33,138.06,-5.69,7.15
1733694633.0891478,115.58,174.16,211.39,138.06,-5.67,7.13
1733694633.122479,115.58,174.16,211.26,138.06,-5.67,7.13
1733694633.155406,115.58,174.16,211.0,138.09,-5.69,7.15
1733694633.1915505,115.58,174.16,210.87,138.09,-5.67,7.13
1733694633.2242415,115.58,174.16,210.61,138.06,-5.67,7.13
1733694633.2616177,115.58,174.21,210.15,138.06,-5.67,7.13
1733694633.2944207,115.58,174.26,209.89,138.06,-5.67,7.13
1733694633.3309834,115.58,174.31,209.82,138.06,-5.69,7.15
1733694633.3674529,115.58,174.36,209.63,138.06,-5.67,7.13
1733694633.4005277,115.58,174.41,209.24,138.06,-5.69,7.15
1733694633.4372792,115.58,174.46,208.33,138.06,-5.67,7.13
1733694633.4748492,115.58,174.51,207.31,138.06,-5.67,7.13
1733694633.5074956,115.58,174.56,206.48,138.06,-5.67,7.13
1733694633.5442622,115.58,174.62,206.29,138.06,-5.67,7.13
1733694633.5809228,115.58,174.67,206.86,138.06,-5.67,7.13
1733694633.613739,115.58,174.67,208.21,138.06,-5.67,7.13
1733694633.6510894,115.58,174.67,209.56,138.06,-5.67,7.13
1733694633.683628,115.58,174.62,210.61,138.02,-5.67,7.13
1733694633.7198155,115.58,174.56,210.93,138.02,-5.67,7.13
1733694633.7574227,115.58,174.56,210.67,138.02,-5.67,7.13
1733694633.789494,115.58,174.51,210.28,138.02,-5.67,7.13
1733694633.8264956,115.58,174.51,209.69,138.02,-5.67,7.13
1733694633.8631144,115.58,174.46,209.17,138.02,-5.69,7.15
1733694633.8964891,115.58,174.46,209.3,138.02,-5.67,7.13
1733694633.932701,115.58,174.46,209.63,138.02,-5.67,7.13
1733694633.9695983,115.58,174.46,210.41,138.02,-5.67,7.13
1733694634.0028155,115.58,174.46,211.0,138.02,-5.67,7.13
1733694634.0395062,115.58,174.46,210.93,138.02,-5.67,7.13
1733694634.0728612,115.58,174.46,210.61,138.02,-5.67,7.13
1733694634.1091037,115.58,174.51,210.15,138.02,-5.67,7.13
1733694634.1461036,115.58,174.56,209.5,138.02,-5.67,7.13
1733694634.1790557,115.58,174.62,209.5,138.02,-5.69,7.15
1733694634.2155566,115.58,174.72,209.82,138.02,-5.69,7.15
1733694634.252853,115.58,174.82,210.41,138.02,-5.69,7.15
1733694634.285921,115.58,174.87,211.0,138.02,-5.69,7.15
1733694634.3226428,115.58,174.97,210.93,138.02,-5.69,7.15
1733694634.3593445,115.58,175.02,210.48,138.02,-5.69,7.15
1733694634.3920662,115.58,175.12,209.95,138.02,-5.69,7.15
1733694634.42917,115.58,175.17,209.37,138.02,-5.69,7.15
1733694634.4660077,115.58,175.22,209.5,138.02,-5.69,7.15
1733694634.4990466,115.58,175.22,209.69,138.02,-5.69,7.15
1733694634.535139,115.58,175.28,210.21,138.02,-5.69,7.15
1733694634.5676506,115.58,175.33,210.87,138.02,-5.69,7.15
1733694634.6046402,115.58,175.33,210.87,138.02,-5.69,7.15
1733694634.6412787,115.58,175.28,210.41,138.02,-5.69,7.15
1733694634.67442,115.58,175.22,209.69,138.02,-5.69,7.15
1733694634.7114189,115.58,175.17,208.79,138.02,-5.67,7.13
1733694634.748282,115.58,175.12,208.59,138.02,-5.67,7.13
1733694634.7813735,115.58,175.07,208.85,138.02,-5.67,7.13
1733694634.8174987,115.58,175.02,209.37,138.02,-5.67,7.13
1733694634.855163,115.58,174.97,210.15,138.02,-5.67,7.13
1733694634.8879397,115.58,174.97,210.35,138.02,-5.67,7.13
1733694634.9240243,115.58,174.97,209.95,138.02,-5.67,7.13
1733694634.9568098,115.58,174.97,209.24,138.02,-5.67,7.13
1733694634.9939876,115.58,174.97,208.27,138.02,-6.09,7.34
1733694635.0308993,115.58,175.02,208.21,138.02,-6.09,7.34
1733694635.06348,115.58,175.02,208.53,138.02,-6.09,7.34
1733694635.100542,115.58,175.07,209.04,138.02,-5.9,7.15
1733694635.1376154,115.58,175.17,210.02,138.02,-4.0,7.79
1733694635.170369,115.58,175.28,210.35,138.02,-1.6100000000000012,10.21
1733694635.2066357,115.58,175.33,210.35,138.02,1.0199999999999996,13.98
1733694635.2436156,115.58,175.38,210.08,138.02,2.41,17.68
1733694635.2770152,115.61,175.43,209.5,138.02,3.240000000000002,20.43
1733694635.3136618,115.64,175.48,209.37,138.06,3.2300000000000004,21.56
1733694635.3463037,115.98,175.63,209.76,138.47,1.9299999999999997,21.27
1733694635.3834658,116.47,175.79,210.35,139.0,1.6099999999999994,19.61
1733694635.420136,116.96,175.89,211.33,139.5,1.4800000000000004,17.95
1733694635.4528763,117.43,175.99,211.92,139.92,2.210000000000001,17.95
1733694635.489575,117.87,176.09,212.05,140.26,3.3500000000000014,19.54
1733694635.5261242,118.24,176.2,211.85,140.57,4.789999999999999,21.96
1733694635.5591912,118.65,176.3,211.2,140.92,6.119999999999997,24.12
1733694635.5963664,119.06,176.45,211.07,141.3,7.009999999999998,25.28
1733694635.632547,119.44,176.56,211.46,141.61,6.699999999999999,25.59
1733694635.6658945,119.86,176.61,211.99,141.92,6.239999999999998,25.19
1733694635.7029495,120.27,176.71,212.91,142.24,6.640000000000001,24.61
1733694635.7350276,120.66,176.86,213.51,142.51,6.460000000000001,24.5
1733694635.772364,120.98,177.02,213.51,142.71,6.280000000000001,24.61
1733694635.809364,121.24,177.17,213.18,142.86,6.460000000000001,24.61
1733694635.8416266,121.5,177.28,212.45,142.94,6.550000000000001,24.7
