Time(s),Angle1(deg),Angle2(deg)
10.1,71.5,72.32
10.1,71.5,72.32
10.1,71.04,72.32
10.2,70.77,72.11
10.2,70.91,72.05
10.2,70.84,72.11
10.2,70.84,72.11
10.2,70.64,72.05
10.3,70.84,72.11
10.3,70.84,72.11
10.3,70.84,72.11
10.4,70.84,72.11
10.4,70.57,72.11
10.4,70.18,71.63
10.4,69.71,71.36
10.5,68.86,71.15
10.5,68.2,70.87
10.5,67.73,70.39
10.5,67.08,69.9
10.6,66.61,69.7
10.6,66.33,69.62
10.6,66.06,69.37
10.6,65.68,69.09
10.7,65.21,68.81
10.7,64.74,68.73
10.7,64.09,68.44
10.8,64.0,68.04
10.8,63.34,68.04
10.8,63.25,67.63
10.8,62.68,67.43
10.9,62.31,67.15
10.9,61.94,66.86
10.9,61.66,66.69
10.9,61.19,66.48
11.0,60.9,66.28
11.0,60.44,65.99
11.0,60.05,65.79
11.0,59.68,65.7
11.1,59.5,65.59
11.1,59.32,65.41
11.1,59.4,65.1
11.1,58.75,65.21
11.2,58.28,64.81
11.2,58.17,64.72
11.2,57.99,64.42
11.3,57.42,64.52
11.3,57.24,64.22
11.3,57.06,64.22
11.3,56.95,63.93
11.4,56.66,63.93
11.4,56.48,63.93
11.4,56.19,63.73
11.4,56.02,63.73
11.5,55.9,63.53
11.5,55.73,63.43
11.5,55.61,63.24
11.5,55.61,63.24
11.6,55.2,63.04
11.6,55.03,63.04
11.6,54.97,62.94
11.6,54.85,62.74
11.7,54.68,62.64
11.7,54.39,62.64
11.7,54.22,62.64
11.7,54.22,62.64
11.8,54.39,62.45
11.8,54.27,62.45
11.8,53.93,62.45
11.9,54.05,62.45
11.9,53.76,62.45
11.9,53.46,62.34
11.9,53.76,62.05
12.0,53.46,62.05
12.0,53.46,62.05
12.0,53.46,62.05
12.0,53.17,62.15
12.1,53.34,61.95
12.1,53.34,61.85
12.1,53.34,61.85
12.1,53.34,61.95
12.2,53.34,61.95
12.2,53.17,61.95
12.2,52.75,61.76
12.2,52.46,61.76
12.3,52.71,61.65
12.3,52.71,61.65
12.3,52.71,61.65
12.3,52.71,61.65
12.4,52.71,61.65
12.4,52.71,61.65
12.4,52.71,61.65
12.4,52.75,61.46
12.5,52.46,61.46
12.5,52.29,61.35
12.5,52.29,61.35
12.6,52.29,61.35
12.6,52.29,61.35
12.6,52.29,61.35
12.6,52.42,61.35
12.7,52.42,61.35
12.7,52.25,61.35
12.7,52.13,61.35
12.7,52.13,61.35
12.8,52.13,61.35
12.8,52.13,61.35
12.8,52.13,61.55
12.9,52.13,61.55
12.9,52.13,61.55
12.9,51.87,61.46
12.9,51.87,61.27
13.0,52.0,61.16
13.0,51.87,61.27
13.0,52.0,61.16
13.0,52.0,61.16
13.1,52.0,61.16
13.1,52.0,61.35
13.1,52.0,61.35
13.1,52.0,61.16
13.2,52.0,61.16
13.2,52.0,61.35
13.2,52.0,61.35
13.2,52.0,61.16
13.3,52.0,61.16
13.3,52.0,61.35
13.3,52.0,61.16
13.4,52.0,61.16
13.4,52.0,61.16
13.4,51.54,61.16
13.4,51.54,60.86
13.5,51.41,60.86
13.5,51.54,60.86
13.5,51.41,60.86
13.5,51.54,60.86
13.6,51.41,60.86
13.6,51.41,60.86
13.6,51.41,60.86
13.6,51.54,60.86
13.7,51.41,60.86
13.7,51.41,61.05
13.7,51.41,61.05
13.7,51.24,61.05
13.8,51.24,60.86
13.8,51.41,60.86
13.8,51.24,60.86
13.8,51.24,61.05
13.9,51.41,61.05
13.9,51.24,60.86
13.9,51.24,60.86
13.9,51.24,61.05
14.0,51.41,60.86
14.0,51.24,60.86
14.0,51.41,60.86
14.1,51.67,61.05
14.1,53.05,61.85
14.1,55.56,62.74
14.1,59.5,64.81
14.2,64.09,67.46
14.2,68.59,70.18
14.2,71.5,72.26
14.2,72.76,73.7
14.3,72.56,73.91
14.3,72.56,73.49
14.3,72.62,73.43
14.3,72.62,73.43
14.4,72.62,73.43
14.4,72.56,73.49
14.4,72.62,73.43
14.5,72.62,73.43
14.5,72.62,73.43
14.5,72.62,73.43
14.5,72.62,73.43
14.6,72.62,73.43
14.6,73.02,73.43
14.6,73.48,73.91
14.6,74.34,74.17
14.7,75.2,74.59
14.7,75.66,75.07
14.7,76.07,75.49
14.7,76.27,75.75
14.8,76.32,75.96
14.8,76.52,75.96
14.8,76.72,75.96
14.8,76.72,75.96
14.9,77.18,76.17
14.9,77.58,76.23
14.9,77.79,76.65
15.0,77.95,76.7
15.0,78.24,76.86
15.0,78.44,76.86
15.0,78.81,76.96
15.1,78.81,77.12
15.1,78.81,77.12
15.1,78.81,77.33
15.1,78.81,77.33
15.2,78.85,77.33
15.2,78.85,77.33
15.2,78.85,77.33
15.2,79.51,77.33
15.3,79.71,77.75
15.3,79.88,77.8
15.3,80.13,78.01
15.4,80.13,78.01
15.4,80.13,78.01
15.4,80.13,78.01
15.4,80.13,78.01
15.5,80.33,78.01
15.5,80.74,78.01
15.5,80.54,78.27
15.5,80.57,78.22
15.6,80.74,78.06
15.6,80.74,78.06
15.6,80.74,78.06
15.6,80.74,78.06
15.7,80.74,78.06
15.7,80.74,78.22
15.7,80.74,78.06
15.8,80.74,78.06
15.8,80.74,78.06
15.8,80.78,78.06
15.8,80.54,78.27
15.9,80.78,78.06
15.9,80.78,78.06
15.9,80.57,78.27
15.9,80.57,78.27
16.0,80.57,78.27
16.0,80.57,78.27
16.0,80.57,78.27
16.0,80.78,78.06
16.1,80.57,78.27
16.1,80.74,78.1
16.1,80.74,78.1
16.2,80.57,78.27
16.2,80.57,78.48
16.2,80.74,78.27
16.2,80.78,78.22
16.3,80.78,78.22
16.3,80.74,78.27
16.3,80.74,78.27
16.3,80.74,78.1
16.4,80.74,78.27
16.4,80.74,78.1
16.4,80.78,78.06
16.4,80.78,78.22
16.5,80.78,78.22
16.5,80.78,78.06
16.5,80.78,78.06
16.5,80.78,78.06
16.6,80.78,78.27
16.6,80.78,78.06
16.6,80.78,78.06
16.7,80.74,78.1
16.7,80.74,78.1
16.7,80.74,78.1
16.7,80.78,78.06
16.8,80.78,78.22
16.8,80.78,78.06
16.8,80.78,78.06
16.8,80.78,78.06
16.9,80.57,78.27
16.9,80.78,78.06
16.9,80.78,78.06
16.9,80.57,78.27
17.0,80.57,78.27
17.0,80.74,78.1
17.0,80.78,78.06
17.0,80.78,78.06
17.1,80.78,78.06
17.1,80.78,78.06
17.1,80.78,78.06
17.1,80.78,78.06
17.2,80.78,78.06
17.2,80.78,78.06
17.2,80.78,78.06
17.3,80.78,78.22
17.3,80.78,78.22
17.3,80.78,78.22
17.3,80.78,78.22
17.4,80.78,78.22
17.4,80.74,78.22
17.4,80.74,78.22
17.4,80.78,78.22
17.5,80.78,78.22
17.5,80.78,78.22
17.5,80.78,78.22
17.5,80.78,78.06
17.6,80.78,78.22
17.6,80.74,78.22
17.6,80.74,78.22
17.6,80.74,78.22
17.7,80.74,78.22
17.7,80.74,78.22
17.7,80.74,78.22
17.7,80.74,78.22
17.8,80.74,78.22
17.8,80.54,78.22
17.8,80.13,78.22
17.8,80.13,78.22
17.9,79.92,78.22
17.9,79.92,78.22
17.9,80.09,78.06
17.9,80.09,78.06
18.0,79.92,78.22
18.0,79.92,78.22
18.0,79.92,78.22
18.0,79.92,78.22
18.1,80.09,78.01
18.1,79.51,77.97
18.1,79.51,77.75
18.1,79.3,77.75
18.2,79.26,77.75
18.2,79.51,77.75
18.2,79.51,77.75
18.3,79.26,77.75
18.3,79.26,77.75
18.3,79.26,77.75
18.3,79.3,77.75
18.3,79.3,77.75
18.4,79.3,77.75
18.4,79.26,77.75
18.4,79.06,77.75
18.4,79.06,77.75
18.5,79.1,77.75
18.5,79.1,77.75
18.5,79.1,77.75
18.5,79.1,77.75
18.6,78.65,77.54
18.6,78.2,76.91
18.6,77.58,76.65
18.6,76.93,76.17
18.7,76.27,75.96
18.7,76.07,75.81
18.7,75.86,75.49
18.8,75.61,75.33
18.8,75.0,75.28
18.8,75.0,75.07
18.8,74.6,74.8
18.9,74.34,74.59
18.9,73.88,74.38
18.9,73.48,74.17
18.9,73.02,73.91
19.0,72.82,73.7
19.0,72.56,73.7
19.0,72.36,73.7
19.0,72.62,73.43
19.1,72.62,73.43
19.1,72.62,73.43
19.1,72.62,73.43
19.1,72.62,73.43
19.2,72.62,73.43
19.2,72.62,73.43
19.2,72.62,73.43
19.2,72.62,73.43
19.3,72.62,73.43
19.3,72.62,73.43
19.3,72.62,73.43
19.4,72.62,73.43
19.4,72.62,73.43
19.4,72.62,73.43
19.4,73.08,73.43
19.5,73.68,73.7
19.5,74.08,74.38
19.5,75.0,74.8
19.5,76.27,75.33
19.6,77.13,75.96
19.6,78.2,76.44
19.6,78.81,77.12
19.7,79.51,77.54
19.7,79.96,77.97
19.7,80.78,78.22
19.7,81.4,78.69
19.8,82.23,79.11
19.8,83.06,79.79
19.8,84.35,80.04
19.8,86.02,80.96
19.9,87.06,82.21
19.9,88.33,82.66
19.9,89.17,83.09
19.9,89.16,83.33
20.0,89.16,83.11
20.0,88.95,83.11
20.0,88.96,83.09
20.0,89.17,83.09
20.1,88.95,83.11
20.1,89.16,83.09
20.1,89.16,83.09
20.2,89.16,83.11
20.2,89.16,83.09
20.2,89.16,83.11
20.2,89.16,83.11
20.3,89.16,83.09
20.3,89.16,83.09
20.3,89.16,83.09
20.3,89.16,83.09
20.4,89.16,83.09
20.4,89.16,83.09
20.4,89.16,83.11
20.4,89.16,83.09
20.5,89.16,83.09
20.5,88.95,83.3
20.5,88.95,83.33
20.5,88.95,83.33
20.6,89.16,83.09
20.6,89.16,83.11
20.6,88.95,83.33
20.6,89.16,83.09
20.7,89.37,83.09
20.7,89.37,83.11
20.7,89.16,83.33
20.7,83.33,
20.8,89.16,83.33
20.8,88.95,83.33
20.8,88.95,83.33
20.9,88.95,83.33
20.9,89.16,83.33
20.9,89.16,83.33
20.9,89.16,83.33
21.0,88.95,83.33
21.0,89.16,83.33
21.0,89.16,83.33
21.0,89.16,83.33
21.1,89.16,83.33
21.1,89.37,83.11
21.1,89.16,83.11
21.1,88.95,83.33
21.2,88.95,83.33
21.2,89.16,83.33
21.2,89.16,83.33
21.2,89.16,83.33
21.3,89.16,83.33
21.3,89.16,83.09
21.3,88.95,83.33
21.4,88.95,83.33
21.4,89.17,83.3
21.4,89.37,83.11
21.4,89.16,83.33
21.5,89.37,83.11
21.5,89.37,83.11
21.5,89.37,83.09
21.5,89.16,83.33
21.6,86.21,84.84
21.6,84.33,85.06
21.6,82.64,84.42
21.7,81.75,83.99
21.7,81.78,83.75
21.7,81.75,83.99
21.7,81.54,83.99
21.8,81.57,83.97
21.8,81.57,83.97
21.8,81.57,83.97
21.9,81.57,83.97
21.9,81.57,83.97
21.9,81.54,83.99
21.9,81.57,83.97
22.0,81.57,83.97
22.0,81.57,83.95
22.0,81.57,83.99
22.0,81.57,83.97
22.1,81.54,83.97
22.1,81.54,83.99
22.1,81.57,83.95
22.1,81.57,83.95
22.2,81.57,83.95
22.2,81.54,83.99
22.2,81.54,83.99
22.3,80.92,83.97
22.3,78.77,84.42
22.3,77.45,84.18
22.3,77.24,83.95
22.4,77.2,83.97
22.4,77.2,83.99
22.4,76.78,83.99
22.4,76.78,83.99
22.5,76.78,83.97
22.5,76.53,83.97
22.5,76.53,83.97
22.6,76.58,83.95
22.6,76.12,83.99
22.6,76.12,83.97
22.7,76.07,83.97
22.7,75.86,83.97
22.7,75.86,83.97
22.7,75.66,83.97
22.7,75.81,83.97
22.8,75.71,83.95
22.8,75.71,83.95
22.8,75.5,83.95
22.9,74.99,84.18
22.9,74.99,84.18
22.9,74.99,84.18
22.9,75.19,83.97
23.0,75.19,83.97
23.0,74.93,83.97
23.0,74.73,84.18
23.0,74.73,84.18
23.1,74.73,84.18
23.1,74.58,84.18
23.1,74.58,84.18
23.1,74.58,84.2
23.2,74.52,84.18
23.2,74.52,84.18
23.2,74.32,84.18
23.3,74.32,84.18
23.3,74.32,84.18
23.3,74.32,84.18
23.3,74.32,84.18
23.4,74.32,84.18
23.4,74.32,84.18
23.4,74.17,84.18
23.4,74.11,84.18
23.5,74.05,84.18
23.5,74.11,84.18
23.5,73.91,84.18
23.6,73.44,84.18
23.6,73.44,84.18
23.6,73.44,84.18
23.6,73.44,84.18
23.7,73.44,84.18
23.7,73.44,84.18
23.7,73.44,84.18
23.7,73.44,84.16
23.8,73.44,84.16
23.8,73.44,84.16
23.8,73.44,84.16
23.8,73.44,84.16
23.9,73.44,84.16
23.9,73.44,84.16
23.9,73.44,84.16
23.9,73.44,84.16
24.0,73.44,84.16
24.0,73.44,84.16
24.0,73.44,84.16
24.1,73.44,84.16
24.1,73.44,84.16
24.1,73.44,84.16
24.2,73.24,84.16
24.2,73.24,84.16
24.2,73.24,84.16
24.2,73.24,84.16
24.3,73.24,84.16
24.3,73.24,84.16
24.3,73.24,84.16
24.3,73.24,84.16
24.4,73.24,84.16
24.4,73.24,84.16
24.4,73.18,84.16
24.4,73.18,84.16
24.5,73.24,84.16
24.5,73.18,84.16
24.5,73.18,84.16
24.5,73.18,84.16
24.6,73.18,84.16
24.6,73.04,84.16
24.6,73.04,84.16
24.7,72.98,84.16
24.7,73.04,84.16
24.7,73.04,84.16
24.7,73.04,84.16
24.8,73.04,84.16
24.8,72.98,84.18
24.8,72.98,84.18
24.8,72.98,84.18
24.9,72.98,84.16
24.9,72.71,84.18
24.9,72.71,84.2
24.9,72.98,84.16
25.0,72.77,84.16
25.0,72.77,84.16
25.0,72.77,84.16
25.1,72.98,84.18
25.1,72.77,84.18
25.1,72.77,84.18
25.1,72.77,84.16
25.2,72.77,84.18
25.2,72.77,84.16
25.2,72.77,84.16
25.2,72.77,84.18
25.3,72.77,84.18
25.3,72.77,84.16
25.3,72.77,84.16
25.4,72.77,84.16
25.4,72.77,84.16
25.4,72.77,84.16
25.4,72.77,84.16
25.4,72.77,84.16
25.5,72.77,84.16
25.5,72.77,84.18
25.5,72.77,84.16
25.6,72.77,84.16
25.6,72.77,84.18
25.6,73.04,84.16
25.6,75.04,83.52
25.7,76.83,83.75
25.7,79.23,83.49
25.7,81.13,83.75
25.7,82.41,83.97
25.8,84.75,83.75
25.8,86.23,83.73
25.8,87.69,83.73
25.9,88.53,83.75
25.9,88.74,83.78
25.9,88.74,83.75
25.9,88.74,83.75
26.0,88.74,83.73
26.0,88.74,83.75
26.0,88.74,83.75
26.0,88.74,83.75
26.1,88.74,83.73
26.1,88.74,83.75
26.1,88.74,83.75
26.1,88.74,83.75
26.2,88.74,83.75
26.2,88.74,83.75
26.2,88.74,83.75
26.3,88.74,83.73
26.3,88.74,83.75
26.3,88.95,83.75
26.3,88.74,83.75
26.3,88.74,83.75
26.4,88.95,83.75
26.4,88.95,83.75
26.4,88.95,83.75
26.5,88.95,83.75
26.5,89.16,83.75
26.5,89.16,83.75
26.5,89.16,83.75
26.6,89.16,83.75
26.6,89.37,83.54
26.6,89.16,83.75
26.6,89.16,83.75
26.7,89.37,83.54
26.7,89.16,83.75
26.7,87.92,83.49
26.7,82.64,80.93
26.8,74.85,76.65
26.8,66.99,71.5
26.8,60.9,66.74
26.9,57.99,64.61
26.9,58.46,64.71
26.9,61.37,65.97
26.9,65.59,68.12
26.9,68.86,70.26
27.0,70.37,71.5
27.0,69.32,71.63
27.0,67.08,70.46
27.1,64.65,68.88
27.1,62.68,67.43
27.1,61.94,66.86
27.1,62.31,66.86
27.2,62.97,67.15
27.2,63.53,67.63
27.2,63.81,67.83
27.2,63.62,67.83
27.3,63.53,67.83
27.3,63.25,67.95
27.3,63.06,67.75
27.3,62.97,67.55
27.4,62.68,67.55
27.4,62.31,67.46
27.4,62.59,67.26
27.5,62.5,67.06
27.5,62.4,66.94
27.5,62.03,67.06
27.5,61.94,66.97
27.6,61.66,66.97
27.6,61.76,66.89
27.6,61.74,66.77
27.6,61.56,66.77
27.7,61.37,66.69
27.7,61.47,66.69
27.7,61.19,66.48
27.7,60.9,66.48
27.8,60.72,66.19
27.8,60.72,66.19
27.8,60.33,66.28
27.8,60.44,66.28
27.9,60.62,65.99
27.9,60.33,65.99
27.9,60.05,65.99
28.0,60.15,65.99
28.0,59.97,65.7
28.0,59.68,65.7
28.0,59.5,65.7
28.1,59.5,65.7
28.1,59.68,65.79
28.1,59.68,65.59
28.1,59.68,65.5
28.2,59.68,65.48
28.2,59.79,65.39
28.2,59.68,65.41
28.3,59.22,65.41
28.3,58.93,65.41
28.3,59.04,65.21
28.3,58.93,65.21
28.4,58.93,65.21
28.4,59.04,65.12
28.4,58.86,65.12
28.4,58.57,65.12
28.5,58.75,64.92
28.5,58.75,64.92
28.5,58.75,64.92
28.6,58.64,65.1
28.6,58.53,65.01
28.6,58.46,64.92
28.6,58.46,64.81
28.6,58.46,64.72
28.7,58.64,64.72
28.7,58.64,64.72
28.7,58.64,64.81
28.8,58.46,64.81
28.8,58.46,64.71
28.8,58.46,64.81
28.8,58.46,64.81
28.9,58.46,64.72
28.9,58.46,64.72
28.9,58.46,64.81
28.9,57.88,64.81
29.0,57.99,64.52
29.0,57.99,64.52
29.0,57.99,64.42
29.0,57.99,64.42
29.1,57.99,64.52
29.1,57.99,64.52
29.1,57.99,64.52
29.2,57.99,64.52
29.2,57.71,64.52
29.2,57.71,64.52
29.2,57.71,64.52
29.3,57.71,64.52
29.3,57.71,64.52
29.3,57.71,64.42
29.3,57.71,64.52
29.4,57.71,64.52
29.4,57.71,64.41
29.4,57.53,64.52
29.5,57.53,64.52
29.5,57.53,64.52
29.5,57.53,64.52
29.5,57.42,64.52
29.5,57.42,64.52
29.6,57.42,64.52
29.6,57.42,64.52
29.6,57.42,64.52
29.7,57.42,64.52
29.7,57.53,64.52
29.7,57.42,64.52
29.7,57.42,64.52
29.8,57.42,64.42
29.8,57.42,64.22
29.8,57.42,64.22
29.8,57.42,64.22
29.9,57.42,64.22
29.9,57.42,64.13
29.9,57.42,64.22
30.0,57.71,64.42
30.0,58.17,64.81
30.0,58.75,65.01
30.0,59.04,65.5
30.1,59.5,65.5
30.1,59.68,65.59
30.1,58.93,66.08
30.1,57.35,68.44
30.2,56.08,69.9
30.2,56.25,70.87
30.2,55.78,71.84
30.3,55.78,71.84
30.3,55.03,71.84
30.3,54.56,71.57
30.3,53.85,71.36
30.4,53.51,71.15
30.4,53.13,70.95
30.4,52.96,70.95
30.4,52.96,70.95
30.5,52.96,70.95
30.5,52.96,70.95
30.5,53.13,70.87
30.5,52.5,70.87
30.6,51.77,70.67
30.6,51.14,70.39
30.6,50.55,70.18
30.7,50.25,70.18
30.7,50.25,70.18
30.7,50.38,70.11
30.7,50.38,70.11
30.8,50.25,70.11
30.8,49.65,70.11
30.8,49.51,69.9
30.8,49.21,69.78
30.9,49.05,69.7
30.9,48.75,69.7
30.9,48.75,69.9
31.0,48.6,69.7
31.0,48.3,69.7
31.0,48.15,69.7
31.0,48.01,69.5
31.0,47.7,69.62
31.1,47.7,69.42
31.1,47.7,69.42
31.1,47.7,69.5
31.2,47.25,69.5
31.2,47.25,69.21
31.2,47.1,69.21
31.2,46.94,69.21
31.3,46.8,69.42
31.3,46.94,69.34
31.3,46.65,69.42
31.3,46.8,69.21
31.4,46.8,69.21
31.4,46.35,69.09
31.4,46.05,68.81
31.5,45.75,68.81
31.5,45.75,68.81
31.5,45.75,68.81
31.5,45.75,68.81
31.6,45.9,68.73
31.6,45.9,68.73
