Time(s),Angle1(deg),Angle2(deg)
10.8,71.5,72.32
10.8,71.5,72.32
10.8,71.04,72.32
10.9,70.77,72.11
10.9,70.91,72.05
10.9,70.84,72.11
10.9,70.84,72.11
11.0,70.64,72.05
11.0,70.84,72.11
11.0,70.84,72.11
11.0,70.84,72.11
11.1,70.84,72.11
11.1,70.57,72.11
11.1,70.18,71.63
11.2,69.71,71.36
11.2,68.86,71.15
11.2,68.2,70.87
11.2,67.73,70.39
11.3,67.08,69.9
11.3,66.61,69.7
11.3,66.33,69.62
11.4,66.06,69.37
11.4,65.68,69.09
11.4,65.21,68.81
11.4,64.74,68.73
11.5,64.09,68.44
11.5,64.0,68.04
11.5,63.34,68.04
11.5,63.25,67.63
11.6,62.68,67.43
11.6,62.31,67.15
11.6,61.94,66.86
11.6,61.66,66.69
11.7,61.19,66.48
11.7,60.9,66.28
11.7,60.44,65.99
11.8,60.05,65.79
11.8,59.68,65.7
11.8,59.5,65.59
11.8,59.32,65.41
11.9,59.4,65.1
11.9,58.75,65.21
11.9,58.28,64.81
12.0,58.17,64.72
12.0,57.99,64.42
12.0,57.42,64.52
12.0,57.24,64.22
12.1,57.06,64.22
12.1,56.95,63.93
12.1,56.66,63.93
12.1,56.48,63.93
12.2,56.19,63.73
12.2,56.02,63.73
12.2,55.9,63.53
12.2,55.73,63.43
12.3,55.61,63.24
12.3,55.61,63.24
12.3,55.2,63.04
12.4,55.03,63.04
12.4,54.97,62.94
12.4,54.85,62.74
12.4,54.68,62.64
12.5,54.39,62.64
12.5,54.22,62.64
12.5,54.22,62.64
12.5,54.39,62.45
12.6,54.27,62.45
12.6,53.93,62.45
12.6,54.05,62.45
12.7,53.76,62.45
12.7,53.46,62.34
12.7,53.76,62.05
12.7,53.46,62.05
12.8,53.46,62.05
12.8,53.46,62.05
12.8,53.17,62.15
12.8,53.34,61.95
12.9,53.34,61.85
12.9,53.34,61.85
12.9,53.34,61.95
12.9,53.34,61.95
13.0,53.17,61.95
13.0,52.75,61.76
13.0,52.46,61.76
13.0,52.71,61.65
13.1,52.71,61.65
13.1,52.71,61.65
13.1,52.71,61.65
13.2,52.71,61.65
13.2,52.71,61.65
13.2,52.71,61.65
13.2,52.75,61.46
13.3,52.46,61.46
13.3,52.29,61.35
13.3,52.29,61.35
13.3,52.29,61.35
13.4,52.29,61.35
13.4,52.29,61.35
13.4,52.42,61.35
13.4,52.42,61.35
13.5,52.25,61.35
13.5,52.13,61.35
13.5,52.13,61.35
13.6,52.13,61.35
13.6,52.13,61.35
13.6,52.13,61.55
13.6,52.13,61.55
13.7,52.13,61.55
13.7,51.87,61.46
13.7,51.87,61.27
13.7,52.0,61.16
13.8,51.87,61.27
13.8,52.0,61.16
13.8,52.0,61.16
13.8,52.0,61.16
13.9,52.0,61.35
13.9,52.0,61.35
13.9,52.0,61.16
14.0,52.0,61.16
14.0,52.0,61.35
14.0,52.0,61.35
14.0,52.0,61.16
14.1,52.0,61.16
14.1,52.0,61.35
14.1,52.0,61.16
14.1,52.0,61.16
14.2,52.0,61.16
14.2,51.54,61.16
14.2,51.54,60.86
14.3,51.41,60.86
14.3,51.54,60.86
14.3,51.41,60.86
14.3,51.54,60.86
14.4,51.41,60.86
14.4,51.41,60.86
14.4,51.41,60.86
14.4,51.54,60.86
14.5,51.41,60.86
14.5,51.41,61.05
14.5,51.41,61.05
14.5,51.24,61.05
14.6,51.24,60.86
14.6,51.41,60.86
14.6,51.24,60.86
14.6,51.24,61.05
14.7,51.41,61.05
14.7,51.24,60.86
14.7,51.24,60.86
14.8,51.24,61.05
14.8,51.41,60.86
14.8,51.24,60.86
14.8,51.41,60.86
14.9,51.67,61.05
14.9,53.05,61.85
14.9,55.56,62.74
14.9,59.5,64.81
15.0,64.09,67.46
15.0,68.59,70.18
15.0,71.5,72.26
15.1,72.76,73.7
15.1,72.56,73.91
15.1,72.56,73.49
15.1,72.62,73.43
15.2,72.62,73.43
15.2,72.62,73.43
15.2,72.56,73.49
15.3,72.62,73.43
15.3,72.62,73.43
15.3,72.62,73.43
15.3,72.62,73.43
15.4,72.62,73.43
15.4,72.62,73.43
15.4,73.02,73.43
15.4,73.48,73.91
15.5,74.34,74.17
15.5,75.2,74.59
15.5,75.66,75.07
15.5,76.07,75.49
15.6,76.27,75.75
15.6,76.32,75.96
15.6,76.52,75.96
15.6,76.72,75.96
15.7,76.72,75.96
15.7,77.18,76.17
15.7,77.58,76.23
15.7,77.79,76.65
15.8,77.95,76.7
15.8,78.24,76.86
15.8,78.44,76.86
15.8,78.81,76.96
15.9,78.81,77.12
15.9,78.81,77.12
15.9,78.81,77.33
16.0,78.81,77.33
16.0,78.85,77.33
16.0,78.85,77.33
16.0,78.85,77.33
16.1,79.51,77.33
16.1,79.71,77.75
16.1,79.88,77.8
16.1,80.13,78.01
16.2,80.13,78.01
16.2,80.13,78.01
16.2,80.13,78.01
16.3,80.13,78.01
16.3,80.33,78.01
16.3,80.74,78.01
16.3,80.54,78.27
16.4,80.57,78.22
16.4,80.74,78.06
16.4,80.74,78.06
16.4,80.74,78.06
16.5,80.74,78.06
16.5,80.74,78.06
16.5,80.74,78.22
16.5,80.74,78.06
16.6,80.74,78.06
16.6,80.74,78.06
16.6,80.78,78.06
16.7,80.54,78.27
16.7,80.78,78.06
16.7,80.78,78.06
16.7,80.57,78.27
16.8,80.57,78.27
16.8,80.57,78.27
16.8,80.57,78.27
16.8,80.57,78.27
16.9,80.78,78.06
16.9,80.57,78.27
16.9,80.74,78.1
16.9,80.74,78.1
17.0,80.57,78.27
17.0,80.57,78.48
17.0,80.74,78.27
17.1,80.78,78.22
17.1,80.78,78.22
17.1,80.74,78.27
17.1,80.74,78.27
17.2,80.74,78.1
17.2,80.74,78.27
17.2,80.74,78.1
17.2,80.78,78.06
17.3,80.78,78.22
17.3,80.78,78.22
17.3,80.78,78.06
17.4,80.78,78.06
17.4,80.78,78.06
17.4,80.78,78.27
17.4,80.78,78.06
17.4,80.78,78.06
17.5,80.74,78.1
17.5,80.74,78.1
17.5,80.74,78.1
17.6,80.78,78.06
17.6,80.78,78.22
17.6,80.78,78.06
17.6,80.78,78.06
17.7,80.78,78.06
17.7,80.57,78.27
17.7,80.78,78.06
17.7,80.78,78.06
17.8,80.57,78.27
17.8,80.57,78.27
17.8,80.74,78.1
17.9,80.78,78.06
17.9,80.78,78.06
17.9,80.78,78.06
17.9,80.78,78.06
18.0,80.78,78.06
18.0,80.78,78.06
18.0,80.78,78.06
18.1,80.78,78.06
18.1,80.78,78.06
18.1,80.78,78.22
18.1,80.78,78.22
18.2,80.78,78.22
18.2,80.78,78.22
18.2,80.78,78.22
18.2,80.74,78.22
18.3,80.74,78.22
18.3,80.78,78.22
18.3,80.78,78.22
18.3,80.78,78.22
18.4,80.78,78.22
18.4,80.78,78.06
18.4,80.78,78.22
18.5,80.74,78.22
18.5,80.74,78.22
18.5,80.74,78.22
18.5,80.74,78.22
18.6,80.74,78.22
18.6,80.74,78.22
18.6,80.74,78.22
18.6,80.74,78.22
18.7,80.54,78.22
18.7,80.13,78.22
18.7,80.13,78.22
18.8,79.92,78.22
18.8,79.92,78.22
18.8,80.09,78.06
18.8,80.09,78.06
18.9,79.92,78.22
18.9,79.92,78.22
18.9,79.92,78.22
18.9,79.92,78.22
19.0,80.09,78.01
19.0,79.51,77.97
19.0,79.51,77.75
19.0,79.3,77.75
19.1,79.26,77.75
19.1,79.51,77.75
19.1,79.51,77.75
19.1,79.26,77.75
19.2,79.26,77.75
19.2,79.26,77.75
19.2,79.3,77.75
19.3,79.3,77.75
19.3,79.3,77.75
19.3,79.26,77.75
19.3,79.06,77.75
19.4,79.06,77.75
19.4,79.1,77.75
19.4,79.1,77.75
19.4,79.1,77.75
19.5,79.1,77.75
19.5,78.65,77.54
19.5,78.2,76.91
19.5,77.58,76.65
19.6,76.93,76.17
19.6,76.27,75.96
19.6,76.07,75.81
19.6,75.86,75.49
19.7,75.61,75.33
19.7,75.0,75.28
19.7,75.0,75.07
19.7,74.6,74.8
19.8,74.34,74.59
19.8,73.88,74.38
19.8,73.48,74.17
19.8,73.02,73.91
19.9,72.82,73.7
19.9,72.56,73.7
19.9,72.36,73.7
20.0,72.62,73.43
20.0,72.62,73.43
20.0,72.62,73.43
20.0,72.62,73.43
20.1,72.62,73.43
20.1,72.62,73.43
20.1,72.62,73.43
20.1,72.62,73.43
20.2,72.62,73.43
20.2,72.62,73.43
20.2,72.62,73.43
20.2,72.62,73.43
20.3,72.62,73.43
20.3,72.62,73.43
20.3,72.62,73.43
20.3,73.08,73.43
20.4,73.68,73.7
20.4,74.08,74.38
20.4,75.0,74.8
20.5,76.27,75.33
20.5,77.13,75.96
20.5,78.2,76.44
20.5,78.81,77.12
20.6,79.51,77.54
20.6,79.96,77.97
20.6,80.78,78.22
20.6,81.4,78.69
20.7,82.23,79.11
20.7,83.06,79.79
20.7,84.35,80.04
20.8,86.02,80.96
20.8,87.06,82.21
20.8,88.33,82.66
20.8,89.17,83.09
20.8,89.16,83.33
20.9,89.16,83.11
20.9,88.95,83.11
20.9,88.96,83.09
21.0,89.17,83.09
21.0,88.95,83.11
21.0,89.16,83.09
21.0,89.16,83.09
21.1,89.16,83.11
21.1,89.16,83.09
21.1,89.16,83.11
21.1,89.16,83.11
21.2,89.16,83.09
21.2,89.16,83.09
21.2,89.16,83.09
21.2,89.16,83.09
21.3,89.16,83.09
21.3,89.16,83.09
21.3,89.16,83.11
21.4,89.16,83.09
21.4,89.16,83.09
21.4,88.95,83.3
21.4,88.95,83.33
21.5,88.95,83.33
21.5,89.16,83.09
21.5,89.16,83.11
21.6,88.95,83.33
21.6,89.16,83.09
21.6,89.37,83.09
21.6,89.37,83.11
21.7,89.16,83.33
21.7,83.33,
21.7,89.16,83.33
21.8,88.95,83.33
21.8,88.95,83.33
21.8,88.95,83.33
21.8,89.16,83.33
21.9,89.16,83.33
21.9,89.16,83.33
21.9,88.95,83.33
21.9,89.16,83.33
22.0,89.16,83.33
22.0,89.16,83.33
22.0,89.16,83.33
22.1,89.37,83.11
22.1,89.16,83.11
22.1,88.95,83.33
22.1,88.95,83.33
22.1,89.16,83.33
22.2,89.16,83.33
22.2,89.16,83.33
22.2,89.16,83.33
22.3,89.16,83.09
22.3,88.95,83.33
22.3,88.95,83.33
22.3,89.17,83.3
22.4,89.37,83.11
22.4,89.16,83.33
22.4,89.37,83.11
22.4,89.37,83.11
22.5,89.37,83.09
22.5,89.16,83.33
22.5,86.21,84.84
22.5,84.33,85.06
22.6,82.64,84.42
22.6,81.75,83.99
22.6,81.78,83.75
22.7,81.75,83.99
22.7,81.54,83.99
22.7,81.57,83.97
22.7,81.57,83.97
22.8,81.57,83.97
22.8,81.57,83.97
22.8,81.57,83.97
22.9,81.54,83.99
22.9,81.57,83.97
22.9,81.57,83.97
22.9,81.57,83.95
23.0,81.57,83.99
23.0,81.57,83.97
23.0,81.54,83.97
23.0,81.54,83.99
23.1,81.57,83.95
23.1,81.57,83.95
23.1,81.57,83.95
23.1,81.54,83.99
23.2,81.54,83.99
23.2,80.92,83.97
23.2,78.77,84.42
23.3,77.45,84.18
23.3,77.24,83.95
23.3,77.2,83.97
23.3,77.2,83.99
23.3,76.78,83.99
23.4,76.78,83.99
23.4,76.78,83.97
23.4,76.53,83.97
23.5,76.53,83.97
23.5,76.58,83.95
23.5,76.12,83.99
23.5,76.12,83.97
23.6,76.07,83.97
23.6,75.86,83.97
23.6,75.86,83.97
23.7,75.66,83.97
23.7,75.81,83.97
23.7,75.71,83.95
23.7,75.71,83.95
23.7,75.5,83.95
23.8,74.99,84.18
23.8,74.99,84.18
23.8,74.99,84.18
23.9,75.19,83.97
23.9,75.19,83.97
23.9,74.93,83.97
23.9,74.73,84.18
24.0,74.73,84.18
24.0,74.73,84.18
24.0,74.58,84.18
24.0,74.58,84.18
24.1,74.58,84.2
24.1,74.52,84.18
24.1,74.52,84.18
24.1,74.32,84.18
24.2,74.32,84.18
24.2,74.32,84.18
24.2,74.32,84.18
24.3,74.32,84.18
24.3,74.32,84.18
24.3,74.32,84.18
24.3,74.17,84.18
24.4,74.11,84.18
24.4,74.05,84.18
24.4,74.11,84.18
24.4,73.91,84.18
24.5,73.44,84.18
24.5,73.44,84.18
24.5,73.44,84.18
24.5,73.44,84.18
24.6,73.44,84.18
24.6,73.44,84.18
24.6,73.44,84.18
24.7,73.44,84.16
24.7,73.44,84.16
24.7,73.44,84.16
24.8,73.44,84.16
24.8,73.44,84.16
24.8,73.44,84.16
24.8,73.44,84.16
24.9,73.44,84.16
24.9,73.44,84.16
24.9,73.44,84.16
24.9,73.44,84.16
25.0,73.44,84.16
25.0,73.44,84.16
25.0,73.44,84.16
25.0,73.44,84.16
25.1,73.24,84.16
25.1,73.24,84.16
25.1,73.24,84.16
25.2,73.24,84.16
25.2,73.24,84.16
25.2,73.24,84.16
25.2,73.24,84.16
25.3,73.24,84.16
25.3,73.24,84.16
25.3,73.24,84.16
25.3,73.18,84.16
25.4,73.18,84.16
25.4,73.24,84.16
25.4,73.18,84.16
25.4,73.18,84.16
25.5,73.18,84.16
25.5,73.18,84.16
25.5,73.04,84.16
25.6,73.04,84.16
25.6,72.98,84.16
25.6,73.04,84.16
25.6,73.04,84.16
25.7,73.04,84.16
25.7,73.04,84.16
25.7,72.98,84.18
25.7,72.98,84.18
25.8,72.98,84.18
25.8,72.98,84.16
25.8,72.71,84.18
25.8,72.71,84.2
25.9,72.98,84.16
25.9,72.77,84.16
25.9,72.77,84.16
26.0,72.77,84.16
26.0,72.98,84.18
26.0,72.77,84.18
26.0,72.77,84.18
26.1,72.77,84.16
26.1,72.77,84.18
26.1,72.77,84.16
26.1,72.77,84.16
26.2,72.77,84.18
26.2,72.77,84.18
26.2,72.77,84.16
26.2,72.77,84.16
26.3,72.77,84.16
26.3,72.77,84.16
26.3,72.77,84.16
26.4,72.77,84.16
26.4,72.77,84.16
26.4,72.77,84.16
26.4,72.77,84.18
26.5,72.77,84.16
26.5,72.77,84.16
26.5,72.77,84.18
26.6,73.04,84.16
26.6,75.04,83.52
26.6,76.83,83.75
26.6,79.23,83.49
26.7,81.13,83.75
26.7,82.41,83.97
26.7,84.75,83.75
26.8,86.23,83.73
26.8,87.69,83.73
26.8,88.53,83.75
26.8,88.74,83.78
26.9,88.74,83.75
26.9,88.74,83.75
26.9,88.74,83.73
26.9,88.74,83.75
27.0,88.74,83.75
27.0,88.74,83.75
27.0,88.74,83.73
27.0,88.74,83.75
27.1,88.74,83.75
27.1,88.74,83.75
27.1,88.74,83.75
27.2,88.74,83.75
27.2,88.74,83.75
27.2,88.74,83.73
27.2,88.74,83.75
27.3,88.95,83.75
27.3,88.74,83.75
27.3,88.74,83.75
27.3,88.95,83.75
27.4,88.95,83.75
27.4,88.95,83.75
27.4,88.95,83.75
27.5,89.16,83.75
27.5,89.16,83.75
27.5,89.16,83.75
27.5,89.16,83.75
27.6,89.37,83.54
27.6,89.16,83.75
27.6,89.16,83.75
27.6,89.37,83.54
27.7,89.16,83.75
27.7,87.92,83.49
27.7,82.64,80.93
27.8,74.85,76.65
27.8,66.99,71.5
27.8,60.9,66.74
27.8,57.99,64.61
27.9,58.46,64.71
27.9,61.37,65.97
27.9,65.59,68.12
27.9,68.86,70.26
28.0,70.37,71.5
28.0,69.32,71.63
28.0,67.08,70.46
28.1,64.65,68.88
28.1,62.68,67.43
28.1,61.94,66.86
28.1,62.31,66.86
28.2,62.97,67.15
28.2,63.53,67.63
28.2,63.81,67.83
28.2,63.62,67.83
28.3,63.53,67.83
28.3,63.25,67.95
28.3,63.06,67.75
28.3,62.97,67.55
28.4,62.68,67.55
28.4,62.31,67.46
28.4,62.59,67.26
28.4,62.5,67.06
28.5,62.4,66.94
28.5,62.03,67.06
28.5,61.94,66.97
28.6,61.66,66.97
28.6,61.76,66.89
28.6,61.74,66.77
28.6,61.56,66.77
28.7,61.37,66.69
28.7,61.47,66.69
28.7,61.19,66.48
28.8,60.9,66.48
28.8,60.72,66.19
28.8,60.72,66.19
28.8,60.33,66.28
28.9,60.44,66.28
28.9,60.62,65.99
28.9,60.33,65.99
28.9,60.05,65.99
29.0,60.15,65.99
29.0,59.97,65.7
29.0,59.68,65.7
29.0,59.5,65.7
29.1,59.5,65.7
29.1,59.68,65.79
29.1,59.68,65.59
29.1,59.68,65.5
29.2,59.68,65.48
29.2,59.79,65.39
29.2,59.68,65.41
29.3,59.22,65.41
29.3,58.93,65.41
29.3,59.04,65.21
29.3,58.93,65.21
29.4,58.93,65.21
29.4,59.04,65.12
29.4,58.86,65.12
29.4,58.57,65.12
29.5,58.75,64.92
29.5,58.75,64.92
29.5,58.75,64.92
29.6,58.64,65.1
29.6,58.53,65.01
29.6,58.46,64.92
29.6,58.46,64.81
29.7,58.46,64.72
29.7,58.64,64.72
29.7,58.64,64.72
29.8,58.64,64.81
29.8,58.46,64.81
29.8,58.46,64.71
29.8,58.46,64.81
29.9,58.46,64.81
29.9,58.46,64.72
29.9,58.46,64.72
29.9,58.46,64.81
30.0,57.88,64.81
30.0,57.99,64.52
30.0,57.99,64.52
30.1,57.99,64.42
30.1,57.99,64.42
30.1,57.99,64.52
30.1,57.99,64.52
30.1,57.99,64.52
30.2,57.99,64.52
30.2,57.71,64.52
30.2,57.71,64.52
30.3,57.71,64.52
30.3,57.71,64.52
30.3,57.71,64.52
30.3,57.71,64.42
30.4,57.71,64.52
30.4,57.71,64.52
30.4,57.71,64.41
30.4,57.53,64.52
30.5,57.53,64.52
30.5,57.53,64.52
30.5,57.53,64.52
30.6,57.42,64.52
30.6,57.42,64.52
30.6,57.42,64.52
30.6,57.42,64.52
30.7,57.42,64.52
30.7,57.42,64.52
30.7,57.53,64.52
30.7,57.42,64.52
30.8,57.42,64.52
30.8,57.42,64.42
30.8,57.42,64.22
30.8,57.42,64.22
30.9,57.42,64.22
30.9,57.42,64.22
30.9,57.42,64.13
30.9,57.42,64.22
31.0,57.71,64.42
31.0,58.17,64.81
31.0,58.75,65.01
31.1,59.04,65.5
31.1,59.5,65.5
31.1,59.68,65.59
31.1,58.93,66.08
31.2,57.35,68.44
31.2,56.08,69.9
31.2,56.25,70.87
31.2,55.78,71.84
31.3,55.78,71.84
31.3,55.03,71.84
31.3,54.56,71.57
31.4,53.85,71.36
31.4,53.51,71.15
31.4,53.13,70.95
31.4,52.96,70.95
31.5,52.96,70.95
31.5,52.96,70.95
31.5,52.96,70.95
31.5,53.13,70.87
31.6,52.5,70.87
31.6,51.77,70.67
31.6,51.14,70.39
31.7,50.55,70.18
31.7,50.25,70.18
31.7,50.25,70.18
31.7,50.38,70.11
31.8,50.38,70.11
31.8,50.25,70.11
31.8,49.65,70.11
31.8,49.51,69.9
31.9,49.21,69.78
31.9,49.05,69.7
31.9,48.75,69.7
32.0,48.75,69.9
32.0,48.6,69.7
32.0,48.3,69.7
32.0,48.15,69.7
32.1,48.01,69.5
32.1,47.7,69.62
32.1,47.7,69.42
32.1,47.7,69.42
32.2,47.7,69.5
32.2,47.25,69.5
32.2,47.25,69.21
32.2,47.1,69.21
32.3,46.94,69.21
32.3,46.8,69.42
32.3,46.94,69.34
32.3,46.65,69.42
32.4,46.8,69.21
32.4,46.8,69.21
32.4,46.35,69.09
32.5,46.05,68.81
32.5,45.75,68.81
32.5,45.75,68.81
32.5,45.75,68.81
32.6,45.75,68.81
32.6,45.9,68.73
32.6,45.9,68.73
