Time(s),R1(O),R2(O),R3(O),R4(O)
1734216910.8647754,66.89,124.68,118.37,78.70
1734216910.994674,67.57,126.94,120.50,79.98
1734216911.122166,67.76,129.01,122.47,80.34
1734216911.2535536,68.76,130.30,123.00,80.38
1734216911.3805811,69.16,130.83,123.13,80.32
1734216911.51172,69.16,131.29,123.09,80.24
1734216911.638903,69.15,131.64,124.92,81.18
1734216911.7694006,69.81,134.38,126.33,81.42
1734216911.896559,70.59,135.63,126.88,81.42
1734216912.0277102,70.68,135.74,127.42,81.33
1734216912.1587546,71.45,136.22,128.11,81.29
1734216912.2892087,71.41,138.09,130.72,81.87
1734216912.4171176,71.41,138.09,131.11,82.68
1734216912.54753,71.62,138.35,131.61,82.70
1734216912.6789877,72.34,140.68,132.18,83.03
1734216912.8098962,72.33,140.60,134.38,84.34
1734216912.9367018,71.68,138.09,131.93,83.12
1734216913.068322,71.77,136.18,129.81,82.88
1734216913.1993697,71.17,136.92,131.40,83.25
1734216913.3305163,70.83,136.40,132.00,84.43
1734216913.4576852,71.15,136.14,132.07,84.43
1734216913.588531,72.15,136.55,130.34,83.40
1734216913.7189813,71.62,135.74,130.93,83.70
1734216913.850278,71.04,134.67,130.34,84.36
1734216913.9814074,71.34,135.11,129.88,84.38
1734216914.1089718,71.23,137.52,130.19,84.56
1734216914.2396438,71.38,136.11,129.46,84.96
1734216914.3704388,71.43,136.78,129.18,84.03
1734216914.5013094,71.53,137.41,128.94,83.94
1734216914.628547,71.15,137.60,130.79,83.97
1734216914.7599702,71.15,138.09,128.70,83.57
1734216914.8904572,71.21,138.16,129.32,83.40
1734216915.021966,71.66,138.54,129.98,83.25
1734216915.1492395,71.19,138.05,130.41,83.49
1734216915.28,71.13,138.05,130.05,83.05
1734216915.4104953,71.06,138.12,130.48,83.18
1734216915.5415537,70.72,139.53,131.11,83.59
1734216915.6692524,70.57,137.45,130.58,84.32
1734216915.8002896,70.46,137.33,130.62,83.79
1734216915.931376,70.48,137.26,130.62,83.99
1734216916.0620453,69.88,136.44,131.64,84.43
1734216916.1935408,69.85,136.03,129.70,84.25
1734216916.320608,70.12,135.66,129.63,84.25
1734216916.4509575,70.74,135.81,129.70,84.27
1734216916.582475,70.53,135.08,129.29,84.91
1734216916.7132783,70.76,134.93,129.25,83.92
1734216916.8400896,71.04,135.44,128.80,83.90
1734216916.9712896,70.91,137.56,129.43,84.12
1734216917.1026535,70.93,136.40,128.56,84.43
1734216917.23388,70.98,137.07,128.35,83.66
1734216917.3602483,71.26,137.75,128.21,83.55
1734216917.492049,70.63,138.05,129.81,83.68
1734216917.6231868,70.61,138.46,128.73,83.25
1734216917.7532241,70.68,138.58,129.36,83.07
1734216917.88481,70.98,140.41,130.30,83.03
1734216918.0119772,70.89,139.49,130.69,83.59
1734216918.1430173,70.85,139.49,131.08,82.79
1734216918.274276,70.74,139.41,131.04,83.03
1734216918.4053106,70.42,140.52,131.93,83.53
1734216918.531818,70.31,138.77,131.18,83.75
1734216918.663074,70.23,138.61,131.18,83.94
1734216918.7939572,70.66,138.54,131.18,83.97
1734216918.9252903,70.10,137.67,131.89,84.45
1734216919.0521755,70.35,137.26,130.16,84.21
1734216919.1835747,70.65,136.92,130.05,84.23
1734216919.3146665,70.98,138.39,130.55,84.36
1734216919.4453928,71.13,135.92,129.98,84.83
1734216919.5723515,71.38,135.88,129.53,83.90
1734216919.7034664,71.47,136.66,129.04,83.88
1734216919.834542,71.15,137.15,130.30,84.08
1734216919.965106,71.19,136.44,129.25,83.86
1734216920.0966873,71.26,137.11,129.11,83.79
1734216920.223253,71.79,137.41,129.46,83.59
1734216920.3542247,71.15,137.52,130.97,83.84
1734216920.4859443,71.15,137.52,130.16,83.36
1734216920.6164637,71.26,137.71,130.76,83.22
1734216920.7436442,71.11,139.34,131.86,83.44
1734216920.875041,71.06,137.30,132.04,83.92
1734216921.0060039,70.91,137.30,132.43,83.36
1734216921.1372645,70.51,136.89,132.64,84.63
1734216921.268314,70.27,136.63,133.98,85.11
1734216921.399452,71.02,137.48,132.36,84.45
1734216921.5296957,70.93,137.26,132.36,84.67
1734216921.6616733,70.66,136.25,132.14,85.74
1734216921.7927086,70.33,135.52,131.86,86.12
1734216921.9237165,71.26,136.25,130.97,85.45
1734216922.054544,71.45,135.92,130.83,85.47
1734216922.1854465,70.87,135.37,130.41,85.89
1734216922.3170316,71.08,134.86,129.70,86.05
1734216922.44778,72.12,137.41,130.09,85.47
1734216922.578602,72.42,137.71,129.67,85.47
1734216922.7098267,71.93,135.63,128.42,85.25
1734216922.8411295,72.12,135.74,128.07,85.11
1734216922.9717531,73.02,138.31,128.97,85.22
1734216923.1032057,73.73,139.34,129.04,84.05
1734216923.2343414,73.17,137.75,126.98,83.46
1734216923.3694744,72.29,137.33,127.05,84.14
1734216923.499767,72.82,140.10,129.46,84.43
1734216923.6310892,73.69,141.64,130.05,83.53
1734216923.7627218,73.79,140.25,128.21,82.86
1734216923.8934848,72.84,139.34,127.80,83.46
1734216924.0249507,72.59,141.49,130.12,84.08
1734216924.1559224,73.29,143.29,131.11,83.86
1734216924.2869275,73.40,142.31,129.84,83.07
1734216924.417953,72.34,139.60,129.36,82.92
1734216924.5484319,71.81,140.56,131.75,84.10
1734216924.6798284,72.44,142.85,133.08,84.38
1734216924.8112879,72.63,143.25,131.89,83.46
1734216924.941718,71.70,140.45,130.86,83.20
1734216925.0730906,71.06,139.41,132.75,84.38
1734216925.2041304,71.79,141.10,134.20,84.98
1734216925.3349104,72.29,141.29,134.45,84.34
1734216925.4666874,71.76,138.46,131.93,84.14
1734216925.597617,70.96,136.96,131.71,85.34
1734216925.7288141,71.53,138.50,133.76,86.01
1734216925.8599153,72.52,139.11,134.05,85.49
1734216925.9908133,72.67,136.74,131.61,85.11
1734216926.1220243,71.91,135.04,130.65,85.85
1734216926.252956,71.77,136.33,132.00,86.52
1734216926.383427,72.92,137.75,132.21,86.68
1734216926.5149162,73.42,136.66,129.74,85.51
1734216926.6457052,72.80,134.45,128.42,85.74
1734216926.7769122,72.65,135.81,129.74,86.61
1734216926.90842,73.71,138.58,130.34,86.82
1734216927.0394933,74.26,139.30,128.35,85.60
1734216927.1706007,73.65,137.22,126.94,85.05
1734216927.3015766,73.32,136.74,128.18,85.78
1734216927.4323487,74.18,139.72,129.46,85.87
1734216927.5634153,74.81,141.10,129.53,84.65
1734216927.694782,74.14,139.41,127.42,84.01
1734216927.8255978,73.15,138.88,127.49,84.67
1734216927.9564142,73.61,141.60,129.91,84.91
1734216928.0880756,74.41,143.13,130.55,84.16
1734216928.21842,74.43,141.53,128.73,83.46
1734216928.3499053,73.29,140.02,128.21,84.23
1734216928.4810467,72.82,142.03,130.86,84.80
1734216928.6115317,73.50,143.13,132.07,84.54
1734216928.7428224,73.56,141.53,130.69,83.66
1734216928.873693,72.50,138.69,130.12,84.25
1734216929.005121,71.96,139.60,132.46,85.49
1734216929.1365254,72.65,141.88,133.80,85.85
1734216929.267607,72.88,142.23,132.54,84.98
1734216929.3979003,72.00,139.11,131.18,84.91
1734216929.5296528,71.43,137.75,132.97,86.34
1734216929.6604269,72.25,139.53,133.91,86.95
1734216929.7915223,72.80,139.79,133.73,86.30
1734216929.9231787,72.31,137.07,131.18,86.10
1734216930.0573287,71.57,135.66,130.97,87.34
1734216930.1884403,72.19,137.37,133.00,88.03
1734216930.3196127,73.27,138.39,133.36,87.48
1734216930.4505918,73.52,136.18,130.62,86.93
1734216930.5825226,72.90,135.11,129.46,87.73
1734216930.713366,72.90,136.96,130.93,88.26
1734216930.8438945,74.10,138.46,131.29,87.68
1734216930.9756086,74.65,137.37,128.94,86.50
1734216931.1061158,73.98,135.08,127.70,86.68
1734216931.2372682,73.81,136.48,129.11,87.68
1734216931.368193,74.88,139.34,130.05,87.75
1734216931.4992676,75.44,140.21,128.25,86.37
1734216931.6306832,74.65,138.43,127.32,85.83
1734216931.761599,74.16,138.20,129.01,86.64
1734216931.8930936,74.86,141.18,130.41,86.82
1734216932.0235388,75.30,142.50,130.51,85.63
1734216932.1550834,74.63,140.68,128.38,85.02
1734216932.2856402,73.59,140.14,128.52,85.78
1734216932.417034,74.04,142.81,131.04,86.23
1734216932.5478628,74.75,144.28,131.89,85.49
1734216932.6789644,74.73,142.19,130.37,85.02
1734216932.8098843,73.58,140.68,130.16,85.83
1734216932.9406407,73.13,142.19,132.79,86.50
1734216933.0725977,73.85,143.37,133.98,86.32
1734216933.2037535,73.96,141.72,132.50,85.36
1734216933.3348024,72.90,138.80,131.86,85.25
1734216933.4660144,72.36,139.56,134.09,86.32
1734216933.5968835,73.19,141.49,135.30,86.89
1734216933.7274659,73.56,141.53,133.83,86.12
1734216933.859004,72.80,138.46,132.39,86.01
1734216933.9893937,72.36,137.15,133.73,87.39
1734216934.120315,73.13,138.96,134.67,87.98
1734216934.251882,73.67,139.26,134.38,87.23
1734216934.3834782,73.11,136.55,131.71,86.79
1734216934.5138805,72.29,135.19,132.18,87.91
1734216934.6448798,72.88,137.30,133.80,88.55
1734216934.7758791,74.10,138.39,133.83,87.75
1734216934.9072704,74.45,136.66,131.08,87.09
1734216935.0388432,73.75,135.52,129.88,87.80
1734216935.169753,73.69,137.45,131.40,88.23
1734216935.3003235,74.82,139.03,131.79,88.30
1734216935.4313707,75.32,138.05,129.46,87.25
1734216935.5625684,74.61,135.85,128.32,87.48
1734216935.6938703,74.37,137.37,129.91,88.32
1734216935.824778,75.40,140.68,130.97,88.39
1734216935.9558685,75.91,141.92,129.53,87.02
1734216936.0864766,75.16,140.06,128.59,86.55
1734216936.2175543,74.69,139.79,130.41,87.50
1734216936.348866,75.42,142.78,131.89,87.93
1734216936.480339,75.89,144.12,131.22,86.86
1734216936.6156666,75.22,142.19,129.22,86.30
1734216936.746151,74.02,141.45,129.46,87.36
1734216936.8768628,74.35,144.00,132.43,87.93
1734216937.0086792,75.10,145.43,133.58,87.25
1734216937.1399539,75.06,143.21,131.93,86.79
1734216937.2707152,73.98,141.60,131.64,87.77
1734216937.40191,73.58,143.09,134.27,88.58
1734216937.5328522,74.37,144.28,135.48,88.19
1734216937.6633835,74.57,142.54,133.87,87.25
1734216937.7944446,73.59,139.18,132.79,87.29
1734216937.9263012,73.13,139.60,134.89,88.65
1734216938.0567899,74.00,141.64,135.59,89.18
1734216938.1875217,74.41,141.72,133.62,88.30
1734216938.3196266,73.67,138.73,132.11,88.14
1734216938.450234,73.25,137.45,133.36,89.51
1734216938.5815332,74.04,139.37,134.34,90.07
1734216938.70516,74.69,139.79,133.91,89.20
