Time(s),R1(O),R2(O),R3(O),R4(O)
1734216297.5278566,mapval1,210,Percentage:,82
1734216297.5714548,76.80,155.91,149.18,95.34
1734216297.6949568,71.93,134.60,127.73,86.48
1734216297.8178792,72.06,136.40,129.88,87.09
1734216297.9413006,72.73,138.69,130.97,87.43
1734216298.0669558,72.90,139.03,131.18,88.56
1734216298.1901517,73.02,140.95,133.36,89.32
1734216298.3175182,73.83,143.44,134.53,89.72
1734216298.4401157,73.98,143.80,136.03,90.89
1734216298.5666223,74.08,145.96,138.35,91.63
1734216298.6896093,74.94,148.65,139.45,92.01
1734216298.8174233,75.08,148.98,141.37,93.27
1734216298.9445002,75.36,149.56,141.80,93.44
1734216299.0707653,76.23,150.60,142.34,93.64
1734216299.1942325,76.37,150.81,144.59,94.96
1734216299.320819,76.61,151.32,144.99,95.14
1734216299.4480057,76.70,151.53,145.15,96.19
1734216299.5743947,76.13,151.15,144.99,95.44
1734216299.6980336,76.09,149.35,142.78,94.86
1734216299.8249915,75.54,147.17,143.29,95.73
1734216299.947651,75.50,149.14,145.71,95.06
1734216300.0747535,75.50,147.33,143.48,94.35
1734216300.2017143,74.81,145.03,144.24,95.24
1734216300.3246198,74.82,145.03,142.89,94.13
1734216300.4512315,75.62,143.72,140.98,93.56
1734216300.5787323,74.88,142.78,142.15,94.49
1734216300.701479,74.96,142.93,140.60,93.39
1734216300.827967,74.81,142.66,140.44,94.32
1734216300.9552631,74.06,143.72,142.27,94.72
1734216301.0776634,74.06,143.80,140.25,93.51
1734216301.2044258,73.96,143.64,141.60,94.59
1734216301.3278253,74.02,145.67,144.00,94.10
1734216301.4545684,74.02,143.88,141.80,93.56
1734216301.5816312,74.06,143.92,143.60,94.72
1734216301.704742,74.10,143.96,142.15,93.61
1734216301.831867,74.84,142.50,140.10,93.27
1734216301.9582982,74.86,143.92,142.19,94.52
1734216302.0811641,74.94,144.12,140.56,93.39
1734216302.208277,74.88,144.04,140.52,94.40
1734216302.331069,74.12,145.23,142.42,94.82
1734216302.4578419,74.12,143.84,140.37,93.59
1734216302.5810797,74.04,143.68,141.72,94.67
1734216302.7078853,74.06,145.67,144.04,94.08
1734216302.8345346,74.06,143.88,141.84,93.56
1734216302.9583485,74.06,143.92,143.64,94.72
1734216303.0848517,74.10,143.96,142.19,93.59
1734216303.2116637,74.82,142.58,140.18,93.25
1734216303.3387551,74.84,144.00,142.27,94.49
1734216303.461949,74.94,144.20,140.64,93.39
1734216303.5887334,74.88,144.12,140.60,94.37
1734216303.7114208,74.12,145.35,142.46,94.79
1734216303.8384883,74.10,143.96,140.37,93.56
1734216303.961539,74.02,143.80,141.72,94.64
1734216304.0888805,74.04,145.75,144.08,94.05
1734216304.2157538,74.04,143.96,141.84,93.54
1734216304.3382893,74.02,144.00,143.60,94.69
1734216304.4652014,74.06,144.08,142.15,93.56
1734216304.592486,74.79,142.66,140.14,93.22
1734216304.7187328,74.81,144.08,142.23,94.47
1734216304.841841,74.88,144.24,140.60,93.37
1734216304.969096,74.82,144.16,140.56,94.37
1734216305.0919452,74.08,145.35,142.42,94.79
1734216305.2191858,74.06,143.96,140.33,93.54
1734216305.3422475,73.96,143.80,141.68,94.59
1734216305.4687977,73.98,145.80,144.04,94.00
1734216305.5956085,73.98,144.04,141.80,93.49
1734216305.7186623,73.98,144.08,143.60,94.64
1734216305.8455417,74.02,144.16,142.15,93.51
1734216305.9728763,74.75,142.78,140.10,93.17
1734216306.0997808,74.75,144.20,142.19,94.42
1734216306.2225459,74.84,144.35,140.56,93.32
1734216306.3492906,74.79,144.24,140.52,94.32
1734216306.4726365,74.04,145.43,142.38,94.77
1734216306.5986142,74.02,144.04,140.29,93.51
1734216306.7218516,73.94,143.88,141.64,94.57
1734216306.8493803,73.96,145.88,144.00,93.98
1734216306.975749,73.96,144.12,141.80,93.47
1734216307.0987184,73.96,144.16,143.60,94.64
1734216307.2254343,74.00,144.24,142.15,93.54
1734216307.352569,74.73,142.81,140.10,93.20
1734216307.4795268,74.73,144.24,142.23,94.45
1734216307.6027315,74.82,144.39,140.60,93.34
1734216307.7299583,74.77,144.28,140.56,94.35
1734216307.8570678,74.02,145.55,142.46,94.91
1734216307.9841514,74.77,146.60,141.26,93.95
1734216308.1101134,74.69,146.44,142.93,95.06
1734216308.2378285,74.67,148.48,145.31,94.42
