Time(s),R1(O),R2(O),R3(O),R4(O)
1734216465.5903263,75.54,148.65,141.18,89.55
1734216465.7135735,75.91,149.77,142.03,89.86
1734216465.8405876,76.03,149.52,141.57,89.58
1734216465.9635367,75.85,149.89,141.18,89.30
1734216466.0904958,75.64,149.97,141.57,89.46
1734216466.212841,75.48,149.35,141.88,89.23
1734216466.3399262,75.24,148.73,141.95,89.02
1734216466.4630578,75.04,148.11,142.03,89.58
1734216466.589781,74.88,148.44,142.42,89.72
1734216466.7164807,74.94,147.95,141.84,89.69
1734216466.843666,75.04,147.62,141.33,89.32
1734216466.9713664,74.77,147.25,140.71,88.93
1734216467.0979817,74.51,147.50,140.21,89.04
1734216467.2245674,74.30,147.62,139.87,88.72
1734216467.3470273,74.02,146.85,140.06,88.39
1734216467.474456,73.94,146.44,140.33,88.19
1734216467.6009214,73.34,145.59,139.75,88.07
1734216467.7246504,73.07,145.27,139.60,88.76
1734216467.8518164,73.09,144.32,140.25,88.88
1734216467.978654,73.58,144.67,139.53,88.37
1734216468.1053054,73.96,145.11,138.77,88.23
1734216468.232624,74.24,146.20,138.27,88.12
1734216468.3589792,74.10,147.05,137.86,87.59
1734216468.4861882,74.14,146.97,137.37,87.18
1734216468.6130116,73.83,146.77,138.12,86.91
1734216468.7396955,73.87,146.85,138.92,87.11
1734216468.863087,73.89,146.44,139.72,88.07
1734216468.9901185,73.98,145.67,139.60,87.96
1734216469.1169734,74.04,144.99,139.98,88.35
1734216469.243669,74.33,145.23,139.11,88.26
1734216469.3709607,74.39,145.23,138.27,88.42
1734216469.4979641,74.49,145.51,137.75,87.91
1734216469.6252563,74.41,146.20,137.97,87.16
1734216469.752178,74.32,146.85,137.52,87.48
1734216469.8792207,73.85,145.80,137.97,87.55
1734216470.0014644,73.38,145.27,138.31,87.66
1734216470.1289713,73.15,144.20,138.80,88.53
1734216470.25597,73.27,144.24,139.49,88.56
1734216470.382972,73.83,143.92,139.22,88.51
1734216470.509187,74.16,144.24,138.50,88.42
