Time(s),R1(O),R2(O),R3(O),R4(O)
1734216649.104511,86.43,175.58,165.13,107.25
1734216649.2279177,86.40,175.58,165.13,107.25
1734216649.3538198,85.51,172.65,162.38,105.82
1734216649.4812663,84.53,169.64,159.60,104.39
1734216649.6084664,83.59,166.79,158.88,104.28
1734216649.7358525,82.70,164.05,156.22,102.89
1734216649.8581705,81.73,161.19,153.53,101.50
1734216649.9853182,80.82,158.39,153.10,100.92
1734216650.1081889,79.92,155.74,150.56,99.56
1734216650.2351756,79.02,153.14,148.07,99.27
1734216650.3624036,78.10,152.03,147.74,98.50
1734216650.4849675,77.20,149.47,145.27,97.17
1734216650.611462,76.33,147.01,142.81,96.97
1734216650.734681,75.46,146.44,142.70,96.14
1734216650.862153,74.59,144.00,140.33,94.84
1734216650.9891906,73.75,141.64,139.60,94.72
1734216651.1154268,73.00,139.45,137.37,93.46
1734216651.2391834,72.90,139.30,137.26,93.44
1734216651.365914,72.92,139.26,139.22,94.15
1734216651.4888554,72.90,139.22,137.56,92.98
1734216651.6157084,72.86,139.15,137.56,93.95
1734216651.7384908,72.88,140.71,139.68,94.52
1734216651.8648748,72.88,140.79,137.75,93.78
1734216651.9881504,72.88,140.79,137.67,94.86
1734216652.1158068,72.86,142.54,139.76,94.32
1734216652.24201,72.88,141.14,137.75,93.78
1734216652.3653789,72.88,141.18,139.34,94.94
1734216652.49182,72.92,141.26,139.45,93.88
1734216652.6193779,72.90,139.41,137.22,93.42
1734216652.7463589,72.92,139.37,139.15,93.42
1734216652.8693326,72.92,139.37,137.60,92.28
1734216652.9957492,72.86,139.30,137.56,93.22
1734216653.1193495,72.88,140.87,139.64,93.78
1734216653.2459667,72.86,140.95,137.67,93.05
1734216653.3685205,72.88,140.95,137.60,94.13
1734216653.495553,72.86,142.74,139.76,93.59
1734216653.622849,72.82,141.18,137.67,93.00
1734216653.7456157,72.80,141.18,139.30,94.15
1734216653.872243,72.84,141.29,139.41,93.10
1734216653.9998078,72.82,139.45,137.26,92.62
1734216654.1264558,72.82,139.41,139.18,92.62
1734216654.249529,72.84,139.41,137.63,91.49
1734216654.3765028,72.80,139.34,137.60,92.42
1734216654.4987202,72.82,140.91,139.68,92.98
1734216654.6254585,72.80,140.98,137.75,92.98
1734216654.7490554,72.80,140.98,137.67,94.05
1734216654.875463,72.78,142.74,139.79,93.54
1734216655.003136,72.78,141.18,137.75,92.95
1734216655.126137,72.78,141.18,139.34,94.13
1734216655.2531338,72.82,141.29,139.45,93.08
1734216655.379552,72.80,139.45,137.22,92.57
1734216655.506177,72.84,139.41,139.18,92.59
1734216655.6300597,72.86,139.41,137.60,91.46
1734216655.7563207,72.82,139.34,137.56,92.40
1734216655.880813,72.84,140.95,139.68,92.98
1734216656.0065355,72.84,141.02,137.75,92.95
1734216656.1294947,72.84,141.06,137.67,94.03
1734216656.2563944,72.82,142.81,139.76,93.51
1734216656.3829842,72.82,141.26,137.71,92.93
1734216656.506434,72.82,141.26,139.30,94.08
1734216656.633411,72.86,141.37,139.41,93.03
1734216656.7603242,72.80,139.53,137.22,92.54
1734216656.8863986,72.80,139.49,139.18,93.27
1734216657.009466,72.82,139.49,137.63,92.13
1734216657.1371958,72.78,139.41,137.60,93.10
1734216657.2599611,72.80,140.98,139.72,93.71
1734216657.3869913,72.80,141.06,137.75,93.68
1734216657.5093808,72.78,141.06,137.67,94.77
1734216657.6367457,72.77,142.81,139.76,94.25
1734216657.7630208,72.77,141.22,137.67,93.66
1734216657.8867023,72.77,141.22,139.26,94.84
1734216658.0137396,72.80,141.29,139.37,93.78
1734216658.139779,72.78,139.49,137.26,93.29
1734216658.2676718,72.78,139.45,139.22,94.03
1734216658.3903716,72.80,139.45,137.67,92.88
1734216658.5127652,72.77,139.37,137.63,93.83
1734216658.6398199,72.82,140.98,139.76,94.40
1734216658.7669213,72.82,141.06,137.78,93.66
1734216658.8898807,72.80,141.06,137.71,94.74
1734216659.0163445,72.78,142.81,139.87,94.17
1734216659.1402037,72.77,141.26,137.78,93.59
1734216659.270428,72.77,141.26,139.41,94.77
1734216659.3970103,72.82,141.33,139.53,93.68
1734216659.5250447,72.86,139.64,137.52,94.20
1734216659.6511006,73.05,139.98,137.75,94.30
1734216659.77903,73.13,140.14,136.33,93.20
1734216659.9053643,73.05,139.98,137.71,94.30
1734216660.0328465,73.21,140.21,137.90,94.37
1734216660.159952,73.25,140.37,136.03,94.64
1734216660.286137,73.40,140.71,136.22,94.72
1734216660.4176047,73.46,140.83,136.33,93.78
1734216660.54509,73.44,139.26,135.77,94.37
1734216660.6711075,73.58,139.45,135.96,94.44
1734216660.799151,73.61,139.53,136.07,94.35
1734216660.9258094,73.81,138.12,134.09,93.98
1734216661.0528836,73.91,138.31,134.23,94.05
1734216661.1791723,73.89,138.27,134.09,94.03
1734216661.3068037,73.96,138.39,134.20,94.08
1734216661.4368029,73.96,138.39,134.20,94.10
1734216661.5643663,73.94,138.43,134.20,94.10
1734216661.691793,73.93,138.43,134.20,94.10
1734216661.817843,73.93,138.43,134.20,94.10
1734216661.9455547,73.93,138.43,134.20,94.10
1734216662.0719225,73.93,138.43,134.20,94.10
1734216662.1993313,73.93,138.43,134.20,94.10
1734216662.3266692,73.93,138.43,134.20,94.10
1734216662.45385,73.93,138.46,134.16,94.10
1734216662.5804448,73.93,138.46,134.16,94.10
1734216662.711747,73.93,138.46,134.20,94.10
1734216662.8386145,73.91,138.46,134.31,94.10
1734216662.9653184,73.91,138.46,134.31,94.10
1734216663.0921574,73.91,138.50,134.34,94.10
1734216663.219281,73.91,138.50,134.34,94.13
1734216663.3461463,73.91,138.50,134.34,94.10
1734216663.473134,73.91,138.50,134.34,94.10
1734216663.6004426,73.93,138.50,134.34,94.10
1734216663.7268841,73.93,138.54,134.38,94.10
1734216663.8543825,73.93,138.58,134.34,94.13
1734216663.9852502,73.93,138.58,134.38,94.13
1734216664.1124232,73.93,138.58,134.42,94.13
1734216664.2386177,73.93,138.58,134.42,94.13
1734216664.3663278,74.24,139.03,133.29,93.10
1734216664.4927459,74.24,139.03,133.29,93.12
1734216664.6202228,74.94,139.41,133.44,92.23
1734216664.7466826,74.75,140.60,135.19,92.69
1734216664.874091,74.67,140.45,135.07,92.64
1734216665.0005307,74.71,140.48,135.26,92.69
1734216665.1276705,74.69,140.48,135.26,92.66
1734216665.2586877,74.69,140.52,135.26,92.69
1734216665.3863122,74.69,140.52,135.30,92.69
