Time(s),R1(O),R2(O),R3(O),R4(O)
1734216096.325272,85.42,176.97,166.84,103.08
1734216096.4479675,85.42,176.40,165.94,102.52
1734216096.5750856,84.82,173.71,163.31,101.21
1734216096.7019231,84.11,171.46,160.96,100.32
1734216096.8287272,83.33,170.03,158.79,99.07
1734216096.951683,82.42,167.99,156.66,97.78
1734216097.078396,81.88,165.65,155.34,96.64
1734216097.2015736,81.09,163.22,153.79,95.54
1734216097.327984,80.23,160.60,151.32,94.64
1734216097.454872,79.41,158.17,148.98,94.22
1734216097.5819817,78.81,156.66,147.70,93.10
1734216097.709242,78.51,155.48,145.75,91.89
1734216097.8364527,78.03,153.66,143.76,90.70
1734216097.9631953,77.20,152.12,141.80,89.53
1734216098.0898166,76.31,150.56,139.87,88.79
1734216098.2167997,75.54,149.02,138.54,87.70
1734216098.3439345,74.67,147.09,137.82,87.07
1734216098.4668446,74.37,146.97,139.18,87.64
1734216098.593749,74.20,146.56,138.99,87.59
1734216098.7215815,74.12,145.51,138.65,88.19
1734216098.8483193,74.22,145.03,139.26,88.39
1734216098.9744978,74.35,145.84,138.58,88.28
1734216099.1018674,74.69,146.16,138.01,88.07
1734216099.229073,74.69,147.29,138.27,87.75
1734216099.3554747,74.51,148.03,138.54,87.36
1734216099.4826326,74.33,147.99,138.12,87.32
1734216099.610018,73.79,146.56,138.58,87.34
1734216099.7369602,73.40,146.00,138.99,87.87
1734216099.8593466,73.36,145.11,139.60,88.44
1734216099.9860837,73.42,144.36,139.30,88.28
1734216100.1138566,73.46,143.68,139.18,88.60
1734216100.240778,73.73,143.88,138.50,88.51
1734216100.3671997,73.93,144.12,137.22,88.19
1734216100.494505,73.96,145.15,137.56,87.87
1734216100.6214182,73.89,145.84,137.78,87.20
1734216100.747967,73.75,146.36,137.71,87.45
1734216100.8756683,73.29,145.31,138.09,87.50
1734216100.99874,72.80,144.75,138.39,87.64
1734216101.1255028,72.94,143.96,138.24,88.00
1734216101.2525492,73.07,143.21,137.93,87.91
1734216101.3795254,73.09,142.50,137.45,88.21
1734216101.5061398,73.42,142.97,136.59,88.14
1734216101.6326928,73.38,143.13,135.96,87.52
1734216101.7598941,73.36,144.08,136.00,87.39
1734216101.8873925,73.32,144.83,136.25,87.11
1734216102.0139117,73.19,145.31,136.44,87.09
1734216102.1411886,73.05,145.35,137.33,87.25
1734216102.2641873,72.84,145.07,137.82,87.07
1734216102.391283,73.17,144.36,137.63,87.48
1734216102.518186,73.27,143.72,137.41,87.77
1734216102.6448133,73.40,143.29,136.66,87.27
1734216102.7715101,73.63,143.37,136.74,87.64
1734216102.8990772,73.65,143.52,136.29,87.50
1734216103.0251753,73.46,144.16,136.40,87.52
1734216103.1529808,73.48,145.03,136.63,87.29
1734216103.2799819,73.34,144.79,137.41,86.95
1734216103.406695,73.02,144.47,139.03,87.52
1734216103.5289829,73.07,144.32,139.56,87.70
1734216103.656661,73.46,143.96,138.80,87.68
1734216103.7837539,73.52,143.25,139.41,88.51
1734216103.9098966,74.10,143.80,138.96,88.16
1734216104.0376854,74.61,144.00,138.20,88.03
1734216104.164347,74.88,144.36,137.71,87.89
1734216104.2916715,74.41,144.91,137.78,87.48
1734216104.418201,74.43,145.80,138.16,87.20
1734216104.5451076,74.30,145.43,138.96,87.25
1734216104.6724465,74.02,145.23,138.96,87.29
1734216104.7954936,74.14,145.31,139.53,87.50
1734216104.921661,74.45,145.35,139.64,87.52
1734216105.0487487,74.45,144.51,140.14,88.26
1734216105.1763608,74.73,145.59,140.33,88.30
1734216105.302939,75.30,146.08,138.92,87.73
1734216105.4302385,75.64,146.60,138.58,87.61
1734216105.5572217,75.30,147.01,138.69,87.23
1734216105.6842947,75.22,147.74,138.05,86.89
1734216105.8103905,74.69,146.56,138.50,86.89
1734216105.9376738,74.04,146.12,139.07,86.95
1734216106.0606482,73.94,146.04,139.83,87.16
1734216106.187135,74.00,146.00,140.56,87.64
1734216106.3146458,74.00,145.11,140.21,88.35
1734216106.4414916,74.30,145.31,140.25,88.51
1734216106.5726619,74.57,145.43,139.45,87.98
1734216106.6999705,74.86,145.71,139.03,87.70
1734216106.8261604,74.84,145.76,138.96,87.29
1734216106.9536445,75.10,146.93,138.65,86.59
1734216107.080228,74.90,146.85,137.86,86.59
1734216107.207544,74.63,147.29,138.92,86.73
1734216107.3384273,74.28,146.72,140.25,87.29
1734216107.4655511,74.26,145.59,140.60,87.36
1734216107.5926712,74.32,144.87,140.33,87.70
1734216107.7193222,74.32,145.63,140.37,88.35
1734216107.8469515,74.43,145.80,139.68,88.62
1734216107.9737017,74.65,145.80,138.92,88.44
1734216108.1000762,74.94,144.91,138.01,87.91
1734216108.2278295,75.44,145.35,138.16,87.18
1734216108.3586679,75.22,146.44,137.22,87.02
1734216108.4857452,75.24,148.32,137.67,87.14
1734216108.6123025,74.94,148.77,137.94,87.29
1734216108.7391481,74.67,147.58,138.54,87.32
1734216108.8667336,74.71,146.60,139.07,87.39
1734216108.9931083,74.77,145.84,139.30,87.52
1734216109.1207197,74.51,144.95,138.09,87.80
1734216109.2476654,74.61,145.03,137.30,88.09
1734216109.3741412,74.77,145.27,136.74,88.00
1734216109.5006254,75.44,145.67,137.00,87.25
1734216109.631827,75.75,145.23,135.92,86.61
1734216109.7591767,75.97,146.48,136.22,86.41
1734216109.8864205,75.73,147.33,136.48,86.52
1734216110.0129373,75.48,147.95,136.70,86.64
1734216110.1398919,75.28,148.40,137.60,86.82
1734216110.267143,75.36,147.42,138.20,86.98
1734216110.393739,75.46,146.52,138.65,87.14
1734216110.5209057,75.58,145.88,138.27,87.57
1734216110.6475554,75.68,146.08,137.41,87.91
1734216110.7749577,75.46,145.88,136.51,88.56
1734216110.9064667,75.73,145.92,135.92,88.37
1734216111.0326219,76.37,147.29,136.25,88.07
1734216111.1596136,76.55,147.46,136.33,87.70
1734216111.286633,76.43,148.11,136.44,87.73
1734216111.413589,76.11,148.89,136.66,87.80
1734216111.5452375,75.85,149.47,137.19,87.87
1734216111.6718292,75.89,149.06,137.97,87.91
1734216111.7991571,75.91,148.11,138.54,87.98
1734216111.9260101,75.93,147.29,138.84,88.05
1734216112.0526989,75.62,146.36,137.75,88.76
1734216112.1802728,75.64,146.40,137.22,88.99
1734216112.3066146,75.38,145.51,136.37,89.11
1734216112.4341178,75.58,145.47,136.37,88.65
1734216112.5609763,75.81,145.39,136.48,88.28
1734216112.6873395,76.29,145.84,136.66,87.55
1734216112.8191948,75.99,146.68,137.04,87.61
1734216112.946222,75.66,147.25,137.19,87.64
1734216113.0730314,75.52,147.91,136.89,87.25
1734216113.1991885,75.50,146.97,137.48,87.32
1734216113.3263133,75.52,146.04,137.93,87.39
1734216113.4535587,75.56,145.31,138.24,87.73
1734216113.5806417,75.24,144.36,137.07,87.93
1734216113.708095,75.18,144.28,136.96,88.62
1734216113.834691,75.50,144.43,136.48,88.49
1734216113.965927,76.13,144.83,136.66,87.64
1734216114.092522,76.29,144.99,136.70,87.25
1734216114.2198381,76.51,147.01,137.04,87.02
1734216114.3466923,76.21,147.83,137.30,87.09
1734216114.4735467,75.91,148.28,137.52,87.14
1734216114.6010091,75.68,147.91,138.35,87.25
1734216114.7276018,75.70,146.97,138.92,87.32
1734216114.8547766,75.73,146.08,139.22,87.41
1734216114.9856024,75.79,145.47,138.77,87.75
1734216115.1122072,76.07,146.68,138.39,88.09
1734216115.2393057,75.75,146.48,137.52,88.67
1734216115.3667943,75.93,146.40,136.85,88.19
1734216115.4940405,76.55,147.09,137.15,87.89
1734216115.6245992,76.76,147.38,136.51,87.04
1734216115.751174,76.63,149.43,137.00,87.14
1734216115.8786628,75.89,149.81,137.60,87.57
1734216116.0049658,75.60,150.22,137.78,87.59
1734216116.132321,75.62,149.10,138.54,87.64
