imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734296140.4727352,-6.236081882317308,5.2812406284451185
1,1734296140.5142221,-6.236081882317308,5.2812406284451185
2,1734296140.5623019,-5.276993817804012,4.803485759069076
3,1734296140.6145742,-6.228192075218587,5.2812406284451185
4,1734296140.6648102,-6.236081882317308,5.2812406284451185
5,1734296140.7147753,-6.236081882317308,5.2812406284451185
6,1734296140.7681775,-5.276993817804012,4.803485759069076
7,1734296140.8211188,-5.276993817804012,4.803485759069076
8,1734296140.8726242,-5.276993817804012,4.803485759069076
9,1734296140.9263499,-5.276993817804012,4.803485759069076
10,1734296140.9817362,-5.276993817804012,4.803485759069076
11,1734296141.030013,-5.750437205842545,4.803485759069076
12,1734296141.0826154,-5.750437205842545,4.803485759069076
13,1734296141.1315308,-5.718482944598364,4.763641690726175
14,1734296141.1838963,-5.718482944598364,4.763641690726175
15,1734296141.2449872,-6.223751305468127,4.803485759069076
16,1734296141.2944808,-6.207767221662024,4.763641690726175
17,1734296141.3499646,-6.223751305468127,4.803485759069076
18,1734296141.3989046,-6.235581943233726,4.803485759069076
19,1734296141.452313,-6.195737874890824,4.763641690726175
20,1734296141.5029752,-6.195737874890824,4.763641690726175
21,1734296141.5632875,-6.195737874890824,4.763641690726175
22,1734296141.6268342,-6.223751305468127,4.803485759069076
23,1734296141.680916,-6.195737874890824,4.763641690726175
24,1734296141.7300727,-6.223751305468127,4.803485759069076
25,1734296141.7824798,-6.223751305468127,4.803485759069076
26,1734296141.831417,-6.195737874890824,4.763641690726175
27,1734296141.8802958,-6.223751305468127,4.803485759069076
28,1734296141.945955,-6.195737874890824,4.763641690726175
29,1734296141.9979186,-6.195737874890824,4.763641690726175
30,1734296142.0481827,-6.195737874890824,4.763641690726175
31,1734296142.0962875,-6.223751305468127,4.803485759069076
32,1734296142.1464958,-6.195737874890824,4.763641690726175
33,1734296142.1979384,-6.195737874890824,4.763641690726175
34,1734296142.2484176,-6.195737874890824,4.763641690726175
35,1734296142.300815,-6.195737874890824,4.763641690726175
36,1734296142.3518908,-6.223751305468127,4.803485759069076
37,1734296142.4105155,-6.195737874890824,4.763641690726175
38,1734296142.4630604,-6.195737874890824,4.763641690726175
39,1734296142.513856,-6.223751305468127,4.803485759069076
40,1734296142.5671086,-6.223751305468127,4.803485759069076
41,1734296142.6276448,-6.223751305468127,4.803485759069076
42,1734296142.6827676,-6.223751305468127,4.803485759069076
43,1734296142.7317452,-6.223751305468127,4.803485759069076
44,1734296142.7822046,-6.195737874890824,4.763641690726175
45,1734296142.834494,-6.195737874890824,4.763641690726175
46,1734296142.8838177,-6.195737874890824,4.763641690726175
47,1734296142.9335682,-6.223751305468127,4.803485759069076
48,1734296142.9843895,-6.195737874890824,4.763641690726175
49,1734296143.0335953,-6.195737874890824,4.763641690726175
50,1734296143.0855236,-6.195737874890824,4.763641690726175
51,1734296143.1358888,-6.195737874890824,4.763641690726175
52,1734296143.1967037,-6.195737874890824,4.763641690726175
53,1734296143.2455678,-6.195737874890824,4.763641690726175
54,1734296143.2993307,-6.195737874890824,4.763641690726175
55,1734296143.354826,-6.223751305468127,4.803485759069076
56,1734296143.4097261,-6.223751305468127,4.803485759069076
57,1734296143.4625463,-6.195737874890824,4.763641690726175
58,1734296143.5135245,-6.195737874890824,4.763641690726175
59,1734296143.5680397,-6.223751305468127,4.803485759069076
60,1734296143.6302936,-6.223751305468127,4.803485759069076
61,1734296143.6793199,-6.223751305468127,4.803485759069076
62,1734296143.798496,-6.223751305468127,4.803485759069076
63,1734296143.9148655,-6.223751305468127,4.803485759069076
64,1734296144.0487885,-6.223751305468127,4.803485759069076
65,1734296144.1630971,-5.272011881511929,4.325060434738461
66,1734296144.2822213,-6.195737874890824,4.763641690726175
67,1734296144.415047,-6.223751305468127,4.803485759069076
68,1734296144.5324981,-6.223751305468127,4.803485759069076
69,1734296144.655474,-5.718482944598364,4.763641690726175
70,1734296144.782653,-5.276993817804012,4.803485759069076
71,1734296144.9110975,-5.718482944598364,4.763641690726175
72,1734296145.0294316,-5.241095468035752,4.763641690726175
73,1734296145.1523452,-5.241095468035752,4.763641690726175
74,1734296145.2820024,-5.276993817804012,4.803485759069076
75,1734296145.3965912,-5.276993817804012,4.803485759069076
76,1734296145.5299606,-5.754748687180054,5.2812406284451185
77,1734296145.6483817,-5.754748687180054,5.2812406284451185
78,1734296145.773123,-5.754748687180054,5.2812406284451185
79,1734296145.8939974,-5.754748687180054,5.2812406284451185
80,1734296146.0300672,-5.2812406284451185,5.2812406284451185
81,1734296146.149489,-5.2812406284451185,5.2812406284451185
82,1734296146.2650418,-5.2812406284451185,5.2812406284451185
83,1734296146.3867643,-5.2812406284451185,5.2812406284451185
84,1734296146.5134196,-5.2812406284451185,5.2812406284451185
85,1734296146.6486487,-5.2812406284451185,5.2812406284451185
86,1734296146.767343,-4.807732569710197,5.2812406284451185
87,1734296146.8965504,-4.807732569710197,5.2812406284451185
88,1734296147.0154417,-4.807732569710197,5.2812406284451185
89,1734296147.14891,-5.2847521056318385,5.75826016436676
90,1734296147.2735007,-5.280806387057183,5.75826016436676
91,1734296147.3954186,-4.803418910494585,5.75826016436676
92,1734296147.5223782,-5.279638841669055,6.23448009554123
93,1734296147.648978,-5.279638841669055,6.23448009554123
94,1734296147.7629683,-4.80238391137658,6.23448009554123
95,1734296147.8960476,-4.80238391137658,6.23448009554123
96,1734296148.0148041,-4.80068437476055,6.709836807756929
97,1734296148.1479843,-4.80068437476055,6.709836807756929
98,1734296148.2652643,-4.80068437476055,6.709836807756929
99,1734296148.3884685,-4.80068437476055,6.709836807756929
100,1734296148.5136292,-4.3238927773681155,6.709836807756929
101,1734296148.648436,-4.3238927773681155,6.709836807756929
102,1734296148.7599998,-5.275114959430482,7.184267392426861
103,1734296148.8861482,-4.798323362038047,7.184267392426861
104,1734296149.0142062,-4.798323362038047,7.184267392426861
