Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734286854.2451746,68.23,66.87,70.44,70.18,16.91,2.91
1734286854.2869911,68.23,66.92,70.44,70.18,16.61,2.91
1734286854.3329344,67.58,66.42,70.27,70.09,17.07,2.91
1734286854.3653998,66.94,66.18,70.25,69.65,16.61,2.91
1734286854.4365842,66.89,66.05,69.83,69.11,17.07,2.91
1734286854.476068,66.28,65.6,69.68,69.08,17.07,2.91
1734286854.5416794,65.63,65.3,69.64,68.69,16.61,2.91
1734286854.5838203,65.56,65.25,69.26,68.18,17.07,2.91
1734286854.63905,64.98,64.79,69.05,68.13,17.07,2.91
1734286854.6918018,64.38,64.53,69.04,67.84,17.07,2.91
1734286854.7636914,63.86,64.03,68.42,67.19,17.07,2.91
1734286854.8070529,63.59,63.55,67.87,66.61,17.07,2.91
1734286854.8599224,62.99,63.4,67.85,66.32,17.07,2.91
1734286854.9117808,62.47,62.89,67.24,65.69,17.07,2.91
1734286854.9606626,62.2,62.45,66.71,65.11,17.07,2.91
1734286855.023521,61.61,62.28,66.69,64.83,17.07,2.91
1734286855.0703015,61.12,61.68,66.09,64.21,17.07,2.91
1734286855.1240122,61.45,61.76,65.72,63.73,17.07,2.91
1734286855.185497,61.47,61.76,65.72,63.87,17.53,2.91
1734286855.2292511,61.02,61.38,65.52,63.75,17.07,2.91
1734286855.28711,61.32,61.37,65.14,63.22,17.07,2.91
1734286855.3402548,61.35,61.42,65.16,63.3,17.53,2.91
1734286855.4056988,60.92,60.97,64.93,63.17,17.53,2.91
1734286855.4374757,61.2,60.94,64.6,62.66,17.53,2.91
1734286855.4919946,61.2,61.05,64.6,62.66,17.53,2.91
1734286855.5444489,61.2,60.98,64.6,62.66,17.53,2.91
1734286855.5959504,61.18,61.05,64.62,62.66,17.53,2.91
1734286855.6515813,61.2,61.02,64.62,62.64,17.53,2.91
1734286855.7120304,61.22,61.0,64.64,62.66,17.7,2.91
1734286855.75701,61.2,61.03,64.65,62.66,17.7,2.91
1734286855.8075328,61.22,60.97,64.65,62.64,17.53,2.91
1734286855.88227,61.22,61.07,64.67,62.64,17.53,2.91
1734286855.9205215,61.2,60.98,64.69,62.64,17.7,2.91
1734286855.9623058,61.22,61.08,64.69,62.64,17.7,2.91
1734286856.021262,61.22,61.07,64.71,62.66,17.7,2.91
1734286856.069343,61.2,61.08,64.72,62.66,17.7,2.91
1734286856.1283994,61.22,61.17,64.72,62.66,17.7,2.91
1734286856.1763291,61.22,61.15,64.74,62.66,17.7,2.91
1734286856.2301085,61.2,61.25,64.76,62.66,17.7,2.91
1734286856.278782,61.22,61.17,64.76,62.64,17.7,2.91
1734286856.3384497,61.22,61.25,64.78,62.66,17.7,2.91
1734286856.405841,61.22,61.2,64.78,62.66,17.7,2.91
1734286856.4426956,61.22,61.2,64.79,62.66,17.7,2.91
1734286856.4946432,61.22,61.25,64.79,62.64,17.7,2.91
1734286856.5412395,61.22,61.18,64.79,62.64,17.7,2.91
1734286856.5961368,61.22,61.27,64.79,62.64,17.7,2.91
1734286856.656834,61.22,61.17,64.79,62.66,17.7,2.91
1734286856.7080607,61.22,61.25,64.79,62.66,17.7,2.91
1734286856.7759197,61.22,61.2,64.81,62.66,17.7,2.91
1734286856.8276634,61.22,61.22,64.81,62.66,17.7,2.91
1734286856.8802395,61.22,61.25,64.81,62.66,17.7,2.91
1734286856.929915,61.22,61.2,64.83,62.64,17.7,2.91
1734286856.9769487,61.22,61.28,64.83,62.66,17.7,2.91
1734286857.0251782,61.22,61.2,64.83,62.66,17.7,2.91
1734286857.0762782,61.22,61.28,64.84,62.66,17.7,2.91
1734286857.132517,61.22,61.22,64.84,62.66,17.7,2.91
1734286857.185909,61.22,61.23,64.84,62.66,17.7,2.91
1734286857.246555,61.22,61.27,64.84,62.67,17.7,2.91
1734286857.299513,61.22,61.2,64.84,62.69,17.7,2.91
1734286857.3531208,61.22,61.28,64.84,62.69,17.7,2.91
1734286857.408604,61.22,61.2,64.86,62.69,17.7,2.91
1734286857.4780047,61.22,61.3,64.86,62.69,17.7,2.91
1734286857.5234478,61.28,61.23,64.86,62.69,17.7,2.91
1734286857.5602517,61.28,61.27,64.86,62.69,17.7,2.91
1734286857.613376,61.28,61.32,64.86,62.69,17.7,2.91
1734286857.6679468,61.28,61.28,64.86,62.69,17.7,2.91
1734286857.732074,61.28,61.37,64.86,62.69,17.7,2.91
1734286857.784368,61.28,61.27,64.88,62.69,17.7,2.91
1734286857.9186711,61.28,61.35,64.88,62.69,17.7,2.91
1734286858.0433044,61.28,61.28,64.88,62.71,17.7,2.91
1734286858.1674962,61.28,61.33,64.88,62.71,17.7,2.91
1734286858.2849543,61.28,61.35,64.88,62.71,17.7,2.91
1734286858.4093668,61.28,61.28,64.88,62.71,17.7,2.91
1734286858.53753,61.28,61.35,64.88,62.71,17.7,2.91
1734286858.6656086,61.28,61.25,64.88,62.71,17.7,2.91
1734286858.7886376,61.28,61.33,64.88,62.71,17.7,2.91
1734286858.9111354,61.28,61.25,64.88,62.71,17.07,2.91
1734286859.0228186,61.22,61.28,64.88,62.71,17.07,2.91
1734286859.149892,61.22,61.28,64.88,62.71,16.61,2.91
1734286859.284767,61.22,61.2,64.88,62.71,16.61,2.91
1734286859.407268,61.22,61.25,64.88,62.71,16.45,2.91
1734286859.5296814,61.22,61.15,64.88,62.73,16.45,2.91
1734286859.6565554,61.22,61.25,64.88,62.73,16.45,2.91
1734286859.7764804,60.94,61.05,64.83,63.22,15.99,2.91
1734286859.9029405,60.92,61.12,64.83,63.17,15.99,2.91
1734286860.02956,61.35,61.47,65.05,63.28,15.52,2.91
1734286860.152807,61.08,61.45,65.42,63.8,15.99,2.91
1734286860.269029,61.05,61.43,65.42,63.69,15.99,2.91
1734286860.4011636,61.5,61.8,65.63,63.81,15.99,2.91
1734286860.5276823,61.23,61.83,66.03,64.35,15.52,2.91
1734286860.652417,61.2,61.75,66.03,64.24,15.99,2.91
1734286860.7749698,61.66,62.13,66.23,64.35,15.99,2.91
1734286860.8921075,61.4,62.07,66.67,64.88,15.52,2.91
1734286861.0248888,61.37,62.07,66.67,64.73,15.99,2.91
1734286861.1475258,61.83,62.27,66.85,64.83,15.99,2.91
1734286861.2715864,61.56,62.2,67.31,65.37,15.52,2.91
1734286861.398563,61.56,62.17,67.31,65.2,15.83,2.91
1734286861.5194142,62.05,62.32,67.46,65.28,15.99,2.91
1734286861.6466496,62.05,62.38,68.02,65.08,15.99,2.91
1734286861.7727768,62.07,62.37,67.76,64.94,15.52,2.91
1734286861.8834555,62.12,62.1,67.69,64.9,15.37,2.91
1734286862.0170407,62.1,62.4,67.82,64.64,15.37,2.91
1734286862.1432846,62.5,62.49,67.51,64.54,15.37,2.91
1734286862.2698636,62.55,62.32,67.44,64.49,14.76,2.91
1734286862.3969357,62.54,62.6,67.55,64.17,14.76,2.91
1734286862.5165992,62.98,62.74,67.21,64.07,14.91,2.91
1734286862.6389415,62.47,62.45,67.06,64.5,14.91,2.91
1734286862.7698305,62.45,62.77,67.14,64.26,14.91,2.91
1734286862.8928974,62.98,62.87,66.8,64.23,14.44,2.91
1734286863.018798,62.45,62.74,67.03,64.68,14.44,2.91
1734286863.1359825,62.43,63.06,67.1,64.38,14.44,2.91
1734286863.2618742,62.94,63.18,66.74,64.35,14.91,2.91
1734286863.3840902,62.4,63.08,67.05,64.83,14.44,2.91
1734286863.5149002,62.37,63.35,67.08,64.73,13.84,2.91
