Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734289261.5235553,58.63,51.97,63.6,59.5,-6.74,3.88
1734289261.600496,58.95,52.11,63.49,59.42,-6.74,3.88
1734289261.631013,58.88,52.13,63.33,59.34,-6.74,3.88
1734289261.6887958,58.8,52.13,63.35,59.83,-6.74,3.88
1734289261.740032,58.77,52.63,64.1,60.18,-6.74,3.88
1734289261.8050098,59.27,53.02,64.41,60.23,-6.74,3.88
1734289261.846035,59.55,53.07,64.48,60.2,-6.77,3.88
1734289261.9044266,59.92,53.47,64.52,60.41,-6.74,3.88
1734289261.956416,59.85,53.41,64.81,61.09,-6.74,3.88
1734289262.0057774,59.9,53.37,64.69,61.09,-6.74,3.88
1734289262.068653,60.54,53.49,64.57,61.12,-6.74,3.88
1734289262.1140938,60.56,53.86,65.04,61.62,-6.77,3.88
1734289262.183612,60.67,53.81,64.91,61.55,-6.77,3.88
1734289262.2248178,60.49,53.38,63.98,60.71,-6.74,3.88
1734289262.276734,60.33,53.49,64.1,60.69,-6.27,3.88
1734289262.3327956,59.59,53.08,63.95,61.2,-6.77,3.88
1734289262.3874109,59.35,53.02,64.0,61.2,-6.74,3.88
1734289262.4446328,59.85,53.41,64.43,61.32,-6.74,3.88
1734289262.49355,59.85,53.4,65.21,61.45,-6.74,3.88
1734289262.554888,59.89,52.83,64.39,61.02,-6.74,3.88
1734289262.605029,59.74,52.46,63.95,61.01,-6.74,3.88
1734289262.6533113,59.4,52.8,64.34,61.52,-6.74,3.88
1734289262.7061908,59.01,52.35,64.12,61.8,-6.74,3.88
1734289262.7605588,59.35,52.41,63.67,61.04,-6.77,3.88
1734289262.8134332,59.81,52.91,63.71,61.12,-6.77,3.88
1734289262.8737009,59.21,52.73,64.17,61.57,-6.77,3.88
1734289262.9202826,59.34,52.42,63.54,60.99,-6.74,3.88
1734289262.9781237,59.69,52.71,63.57,60.99,-6.74,3.88
1734289263.05167,59.29,53.02,64.22,61.64,-6.74,3.88
1734289263.0979276,59.03,52.52,63.49,61.35,-6.74,3.88
1734289263.1424026,59.27,52.51,63.54,60.77,-6.74,3.88
1734289263.1939871,59.42,52.8,64.21,61.1,-6.74,3.88
1734289263.2399073,58.92,52.35,63.88,61.72,-6.74,3.88
1734289263.296226,59.09,52.33,62.91,61.1,-6.74,3.88
1734289263.367797,59.58,52.82,63.03,61.32,-6.74,3.88
1734289263.411158,59.17,52.77,63.54,61.95,-6.74,3.88
1734289263.458444,59.35,52.33,62.87,61.39,-6.74,3.88
1734289263.528469,60.0,52.48,62.89,60.82,-6.74,3.88
1734289263.590341,59.76,52.94,63.52,61.24,-6.74,3.88
1734289263.6368604,59.32,52.49,63.4,61.57,-6.74,3.88
1734289263.6833537,59.4,52.67,62.87,61.01,-6.74,3.88
1734289263.7329972,59.64,53.13,63.06,61.19,-6.74,3.88
1734289263.7919805,59.09,52.89,63.62,61.82,-6.77,3.88
1734289263.8376462,59.22,52.42,63.01,61.19,-6.77,3.88
1734289263.8911133,59.74,52.46,63.11,61.2,-6.77,3.88
1734289263.946604,59.48,52.79,63.72,62.0,-6.77,3.88
1734289264.0133097,59.22,52.35,62.94,61.77,-6.77,3.88
1734289264.0468268,59.5,52.41,62.81,61.14,-6.77,3.88
1734289264.1205168,59.69,52.85,63.43,61.45,-6.77,3.88
1734289264.1714356,59.26,52.36,63.18,61.77,-6.77,3.88
1734289264.2148654,59.53,52.36,62.64,61.02,-6.77,3.88
1734289264.2891812,59.87,52.91,62.98,61.12,-6.77,3.88
1734289264.3291874,59.26,52.86,63.6,61.7,-6.77,3.88
1734289264.3934236,59.22,52.46,62.99,61.29,-6.77,3.88
1734289264.4453588,59.61,52.61,63.08,60.79,-6.77,3.88
1734289264.4814675,59.47,52.98,63.91,61.29,-6.77,3.88
1734289264.5429244,59.03,52.42,63.79,61.65,-6.77,3.88
1734289264.6020265,59.26,52.39,63.25,61.04,-6.77,3.88
1734289264.6448307,59.59,52.82,63.35,61.32,-6.77,3.88
1734289264.69938,59.05,52.68,63.66,62.05,-6.77,3.88
1734289264.7486467,59.17,52.32,62.87,61.35,-6.77,3.88
1734289264.8030138,59.84,52.49,62.91,61.37,-6.77,3.88
1734289264.8518891,59.64,52.85,63.52,61.85,-6.77,3.88
1734289264.9830434,59.47,52.39,62.87,61.49,-6.77,3.88
1734289265.1128995,59.74,52.58,62.87,60.94,-6.77,3.88
1734289265.2320054,59.74,53.13,63.54,61.24,-6.77,3.88
1734289265.372615,59.22,52.66,63.26,61.7,-6.77,3.88
1734289265.499277,59.29,52.7,62.67,61.1,-6.77,3.88
1734289265.6272092,59.72,53.04,63.04,61.22,-6.77,3.88
1734289265.754218,59.19,52.86,63.72,61.92,-6.77,3.88
1734289265.8733983,59.22,52.32,62.98,61.45,-6.77,3.88
1734289266.0117326,59.61,52.39,62.91,61.01,-6.77,3.88
1734289266.139458,59.4,52.79,63.38,61.54,-6.77,3.88
1734289266.2663572,58.98,52.33,63.13,61.85,-6.77,3.88
1734289266.3905392,59.32,52.39,62.64,61.09,-6.77,3.88
1734289266.5181592,59.79,52.88,62.72,61.17,-6.77,3.88
1734289266.6510105,59.19,52.7,63.2,61.62,-6.74,3.88
1734289266.7825675,59.24,52.86,63.25,61.37,-6.74,3.88
1734289266.9087644,59.76,53.32,63.49,61.39,-6.74,3.88
1734289267.036576,59.58,53.34,63.52,61.39,-6.74,3.88
1734289267.1673467,59.29,52.82,62.82,61.1,-6.77,3.88
1734289267.2981837,59.27,52.85,63.52,61.19,-6.74,3.88
1734289267.41643,59.63,53.28,64.31,61.45,-6.77,3.88
1734289267.5522168,59.71,53.01,64.15,61.39,-6.77,3.88
1734289267.6790426,59.81,52.98,63.49,60.71,-6.77,3.88
1734289267.8148572,59.72,52.97,63.38,61.29,-6.77,3.88
1734289267.9333668,59.3,53.28,64.14,61.75,-6.77,3.88
1734289268.065742,59.92,53.34,63.78,61.45,-6.77,3.88
1734289268.1918125,60.26,53.44,63.83,60.97,-6.74,3.88
1734289268.3303895,59.94,53.38,63.79,61.05,-6.74,3.88
1734289268.4489236,59.43,52.86,64.21,61.45,-6.77,3.88
1734289268.582239,59.89,53.38,64.34,61.15,-6.74,3.88
1734289268.7190354,60.49,53.13,63.83,60.87,-6.74,3.88
1734289268.8436503,59.92,52.71,63.59,60.81,-6.74,3.88
1734289268.976123,59.69,52.57,63.52,60.86,-6.74,3.88
1734289269.1033363,59.69,52.74,64.21,61.45,-6.74,3.88
1734289269.235485,60.23,53.26,63.95,61.01,-6.74,3.88
1734289269.3534276,60.28,52.98,63.35,60.76,-6.74,3.88
1734289269.4927917,59.79,52.8,63.16,60.74,-6.74,3.88
1734289269.616873,59.79,52.79,63.14,61.37,3.55,15.34
1734289269.7506552,59.9,53.22,63.98,61.27,3.67,20.15
1734289269.869553,60.62,53.23,63.57,61.01,3.48,17.97
1734289269.9988575,60.36,52.89,63.5,60.94,13.15,14.27
1734289270.1316905,60.07,52.86,63.5,60.96,18.14,16.89
1734289270.264554,60.15,52.94,64.08,61.69,19.03,17.35
1734289270.3942275,60.7,53.55,64.27,61.54,19.03,17.35
1734289270.5140345,61.02,53.38,63.79,61.39,18.95,18.59
1734289270.64976,60.66,53.17,63.67,61.42,25.23,25.89
1734289270.7828913,60.74,53.17,63.71,61.94,26.21,26.34
1734289270.9100926,60.97,53.63,64.69,62.59,25.83,27.01
1734289271.041617,61.78,54.1,64.67,62.2,25.83,27.01
1734289271.1671271,61.73,53.8,64.74,62.1,26.22,27.01
1734289271.294859,61.3,53.65,64.71,62.15,26.5,27.01
1734289271.4270303,61.3,53.77,65.25,62.79,26.5,27.01
1734289271.5578215,61.38,54.4,66.85,62.61,26.5,27.01
1734289271.6835053,62.0,54.45,66.6,62.27,26.5,27.01
1734289271.802383,61.66,54.17,67.31,62.09,25.83,27.01
1734289271.943142,61.4,54.07,67.42,62.04,25.45,27.01
1734289272.0610273,61.43,54.07,69.4,62.78,25.23,25.89
1734289272.1956725,62.0,54.57,70.29,62.37,23.87,25.89
1734289272.3322546,62.15,54.23,70.98,62.19,23.77,25.68
1734289272.459343,61.48,53.95,72.0,62.15,21.91,24.11
1734289272.581926,61.3,53.87,73.52,62.62,20.28,22.35
1734289272.7139008,61.28,54.31,75.42,62.78,18.93,22.35
1734289272.84663,61.9,54.4,74.73,62.25,15.57,19.69
1734289272.975308,61.63,53.95,74.32,62.1,12.24,17.5
1734289273.10615,61.23,53.74,73.56,62.05,9.9,15.81
1734289273.2271233,61.13,53.68,73.4,62.61,5.08,9.3
1734289273.360741,61.55,54.16,73.38,62.3,4.64,8.82
1734289273.4906747,62.0,53.92,71.74,61.94,0.24,9.3
1734289273.6156583,61.53,53.6,71.13,61.8,-2.51,7.79
