Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734287098.9516258,64.0,56.87,63.23,65.06,10.02,28.57
1734287098.975092,64.27,57.11,63.47,65.27,10.02,28.57
1734287099.026326,64.29,57.16,63.59,65.37,10.02,28.57
1734287099.0825424,64.36,57.44,63.76,65.32,10.02,28.57
1734287099.1298437,64.48,57.41,63.9,65.25,10.02,28.57
1734287099.1780343,64.48,57.31,63.96,65.21,10.02,28.57
1734287099.2267773,64.36,57.38,64.03,65.32,10.02,28.57
1734287099.288379,64.71,57.38,63.95,65.18,10.02,28.57
1734287099.3356512,64.74,57.28,64.02,65.28,10.02,28.57
1734287099.3896918,64.57,57.53,64.17,65.23,10.02,28.57
1734287099.4535923,64.43,57.56,64.15,65.3,10.02,28.57
1734287099.496356,64.41,57.47,64.24,65.21,10.02,28.57
1734287099.5616436,64.27,57.53,64.33,65.37,10.02,28.57
1734287099.6060812,64.22,57.42,64.17,65.65,10.02,28.57
1734287099.6605024,64.41,57.36,64.05,65.49,10.02,28.57
1734287099.723129,64.45,57.45,64.15,65.39,10.02,28.57
1734287099.773189,64.05,57.3,63.83,65.23,10.02,28.57
1734287099.8252816,64.0,57.33,63.67,65.01,10.02,28.57
1734287099.884159,63.78,57.09,63.83,65.04,10.02,28.57
1734287099.9477658,63.81,57.2,63.78,65.23,10.02,28.57
1734287099.9998598,63.74,57.17,63.74,65.58,10.02,28.57
1734287100.0543084,63.98,57.03,63.54,65.3,10.02,28.57
1734287100.101296,63.72,57.16,63.52,65.28,10.02,28.57
1734287100.1483457,63.57,57.31,63.57,65.3,9.72,28.57
1734287100.2033205,63.66,57.12,63.37,65.23,10.02,28.57
1734287100.2658386,63.9,57.16,63.5,65.08,10.02,28.57
1734287100.32158,63.71,57.19,63.49,65.21,9.72,28.57
1734287100.3930717,63.76,57.2,63.5,65.21,9.72,28.57
1734287100.431486,63.91,57.22,63.52,64.78,10.02,28.57
1734287100.481541,63.86,57.23,63.5,64.73,10.02,28.57
1734287100.5343325,63.67,57.39,63.55,64.8,10.02,28.57
1734287100.5897548,63.67,57.36,63.59,64.64,10.02,28.57
1734287100.638158,63.71,57.19,63.72,64.69,10.02,28.57
1734287100.6944437,63.72,57.19,63.49,64.88,9.72,28.57
1734287100.748629,63.52,57.01,63.25,64.83,9.72,28.57
1734287100.7999897,63.67,57.03,63.26,64.61,10.02,28.57
1734287100.849931,63.6,57.0,63.23,64.59,9.72,28.57
1734287100.9031374,63.62,57.19,63.31,64.66,9.72,28.57
1734287100.948421,63.6,57.17,63.33,64.68,10.02,28.57
1734287101.0008163,63.6,57.01,63.47,64.69,10.02,28.57
