Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734288838.0734692,59.35,53.46,63.23,60.63,-5.84,5.37
1734288838.1338058,59.45,53.69,63.42,60.72,-5.85,5.37
1734288838.1858757,59.58,53.81,63.78,61.09,-5.85,5.37
1734288838.2331543,59.72,53.92,64.38,61.55,-5.85,5.37
1734288838.2793448,60.05,54.22,64.86,61.94,-5.84,5.37
1734288838.3384986,60.64,54.45,65.07,62.09,-5.84,5.37
1734288838.3934274,61.02,54.61,65.23,62.19,-5.84,5.37
1734288838.4649236,61.12,54.87,65.39,62.29,-5.84,5.37
1734288838.522603,61.48,55.33,65.68,62.46,-5.85,5.37
1734288838.5724387,61.61,55.42,66.14,62.88,-5.84,5.37
1734288838.6158211,61.81,55.53,66.33,63.20,-5.84,5.37
1734288838.673125,62.23,55.73,66.37,63.56,-5.84,5.37
1734288838.714751,62.65,55.88,66.39,63.68,-5.84,5.37
1734288838.775842,62.96,56.22,66.65,63.85,-5.84,5.37
1734288838.8215368,62.65,56.22,66.32,63.80,-5.84,5.37
1734288838.871024,62.47,56.31,66.25,63.80,-5.84,5.37
1734288838.9116778,62.47,56.34,66.55,63.93,-5.84,5.37
1734288838.9636145,62.5,56.31,66.37,63.97,-5.84,5.37
1734288839.023229,62.52,56.30,65.96,64.09,-5.84,5.37
1734288839.0787797,62.52,56.10,65.45,63.78,-5.84,5.37
1734288839.1271417,62.47,56.08,65.3,63.73,-5.84,5.37
1734288839.1795957,62.2,56.17,65.39,63.99,-5.84,5.37
1734288839.2419035,62.25,56.21,65.32,64.04,-5.84,5.37
1734288839.2852278,62.25,55.93,65.3,64.04,-5.84,5.37
1734288839.3385272,62.27,55.93,65.26,64.09,-5.84,5.37
1734288839.3928924,62.25,56.13,65.32,64.16,-5.84,5.37
1734288839.4419625,62.13,56.05,65.28,63.93,-5.84,5.37
1734288839.495816,62.02,56.00,65.47,64.16,-5.84,5.37
1734288839.5556018,61.83,55.93,65.21,64.09,-5.84,5.37
1734288839.6002898,62.05,56.14,65.33,63.97,-5.84,5.37
1734288839.657646,61.97,55.94,65.7,64.24,-5.84,5.37
1734288839.7149806,62.05,55.77,65.42,64.21,-5.84,5.37
1734288839.7615943,62.28,55.88,65.26,64.14,-5.84,5.37
1734288839.81499,62.33,55.90,65.28,64.11,-5.84,5.37
1734288839.8646033,62.33,55.91,65.28,64.11,-5.84,5.37
1734288839.9256773,62.13,56.05,65.28,64.12,-5.84,5.37
1734288839.9671297,62.13,56.05,65.33,64.16,-5.84,5.37
1734288840.0262952,62.13,55.88,65.47,64.17,-5.84,5.37
1734288840.0748484,62.13,55.90,65.44,64.21,-5.84,5.37
1734288840.1279716,62.15,55.91,65.25,64.35,-5.84,5.37
1734288840.176438,62.17,55.91,65.25,64.30,-5.85,5.37
1734288840.2277112,62.17,55.90,65.23,64.26,-5.84,5.37
1734288840.2800198,62.07,56.08,65.05,64.02,-5.85,5.37
1734288840.3413675,62.05,56.28,65.37,64.14,-5.84,5.37
1734288840.3889334,61.81,55.93,65.44,64.31,-5.84,5.37
1734288840.4546895,61.93,55.96,65.19,64.11,-5.84,5.37
1734288840.5012412,61.88,56.13,65.21,64.31,-5.84,5.37
1734288840.5447094,61.68,56.05,65.16,64.45,-5.85,5.37
1734288840.6050336,61.76,56.05,65.12,64.24,-5.85,5.37
1734288840.6658046,61.56,56.07,65.12,64.24,-5.85,5.37
1734288840.701534,61.56,56.21,65.19,64.28,-5.84,5.37
1734288840.744898,61.58,56.17,65.35,64.30,-5.84,5.37
1734288840.8070557,61.6,56.16,65.33,64.31,-5.84,5.37
1734288840.8514926,61.61,56.16,65.14,64.45,-5.84,5.37
1734288840.9073498,61.65,56.16,65.12,64.42,-5.84,5.37
1734288840.9559617,61.8,55.99,64.88,64.16,-5.84,5.37
1734288841.0122228,62.0,56.11,64.95,64.19,-5.84,5.37
1734288841.0626206,61.93,56.10,65.21,64.47,-5.84,5.37
1734288841.1162522,62.0,55.90,65.02,64.40,-5.84,5.37
1734288841.1634316,62.25,55.96,65.07,64.24,-5.84,5.37
1734288841.219046,62.17,55.91,65.07,64.64,-5.84,5.37
1734288841.2748432,62.23,55.94,65.09,64.62,-5.84,5.37
1734288841.3280742,62.33,55.94,65.09,64.24,-5.84,5.37
1734288841.3790689,62.32,55.97,65.11,64.24,-5.84,5.37
1734288841.428416,62.32,56.11,65.16,64.26,-5.84,5.37
1734288841.4776647,62.32,55.76,65.19,64.28,-5.84,5.37
1734288841.5350945,62.33,55.62,65.19,64.31,-5.84,5.37
1734288841.6287303,62.32,55.80,65.45,64.55,-5.84,5.37
1734288841.7584124,62.1,55.71,65.39,64.52,-5.84,5.37
1734288841.8778582,62.33,55.76,65.19,64.04,-5.84,5.37
1734288842.004838,62.08,55.93,65.46,64.12,-5.84,5.37
1734288842.1305482,61.71,55.99,65.46,64.33,-5.84,5.37
1734288842.253791,61.81,56.00,65.28,64.11,-5.86,5.86
1734288842.3765988,61.78,56.00,65.63,64.23,-5.39,6.34
1734288842.4978068,61.83,56.11,65.44,64.42,-5.39,6.82
1734288842.6250637,61.88,56.13,65.4,64.42,-4.92,7.31
1734288842.7433245,62.08,55.96,65.16,64.16,-4.93,7.79
1734288842.87275,62.33,56.17,65.25,64.21,-4.93,8.27
1734288842.989454,62.23,56.31,65.32,64.28,-3.62,8.34
1734288843.1224566,62.32,56.30,65.39,64.35,-4.53,8.82
1734288843.245055,62.4,56.47,65.54,64.43,-3.58,8.82
1734288843.367551,62.57,56.52,65.3,64.36,-3.59,9.3
1734288843.4945426,62.59,56.50,65.07,64.36,-4.07,9.78
1734288843.6209302,62.7,56.50,65.07,64.40,-3.6,9.78
1734288843.732983,62.64,56.45,65.28,64.69,-3.13,9.78
1734288843.8573651,62.87,56.55,65.3,64.74,-3.13,9.78
1734288843.991614,63.16,56.62,65.37,64.62,-3.13,9.78
1734288844.1170876,63.14,56.45,65.47,64.64,-4.08,10.26
1734288844.2333,63.2,56.27,65.19,64.55,-3.61,10.26
1734288844.3659286,62.99,56.07,65.28,64.80,-3.61,10.26
1734288844.4929245,62.99,56.21,65.33,64.83,-3.55,10.26
1734288844.6102324,63.09,56.39,65.42,64.90,-3.08,10.26
1734288844.7373247,63.16,56.22,65.37,64.88,-3.08,10.26
1734288844.867163,63.16,56.11,65.09,64.59,-3.08,10.26
1734288844.989388,63.11,56.11,65.02,64.55,-2.6,10.26
1734288845.1086578,62.86,56.03,65.12,64.73,-3.56,10.74
1734288845.242306,62.72,56.17,65.42,64.66,-2.61,10.74
1734288845.3668342,62.99,56.19,65.42,64.66,-2.61,11.21
1734288845.4852607,62.96,56.17,65.65,64.95,-1.78,11.79
1734288845.6022265,62.87,56.16,65.4,64.69,-1.7,12.26
1734288845.7435172,62.94,55.88,65.12,64.80,-1.24,12.74
1734288845.8548677,62.7,55.68,65.25,65.01,-1.36,13.32
1734288845.983346,62.89,56.05,65.37,65.09,-1.36,13.32
1734288846.1058798,63.16,56.30,65.46,65.14,-1.37,13.8
1734288846.2419202,63.25,56.33,65.54,64.76,-1.28,14.27
1734288846.3593838,63.25,56.16,65.28,64.49,-1.28,14.27
1734288846.4882984,63.01,55.93,65.18,64.92,-0.58,14.39
1734288846.6040142,62.67,56.02,65.42,65.08,-1.41,14.87
1734288846.737693,63.09,56.19,65.51,65.14,-0.49,14.87
1734288846.855137,63.57,56.17,65.53,65.18,-0.49,14.87
1734288846.9920378,63.62,56.22,65.16,64.92,-0.84,15.34
1734288847.111683,63.64,56.00,64.86,64.78,-0.5,15.34
1734288847.237298,63.4,55.79,65.05,64.85,0.08,15.34
1734288847.3651762,63.37,55.97,65.3,64.71,0.08,15.34
1734288847.491617,63.59,56.19,65.4,64.99,0.08,15.34
1734288847.615424,63.6,56.17,65.67,65.08,-0.39,15.81
1734288847.7390494,63.78,56.30,65.74,64.87,-0.39,15.81
1734288847.8652475,64.02,56.30,65.61,64.83,-0.39,15.81
1734288847.9883218,63.86,56.28,65.54,64.80,-0.39,15.81
1734288848.1090138,63.78,56.25,65.61,64.73,0.2,15.81
1734288848.237233,63.78,56.25,65.95,64.81,0.2,15.81
1734288848.362016,63.74,56.27,66.44,64.87,0.2,15.81
1734288848.481927,63.91,56.31,66.39,65.01,-0.27,16.28
1734288848.6142836,64.02,56.16,66.48,64.99,0.19,16.28
1734288848.7372596,63.79,56.03,66.49,64.94,0.19,16.28
