Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734288937.0067513,59.46,53.83,61.13,60.79,-5.81,5.33
1734288937.0623116,59.59,53.93,61.45,61.15,-5.81,5.33
1734288937.111756,59.74,54.02,61.98,61.62,-5.81,5.33
1734288937.169921,59.92,54.33,62.33,62.0,-5.81,5.33
1734288937.2158997,60.25,54.45,62.45,62.3,-5.81,5.33
1734288937.277327,60.54,54.57,62.79,62.64,-5.81,5.33
1734288937.327103,60.69,55.05,63.23,62.86,-6.76,5.81
1734288937.378605,60.79,55.31,63.43,63.18,-6.76,5.81
1734288937.4261167,61.02,55.44,63.79,63.35,-6.76,5.81
1734288937.4889162,61.13,55.71,64.17,63.75,-6.76,5.81
1734288937.5359623,61.33,55.82,64.27,64.24,-6.29,5.81
1734288937.5803618,61.75,55.97,64.41,64.35,-6.76,5.81
1734288937.6434731,62.02,56.28,64.79,64.5,-6.76,5.81
1734288937.694025,61.71,56.28,64.64,64.49,-5.81,5.33
1734288937.7412865,61.53,56.25,64.67,64.5,-6.76,5.81
1734288937.7952232,61.51,56.27,65.11,64.64,-6.76,5.81
1734288937.853819,61.51,56.27,65.07,64.78,-5.81,5.33
1734288937.917311,61.55,56.28,64.84,64.9,-6.76,5.81
1734288937.9747925,61.7,56.08,64.58,64.57,-5.8,5.33
1734288938.014815,61.88,56.31,64.65,64.38,-5.8,5.33
1734288938.0595732,61.71,56.47,64.71,64.42,-6.76,5.81
1734288938.114405,61.73,56.25,64.48,64.33,-5.81,5.33
1734288938.1685977,62.0,56.27,64.67,64.19,-5.81,5.33
1734288938.225253,61.91,56.24,64.83,64.64,-5.8,5.33
1734288938.2856393,61.97,56.27,64.81,64.64,-6.76,5.81
1734288938.3332818,62.1,56.28,64.83,64.23,-5.81,5.33
1734288938.4009223,61.98,56.25,65.02,64.47,-5.81,5.33
1734288938.4542716,61.86,56.22,64.79,64.42,-6.76,5.81
1734288938.4920523,62.1,56.42,64.88,64.26,-5.81,5.33
1734288938.5459836,62.02,56.24,65.23,64.54,-6.76,5.81
1734288938.621171,62.08,56.07,64.93,64.5,-5.81,5.33
1734288938.658626,62.35,56.27,64.81,64.33,-6.76,5.81
1734288938.7122357,62.42,56.28,64.81,64.11,-5.81,5.33
1734288938.782198,62.42,56.31,64.83,64.12,-6.76,5.81
1734288938.8179643,62.22,56.44,64.84,64.14,-6.76,5.81
1734288938.889839,62.2,56.42,64.86,64.16,-5.81,5.33
1734288938.9442048,62.22,56.27,65.0,64.17,-6.76,5.81
1734288938.979318,62.22,56.28,64.97,64.21,-5.81,5.33
1734288939.034529,62.25,56.3,64.78,64.19,-6.76,5.81
1734288939.1006062,62.3,56.3,64.78,63.97,-5.81,5.33
1734288939.1475585,62.27,56.3,64.76,63.95,-5.8,5.33
1734288939.1913164,62.37,56.5,64.62,63.75,-6.76,5.81
1734288939.246246,62.32,56.66,64.91,63.85,-6.76,5.81
1734288939.309373,62.1,56.3,64.98,63.85,-5.8,5.33
1734288939.3543744,62.22,56.33,64.76,63.63,-6.76,5.81
1734288939.4028378,62.17,56.5,64.81,63.81,-5.81,5.33
1734288939.455344,61.98,56.31,64.76,63.61,-5.81,5.33
1734288939.5063524,62.03,56.3,64.74,63.59,-6.76,5.81
1734288939.5762982,61.83,56.42,64.74,63.59,-6.76,5.81
1734288939.619261,61.85,56.44,64.79,63.63,-6.76,5.81
1734288939.6813493,61.86,56.28,64.95,63.64,-5.81,5.33
1734288939.7208822,61.86,56.27,64.91,63.68,-5.81,5.33
1734288939.774659,61.88,56.27,64.72,63.81,-5.81,5.33
1734288939.836894,61.9,56.27,64.74,63.78,-5.81,5.33
1734288939.8798883,62.03,56.08,64.5,63.69,-5.81,5.33
1734288939.9467046,62.08,56.33,64.6,63.76,-5.81,5.33
1734288939.9847493,61.8,56.28,64.83,64.0,-5.81,5.33
1734288940.0412903,61.86,56.14,64.74,63.95,-5.8,5.33
1734288940.0937843,62.1,56.31,64.81,63.99,-5.81,5.33
1734288940.1526196,62.02,56.28,64.81,64.38,-5.81,5.33
1734288940.2223775,62.07,56.31,64.81,64.35,-5.8,5.33
1734288940.2583826,62.17,56.3,64.79,64.28,-5.81,5.33
1734288940.3206122,62.13,56.33,64.83,64.3,-5.8,5.33
1734288940.363508,62.15,56.34,64.88,64.31,-5.8,5.33
1734288940.423587,62.17,56.28,65.04,64.31,-5.8,5.33
1734288940.5091884,62.18,56.27,65.02,64.35,-5.8,5.33
1734288940.6358974,62.15,56.45,65.07,64.57,-5.81,5.33
1734288940.75656,61.97,56.27,65.0,64.5,-5.8,5.33
1734288940.88834,62.08,56.27,64.97,64.28,-5.81,5.33
1734288941.011495,61.86,56.27,64.95,64.28,-5.33,5.81
1734288941.1321397,61.88,56.39,64.98,64.31,-5.34,6.29
1734288941.2575345,61.91,56.36,65.05,64.36,-4.86,6.77
1734288941.3845024,61.97,56.17,65.04,64.42,-5.33,7.24
1734288941.5071712,62.02,56.17,64.83,64.59,-4.47,7.31
1734288941.622243,62.08,56.17,64.81,64.59,-3.91,7.72
1734288941.7530465,62.3,56.0,64.57,64.35,-3.91,8.2
1734288941.8722248,62.55,56.24,64.65,64.43,-3.99,8.75
1734288942.002518,62.47,56.38,64.71,64.49,-3.98,9.22
1734288942.1260386,62.54,56.36,64.76,64.55,-3.51,9.22
1734288942.2524662,62.59,56.21,64.74,64.62,-3.52,9.7
1734288942.3677306,62.76,56.25,64.52,64.55,-3.05,9.7
1734288942.5020075,62.79,56.24,64.5,64.55,-3.05,9.7
1734288942.6190362,62.86,56.24,64.52,64.61,-3.05,9.7
1734288942.7524452,62.91,56.24,64.55,64.66,-3.05,9.7
1734288942.87528,63.28,56.48,64.84,64.8,-3.47,10.18
1734288942.989159,63.35,56.36,64.84,64.81,-3.95,10.18
1734288943.124122,63.42,56.24,64.62,64.55,-3.53,10.18
1734288943.251855,63.38,56.21,64.58,64.52,-3.53,10.18
1734288943.368302,63.18,56.0,64.67,64.68,-3.53,10.18
1734288943.500818,63.16,56.16,64.71,64.71,-3.13,10.26
1734288943.6196425,63.25,56.34,64.79,64.78,-3.0,10.18
1734288943.7503667,63.21,56.16,64.74,64.76,-2.52,10.18
1734288943.8744717,63.21,56.02,64.46,64.47,-3.47,10.65
1734288943.9845552,63.18,56.03,64.41,64.45,-2.99,10.65
1734288944.1178873,62.94,55.99,64.45,64.64,-2.99,10.65
1734288944.247528,62.81,56.13,64.74,64.57,-2.99,10.65
1734288944.3731673,63.08,56.14,64.74,64.57,-2.99,10.65
1734288944.4831548,63.04,56.13,64.95,64.87,-2.68,10.74
1734288944.616604,62.94,56.11,64.71,64.61,-2.68,10.74
1734288944.7364333,62.82,55.87,64.43,64.71,-2.99,11.12
1734288944.8687232,62.76,55.63,64.55,64.92,-3.15,11.21
1734288944.9953866,62.92,56.0,64.74,65.01,-2.68,11.21
1734288945.1211138,63.18,56.25,64.74,65.04,-2.68,11.21
1734288945.235232,63.21,56.25,64.81,64.71,-2.68,11.21
1734288945.3667054,63.21,56.07,64.57,64.42,-2.62,11.69
1734288945.4926286,62.98,55.83,64.46,64.85,-1.13,12.16
1734288945.6179748,62.7,55.96,64.69,64.99,-2.18,13.21
1734288945.7448137,63.13,56.16,64.78,65.06,-1.71,13.21
1734288945.8721662,63.55,56.08,64.78,65.06,-1.25,13.68
1734288945.996429,63.59,56.13,64.52,64.8,-1.16,14.15
1734288946.1177802,63.6,55.94,64.1,64.66,-1.05,14.62
1734288946.2402637,63.37,55.73,64.29,64.73,-0.36,14.74
1734288946.369397,63.35,55.91,64.53,64.5,-0.37,15.21
1734288946.493637,63.59,56.11,64.62,64.78,0.21,15.21
1734288946.6224914,63.55,56.1,64.84,64.87,-0.26,15.68
1734288946.7375157,63.54,56.25,64.86,64.68,-0.26,15.68
1734288946.871369,63.79,56.17,64.65,64.64,-0.26,15.68
1734288946.9952085,63.64,56.16,64.57,64.62,-0.26,15.68
1734288947.1224945,63.6,56.16,64.55,64.59,-0.26,15.68
1734288947.2454138,63.6,56.16,64.76,64.69,-0.26,15.68
1734288947.3668492,63.59,56.17,65.19,64.74,-0.26,15.68
1734288947.483385,63.78,56.21,65.07,64.9,0.21,15.21
1734288947.621573,63.76,56.05,65.04,64.88,0.21,15.21
1734288947.7444844,63.55,55.96,64.95,64.85,-0.37,15.21
1734288947.8705354,63.55,55.94,64.91,64.83,-0.83,15.21
1734288947.990619,63.55,56.11,64.91,65.09,-0.83,15.21
1734288948.118022,63.54,56.44,65.0,64.95,-0.83,15.21
1734288948.238526,63.76,56.45,64.86,64.81,0.1,14.74
1734288948.3656986,63.37,56.3,65.02,64.78,0.1,14.74
1734288948.4853544,63.23,56.45,65.04,64.81,0.1,14.74
1734288948.617507,63.21,56.27,64.78,64.78,0.1,14.74
