Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734289050.7318726,62.57,56.64,69.85,64.54,-5.84,5.37
1734289050.7789834,62.60,56.9,70.12,64.47,-5.84,5.37
1734289050.852388,62.70,56.86,70.31,64.38,-5.84,5.37
1734289050.883247,62.69,56.76,70.27,64.45,-5.84,5.37
1734289050.937317,62.57,56.84,70.42,64.54,-5.84,5.37
1734289051.0092652,62.87,56.89,70.35,64.38,-5.84,5.37
1734289051.0605185,62.89,56.81,70.57,64.45,-5.84,5.37
1734289051.1112645,62.72,57.05,70.89,64.38,-5.84,5.37
1734289051.1587749,62.59,57.06,71.08,64.28,-5.84,5.37
1734289051.229955,62.57,56.95,71.26,64.19,-5.84,5.37
1734289051.2729356,62.43,57.0,71.45,64.33,-5.84,5.37
1734289051.315597,62.38,56.89,71.34,64.36,-5.84,5.37
1734289051.3872051,62.43,56.78,71.51,64.43,-5.84,5.37
1734289051.440033,62.49,56.69,71.41,64.24,-5.84,5.37
1734289051.477114,62.33,56.73,71.13,63.97,-5.84,5.37
1734289051.5327115,62.33,56.73,71.26,64.0,-5.84,5.37
1734289051.5912151,62.22,56.34,70.98,63.99,-5.84,5.37
1734289051.654608,62.23,56.45,70.78,64.16,-5.84,5.37
1734289051.6910155,62.18,56.42,70.96,64.4,-5.84,5.37
1734289051.7559693,62.40,56.27,70.65,64.12,-5.84,5.37
1734289051.8058262,62.35,56.34,70.53,64.12,-5.84,5.37
1734289051.8732398,62.20,56.47,70.50,64.16,-5.84,5.37
1734289051.921105,62.27,56.28,70.01,64.09,-5.84,5.37
1734289051.9713535,62.50,56.31,69.94,64.11,-5.84,5.37
1734289052.0335493,62.42,56.28,70.05,64.54,-5.84,5.37
1734289052.0864413,62.45,56.3,69.94,64.52,-5.84,5.37
1734289052.1346378,62.57,56.3,69.77,64.3,-5.84,5.37
1734289052.1742992,62.55,56.3,69.62,64.3,-5.84,5.37
1734289052.246802,62.38,56.44,69.49,64.31,-5.85,5.37
1734289052.2857134,62.37,56.39,69.29,64.31,-5.84,5.37
1734289052.3398273,62.38,56.24,69.37,64.35,-5.85,5.37
1734289052.3982446,62.38,56.24,69.29,64.38,-5.84,5.37
1734289052.441298,62.42,56.24,69.09,64.36,-5.84,5.37
1734289052.5016782,62.49,56.25,68.96,64.14,-5.84,5.37
1734289052.5468235,62.45,56.25,68.87,64.14,-5.84,5.37
1734289052.6038632,62.27,56.38,69.00,64.16,-5.84,5.37
1734289052.6706932,62.25,56.36,69.05,64.17,-5.84,5.37
1734289052.718024,62.25,56.2,69.37,64.21,-5.85,5.37
1734289052.756834,62.27,56.2,69.49,64.26,-5.84,5.37
1734289052.8163023,62.28,56.22,69.37,64.24,-5.84,5.37
1734289052.862791,62.33,56.24,69.51,64.02,-5.84,5.37
1734289052.9376123,62.30,56.24,69.51,64.0,-5.84,5.37
1734289052.9744847,62.40,56.44,69.33,63.8,-5.84,5.37
1734289053.0289662,62.35,56.59,69.79,63.9,-5.84,5.37
1734289053.09231,62.13,56.24,69.88,63.92,-5.84,5.37
1734289053.142261,62.25,56.28,69.61,63.71,-5.84,5.37
