imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734288458.3394158,-7.19,4.33
1,1734288458.3798788,-7.19,4.33
2,1734288458.4316502,-7.19,4.33
3,1734288458.4807215,-7.19,4.33
4,1734288458.5352154,-7.19,4.33
5,1734288458.598122,-7.19,4.33
6,1734288458.6511667,-7.19,4.33
7,1734288458.7023144,-7.19,4.33
8,1734288458.7554708,-7.19,4.33
9,1734288458.809303,-7.19,4.33
10,1734288458.8634696,-7.19,4.33
11,1734288458.91704,-7.19,4.33
12,1734288458.9707227,-7.19,4.33
13,1734288459.0242267,-7.19,4.33
14,1734288459.0820458,-7.19,4.33
15,1734288459.1325307,-7.19,4.33
16,1734288459.1841385,-7.19,4.33
17,1734288459.2377598,-7.19,4.33
18,1734288459.290846,-7.19,4.33
19,1734288459.3432646,-7.19,4.33
20,1734288459.3970046,-7.19,4.33
21,1734288459.4488988,-7.19,4.33
22,1734288459.5022852,-7.19,4.33
23,1734288459.5553882,-7.19,4.33
24,1734288459.609232,-7.19,4.33
25,1734288459.6625206,-7.19,4.33
26,1734288459.7106752,-7.22,4.33
27,1734288459.7674909,-7.19,4.33
28,1734288459.817474,-7.19,4.33
29,1734288459.8678677,-7.19,4.33
30,1734288459.923058,-7.19,4.33
31,1734288459.976238,-7.19,4.33
32,1734288460.0297334,-7.19,4.33
33,1734288460.0819554,-7.19,4.33
34,1734288460.1355772,-7.19,4.33
35,1734288460.1886292,-7.19,4.33
36,1734288460.2392845,-7.19,4.33
37,1734288460.2921805,-7.19,4.33
38,1734288460.3473465,-7.19,4.33
39,1734288460.4000916,-7.19,4.33
40,1734288460.4633887,-7.19,4.33
41,1734288460.517395,-7.19,4.33
42,1734288460.5709178,-7.19,4.33
43,1734288460.6249764,-7.19,4.33
44,1734288460.6780765,-7.19,4.33
45,1734288460.7311366,-7.19,4.33
46,1734288460.784377,-7.19,4.33
47,1734288460.835138,-7.19,4.33
48,1734288460.8851426,-7.19,4.33
49,1734288460.9352095,-7.19,4.33
50,1734288460.9968238,-7.19,4.33
51,1734288461.050045,-7.19,4.33
52,1734288461.1027396,-7.19,4.33
53,1734288461.155622,-7.19,4.33
54,1734288461.2065728,-7.19,4.33
55,1734288461.2589648,1.91,2.89
56,1734288461.309506,2.38,3.85
57,1734288461.3636997,3.87,3.85
58,1734288461.4170973,4.35,3.85
59,1734288461.4695976,4.35,3.85
60,1734288461.523562,5.85,3.85
61,1734288461.5766964,6.24,3.85
62,1734288461.6320992,6.33,3.85
63,1734288461.7488313,6.8,3.85
64,1734288461.8799078,7.74,3.85
65,1734288461.99704,8.31,3.85
66,1734288462.1276662,9.25,3.85
67,1734288462.2447977,9.36,3.85
68,1734288462.381887,9.83,3.85
69,1734288462.49826,17.22,3.85
70,1734288462.6268065,19.44,3.37
71,1734288462.7430196,18.96,3.85
72,1734288462.86559,18.96,3.85
73,1734288462.9964519,19.89,3.37
74,1734288463.1135716,19.89,3.37
75,1734288463.2483256,19.89,3.37
76,1734288463.3668606,19.89,3.37
77,1734288463.4820895,19.89,3.37
78,1734288463.603457,19.89,3.37
79,1734288463.7288873,20.34,3.37
80,1734288463.8611917,20.09,3.37
81,1734288463.9795296,19.89,3.37
82,1734288464.0992746,20.34,3.37
83,1734288464.228205,19.89,3.37
84,1734288464.360033,19.44,3.37
85,1734288464.476684,18.8,3.37
86,1734288464.5999734,17.4,3.85
87,1734288464.7296424,17.7,3.37
88,1734288464.8613768,15.51,3.85
89,1734288464.9775069,15.05,3.85
90,1734288465.109762,12.43,3.85
91,1734288465.2317107,10.3,3.85
92,1734288465.3484054,6.88,4.33
93,1734288465.4823737,5.29,4.33
94,1734288465.5984945,3.39,4.33
95,1734288465.7278357,1.9,4.33
96,1734288465.8461745,0.95,4.33
97,1734288465.9850507,0.0,4.33
98,1734288466.0934367,-0.52,4.33
99,1734288466.2280772,-0.99,4.33
100,1734288466.3433278,-0.96,4.33
101,1734288466.4766016,-1.47,4.33
102,1734288466.598548,-1.94,4.33
103,1734288466.7151115,-1.94,4.33
104,1734288466.8453543,-0.99,4.33
105,1734288466.977663,0.95,4.33
106,1734288467.0958285,2.44,4.33
107,1734288467.2226217,6.8,3.85
108,1734288467.3461714,10.3,3.85
109,1734288467.4780045,13.84,3.37
110,1734288467.5938728,15.99,3.37
111,1734288467.726327,18.34,3.37
112,1734288467.8484354,18.34,3.37
113,1734288467.9751954,18.34,3.37
114,1734288468.09416,18.34,3.37
115,1734288468.22763,18.8,3.37
116,1734288468.3487382,18.8,3.37
117,1734288468.4813328,18.98,3.37
118,1734288468.5974476,18.8,3.37
119,1734288468.7136369,18.8,3.37
120,1734288468.849618,18.8,3.37
121,1734288468.965938,18.34,3.37
122,1734288469.0978947,18.34,3.37
123,1734288469.2135673,18.8,3.37
124,1734288469.3454707,18.16,3.37
125,1734288469.4667387,17.07,3.37
126,1734288469.6004486,15.99,3.37
127,1734288469.7186532,14.89,3.85
128,1734288469.850835,13.82,3.85
129,1734288469.965437,11.36,3.85
130,1734288470.0973954,9.25,3.85
131,1734288470.2154572,5.85,4.33
132,1734288470.347862,3.87,4.33
133,1734288470.4643025,2.44,4.33
134,1734288470.5992212,1.43,4.33
135,1734288470.7152784,1.43,4.33
136,1734288470.84728,0.47,4.33
137,1734288470.9636698,-0.48,4.33
138,1734288471.0966318,-0.52,4.33
139,1734288471.2168398,-1.44,4.33
140,1734288471.3311913,-1.94,4.33
141,1734288471.4632137,-1.94,4.33
142,1734288471.58234,-2.42,4.33
143,1734288471.7178605,-2.9,4.33
144,1734288471.830916,-2.9,4.33
145,1734288471.963586,-2.42,4.33
146,1734288472.0810084,-1.94,4.33
147,1734288472.2177658,-0.48,4.33
148,1734288472.3316243,-0.04,4.33
149,1734288472.4632614,3.39,3.85
150,1734288472.5789945,5.85,3.85
151,1734288472.7163436,7.84,3.85
152,1734288472.8330884,10.78,3.37
153,1734288472.964923,13.38,3.37
154,1734288473.0831764,14.6,3.37
