-0.053111,0.071778
0.205000,0.199444
-0.002111,0.169333
0.079778,0.284222
0.300778,0.258111
0.293778,0.254889
0.138333,0.071778
0.097444,0.318333
0.209000,0.198778
0.045222,0.235444
0.132444,0.064889
0.163333,0.067000
0.294000,0.254889
0.221889,0.204778
0.137333,0.191111
0.300556,0.258111
0.195556,0.204778
0.142889,0.069444
-0.062444,0.074111
0.137111,0.074444
0.023111,0.172889
0.226556,0.214778
-0.053667,0.072333
0.298444,0.257111
0.201000,0.194111
0.039889,0.230111
0.194444,0.190333
0.140667,0.069444
0.224333,0.205556
0.072556,0.283111
-0.031667,0.127556
0.109444,0.185778
0.124222,0.067222
-0.025111,0.125667
-0.001778,0.126111
0.038222,0.227778
0.025667,0.207111
0.045222,0.064889
0.233556,0.214778
0.103444,0.071444
-0.054556,0.098778
0.172222,0.134556
0.114333,0.069667
0.059444,0.267000
-0.067778,0.077111
0.099556,0.067222
-0.065222,0.079222
0.163556,0.142111
0.139667,0.069667
0.153333,0.122889
0.106889,0.320444
0.028222,0.214000
0.094667,0.067000
0.101667,0.065111
0.077333,0.074111
0.042000,0.232333
0.051444,0.260333
0.282222,0.246333
0.139889,0.067222
0.158111,0.067000
0.049222,0.258444
0.152556,0.067222
0.163111,0.067222
0.022111,0.062222
0.040000,0.235444
-0.058444,0.077111
0.058667,0.262556
0.197889,0.188778
0.282778,0.247222
0.083000,0.074111
-0.060444,0.076778
0.025222,0.201000
-0.066889,0.078556
0.051444,0.259333
-0.060444,0.076778
-0.012000,0.145444
0.027000,0.191111
0.130111,0.071778
0.055333,0.268000
0.144667,0.071444
0.169444,0.076778
0.145333,0.067000
0.078444,0.287556
0.029556,0.064444
-0.064889,0.078889
0.211000,0.207111
0.025000,0.222444
0.101889,0.067222
0.231000,0.214000
0.123444,0.181111
0.056889,0.253889
0.032667,0.235444
0.067667,0.271222
0.122000,0.069444
0.215000,0.211667
0.019889,0.206333
0.028778,0.221667
0.281111,0.250778
0.300778,0.258111
0.172222,0.077111
0.163111,0.067222
0.119444,0.069667
0.132444,0.069444
0.158889,0.067000
0.138111,0.072000
-0.060444,0.076778
0.025667,0.207111
0.249444,0.225556
0.073667,0.286444
-0.071778,0.074111
0.034667,0.229222
0.289778,0.253889
0.104556,0.069667
0.276667,0.248556
0.045222,0.235444
0.021556,0.219333
-0.008556,0.175222
-0.029333,0.125222
0.099667,0.069444
-0.067556,0.079222
0.108667,0.067222
0.023000,0.201000
-0.057778,0.074111
0.025667,0.207111
0.007556,0.181111
0.207667,0.217111
0.043333,0.231000
0.087000,0.067222
0.067667,0.074111
0.196667,0.201778
0.057889,0.089000
0.170778,0.076778
0.065778,0.066778
0.047444,0.233222
0.293778,0.254889
0.089667,0.069667
0.056444,0.264778
0.031778,0.221667
0.033556,0.069667
0.158111,0.067000
0.162333,0.067222
0.099556,0.067222
0.142889,0.069444
0.207778,0.207111
0.042222,0.236333
0.119889,0.067000
0.025333,0.221667
0.148000,0.077111
0.127111,0.067222
-0.060444,0.074444
-0.032000,0.127556
0.201000,0.194111
0.017444,0.207111
0.125111,0.067000
-0.060444,0.076778
0.145889,0.069444
0.129889,0.069667
0.282667,0.250778
0.167444,0.076556
0.232889,0.227000
-0.031222,0.127111
0.202889,0.194111
0.032778,0.233222
0.215889,0.204111
-0.051000,0.069667
0.262444,0.240889
-0.067444,0.076778
-0.065111,0.076778
-0.067333,0.072000
-0.060444,0.074444
0.087222,0.074444
0.055333,0.264778
-0.062778,0.076778
0.139667,0.077111
0.032000,0.231000
0.042222,0.236333
0.137778,0.067000
-0.030222,0.126556
0.077667,0.284333
0.103222,0.069444
0.114333,0.069667
0.079333,0.067556
0.114444,0.071778
0.070556,0.279889
-0.055667,0.072000
-0.060667,0.072333
-0.027333,0.125222
-0.031222,0.115333
0.213889,0.209444
-0.065444,0.079444
0.229222,0.214000
0.028111,0.217111
0.040000,0.235444
-0.065222,0.079222
-0.030000,0.076556
0.039778,0.244000
0.047444,0.233222
0.064444,0.271222
0.077444,0.289778
0.302778,0.255889
0.145111,0.067222
0.137222,0.064667
0.207778,0.207111
0.096889,0.067000
-0.019333,0.145444
-0.062778,0.076778
0.130111,0.071778
0.143222,0.120444
0.034667,0.229222
0.284000,0.249444
-0.065111,0.076778
0.122111,0.115333
0.244444,0.225556
0.174667,0.227000
0.073444,0.285333
-0.012111,0.147778
0.018556,0.219333
0.218556,0.204778
0.105667,0.321667
0.214778,0.203333
-0.060444,0.074444
-0.027333,0.125222
-0.060333,0.072000
0.246111,0.228667
0.143444,0.127556
0.096667,0.067222
0.140667,0.130333
0.045222,0.235444
0.214000,0.204111
0.161111,0.067000
-0.062667,0.069667
-0.062667,0.069667
-0.067778,0.077111
0.108667,0.067222
-0.062889,0.076778
-0.065000,0.069667
0.052667,0.052889
0.296667,0.257111
0.034000,0.224667
-0.023667,0.140222
0.138222,0.069667
0.050778,0.251667
-0.060111,0.074111
0.035222,0.227778
0.052222,0.263778
-0.065111,0.076778
0.099000,0.067222
0.103556,0.064889
-0.060889,0.095778
0.302222,0.254889
0.243222,0.223333
0.101889,0.067222
0.196333,0.198778
-0.060667,0.072333
0.292222,0.254889
0.041667,0.243111
-0.067556,0.079222
0.141333,0.127556
0.094667,0.067000
-0.067333,0.072000
0.139667,0.062222
0.026000,0.217111
-0.062889,0.079222
0.162778,0.067556
0.277111,0.246333
0.025889,0.222444
0.303333,0.257111
0.112444,0.067000
0.114000,0.074444
0.235000,0.223333
0.207778,0.207111
0.038889,0.232333
-0.067333,0.072000
0.281111,0.250778
0.295000,0.253889
0.070556,0.279889
0.063444,0.273444
-0.002778,0.174556
0.217222,0.210889
0.280000,0.248556
0.006556,0.182778
0.247222,0.227778
0.045222,0.235444
0.155889,0.067000
-0.065000,0.069667
-0.056111,0.074667
0.156667,0.076778
0.161111,0.067000
0.072556,0.283111
0.160556,0.067556
0.247778,0.225556
0.212111,0.199444
-0.062889,0.079222
0.137778,0.067000
-0.060444,0.074444
-0.069778,0.074444
0.219778,0.211667
-0.056111,0.077111
0.042778,0.244000
0.169333,0.188778
-0.062778,0.076778
-0.069667,0.072000
0.051667,0.250778
0.217333,0.204111
-0.057778,0.071778
0.114444,0.071778
0.009000,0.184111
0.058556,0.264778
-0.071778,0.074111
0.207444,0.199444
-0.031667,0.127556
-0.032556,0.128889
0.160667,0.135556
0.058222,0.270222
0.228222,0.211667
0.160667,0.069667
0.280222,0.251667
0.025778,0.221667
0.047444,0.233222
-0.069667,0.072000
0.137778,0.067000
0.119667,0.069444
0.077444,0.289778
-0.067333,0.072000
-0.065000,0.069667
0.049667,0.254889
0.136000,0.074111
0.112444,0.067000
0.146333,0.072000
0.134889,0.074444
