imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734288837.9318702,-5.85,5.37
1,1734288837.9710195,-5.85,5.37
2,1734288838.0195239,-5.85,5.37
3,1734288838.0734692,-5.84,5.37
4,1734288838.1263838,-5.85,5.37
5,1734288838.177116,-5.85,5.37
6,1734288838.2271452,-5.85,5.37
7,1734288838.2793448,-5.84,5.37
8,1734288838.3312254,-5.84,5.37
9,1734288838.3934274,-5.84,5.37
10,1734288838.4493008,-5.84,5.37
11,1734288838.5032122,-5.85,5.37
12,1734288838.5601425,-5.84,5.37
13,1734288838.6121624,-5.84,5.37
14,1734288838.662622,-5.84,5.37
15,1734288838.7122774,-5.84,5.37
16,1734288838.7622323,-5.84,5.37
17,1734288838.8109405,-5.84,5.37
18,1734288838.862784,-5.84,5.37
19,1734288838.9116778,-5.84,5.37
20,1734288838.9636145,-5.84,5.37
21,1734288839.0195985,-5.84,5.37
22,1734288839.0787797,-5.84,5.37
23,1734288839.1271415,-5.84,5.37
24,1734288839.1752937,-5.84,5.37
25,1734288839.230076,-5.84,5.37
26,1734288839.279231,-5.84,5.37
27,1734288839.3385272,-5.84,5.37
28,1734288839.3928924,-5.84,5.37
29,1734288839.4419625,-5.84,5.37
30,1734288839.495816,-5.84,5.37
31,1734288839.5446029,-5.84,5.37
32,1734288839.6002898,-5.84,5.37
33,1734288839.6505322,-5.84,5.37
34,1734288839.7094615,-5.84,5.37
35,1734288839.7615943,-5.84,5.37
36,1734288839.8094761,-5.84,5.37
37,1734288839.8616338,-5.84,5.37
38,1734288839.9165738,-5.84,5.37
39,1734288839.9648108,-5.84,5.37
40,1734288840.0182016,-5.84,5.37
41,1734288840.0727239,-5.84,5.37
42,1734288840.1279716,-5.84,5.37
43,1734288840.1764379,-5.85,5.37
44,1734288840.2277112,-5.84,5.37
45,1734288840.2800198,-5.85,5.37
46,1734288840.3282347,-5.84,5.37
47,1734288840.377292,-5.84,5.37
48,1734288840.443119,-5.84,5.37
49,1734288840.4952433,-5.84,5.37
50,1734288840.5447094,-5.85,5.37
51,1734288840.5944862,-5.85,5.37
52,1734288840.644235,-5.85,5.37
53,1734288840.6940463,-5.84,5.37
54,1734288840.744898,-5.84,5.37
55,1734288840.7974057,-5.84,5.37
56,1734288840.8496325,-5.84,5.37
57,1734288840.9033096,-5.84,5.37
58,1734288840.9544797,-5.84,5.37
59,1734288841.0122228,-5.84,5.37
60,1734288841.0626206,-5.84,5.37
61,1734288841.1132264,-5.84,5.37
62,1734288841.1634316,-5.84,5.37
63,1734288841.2136004,-5.84,5.37
64,1734288841.267716,-5.84,5.37
65,1734288841.3280742,-5.84,5.37
66,1734288841.3790689,-5.84,5.37
67,1734288841.428416,-5.84,5.37
68,1734288841.4776647,-5.84,5.37
69,1734288841.529065,-5.84,5.37
70,1734288841.5791488,-5.84,5.37
71,1734288841.64789,-5.84,5.37
72,1734288841.7765636,-5.84,5.37
73,1734288841.8952518,-5.84,5.37
74,1734288842.0274334,-5.84,5.37
75,1734288842.1480963,-5.86,5.86
76,1734288842.2713273,-5.39,6.34
77,1734288842.3877096,-5.39,6.82
78,1734288842.5196493,-4.92,7.31
79,1734288842.6438832,-4.93,7.79
80,1734288842.7615201,-4.93,8.27
81,1734288842.8945456,-3.62,8.34
82,1734288843.0116866,-4.53,8.82
83,1734288843.1434355,-3.58,8.82
84,1734288843.261989,-3.59,9.3
85,1734288843.3939173,-4.07,9.78
86,1734288843.5096776,-3.6,9.78
87,1734288843.6444254,-3.13,9.78
88,1734288843.7569566,-3.13,9.78
89,1734288843.8828614,-3.13,9.78
90,1734288844.0149941,-4.08,10.26
91,1734288844.1283793,-3.61,10.26
92,1734288844.2533934,-3.61,10.26
93,1734288844.3890147,-3.55,10.26
94,1734288844.5092707,-3.08,10.26
95,1734288844.6304018,-3.08,10.26
96,1734288844.7595596,-3.08,10.26
97,1734288844.8789873,-2.6,10.26
98,1734288845.0134623,-3.56,10.74
99,1734288845.1286414,-2.61,10.74
100,1734288845.259021,-2.61,11.21
101,1734288845.390476,-1.78,11.79
102,1734288845.5080132,-1.7,12.26
103,1734288845.628636,-1.24,12.74
104,1734288845.7625444,-1.36,13.32
105,1734288845.8782916,-1.36,13.32
106,1734288846.006552,-1.37,13.8
107,1734288846.1403248,-1.28,14.27
108,1734288846.2598872,-1.28,14.27
109,1734288846.377429,-0.58,14.39
110,1734288846.5095072,-1.41,14.87
111,1734288846.6280816,-0.49,14.87
112,1734288846.761694,-0.49,14.87
113,1734288846.8909016,-0.84,15.34
114,1734288847.0114646,-0.5,15.34
115,1734288847.1282985,0.08,15.34
116,1734288847.2592444,0.08,15.34
117,1734288847.377264,0.08,15.34
118,1734288847.5171561,-0.39,15.81
119,1734288847.6279793,-0.39,15.81
120,1734288847.7555358,-0.39,15.81
121,1734288847.8785589,-0.39,15.81
122,1734288848.0000281,0.2,15.81
123,1734288848.13305,0.2,15.81
124,1734288848.2614172,0.2,15.81
125,1734288848.3888783,-0.27,16.28
126,1734288848.505896,0.19,16.28
127,1734288848.6291156,0.19,16.28
