Time(s),R1(O),R2(O),R3(O),R4(O)
1734288837.9362347,0,Percentage:,0,Potval2:Potval2:
1734288837.9874754,61.82,56.44,67.24,63.95
1734288838.0232368,58.97,53.25,63.06,60.49
1734288838.0734692,59.35,53.46,63.23,60.63
1734288838.1338058,59.45,53.69,63.42,60.72
1734288838.1858757,59.58,53.81,63.78,61.09
1734288838.2331543,59.72,53.92,64.38,61.55
1734288838.2793448,60.05,54.22,64.86,61.94
1734288838.3384986,60.64,54.45,65.07,62.09
1734288838.3934274,61.02,54.61,65.23,62.19
1734288838.4649236,61.12,54.87,65.39,62.29
1734288838.522603,61.48,55.33,65.68,62.46
1734288838.5724387,61.61,55.42,66.14,62.88
1734288838.6158211,61.81,55.53,66.33,63.20
1734288838.673125,62.23,55.73,66.37,63.56
1734288838.714751,62.65,55.88,66.39,63.68
1734288838.775842,62.96,56.22,66.65,63.85
1734288838.8215368,62.65,56.22,66.32,63.80
1734288838.8710241,62.47,56.31,66.25,63.80
1734288838.9116778,62.47,56.34,66.55,63.93
1734288838.9636145,62.50,56.31,66.37,63.97
1734288839.023229,62.52,56.30,65.96,64.09
1734288839.0787797,62.52,56.10,65.45,63.78
1734288839.1271415,62.47,56.08,65.30,63.73
1734288839.1795957,62.20,56.17,65.39,63.99
1734288839.2419035,62.25,56.21,65.32,64.04
1734288839.2852278,62.25,55.93,65.30,64.04
1734288839.3385272,62.27,55.93,65.26,64.09
1734288839.3928924,62.25,56.13,65.32,64.16
1734288839.4419625,62.13,56.05,65.28,63.93
1734288839.495816,62.02,56.00,65.47,64.16
1734288839.5556018,61.83,55.93,65.21,64.09
1734288839.6002898,62.05,56.14,65.33,63.97
1734288839.657646,61.97,55.94,65.70,64.24
1734288839.7149806,62.05,55.77,65.42,64.21
1734288839.7615943,62.28,55.88,65.26,64.14
1734288839.81499,62.33,55.90,65.28,64.11
1734288839.8646033,62.33,55.91,65.28,64.11
1734288839.9256773,62.13,56.05,65.28,64.12
1734288839.9671297,62.13,56.05,65.33,64.16
1734288840.0262952,62.13,55.88,65.47,64.17
1734288840.0748484,62.13,55.90,65.44,64.21
1734288840.1279716,62.15,55.91,65.25,64.35
1734288840.1764379,62.17,55.91,65.25,64.30
1734288840.2277112,62.17,55.90,65.23,64.26
1734288840.2800198,62.07,56.08,65.05,64.02
1734288840.3413675,62.05,56.28,65.37,64.14
