Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734234468.7248542,74.75,146.16,137.41,92.21,38.31,30.62
1734234468.778091,74.82,146.2,137.45,92.18,38.31,30.62
1734234468.8366635,74.24,146.6,137.97,91.7,38.77,30.62
1734234468.8847225,74.71,146.44,136.89,91.04,38.77,30.62
1734234468.942318,74.53,145.15,135.3,90.16,38.31,30.62
1734234468.976331,73.79,143.72,133.36,89.18,38.31,30.62
1734234469.042167,73.05,142.15,133.8,89.44,38.77,30.62
1734234469.0879352,73.11,143.44,133.47,88.88,38.31,30.62
1734234469.1538763,73.29,143.13,132.39,88.12,38.31,30.62
1734234469.2090116,72.69,141.26,131.29,87.2,38.31,30.62
1734234469.2656476,72.84,139.87,130.34,86.28,38.77,30.62
1734234469.318457,72.14,140.06,131.54,86.01,38.31,30.62
1734234469.3586297,71.47,138.12,130.27,86.12,38.77,30.62
1734234469.4022198,71.02,136.51,129.15,85.09,38.77,30.62
1734234469.4558558,71.11,137.0,128.11,84.45,38.31,30.62
1734234469.5134466,70.42,134.93,128.9,84.87,38.31,30.62
1734234469.5649247,69.75,133.08,127.08,84.01,38.77,30.62
1734234469.6144574,69.96,131.25,124.95,83.86,38.77,30.62
1734234469.6673193,69.31,131.79,126.37,83.81,38.77,30.62
1734234469.7210832,68.89,131.15,127.66,85.02,38.31,30.62
1734234469.7820754,69.26,130.79,127.76,84.96,38.77,30.62
1734234469.8274422,70.33,131.15,125.89,83.94,38.31,30.62
1734234469.8899531,69.77,130.41,126.67,84.36,38.31,30.62
1734234469.9439223,69.18,129.11,125.96,85.0,38.31,30.62
1734234469.9996028,69.55,129.6,125.49,84.94,38.31,30.62
1734234470.0444918,69.46,132.11,125.89,85.09,38.31,30.62
1734234470.11652,69.62,130.58,125.15,85.54,38.31,30.62
1734234470.1609151,69.68,131.36,124.85,84.34,38.31,30.62
1734234470.205148,69.9,132.07,124.52,84.3,38.31,30.62
1734234470.257068,69.53,132.46,126.26,84.54,38.59,30.62
1734234470.3107042,69.53,133.18,124.22,84.36,38.31,30.62
1734234470.3821,69.61,133.87,124.95,84.34,38.31,30.62
1734234470.4211197,70.09,134.2,125.69,84.05,38.31,30.62
1734234470.4684196,69.57,133.83,126.33,85.2,38.31,30.62
1734234470.5233216,69.51,133.8,125.29,84.78,38.13,30.62
1734234470.57632,69.44,133.94,125.86,85.09,38.31,30.62
1734234470.6304624,69.09,135.48,126.64,85.49,38.31,30.62
1734234470.6845253,68.93,133.11,126.77,86.21,38.31,30.62
1734234470.7448688,68.78,132.97,126.77,85.4,38.13,30.62
1734234470.8088667,68.4,132.79,126.67,85.38,38.13,30.62
1734234470.845018,68.14,131.96,127.63,85.74,38.31,30.62
1734234470.8959358,68.22,131.57,125.42,85.38,38.31,30.62
1734234470.963558,68.52,131.11,125.29,85.22,38.31,30.62
1734234471.000125,69.07,131.57,125.45,85.14,38.31,30.62
1734234471.0573027,68.85,130.97,125.15,85.47,38.31,30.62
1734234471.1088,69.13,130.72,124.75,84.01,38.31,30.62
1734234471.1801355,69.38,130.97,124.19,83.7,38.31,30.62
1734234471.2158964,69.27,133.29,125.79,83.75,38.31,30.62
1734234471.269307,69.51,132.0,124.99,83.22,38.31,30.62
1734234471.3193877,69.59,132.82,124.72,82.04,38.13,30.62
1734234471.3750875,70.1,133.44,124.42,81.55,38.39,30.36
1734234471.4306896,69.4,133.94,126.03,81.46,38.85,30.36
1734234471.4711492,69.38,134.53,124.25,80.76,38.39,30.36
1734234471.522715,69.48,134.67,124.95,80.51,38.39,30.36
1734234471.5920076,70.16,136.59,126.16,80.51,38.85,30.36
1734234471.6298635,69.66,135.92,126.71,81.02,38.85,30.36
1734234471.6835258,69.48,135.88,127.29,80.13,38.39,30.36
1734234471.7319674,69.31,135.77,127.76,80.4,38.39,30.36
1734234471.792192,69.0,136.55,129.57,80.97,38.39,30.36
1734234471.8371031,68.85,134.38,128.97,81.27,38.85,30.36
1734234471.898007,68.72,134.23,128.97,81.5,38.39,30.36
1734234471.9626386,68.69,133.69,128.94,81.52,38.29,30.18
1734234472.0816517,68.03,132.82,128.66,82.06,38.54,29.93
1734234472.1977322,68.07,132.32,126.6,81.82,38.54,29.93
1734234472.3342574,68.42,131.89,126.47,81.85,38.54,29.93
1734234472.4708326,68.56,133.47,127.11,82.02,38.54,29.93
1734234472.5940878,68.74,132.36,126.54,82.42,38.36,29.93
1734234472.7245266,69.02,132.25,126.06,81.33,38.36,29.93
1734234472.8636715,69.29,133.08,125.56,81.29,38.36,29.93
1734234472.9947689,68.94,133.69,126.6,81.55,38.36,29.93
1734234473.124189,68.96,132.64,125.66,81.52,38.36,29.93
1734234473.247726,69.04,133.44,125.45,81.78,38.36,29.93
1734234473.3837569,69.59,133.76,125.32,81.55,38.36,29.93
1734234473.5107553,68.83,134.13,126.03,82.12,38.36,29.93
1734234473.6425204,68.82,134.64,124.99,81.63,38.36,29.93
1734234473.7668362,68.91,134.78,125.66,81.44,38.36,29.93
1734234473.9021497,69.24,136.66,127.08,81.7,38.36,29.93
1734234474.0314322,69.18,134.31,127.46,82.12,38.36,29.93
1734234474.164828,69.0,134.27,127.94,81.46,37.72,29.93
1734234474.2941475,68.47,133.73,128.21,82.81,37.26,29.93
1734234474.4276145,68.23,133.47,130.05,83.36,37.45,29.93
1734234474.5594163,68.96,132.79,128.32,82.62,37.72,29.93
1734234474.6763718,68.78,132.46,128.28,82.86,37.45,29.93
1734234474.8202865,68.25,131.29,127.97,83.99,37.45,29.93
1734234474.949798,67.87,130.55,127.76,84.34,37.45,29.93
1734234475.083278,68.82,131.25,126.57,83.42,37.45,29.93
1734234475.2123532,69.02,130.83,126.4,83.05,37.26,29.93
1734234475.3318758,68.38,130.2,125.89,83.53,37.45,29.93
1734234475.4661696,68.58,129.56,125.09,83.38,37.45,29.93
1734234475.6055071,69.62,131.68,125.49,82.66,37.45,29.93
1734234475.739519,69.96,132.04,125.05,82.64,37.45,29.93
1734234475.8704276,69.38,129.81,123.49,82.32,37.94,29.25
1734234475.9906952,69.57,129.95,123.03,82.1,37.49,29.25
1734234476.123444,70.5,132.61,124.02,82.21,37.49,29.25
