Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734296729.6131227,96.35,83.39,98.29,99.51,-5.874061394422483,4.927109947649015
1734296729.6613414,96.33,83.39,98.29,99.51,-5.881951201521204,4.927109947649015
1734296729.6995218,96.3,83.39,98.29,99.51,-5.874061394422483,4.927109947649015
1734296729.7527127,96.3,83.39,98.29,99.48,-5.881951201521204,4.927109947649015
1734296729.8208933,96.28,83.39,98.26,99.48,-5.874061394422483,4.927109947649015
1734296729.8730967,96.25,83.39,98.26,99.48,-5.881951201521204,4.927109947649015
1734296729.911282,96.25,83.39,98.26,99.48,-5.881951201521204,4.927109947649015
1734296729.9712565,96.23,83.37,98.26,99.48,-5.881951201521204,4.927109947649015
1734296730.0160122,96.2,83.37,98.26,99.45,-5.881951201521204,4.927109947649015
1734296730.0760777,96.18,83.37,98.26,99.45,-5.881951201521204,4.927109947649015
1734296730.128487,96.15,83.37,98.26,99.45,-5.400618006383951,4.927109947649015
1734296730.1798365,96.13,83.37,98.23,99.45,-5.874061394422483,4.927109947649015
1734296730.2371686,96.1,83.37,98.23,99.45,-5.881951201521204,4.927109947649015
1734296730.2809713,96.1,83.39,98.26,99.48,-5.881951201521204,4.927109947649015
1734296730.336929,96.13,83.41,98.26,99.48,-5.881951201521204,4.927109947649015
1734296730.394556,96.15,83.41,98.26,99.48,-5.874061394422483,4.927109947649015
1734296730.4484308,96.18,83.41,98.26,99.48,-5.874061394422483,4.927109947649015
1734296730.5001044,96.18,83.39,98.26,99.48,-5.881951201521204,4.927109947649015
1734296730.551515,96.15,83.41,98.26,99.48,-5.881951201521204,4.927109947649015
1734296730.6134794,96.15,83.41,98.29,99.48,-5.881951201521204,4.927109947649015
1734296730.656964,96.15,83.41,98.29,99.48,-5.881951201521204,4.927109947649015
1734296730.723627,96.15,83.44,98.26,99.48,-5.874061394422483,4.927109947649015
1734296730.7743626,96.15,83.46,98.26,99.48,-5.881951201521204,4.927109947649015
1734296730.8151517,96.15,83.46,98.26,99.51,-5.881951201521204,4.927109947649015
1734296730.864667,96.18,83.44,98.26,99.51,-5.874061394422483,4.927109947649015
1734296730.920033,96.18,83.44,98.26,99.48,-5.874061394422483,4.927109947649015
1734296730.966391,96.18,83.44,98.29,99.48,-5.881951201521204,4.927109947649015
1734296731.0175288,96.18,83.44,98.29,99.48,-5.881951201521204,4.927109947649015
1734296731.0783536,96.18,83.46,98.26,99.45,-5.881951201521204,4.927109947649015
1734296731.1308124,96.18,83.46,98.29,99.45,-5.400618006383951,4.927109947649015
1734296731.177358,96.15,83.46,98.29,99.45,-5.874061394422483,4.927109947649015
1734296731.2402763,96.15,83.46,98.29,99.45,-5.874061394422483,4.927109947649015
1734296731.28478,96.15,83.5,98.29,99.43,-5.400618006383951,4.927109947649015
1734296731.3272085,96.15,83.5,98.29,99.45,-5.881951201521204,4.927109947649015
1734296731.395591,96.15,83.5,98.29,99.45,-5.400618006383951,4.927109947649015
1734296731.4482937,96.15,83.52,98.29,99.43,-5.881951201521204,4.927109947649015
1734296731.488272,96.13,83.5,98.31,99.43,-5.400618006383951,4.927109947649015
1734296731.5405402,96.13,83.5,98.31,99.43,-5.400618006383951,4.927109947649015
1734296731.5927162,96.15,83.5,98.29,99.43,-5.881951201521204,4.927109947649015
1734296731.6463883,96.13,83.52,98.29,99.43,-4.927109947649015,4.927109947649015
