Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734288238.335548,62.42,57.79,66.18,64.57,5.76,3.39
1734288238.4005592,62.27,57.63,65.96,64.83,5.76,3.39
1734288238.4375212,62.08,57.45,66.28,65.2,5.76,3.39
1734288238.4997356,61.91,57.75,66.69,65.25,5.76,3.39
1734288238.5518196,62.25,58.07,66.73,65.18,5.76,3.39
1734288238.6183455,62.4,58.07,66.64,65.02,5.76,3.39
1734288238.6765578,62.3,57.93,66.44,64.8,5.76,3.39
1734288238.7294495,62.59,58.23,66.48,64.71,5.76,3.39
1734288238.7833188,62.4,58.05,66.76,65.08,5.76,3.39
1734288238.8224092,62.33,57.94,66.58,64.87,5.28,3.39
1734288238.8814569,62.64,58.25,66.62,64.78,5.28,3.39
1734288238.9228864,62.45,58.07,66.9,65.14,5.28,3.39
1734288238.9807775,62.4,57.96,66.73,64.94,5.28,3.39
1734288239.0280654,62.43,57.94,66.32,64.45,5.28,3.39
1734288239.0785222,62.45,57.94,66.26,64.43,5.28,3.39
1734288239.1387787,62.22,57.53,65.68,64.19,4.81,3.39
1734288239.1880293,62.65,57.99,65.93,63.85,4.81,3.39
1734288239.2583656,62.65,57.99,65.89,63.85,4.81,3.39
1734288239.2962272,62.76,57.58,65.32,63.59,4.81,3.39
1734288239.360753,62.7,57.58,65.3,63.57,4.74,3.39
1734288239.4026408,62.37,57.41,65.67,64.09,4.33,3.39
1734288239.4518766,62.43,57.44,65.68,64.11,4.27,3.39
1734288239.5044763,62.43,57.44,65.67,64.11,3.85,3.39
1734288239.5695496,62.43,57.44,65.67,64.11,3.79,3.39
1734288239.6262734,62.45,57.44,65.67,64.12,2.83,3.88
1734288239.678724,62.45,57.44,65.65,64.12,2.35,3.88
1734288239.7449183,62.45,57.44,65.65,64.12,3.32,3.39
1734288239.780261,62.45,57.44,65.65,64.12,2.35,3.88
1734288239.8323336,62.45,57.44,65.65,64.12,2.35,3.88
1734288239.8851178,62.45,57.44,65.67,64.12,2.35,3.88
1734288239.956678,62.45,57.44,65.67,64.12,2.35,3.88
1734288239.9928975,62.45,57.44,65.65,64.12,2.35,3.88
1734288240.0445275,62.47,57.45,65.65,64.12,1.88,3.88
1734288240.1046443,62.49,57.45,65.65,64.12,1.88,3.88
1734288240.1707404,62.49,57.5,65.67,64.11,1.88,3.88
1734288240.2181404,62.5,57.61,65.7,64.11,1.88,3.88
1734288240.266349,62.49,57.72,65.74,64.12,1.88,3.88
1734288240.318214,62.49,57.83,65.75,64.11,1.88,3.88
1734288240.3692813,62.5,57.94,65.79,64.11,1.88,3.88
1734288240.4208453,62.49,58.05,65.82,64.11,1.88,3.88
1734288240.48249,62.49,58.18,65.84,64.09,1.88,3.88
1734288240.526361,62.5,58.29,65.88,64.09,1.88,3.88
1734288240.587809,62.49,58.4,65.91,64.11,1.88,3.88
1734288240.6391733,62.49,58.52,65.93,64.11,1.88,3.88
1734288240.6995451,62.5,58.63,65.95,64.11,1.88,3.88
1734288240.7393498,62.49,58.74,65.98,64.12,1.88,3.88
1734288240.7908351,62.47,58.85,66.0,64.11,1.88,3.88
1734288240.8651216,62.47,58.95,66.02,64.11,1.88,3.88
1734288240.899502,62.45,59.05,66.05,64.12,1.88,3.88
1734288240.9574313,62.45,59.09,66.03,64.12,1.88,3.88
1734288241.0044026,62.45,59.08,66.02,64.12,1.88,3.88
1734288241.0521047,62.45,59.06,66.02,64.12,1.88,3.88
1734288241.1042092,62.45,59.06,66.02,64.14,1.88,3.88
1734288241.1646748,62.45,59.03,66.0,64.14,1.88,3.88
1734288241.2219443,62.45,59.0,65.98,64.14,2.35,3.88
1734288241.278931,62.45,58.98,65.96,64.14,2.35,3.88
1734288241.3394492,62.45,58.95,65.95,64.14,2.35,3.88
1734288241.3941004,62.45,58.92,65.95,64.14,2.35,3.88
1734288241.4493608,62.45,58.92,65.93,64.12,2.35,3.88
1734288241.4860787,62.45,58.9,65.93,64.12,2.35,3.88
1734288241.541631,62.45,58.88,65.91,64.12,2.83,3.88
1734288241.598971,62.47,58.88,65.89,64.12,2.83,3.88
1734288241.6548562,62.47,58.85,65.89,64.12,2.83,3.88
1734288241.7224386,62.47,58.85,65.89,64.12,2.83,3.88
1734288241.7683566,62.47,58.85,65.91,64.12,2.83,3.88
1734288241.822311,62.47,58.85,65.91,64.12,2.89,3.88
1734288241.8838837,62.47,58.85,65.91,64.12,2.83,3.88
