Time(s),R1(O),R2(O),R3(O),R4(O),Angle1(deg),Angle2(deg)
1734286604.8158777,68.51,66.89,74.75,70.46,18.16,2.91
1734286604.839621,68.51,66.89,74.75,70.46,18.16,2.91
1734286604.8869717,67.84,66.25,74.59,70.37,18.16,2.91
1734286604.9374652,67.17,66.14,74.63,69.91,18.16,2.91
1734286604.992623,67.12,65.88,74.18,69.35,18.16,2.91
1734286605.041177,66.51,65.28,74.06,69.3,18.16,2.91
1734286605.084182,65.86,65.12,74.02,68.88,18.16,2.91
1734286605.1379542,65.79,65.09,73.63,68.35,18.16,2.91
1734286605.2083073,65.21,64.5,73.52,68.27,18.16,2.91
1734286605.25299,64.6,64.36,73.56,67.97,18.16,2.91
1734286605.3162024,64.07,63.81,72.92,67.32,18.16,2.91
1734286605.3548045,63.78,63.37,72.36,66.71,18.16,2.91
1734286605.4265554,63.18,63.23,72.36,66.41,17.7,2.91
1734286605.4670303,62.65,62.69,71.72,65.77,17.7,2.91
1734286605.5221498,62.37,62.25,71.15,65.18,18.16,2.91
1734286605.5653706,61.78,62.12,71.15,64.88,18.16,2.91
1734286605.6197624,61.27,61.58,70.5,64.26,18.16,2.91
1734286605.6708896,61.6,61.75,70.09,63.76,18.16,2.91
1734286605.7416708,61.63,61.71,70.03,63.9,18.16,2.91
1734286605.7759993,61.17,61.43,69.83,63.8,18.16,2.91
1734286605.8278491,61.45,61.56,69.44,63.27,18.16,2.91
1734286605.8813074,61.48,61.58,69.51,63.37,18.16,2.91
1734286605.9523346,61.03,61.08,69.29,63.25,18.16,2.91
1734286605.99063,61.28,61.22,68.93,62.74,17.7,2.91
1734286606.0420742,61.28,61.22,68.96,62.74,18.16,2.91
1734286606.0987349,61.28,61.22,69.02,62.74,18.16,2.91
1734286606.1402304,61.28,61.23,69.05,62.74,18.16,2.91
1734286606.192428,61.28,61.23,69.11,62.74,18.16,2.91
1734286606.2519395,61.28,61.23,69.15,62.74,18.16,2.91
1734286606.3059063,61.28,61.23,69.2,62.74,17.7,2.91
1734286606.35788,61.28,61.23,69.26,62.74,18.16,2.91
1734286606.4039223,61.28,61.23,69.31,62.74,18.16,2.91
1734286606.4659607,61.28,61.25,69.35,62.74,18.16,2.91
1734286606.5239048,61.28,61.25,69.4,62.74,18.16,2.91
1734286606.5571191,61.28,61.25,69.44,62.74,18.16,2.91
1734286606.625225,61.27,61.27,69.42,62.74,18.16,2.91
1734286606.6682467,61.27,61.27,69.42,62.74,18.16,2.91
1734286606.7191114,61.27,61.27,69.42,62.74,18.16,2.91
1734286606.7721517,61.28,61.27,69.38,62.74,17.7,2.91
1734286606.841365,61.28,61.27,69.35,62.74,18.16,2.91
1734286606.8839846,61.28,61.27,69.31,62.74,18.16,2.91
1734286606.95054,61.28,61.25,69.29,62.76,18.16,2.91
1734286606.994208,61.28,61.25,69.27,62.76,18.16,2.91
1734286607.045513,61.28,61.25,69.26,62.76,18.16,2.91
1734286607.105342,61.28,61.25,69.22,62.76,18.16,2.91
1734286607.168781,61.28,61.25,69.16,62.76,18.16,2.91
1734286607.202157,61.28,61.25,69.13,62.76,18.16,2.91
1734286607.2666414,61.28,61.23,69.11,62.76,18.16,2.91
1734286607.3229785,61.28,61.23,69.09,62.76,18.16,2.91
1734286607.3622146,61.28,61.23,69.07,62.76,18.16,2.91
1734286607.431702,61.3,61.22,69.05,62.76,18.16,2.91
1734286607.4667947,61.3,61.22,69.04,62.76,18.16,2.91
1734286607.5226338,61.3,61.22,69.02,62.76,18.16,2.91
1734286607.5729334,61.3,61.22,69.0,62.76,18.16,2.91
1734286607.6346054,61.3,61.22,68.98,62.76,18.16,2.91
1734286607.6784964,61.3,61.22,68.96,62.76,17.7,2.91
1734286607.734748,61.3,61.22,68.96,62.74,17.7,2.91
1734286607.7881851,61.3,61.22,68.96,62.74,18.16,2.91
1734286607.8571243,61.3,61.22,68.98,62.74,18.16,2.91
1734286607.893892,61.3,61.22,69.0,62.74,18.16,2.91
1734286607.9453876,61.3,61.2,69.04,62.74,17.7,2.91
1734286608.01727,61.3,61.2,69.07,62.74,17.7,2.91
1734286608.0709743,61.3,61.2,69.09,62.74,18.16,2.91
1734286608.1198454,61.3,61.18,69.09,62.74,18.16,2.91
1734286608.1716416,61.3,61.18,69.09,62.74,17.7,2.91
1734286608.214805,61.3,61.18,69.11,62.74,18.16,2.91
1734286608.2638712,61.3,61.18,69.13,62.74,17.7,2.91
1734286608.3253284,61.3,61.18,69.13,62.74,17.7,2.91
1734286608.4006424,61.3,61.18,69.15,62.74,18.16,2.91
1734286608.5262125,61.3,61.18,69.16,62.74,17.7,2.91
1734286608.6446335,61.3,61.18,69.16,62.74,17.7,2.91
1734286608.7725587,61.3,61.18,69.15,62.74,17.7,2.91
1734286608.885198,61.3,61.17,69.13,62.74,17.7,2.91
1734286609.0219429,61.3,61.17,69.13,62.74,17.7,2.91
1734286609.13104,61.3,61.17,69.13,62.74,17.7,2.91
1734286609.2675042,61.3,61.17,69.13,62.74,17.7,2.91
1734286609.3911548,61.3,61.17,69.15,62.74,17.7,2.91
1734286609.517362,61.3,61.17,69.15,62.74,18.16,2.91
1734286609.6306736,61.3,61.18,69.16,62.74,17.7,2.91
1734286609.7491074,61.32,61.18,69.18,62.74,17.7,2.91
1734286609.886532,61.32,61.18,69.22,62.74,17.7,2.91
1734286610.0088618,61.32,61.18,69.24,62.74,17.7,2.91
1734286610.1286364,61.32,61.18,69.27,62.74,17.7,2.91
1734286610.262153,61.02,61.03,69.22,63.23,17.7,2.91
1734286610.3859413,61.02,61.03,69.26,63.2,17.7,2.91
1734286610.5091133,61.45,61.53,69.51,63.32,17.7,2.91
1734286610.630147,61.17,61.4,69.98,63.85,17.7,2.91
1734286610.7468853,61.15,61.42,70.03,63.75,17.99,2.91
1734286610.8860726,61.6,61.92,70.38,63.87,17.7,2.91
1734286610.9974265,61.32,61.78,70.93,64.4,17.7,2.91
1734286611.1352572,61.28,61.81,71.02,64.28,17.7,2.91
1734286611.2529016,61.75,62.1,71.28,64.38,17.99,2.91
1734286611.3708131,61.47,61.97,71.81,64.92,17.7,2.91
1734286611.4967854,61.43,62.0,71.93,64.78,17.7,2.91
1734286611.6309955,61.9,62.23,72.23,64.88,17.7,2.91
1734286611.757685,61.61,62.08,72.78,65.42,17.24,2.91
1734286611.879301,61.61,62.13,72.8,65.27,17.7,2.91
1734286612.0040605,62.1,62.37,73.05,65.35,17.53,2.91
1734286612.1311498,62.12,62.42,73.75,64.8,17.53,2.91
1734286612.2539873,62.13,62.49,73.5,64.64,17.53,2.91
1734286612.3741667,62.2,62.18,73.44,64.61,17.53,2.91
1734286612.503941,62.18,62.54,73.61,64.33,17.7,2.91
1734286612.6261709,62.57,62.6,73.3,64.24,17.53,2.91
1734286612.7499554,62.62,62.28,73.13,64.21,17.53,2.91
1734286612.8721828,62.6,62.69,73.3,63.9,17.53,2.91
1734286612.993099,63.04,62.76,72.92,63.81,17.53,2.91
1734286613.1258829,62.54,62.43,72.77,64.24,17.53,2.91
1734286613.237616,62.52,62.86,72.92,64.0,17.07,2.91
1734286613.3765545,63.04,62.92,72.48,63.95,17.07,2.91
1734286613.498933,62.52,62.65,72.63,64.4,17.53,2.91
1734286613.613686,62.5,63.13,72.65,64.12,17.07,2.91
1734286613.7474644,63.01,63.18,72.25,64.07,17.53,2.91
1734286613.8654692,62.47,62.91,72.52,64.55,17.07,2.91
1734286613.9849043,62.43,63.3,72.48,64.81,17.07,2.91
1734286614.1215048,62.94,63.33,72.31,64.8,17.07,2.91
1734286614.2405393,62.38,63.09,72.67,65.28,17.53,2.91
1734286614.3652918,62.35,63.2,72.63,65.2,17.07,2.91
1734286614.4842715,62.52,62.99,72.52,65.16,17.07,2.91
1734286614.621703,61.97,62.76,72.94,65.65,17.07,2.91
1734286614.7443695,61.93,62.82,72.82,65.58,17.07,2.91
1734286614.8687432,62.08,62.6,72.75,65.56,17.07,2.91
1734286614.9799967,62.07,62.62,73.25,65.6,17.07,2.91
1734286615.1193457,62.07,62.69,73.19,65.44,17.07,2.91
1734286615.2425065,62.13,62.42,73.15,65.41,17.07,2.91
1734286615.3671055,62.12,62.45,73.4,65.18,17.07,2.91
1734286615.4924068,62.13,62.49,73.19,65.04,17.07,2.91
1734286615.6167848,62.18,62.18,73.27,65.01,16.61,2.91
