Time(s),R1(O),R2(O),R3(O),R4(O)
1734287201.9772053,64.26,56.41,63.35,65.06
1734287202.0041747,64.52,56.66,63.60,65.28
1734287202.0546994,64.36,56.70,63.71,65.39
1734287202.1055386,64.39,56.97,63.88,65.34
1734287202.1582112,64.50,56.95,64.00,65.27
1734287202.2124407,64.48,56.87,64.07,65.27
1734287202.287726,64.34,56.95,64.15,65.37
1734287202.3280764,64.67,57.00,64.05,65.23
1734287202.369077,64.69,56.90,64.12,65.32
1734287202.4253018,64.50,57.16,64.29,65.27
1734287202.4761386,64.34,57.19,64.34,65.16
1734287202.536732,64.33,57.09,64.45,65.08
1734287202.6102943,64.17,57.14,64.53,65.23
1734287202.6526353,64.10,57.03,64.38,65.28
1734287202.70374,64.15,56.92,64.45,65.37
1734287202.7572246,64.21,56.83,64.29,65.18
1734287202.8131385,64.03,56.87,64.02,64.85
1734287202.8624756,64.03,56.86,64.07,64.88
1734287202.9168842,63.91,56.48,63.96,64.85
1734287202.9695776,63.93,56.58,63.74,65.02
1734287203.0236056,63.86,56.55,63.74,65.35
1734287203.0835567,64.10,56.38,63.50,65.08
1734287203.12976,64.05,56.45,63.52,65.08
1734287203.187259,63.90,56.59,63.59,65.11
1734287203.2395809,63.98,56.41,63.37,65.04
1734287203.3005536,64.24,56.44,63.43,65.08
1734287203.3475904,64.14,56.41,63.59,65.53
1734287203.3928757,64.19,56.44,63.60,65.51
1734287203.445072,64.33,56.44,63.59,65.28
1734287203.4986317,64.31,56.45,63.59,65.28
1734287203.5586762,64.14,56.61,63.64,65.32
1734287203.601365,64.14,56.58,63.66,65.32
1734287203.6626928,64.15,56.44,63.79,65.35
1734287203.7240138,64.15,56.44,63.76,65.39
1734287203.7642186,64.17,56.45,63.76,65.37
1734287203.806206,64.24,56.45,63.76,65.14
1734287203.8651328,64.21,56.45,63.76,65.13
1734287203.9198546,64.02,56.61,63.78,65.14
1734287203.9770281,64.00,56.61,63.79,65.16
1734287204.0505133,64.00,56.45,63.93,65.18
1734287204.0873919,64.00,56.47,63.90,65.20
1734287204.1559098,64.02,56.47,63.71,65.18
1734287204.2073395,64.05,56.48,63.71,64.94
1734287204.2401214,64.02,56.48,63.71,64.92
1734287204.2906268,64.14,56.69,63.57,64.69
1734287204.3402014,64.08,56.84,63.86,64.80
1734287204.3955648,63.86,56.47,63.93,64.81
1734287204.4586384,63.98,56.50,63.71,64.59
1734287204.5160406,63.93,56.67,63.74,64.78
1734287204.5604525,63.74,56.48,63.69,64.55
1734287204.6243737,63.79,56.48,63.67,64.54
1734287204.671768,63.57,56.61,63.67,64.54
1734287204.7333982,63.57,56.61,63.72,64.55
1734287204.7811418,63.59,56.45,63.88,64.57
1734287204.8333673,63.60,56.44,63.86,64.61
1734287204.9087558,63.62,56.44,63.66,64.76
1734287204.9593313,63.66,56.45,63.66,64.73
1734287204.9982114,63.81,56.27,63.40,64.64
1734287205.052406,63.86,56.53,63.49,64.69
1734287205.111405,63.55,56.48,63.69,64.95
1734287205.1676676,63.62,56.30,63.59,64.90
1734287205.21872,63.86,56.47,63.64,64.92
1734287205.2781878,63.78,56.42,63.64,65.32
1734287205.3438237,63.81,56.45,63.66,65.28
1734287205.3723738,63.91,56.44,63.62,65.21
1734287205.4271417,63.88,56.47,63.64,65.21
1734287205.4758415,63.90,56.50,63.67,65.25
1734287205.5595818,63.90,56.45,63.81,65.27
1734287205.6824512,63.90,56.42,63.79,65.30
1734287205.7989285,63.86,56.61,63.84,65.53
1734287205.9325519,63.66,56.42,63.79,65.46
1734287206.0549471,63.76,56.41,63.78,65.21
1734287206.173216,63.52,56.41,63.78,65.21
1734287206.3047893,63.52,56.55,63.83,65.25
1734287206.4277134,63.52,56.52,63.91,65.27
1734287206.550392,63.54,56.38,63.91,65.28
1734287206.673827,63.55,56.39,63.71,65.46
1734287206.8001757,63.57,56.41,63.69,65.44
1734287206.9107444,63.76,56.24,63.45,65.16
1734287207.0446444,63.96,56.47,63.54,65.23
1734287207.169478,63.83,56.61,63.60,65.27
1734287207.284037,63.86,56.61,63.67,65.30
1734287207.414133,63.88,56.44,63.67,65.32
1734287207.5345788,64.00,56.50,63.45,65.13
1734287207.6637907,63.98,56.50,63.42,65.09
1734287207.7907698,64.31,56.61,63.49,64.94
1734287207.9187567,64.39,56.67,63.30,64.69
1734287208.0289936,64.39,56.80,63.31,64.69
1734287208.161893,64.15,56.56,63.25,64.88
1734287208.2812572,64.15,56.58,63.35,64.90
1734287208.4108617,64.31,56.76,63.47,64.95
1734287208.5414345,64.33,56.64,63.64,64.94
1734287208.6639035,64.27,56.64,63.66,64.78
1734287208.7821097,64.45,56.83,63.72,64.83
1734287208.9118888,64.50,56.67,63.71,64.81
1734287209.0337784,64.48,56.66,63.43,64.50
1734287209.1493707,64.43,56.64,63.37,64.47
1734287209.2909384,64.17,56.59,63.49,64.68
1734287209.4138277,64.03,56.73,63.76,64.71
1734287209.53565,64.29,56.75,63.62,64.71
1734287209.6637323,63.96,56.64,63.76,65.16
1734287209.7905257,63.86,56.78,64.00,65.23
1734287209.9106653,64.31,56.81,64.05,65.28
1734287210.0317726,64.38,56.83,64.03,65.04
1734287210.1617362,64.39,56.83,63.62,64.73
1734287210.2903366,64.17,56.64,63.49,64.85
1734287210.4031198,63.90,56.55,63.71,64.95
1734287210.5290296,64.10,56.75,63.72,64.92
1734287210.6616542,64.02,56.62,63.69,65.13
1734287210.7803924,63.81,56.56,63.64,65.09
1734287210.912531,63.98,56.41,63.62,65.08
1734287211.039848,64.15,56.42,63.64,65.34
1734287211.148171,64.14,56.62,63.57,65.32
1734287211.2855778,64.38,56.67,63.42,65.23
1734287211.398659,64.38,56.52,63.57,65.04
1734287211.5354903,64.31,56.67,63.60,64.87
1734287211.6620958,64.41,56.69,63.42,65.02
1734287211.781623,64.19,56.53,63.57,65.25
1734287211.9115465,64.26,56.53,63.78,65.30
1734287212.0353243,64.67,56.78,63.84,65.37
1734287212.1581175,64.78,57.00,63.72,65.16
1734287212.283544,64.78,57.03,63.49,64.83
1734287212.4002972,64.57,56.81,63.43,64.81
1734287212.5350435,64.27,56.70,63.62,65.09
1734287212.661848,64.26,56.89,63.88,65.41
1734287212.7825735,64.31,56.90,63.88,65.69
1734287212.899013,64.33,56.76,64.07,65.67
1734287213.0284898,64.55,56.83,63.88,65.44
1734287213.1614976,64.57,56.84,63.66,65.37
1734287213.2879064,64.33,56.80,63.62,65.30
