Time(s),R1(O),R2(O),R3(O),R4(O)
1734234343.659986,71.00,130.86,123.66,86.12
1734234343.7040715,71.66,133.11,125.89,87.54
1734234343.7633646,71.76,134.93,128.04,88.53
1734234343.802419,72.56,137.37,129.39,88.99
1734234343.8585901,72.69,137.63,129.46,90.16
1734234343.913258,72.77,139.60,131.68,91.06
1734234343.9648948,73.61,142.19,132.97,91.51
1734234344.0306237,73.75,142.46,134.49,92.74
1734234344.0686872,73.83,144.67,136.85,93.54
1734234344.1295128,74.71,147.46,138.09,93.95
1734234344.1847992,74.83,147.70,140.06,95.26
1734234344.2307854,74.90,150.10,141.76,95.76
1734234344.289808,75.00,150.31,141.88,95.78
1734234344.3381634,75.10,150.52,144.08,97.17
1734234344.386408,75.28,150.85,144.28,97.22
1734234344.4477603,76.25,152.12,145.03,97.47
1734234344.4873447,75.66,151.48,144.83,97.32
1734234344.5394843,75.77,149.81,142.62,96.31
1734234344.6040673,75.04,147.29,141.14,97.04
1734234344.6524324,74.98,149.31,143.60,96.39
1734234344.709948,75.02,147.42,141.29,95.46
1734234344.7635984,74.26,144.91,141.80,96.29
1734234344.8218071,74.16,146.81,140.52,95.46
1734234344.884163,74.18,144.75,138.20,94.67
1734234344.922104,73.40,142.23,139.07,95.61
1734234344.9768167,73.46,142.31,137.30,94.35
1734234345.0306053,74.33,141.22,136.33,94.08
1734234345.0840027,74.33,142.93,138.54,95.09
1734234345.1346161,74.45,143.17,136.70,93.81
1734234345.1881773,74.37,143.05,136.55,94.96
1734234345.2593384,73.50,144.08,138.31,95.29
1734234345.31849,73.52,142.42,136.14,93.88
1734234345.3505466,73.40,142.23,137.71,95.06
1734234345.4149456,73.34,144.16,138.01,94.27
1734234345.4516935,73.36,142.15,135.70,93.68
1734234345.5007782,73.34,142.11,137.63,94.96
1734234345.5562189,73.42,142.23,136.03,93.71
1734234345.6097794,74.33,141.29,136.37,93.44
1734234345.6597161,74.33,142.97,138.58,94.40
1734234345.710461,74.45,143.21,136.74,93.08
1734234345.7800195,74.37,143.09,136.59,94.17
1734234345.8293839,73.50,144.12,138.35,94.52
1734234345.873798,73.52,142.42,136.18,93.46
1734234345.9197457,73.40,142.19,137.75,94.62
1734234345.9697237,73.34,144.16,139.26,93.81
1734234346.0201297,73.36,142.15,136.92,93.22
1734234346.0724962,73.34,142.11,138.88,94.49
1734234346.1330194,73.42,142.23,137.26,93.25
1734234346.179872,74.33,141.29,137.60,93.00
1734234346.233,74.33,142.97,139.83,94.32
1734234346.285674,74.45,143.21,137.97,93.03
1734234346.3414981,74.37,143.09,137.78,94.10
1734234346.3893888,73.50,144.12,139.60,94.44
1734234346.4543834,73.52,142.46,137.41,93.44
1734234346.503983,73.40,142.23,139.03,94.62
1734234346.5606985,73.34,144.16,140.56,93.83
1734234346.612329,73.36,142.15,138.20,93.25
1734234346.6473722,73.34,142.11,140.18,94.57
1734234346.7122629,73.42,142.23,138.54,93.34
1734234346.7487917,74.33,141.26,137.67,93.12
1734234346.8016953,74.33,142.93,139.91,94.49
1734234346.8548143,74.45,143.13,138.05,93.25
1734234346.912459,74.37,143.01,137.86,94.40
1734234347.0318596,73.50,144.04,139.68,94.79
1734234347.16229,73.52,142.38,137.48,93.46
1734234347.28784,73.40,142.15,139.07,94.72
