imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734289452.275884,-5.84,4.89
1,1734289452.3005886,-5.84,4.89
2,1734289452.354008,-5.84,4.89
3,1734289452.4033198,-5.84,4.89
4,1734289452.4549737,-6.32,4.89
5,1734289452.5100896,-5.84,4.89
6,1734289452.565473,-5.84,4.89
7,1734289452.6130478,-5.84,4.89
8,1734289452.6659923,-5.84,4.89
9,1734289452.7211316,-5.84,4.89
10,1734289452.7712765,-5.84,4.89
11,1734289452.8244996,-5.84,4.89
12,1734289452.878507,-5.84,4.89
13,1734289452.9300756,-5.84,4.89
14,1734289452.983658,-5.84,4.89
15,1734289453.0362082,-5.84,4.89
16,1734289453.0877783,-5.84,4.89
17,1734289453.1395664,-5.84,4.89
18,1734289453.1935675,-5.84,4.89
19,1734289453.2502956,-5.84,4.89
20,1734289453.299309,-5.84,4.89
21,1734289453.3530908,-5.84,4.89
22,1734289453.4066358,-5.84,4.89
23,1734289453.4573076,-5.84,4.89
24,1734289453.518035,-5.84,4.89
25,1734289453.5694206,-5.84,4.89
26,1734289453.620025,-5.84,4.89
27,1734289453.6684263,-5.84,4.89
28,1734289453.726124,-5.84,4.89
29,1734289453.7801569,-5.84,4.89
30,1734289453.8324432,-5.84,4.89
31,1734289453.886203,-5.84,4.89
32,1734289453.9386299,-5.84,4.89
33,1734289453.9943352,-5.84,4.89
34,1734289454.0500345,-5.84,4.89
35,1734289454.1002917,-5.84,4.89
36,1734289454.1558592,-5.84,4.89
37,1734289454.2101765,-5.84,4.89
38,1734289454.2635143,-5.84,4.89
39,1734289454.3157995,-5.84,4.89
40,1734289454.369846,-5.84,4.89
41,1734289454.4187229,-5.84,4.89
42,1734289454.4695458,-5.84,4.89
43,1734289454.5207777,-5.84,4.89
44,1734289454.5709372,-5.84,4.89
45,1734289454.62808,-5.84,4.89
46,1734289454.6762366,-5.84,4.89
47,1734289454.7297964,-5.84,4.89
48,1734289454.7853436,-5.84,4.89
49,1734289454.8401937,-5.84,4.89
50,1734289454.8934145,-5.84,4.89
51,1734289454.9463465,-5.84,4.89
52,1734289455.0010922,-5.84,4.89
53,1734289455.0528412,-5.84,4.89
54,1734289455.1033938,-5.84,4.89
55,1734289455.1567364,-5.84,4.89
56,1734289455.2055657,-5.84,4.89
57,1734289455.2602274,-5.84,4.89
58,1734289455.3148868,-5.84,4.89
59,1734289455.369779,-5.84,4.89
60,1734289455.424217,-5.84,4.89
61,1734289455.4772265,-5.84,4.89
62,1734289455.5298483,-5.84,4.89
63,1734289455.58471,-5.84,4.89
64,1734289455.65071,-4.88,4.4
65,1734289455.7674177,6.76,3.42
66,1734289455.9086182,8.74,3.42
67,1734289456.034627,9.21,3.42
68,1734289456.1557717,18.44,13.92
69,1734289456.2813756,21.81,18.12
70,1734289456.4156346,21.91,17.65
71,1734289456.5392995,21.07,18.12
72,1734289456.6679065,21.91,17.65
73,1734289456.7983878,21.91,17.65
74,1734289456.9325066,21.69,19.22
75,1734289457.0539374,31.09,30.18
76,1734289457.173764,30.04,29.49
77,1734289457.3156042,29.39,28.81
78,1734289457.4318986,29.41,29.05
79,1734289457.563359,29.41,29.05
80,1734289457.696667,29.41,29.05
81,1734289457.8233097,29.41,29.05
82,1734289457.9437778,29.41,29.05
83,1734289458.0767014,29.41,29.05
84,1734289458.2094014,29.41,29.05
85,1734289458.3363242,29.41,29.05
86,1734289458.4736452,29.82,29.05
87,1734289458.5983586,29.82,29.05
88,1734289458.7323377,29.41,29.05
89,1734289458.8514931,29.41,29.05
90,1734289458.9838579,29.41,29.05
91,1734289459.1196678,29.41,29.05
92,1734289459.2504323,28.34,28.37
93,1734289459.3687236,27.67,28.37
94,1734289459.5030696,27.33,27.24
95,1734289459.622394,26.94,27.24
96,1734289459.7674847,25.6,27.24
97,1734289459.8828456,24.24,26.57
98,1734289460.0168853,22.97,25.44
99,1734289460.1462557,22.59,24.78
100,1734289460.279128,21.92,24.11
101,1734289460.4021816,21.34,23.66
102,1734289460.536251,19.02,21.89
103,1734289460.656178,11.89,17.03
104,1734289460.8024125,6.98,12.96
105,1734289460.9204183,4.65,8.34
106,1734289461.0471704,3.53,8.9
107,1734289461.1797287,-0.21,8.34
