Time(s),R1(O),R2(O),R3(O),R4(O)
1734289452.275884,55.94,48.49,57.58,57.36
1734289452.3081133,56.39,48.94,58.13,58.12
1734289452.3676765,56.55,49.41,58.72,58.44
1734289452.4033198,57.27,49.92,58.95,58.52
1734289452.4549737,57.69,50.15,59.00,58.54
1734289452.5100896,57.72,50.22,59.00,58.54
1734289452.5701523,57.72,50.29,59.16,59.10
1734289452.6200578,57.74,50.82,59.94,59.55
1734289452.6835322,58.31,51.28,60.34,59.70
1734289452.7211316,58.69,51.40,60.54,59.84
1734289452.7770047,59.11,51.85,61.08,60.15
1734289452.835219,59.14,51.85,61.53,60.89
1734289452.8859658,59.29,51.88,61.53,60.91
1734289452.9377334,60.00,52.10,61.61,61.04
1734289452.983658,60.10,52.51,62.22,61.64
1734289453.043573,60.29,52.55,62.22,61.65
1734289453.0903666,59.92,52.29,61.65,60.87
1734289453.1395664,60.05,52.36,61.70,60.86
1734289453.1935675,59.32,51.92,61.48,61.34
1734289453.2502956,59.06,51.85,61.58,61.34
1734289453.3204544,59.55,52.21,62.03,61.47
1734289453.3530908,59.56,52.14,62.57,61.62
1734289453.4066358,59.64,51.62,61.86,61.24
1734289453.4702196,59.68,51.25,61.48,61.20
1734289453.5245523,59.30,51.57,61.86,61.64
1734289453.5701444,58.95,51.14,61.32,61.77
1734289453.621047,59.34,51.23,60.89,61.04
1734289453.6744215,59.63,51.70,61.48,61.19
1734289453.7331362,59.05,51.52,61.88,61.64
1734289453.7957814,59.21,51.25,61.30,61.04
1734289453.8324432,59.56,51.53,61.42,61.05
1734289453.8916774,59.46,51.81,62.10,61.70
1734289453.9544516,59.22,51.34,61.53,61.40
1734289454.0117993,59.48,51.31,61.66,60.86
1734289454.0643458,59.59,51.59,62.25,61.17
1734289454.1002917,59.09,51.14,61.88,61.74
1734289454.1558592,59.27,51.18,61.20,61.12
1734289454.2101765,59.74,51.65,61.35,61.15
1734289454.2635143,59.22,51.54,61.85,61.77
1734289454.3216226,59.45,51.14,61.27,61.19
1734289454.369846,60.08,51.27,61.32,60.76
1734289454.4255636,59.76,51.73,61.95,61.34
1734289454.4695458,59.50,51.31,61.35,61.65
1734289454.5222797,59.56,51.47,60.90,61.09
1734289454.577444,59.79,51.79,61.58,61.32
1734289454.62808,59.25,51.56,62.07,61.94
1734289454.6762366,59.38,51.11,61.50,61.29
1734289454.7297964,59.90,51.17,61.48,61.32
1734289454.7879016,59.63,51.47,62.03,62.12
1734289454.844683,59.40,51.05,61.30,61.87
1734289454.9157057,59.71,51.12,61.23,61.27
1734289454.9634144,59.92,51.54,61.81,61.59
1734289455.0182397,59.50,51.07,61.55,62.00
1734289455.0658941,59.71,51.14,61.02,61.27
1734289455.1033938,60.00,51.72,61.37,61.39
1734289455.1567364,59.32,51.65,61.91,61.99
1734289455.2055657,59.30,51.23,61.28,61.39
1734289455.2602274,59.68,51.25,61.47,60.92
1734289455.3249485,59.48,51.59,62.23,61.57
1734289455.3731003,59.03,51.14,61.61,61.87
1734289455.424217,59.27,51.11,61.15,61.32
1734289455.4772265,59.63,51.53,61.56,61.65
1734289455.5398126,59.08,51.37,61.95,62.37
1734289455.627797,59.22,51.02,61.25,61.65
1734289455.754892,59.87,51.24,61.33,61.62
1734289455.8857746,59.66,51.67,61.95,62.10
1734289456.0106514,59.46,51.36,61.38,61.69
1734289456.133991,59.79,51.67,61.47,61.17
1734289456.2661357,59.85,52.29,62.17,61.52
1734289456.3920121,59.45,51.88,61.88,62.04
1734289456.524374,59.69,52.07,61.47,61.49
1734289456.6513271,60.23,52.51,61.93,61.67
1734289456.7751958,59.77,52.49,62.50,62.44
1734289456.9090443,59.95,52.10,61.85,61.92
1734289457.0365422,60.66,52.30,61.85,61.59
1734289457.163473,60.54,52.80,62.38,62.14
1734289457.277039,60.25,52.46,61.91,62.44
1734289457.4094756,60.70,52.64,61.61,61.75
1734289457.542094,61.15,53.26,62.37,61.90
1734289457.6757617,60.67,53.16,62.87,62.52
1734289457.8065736,60.80,53.35,62.99,62.35
1734289457.9261842,61.32,53.50,63.25,62.49
1734289458.055639,61.18,53.50,63.28,62.56
1734289458.1882193,60.94,52.94,62.60,62.27
1734289458.3224735,60.94,52.92,63.28,62.37
1734289458.449764,61.32,53.26,63.93,62.62
1734289458.575299,61.45,52.98,63.72,62.59
1734289458.707702,61.56,53.01,62.99,61.90
1734289458.837643,61.50,52.98,62.84,62.42
1734289458.96532,60.89,53.28,63.37,63.11
1734289459.0964303,61.51,53.34,62.94,62.79
1734289459.2119362,61.80,53.44,62.92,62.35
1734289459.3467226,61.56,53.38,62.77,62.35
1734289459.4819193,61.20,52.86,62.52,62.78
1734289459.6122973,61.55,53.35,62.60,62.44
1734289459.7315662,62.18,53.08,62.05,62.15
1734289459.8626049,61.91,53.08,61.81,62.09
1734289460.002113,61.68,52.95,61.71,62.12
1734289460.129063,61.66,53.07,62.32,62.78
1734289460.2598848,62.18,53.60,62.08,62.32
1734289460.38127,62.25,53.38,61.53,62.10
1734289460.5141487,61.68,53.20,61.40,62.02
1734289460.642419,61.56,53.16,61.50,62.56
1734289460.7623897,61.53,53.58,62.28,62.51
1734289460.8993418,62.10,53.60,62.02,61.92
1734289461.0298443,61.68,53.13,61.81,61.77
1734289461.1576974,61.27,52.97,61.73,61.69
1734289461.28519,61.08,52.88,62.18,62.39
1734289461.4125214,61.47,53.28,62.25,62.15
1734289461.5417035,61.68,52.95,61.68,61.89
1734289461.6755142,61.10,52.57,61.47,61.79
1734289461.8021615,60.75,52.30,61.38,61.79
1734289461.9354346,60.75,52.64,61.97,62.30
1734289462.0584793,61.22,53.04,61.71,61.77
1734289462.192929,61.13,52.61,61.30,61.52
1734289462.3244298,60.49,52.33,61.02,61.44
1734289462.4513655,60.31,52.24,60.92,61.95
1734289462.5754006,60.25,52.61,61.55,61.79
1734289462.7090414,60.79,52.54,61.10,61.32
1734289462.836187,60.43,52.08,60.92,61.12
1734289462.967226,60.13,51.94,60.82,61.05
1734289463.0985334,60.15,51.88,61.30,61.75
1734289463.215513,60.67,52.33,61.37,61.37
