Time(s),R1(O),R2(O),R3(O),R4(O)
1734286604.8158777,68.51,66.89,74.75,70.46
1734286604.839621,68.51,66.89,74.75,70.46
1734286604.8869715,67.84,66.25,74.59,70.37
1734286604.9374652,67.17,66.14,74.63,69.91
1734286604.992623,67.12,65.88,74.18,69.35
1734286605.041177,66.51,65.28,74.06,69.30
1734286605.084182,65.86,65.12,74.02,68.88
1734286605.1379542,65.79,65.09,73.63,68.35
1734286605.2083073,65.21,64.50,73.52,68.27
1734286605.25299,64.60,64.36,73.56,67.97
1734286605.3162024,64.07,63.81,72.92,67.32
1734286605.3548045,63.78,63.37,72.36,66.71
1734286605.4265554,63.18,63.23,72.36,66.41
1734286605.4670303,62.65,62.69,71.72,65.77
1734286605.5221498,62.37,62.25,71.15,65.18
1734286605.5653706,61.78,62.12,71.15,64.88
1734286605.6197624,61.27,61.58,70.50,64.26
1734286605.6708896,61.60,61.75,70.09,63.76
1734286605.7416708,61.63,61.71,70.03,63.90
1734286605.7759993,61.17,61.43,69.83,63.80
1734286605.8278491,61.45,61.56,69.44,63.27
1734286605.8813074,61.48,61.58,69.51,63.37
1734286605.9523346,61.03,61.08,69.29,63.25
1734286605.99063,61.28,61.22,68.93,62.74
1734286606.0420742,61.28,61.22,68.96,62.74
1734286606.0987349,61.28,61.22,69.02,62.74
1734286606.1402304,61.28,61.23,69.05,62.74
1734286606.1924279,61.28,61.23,69.11,62.74
1734286606.2519395,61.28,61.23,69.15,62.74
1734286606.3059065,61.28,61.23,69.20,62.74
1734286606.3578799,61.28,61.23,69.26,62.74
1734286606.4039223,61.28,61.23,69.31,62.74
1734286606.4659607,61.28,61.25,69.35,62.74
1734286606.5239048,61.28,61.25,69.40,62.74
1734286606.5571191,61.28,61.25,69.44,62.74
1734286606.625225,61.27,61.27,69.42,62.74
1734286606.6682467,61.27,61.27,69.42,62.74
1734286606.7191114,61.27,61.27,69.42,62.74
1734286606.7721517,61.28,61.27,69.38,62.74
1734286606.841365,61.28,61.27,69.35,62.74
1734286606.8839846,61.28,61.27,69.31,62.74
1734286606.95054,61.28,61.25,69.29,62.76
1734286606.9942079,61.28,61.25,69.27,62.76
1734286607.0455127,61.28,61.25,69.26,62.76
1734286607.1053421,61.28,61.25,69.22,62.76
1734286607.168781,61.28,61.25,69.16,62.76
1734286607.202157,61.28,61.25,69.13,62.76
1734286607.2666414,61.28,61.23,69.11,62.76
1734286607.3229783,61.28,61.23,69.09,62.76
1734286607.3622146,61.28,61.23,69.07,62.76
1734286607.431702,61.30,61.22,69.05,62.76
1734286607.4667947,61.30,61.22,69.04,62.76
1734286607.5226338,61.30,61.22,69.02,62.76
1734286607.5729334,61.30,61.22,69.00,62.76
1734286607.6346054,61.30,61.22,68.98,62.76
1734286607.6784964,61.30,61.22,68.96,62.76
1734286607.7347481,61.30,61.22,68.96,62.74
1734286607.7881851,61.30,61.22,68.96,62.74
1734286607.8571243,61.30,61.22,68.98,62.74
1734286607.893892,61.30,61.22,69.00,62.74
1734286607.9453876,61.30,61.20,69.04,62.74
1734286608.01727,61.30,61.20,69.07,62.74
1734286608.0709743,61.30,61.20,69.09,62.74
1734286608.1198454,61.30,61.18,69.09,62.74
1734286608.1716416,61.30,61.18,69.09,62.74
1734286608.214805,61.30,61.18,69.11,62.74
1734286608.2638712,61.30,61.18,69.13,62.74
1734286608.3253284,61.30,61.18,69.13,62.74
1734286608.4006424,61.30,61.18,69.15,62.74
1734286608.5262125,61.30,61.18,69.16,62.74
1734286608.6446335,61.30,61.18,69.16,62.74
1734286608.7725587,61.30,61.18,69.15,62.74
1734286608.8851979,61.30,61.17,69.13,62.74
1734286609.0219429,61.30,61.17,69.13,62.74
1734286609.13104,61.30,61.17,69.13,62.74
1734286609.2675042,61.30,61.17,69.13,62.74
1734286609.3911548,61.30,61.17,69.15,62.74
1734286609.517362,61.30,61.17,69.15,62.74
1734286609.6306736,61.30,61.18,69.16,62.74
1734286609.7491074,61.32,61.18,69.18,62.74
1734286609.886532,61.32,61.18,69.22,62.74
1734286610.0088618,61.32,61.18,69.24,62.74
1734286610.1286364,61.32,61.18,69.27,62.74
1734286610.2621527,61.02,61.03,69.22,63.23
1734286610.3859413,61.02,61.03,69.26,63.20
1734286610.5091133,61.45,61.53,69.51,63.32
1734286610.630147,61.17,61.40,69.98,63.85
1734286610.7468853,61.15,61.42,70.03,63.75
1734286610.8860726,61.60,61.92,70.38,63.87
1734286610.9974263,61.32,61.78,70.93,64.40
1734286611.1352572,61.28,61.81,71.02,64.28
1734286611.2529016,61.75,62.10,71.28,64.38
1734286611.3708131,61.47,61.97,71.81,64.92
1734286611.4967854,61.43,62.00,71.93,64.78
1734286611.6309955,61.90,62.23,72.23,64.88
1734286611.757685,61.61,62.08,72.78,65.42
1734286611.879301,61.61,62.13,72.80,65.27
1734286612.0040605,62.10,62.37,73.05,65.35
1734286612.1311498,62.12,62.42,73.75,64.80
1734286612.2539873,62.13,62.49,73.50,64.64
1734286612.3741667,62.20,62.18,73.44,64.61
1734286612.503941,62.18,62.54,73.61,64.33
1734286612.6261709,62.57,62.60,73.30,64.24
1734286612.7499554,62.62,62.28,73.13,64.21
1734286612.8721828,62.60,62.69,73.30,63.90
1734286612.993099,63.04,62.76,72.92,63.81
1734286613.1258829,62.54,62.43,72.77,64.24
1734286613.237616,62.52,62.86,72.92,64.00
1734286613.3765543,63.04,62.92,72.48,63.95
1734286613.498933,62.52,62.65,72.63,64.40
1734286613.613686,62.50,63.13,72.65,64.12
1734286613.7474644,63.01,63.18,72.25,64.07
1734286613.8654692,62.47,62.91,72.52,64.55
1734286613.9849045,62.43,63.30,72.48,64.81
1734286614.1215048,62.94,63.33,72.31,64.80
1734286614.2405393,62.38,63.09,72.67,65.28
1734286614.3652918,62.35,63.20,72.63,65.20
1734286614.4842715,62.52,62.99,72.52,65.16
1734286614.6217027,61.97,62.76,72.94,65.65
1734286614.7443697,61.93,62.82,72.82,65.58
1734286614.8687432,62.08,62.60,72.75,65.56
1734286614.9799967,62.07,62.62,73.25,65.60
1734286615.1193457,62.07,62.69,73.19,65.44
1734286615.2425065,62.13,62.42,73.15,65.41
1734286615.3671055,62.12,62.45,73.40,65.18
1734286615.4924068,62.13,62.49,73.19,65.04
1734286615.6167848,62.18,62.18,73.27,65.01
1734286615.7395892,62.18,62.54,73.46,64.73
1734286615.865941,62.57,62.62,73.25,64.61
1734286615.9852006,62.62,62.30,73.29,64.57
1734286616.1155047,62.60,62.69,73.44,64.26
1734286616.2332175,63.04,62.76,73.15,64.17
1734286616.3573163,62.54,62.45,73.07,64.61
1734286616.4892037,62.52,62.89,73.19,64.36
1734286616.5995548,63.04,62.98,73.02,64.31
1734286616.7362921,62.52,62.67,73.02,64.76
1734286616.856149,62.50,63.11,73.05,64.49
1734286616.9848256,63.01,63.16,72.63,64.43
1734286617.0995257,62.47,62.89,72.92,64.90
1734286617.2337136,62.43,63.28,72.94,64.81
1734286617.3617456,62.94,63.31,72.80,64.78
1734286617.48448,62.40,63.06,73.03,65.27
1734286617.6074228,62.35,63.16,73.03,65.18
1734286617.7337592,62.52,62.98,72.90,65.16
1734286617.857318,61.97,62.74,73.23,65.65
1734286617.984132,61.93,62.82,73.25,65.58
