imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734286604.8028665,18.16,2.91
1,1734286604.830413,18.16,2.91
2,1734286604.8794603,18.16,2.91
3,1734286604.9308808,18.16,2.91
4,1734286604.9851408,18.16,2.91
5,1734286605.035171,18.16,2.91
6,1734286605.084182,18.16,2.91
7,1734286605.1379542,18.16,2.91
8,1734286605.1926837,18.16,2.91
9,1734286605.2465832,18.16,2.91
10,1734286605.3005764,18.16,2.91
11,1734286605.3548045,18.16,2.91
12,1734286605.409029,17.7,2.91
13,1734286605.459327,17.7,2.91
14,1734286605.5116198,18.16,2.91
15,1734286605.5599108,18.16,2.91
16,1734286605.6119063,18.16,2.91
17,1734286605.6708896,18.16,2.91
18,1734286605.7231314,18.16,2.91
19,1734286605.7759993,18.16,2.91
20,1734286605.8278491,18.16,2.91
21,1734286605.8813074,18.16,2.91
22,1734286605.9341888,18.16,2.91
23,1734286605.989841,17.7,2.91
24,1734286606.0420742,18.16,2.91
25,1734286606.092576,18.16,2.91
26,1734286606.1402304,18.16,2.91
27,1734286606.1924279,18.16,2.91
28,1734286606.2463589,18.16,2.91
29,1734286606.3001418,17.7,2.91
30,1734286606.3538435,18.16,2.91
31,1734286606.4039223,18.16,2.91
32,1734286606.4565637,18.16,2.91
33,1734286606.509659,18.16,2.91
34,1734286606.5571191,18.16,2.91
35,1734286606.6100461,18.16,2.91
36,1734286606.6628056,18.16,2.91
37,1734286606.7191114,18.16,2.91
38,1734286606.7721517,17.7,2.91
39,1734286606.825266,18.16,2.91
40,1734286606.8805952,18.16,2.91
41,1734286606.9310908,18.16,2.91
42,1734286606.9850547,18.16,2.91
43,1734286607.0410762,18.16,2.91
44,1734286607.091291,18.16,2.91
45,1734286607.1418211,18.16,2.91
46,1734286607.1921246,18.16,2.91
47,1734286607.2540917,18.16,2.91
48,1734286607.3073523,18.16,2.91
49,1734286607.3597853,18.16,2.91
50,1734286607.4160779,18.16,2.91
51,1734286607.4637666,18.16,2.91
52,1734286607.5138035,18.16,2.91
53,1734286607.5729334,18.16,2.91
54,1734286607.623792,18.16,2.91
55,1734286607.6734953,17.7,2.91
56,1734286607.7266417,17.7,2.91
57,1734286607.7881851,18.16,2.91
58,1734286607.8414998,18.16,2.91
59,1734286607.893892,18.16,2.91
60,1734286607.9453876,17.7,2.91
61,1734286607.998235,17.7,2.91
62,1734286608.0507886,18.16,2.91
63,1734286608.1065075,18.16,2.91
64,1734286608.1566072,17.7,2.91
65,1734286608.2088041,18.16,2.91
66,1734286608.2583477,17.7,2.91
67,1734286608.319567,17.7,2.91
68,1734286608.372861,18.16,2.91
69,1734286608.4277384,17.7,2.91
70,1734286608.5407298,17.7,2.91
71,1734286608.6614666,17.7,2.91
72,1734286608.7908664,17.7,2.91
73,1734286608.9062824,17.7,2.91
74,1734286609.034623,17.7,2.91
75,1734286609.1672437,17.7,2.91
76,1734286609.293088,17.7,2.91
77,1734286609.4069653,18.16,2.91
78,1734286609.5357637,17.7,2.91
79,1734286609.6542583,17.7,2.91
80,1734286609.78695,17.7,2.91
81,1734286609.8988664,17.7,2.91
82,1734286610.0288515,17.7,2.91
83,1734286610.1513743,17.7,2.91
84,1734286610.2885668,17.7,2.91
85,1734286610.4080133,17.7,2.91
86,1734286610.5188577,17.7,2.91
87,1734286610.6517236,17.99,2.91
88,1734286610.7688081,17.7,2.91
89,1734286610.9026685,17.7,2.91
90,1734286611.0185275,17.7,2.91
91,1734286611.1572855,17.99,2.91
