Time(s),R1(O),R2(O),R3(O),R4(O)
1734288238.2054105,62.17,57.34,65.04,63.76
1734288238.2407541,62.43,57.66,65.46,64.16
1734288238.2816064,62.23,57.49,65.77,64.54
1734288238.335548,62.42,57.79,66.18,64.57
1734288238.4005592,62.27,57.63,65.96,64.83
1734288238.4375212,62.08,57.45,66.28,65.20
1734288238.4997356,61.91,57.75,66.69,65.25
1734288238.5518196,62.25,58.07,66.73,65.18
1734288238.6183457,62.40,58.07,66.64,65.02
1734288238.6765578,62.30,57.93,66.44,64.80
1734288238.7294495,62.59,58.23,66.48,64.71
1734288238.7833188,62.40,58.05,66.76,65.08
1734288238.8224092,62.33,57.94,66.58,64.87
1734288238.8814569,62.64,58.25,66.62,64.78
1734288238.9228864,62.45,58.07,66.90,65.14
1734288238.9807775,62.40,57.96,66.73,64.94
1734288239.0280654,62.43,57.94,66.32,64.45
1734288239.0785222,62.45,57.94,66.26,64.43
1734288239.1387787,62.22,57.53,65.68,64.19
1734288239.1880293,62.65,57.99,65.93,63.85
1734288239.2583656,62.65,57.99,65.89,63.85
1734288239.2962272,62.76,57.58,65.32,63.59
1734288239.360753,62.70,57.58,65.30,63.57
1734288239.4026408,62.37,57.41,65.67,64.09
1734288239.4518766,62.43,57.44,65.68,64.11
1734288239.5044763,62.43,57.44,65.67,64.11
1734288239.5695496,62.43,57.44,65.67,64.11
1734288239.6262734,62.45,57.44,65.67,64.12
1734288239.678724,62.45,57.44,65.65,64.12
1734288239.7449183,62.45,57.44,65.65,64.12
1734288239.780261,62.45,57.44,65.65,64.12
1734288239.8323336,62.45,57.44,65.65,64.12
1734288239.8851178,62.45,57.44,65.67,64.12
1734288239.956678,62.45,57.44,65.67,64.12
1734288239.9928975,62.45,57.44,65.65,64.12
1734288240.0445275,62.47,57.45,65.65,64.12
1734288240.1046445,62.49,57.45,65.65,64.12
1734288240.1707404,62.49,57.50,65.67,64.11
1734288240.2181404,62.50,57.61,65.70,64.11
1734288240.266349,62.49,57.72,65.74,64.12
1734288240.318214,62.49,57.83,65.75,64.11
1734288240.3692813,62.50,57.94,65.79,64.11
