imgnum,timestamp,Angle1(deg),Angle2(deg)
0,1734288238.189291,3.84,3.88
1,1734288238.2294688,4.81,3.39
2,1734288238.2803092,4.81,3.39
3,1734288238.3291917,5.76,3.39
4,1734288238.3837073,5.76,3.39
5,1734288238.4375212,5.76,3.39
6,1734288238.4920535,5.76,3.39
7,1734288238.5518196,5.76,3.39
8,1734288238.6057723,5.76,3.39
9,1734288238.6608725,5.76,3.39
10,1734288238.7150183,5.76,3.39
11,1734288238.767648,5.76,3.39
12,1734288238.8224092,5.28,3.39
13,1734288238.8734715,5.28,3.39
14,1734288238.9228864,5.28,3.39
15,1734288238.974614,5.28,3.39
16,1734288239.022343,5.28,3.39
17,1734288239.0785222,5.28,3.39
18,1734288239.1328695,4.81,3.39
19,1734288239.1880293,4.81,3.39
20,1734288239.2418618,4.81,3.39
21,1734288239.2962272,4.81,3.39
22,1734288239.3458526,4.74,3.39
23,1734288239.397572,4.33,3.39
24,1734288239.4518766,4.27,3.39
25,1734288239.5044763,3.85,3.39
26,1734288239.5572808,3.79,3.39
27,1734288239.6200137,2.83,3.88
28,1734288239.6733215,2.35,3.88
29,1734288239.7268221,3.32,3.39
30,1734288239.780261,2.35,3.88
31,1734288239.8323336,2.35,3.88
32,1734288239.8851178,2.35,3.88
33,1734288239.941054,2.35,3.88
34,1734288239.9928975,2.35,3.88
35,1734288240.0445275,1.88,3.88
36,1734288240.0986476,1.88,3.88
37,1734288240.1532059,1.88,3.88
38,1734288240.2059531,1.88,3.88
39,1734288240.2586062,1.88,3.88
40,1734288240.31173,1.88,3.88
41,1734288240.3633833,1.88,3.88
42,1734288240.4159129,1.88,3.88
43,1734288240.4704685,1.88,3.88
44,1734288240.5208244,1.88,3.88
45,1734288240.581674,1.88,3.88
46,1734288240.6341665,1.88,3.88
47,1734288240.6839201,1.88,3.88
48,1734288240.7370644,1.88,3.88
49,1734288240.7908351,1.88,3.88
50,1734288240.8431556,1.88,3.88
51,1734288240.892845,1.88,3.88
52,1734288240.9516258,1.88,3.88
53,1734288241.0044026,1.88,3.88
54,1734288241.0521047,1.88,3.88
55,1734288241.1042092,1.88,3.88
56,1734288241.1571636,1.88,3.88
57,1734288241.218219,2.35,3.88
58,1734288241.271413,2.35,3.88
59,1734288241.3229592,2.35,3.88
