Time(s),R1(O),R2(O),R3(O),R4(O)
1734296337.867737,96.43,88.13,98.36,99.53
1734296337.9109616,96.38,88.11,98.34,99.51
1734296337.964923,96.35,88.09,98.29,99.51
1734296338.0152535,96.33,88.07,98.29,99.51
1734296338.054751,96.30,88.07,98.29,99.51
1734296338.1186361,96.30,88.07,98.29,99.51
1734296338.1667607,96.30,88.07,98.29,99.48
1734296338.2293599,96.30,88.07,98.26,99.48
1734296338.2801573,96.28,88.07,98.26,99.48
1734296338.329231,96.25,88.07,98.26,99.48
1734296338.380314,96.25,88.04,98.26,99.48
1734296338.4346297,96.25,88.04,98.26,99.45
1734296338.4843748,96.23,88.04,98.26,99.45
1734296338.552726,96.18,88.04,98.26,99.45
1734296338.599636,96.18,88.04,98.23,99.45
1734296338.6604455,96.18,88.02,98.23,99.45
1734296338.7090025,96.23,88.02,98.26,99.48
1734296338.7597911,96.25,88.02,98.26,99.48
1734296338.797452,96.28,88.04,98.29,99.48
1734296338.864809,96.30,88.04,98.29,99.48
1734296338.9236193,96.28,88.00,98.29,99.48
1734296338.981067,96.28,88.00,98.29,99.48
1734296339.009291,96.28,88.00,98.31,99.48
1734296339.0824366,96.30,88.02,98.34,99.48
1734296339.1208134,96.33,88.07,98.34,99.48
1734296339.1630812,96.33,88.13,98.36,99.48
1734296339.2154868,96.30,88.18,98.39,99.51
1734296339.2723472,96.33,88.20,98.41,99.51
1734296339.3337767,96.38,88.25,98.44,99.48
1734296339.3870273,96.38,88.30,98.49,99.48
1734296339.4511442,96.35,88.36,98.52,99.48
1734296339.4875815,96.35,88.43,98.52,99.48
1734296339.5428364,96.35,88.50,98.57,99.48
1734296339.596815,96.35,88.55,98.57,99.48
1734296339.6481051,96.35,88.57,98.59,99.48
1734296339.6985059,96.38,88.66,98.62,99.48
1734296339.7533872,96.38,88.71,98.65,99.51
1734296339.8059006,96.35,88.73,98.67,99.51
1734296339.8546944,96.35,88.76,98.67,99.48
1734296339.8981638,96.35,88.73,98.70,99.48
1734296339.9626691,96.35,88.71,98.70,99.48
1734296340.0445278,96.38,88.69,98.67,99.48
1734296340.0770838,96.38,88.69,98.67,99.48
1734296340.124805,96.38,88.66,98.67,99.51
1734296340.174775,96.38,88.62,98.67,99.51
1734296340.226129,96.40,88.62,98.67,99.48
1734296340.29208,96.40,88.59,98.70,99.48
1734296340.3373353,96.38,88.57,98.70,99.48
1734296340.3869693,96.38,88.55,98.67,99.48
1734296340.4314458,96.38,88.57,98.67,99.48
1734296340.4837022,96.38,88.55,98.67,99.48
1734296340.5356925,96.38,88.53,98.65,99.48
1734296340.587517,96.40,88.55,98.65,99.48
1734296340.6424277,96.40,88.55,98.65,99.53
1734296340.6983447,96.40,88.55,98.65,99.56
1734296340.7497075,96.40,88.57,98.65,99.56
1734296340.8047714,96.40,88.62,98.67,99.58
1734296340.8553762,96.40,88.66,98.67,99.61
1734296340.9192517,96.43,88.71,98.65,99.64
1734296340.9707727,96.46,88.78,98.67,99.66
1734296341.0256667,96.48,88.80,98.70,99.72
1734296341.082363,96.53,88.83,98.70,99.74
1734296341.1426759,96.61,88.87,98.72,99.77
1734296341.1824062,96.68,88.92,98.77,99.82
1734296341.240514,96.71,88.94,98.80,99.87
1734296341.3054912,96.76,89.01,98.80,99.92
1734296341.419478,96.83,89.08,98.85,100.00
1734296341.5511289,96.91,89.10,98.88,100.05
1734296341.690345,96.99,89.10,98.90,100.11
1734296341.8073533,97.04,89.17,98.93,100.16
1734296341.9412837,97.11,89.22,98.98,100.24
1734296342.0740492,97.19,89.24,99.01,100.29
1734296342.2068334,97.26,89.27,99.01,100.32
1734296342.3338442,97.29,89.27,99.06,100.37
1734296342.4565818,97.34,89.29,99.06,100.42
1734296342.5859723,97.39,89.31,99.06,100.47
1734296342.7197294,97.44,89.38,99.08,100.50
1734296342.8455746,97.49,89.41,99.06,100.55
1734296342.98075,97.49,89.43,99.06,100.58
1734296343.108556,97.54,89.45,99.06,100.61
1734296343.2416804,97.57,89.43,99.08,100.63
1734296343.373846,97.57,89.43,99.08,100.61
1734296343.5042253,97.59,89.45,99.08,100.63
1734296343.6250534,97.62,89.50,99.08,100.63
1734296343.7571824,97.67,89.48,99.08,100.63
1734296343.8937182,97.70,89.48,99.06,100.61
1734296344.0240128,97.72,89.48,99.06,100.61
1734296344.1393607,97.72,89.48,99.08,100.63
1734296344.2827969,97.77,89.50,99.06,100.63
1734296344.41418,97.80,89.50,99.06,100.63
1734296344.5454051,97.82,89.50,99.06,100.63
1734296344.6664782,97.80,89.45,99.06,100.66
1734296344.8019493,97.80,89.48,99.08,100.63
1734296344.9252477,97.82,89.50,99.08,100.63
1734296345.0622108,97.85,89.52,99.08,100.63
1734296345.1916132,97.88,89.52,99.08,100.63
1734296345.3245192,97.90,89.55,99.08,100.66
1734296345.4521785,97.90,89.57,99.08,100.66
1734296345.5856652,97.88,89.57,99.08,100.66
1734296345.7077756,97.88,89.62,99.06,100.66
1734296345.8439043,97.88,89.64,99.06,100.68
1734296345.9607575,97.88,89.66,99.06,100.68
1734296346.1026227,97.90,89.66,99.06,100.68
1734296346.2274787,97.90,89.69,99.08,100.66
1734296346.363591,97.90,89.71,99.08,100.68
1734296346.489771,97.90,89.71,99.08,100.71
1734296346.620974,97.93,89.71,99.06,100.71
1734296346.7570875,97.93,89.71,99.06,100.74
1734296346.8840878,97.93,89.71,99.06,100.76
1734296347.0013921,97.93,89.71,99.06,100.79
1734296347.1384246,97.93,89.76,99.03,100.76
1734296347.2768815,97.93,89.76,99.03,100.79
1734296347.4042249,97.93,89.76,99.03,100.82
1734296347.5319042,97.98,89.76,99.03,100.82
1734296347.6607869,97.98,89.76,99.06,100.82
1734296347.7913074,98.00,89.76,99.06,100.82
1734296347.9238005,98.00,89.76,99.06,100.82
1734296348.0550268,98.03,89.78,99.03,100.82
1734296348.18684,98.05,89.78,99.03,100.84
1734296348.3073883,98.05,89.78,99.03,100.82
1734296348.4451,98.05,89.80,99.03,100.82
1734296348.5710497,98.05,89.85,99.03,100.82
1734296348.697177,98.05,89.85,99.03,100.84
1734296348.8247702,98.05,89.85,99.03,100.84
1734296348.9609058,98.08,89.83,99.03,100.84
1734296349.0951986,98.11,89.83,99.08,100.87
1734296349.2258172,98.13,89.83,99.11,100.87
1734296349.357881,98.13,89.83,99.11,100.87
1734296349.4769423,98.13,89.85,99.08,100.90
1734296349.6160858,98.16,89.85,99.11,100.92
1734296349.7470922,98.16,89.87,99.11,100.95
1734296349.8685918,98.18,89.85,99.14,100.97
1734296350.0032778,98.18,89.87,99.16,100.97
1734296350.12595,98.18,89.90,99.16,101.00
1734296350.2574832,98.21,89.92,99.16,101.03
1734296350.3985412,98.23,89.90,99.16,101.03
1734296350.5240934,98.26,89.92,99.21,101.03
1734296350.6602373,98.29,89.94,99.24,101.03
1734296350.7842011,98.29,89.97,99.24,101.03
1734296350.917277,98.29,90.01,99.21,101.00
1734296351.040871,98.29,90.04,99.19,101.03
1734296351.176916,98.29,90.04,99.19,101.03
1734296351.297072,98.31,90.01,99.19,101.03
1734296351.427455,98.31,90.04,99.21,101.00
1734296351.564334,98.31,90.06,99.21,101.00
1734296351.6965978,98.31,90.06,99.24,101.00
1734296351.822965,98.31,90.09,99.19,101.00
1734296351.952877,98.31,90.09,99.21,101.00
1734296352.0804079,98.31,90.06,99.24,101.00
1734296352.2203503,98.31,90.04,99.27,101.00
1734296352.3424911,98.31,90.09,99.27,101.00
1734296352.4701004,98.34,90.09,99.27,101.03
1734296352.6101034,98.34,90.09,99.27,101.03
1734296352.7411568,98.36,90.06,99.27,101.03
1734296352.8565698,98.39,90.06,99.29,101.03
1734296352.9984298,98.41,90.06,99.29,101.03
1734296353.1298544,98.44,90.09,99.29,101.03
1734296353.2584589,98.44,90.11,99.29,101.03
1734296353.3918953,98.47,90.11,99.32,101.05
1734296353.5193162,98.49,90.11,99.32,101.05
1734296353.641651,98.49,90.11,99.29,101.05
1734296353.7813735,98.49,90.13,99.32,101.03
1734296353.9122558,98.49,90.13,99.32,101.05
1734296354.0383918,98.49,90.16,99.32,101.05
1734296354.1596127,98.49,90.16,99.29,101.05
1734296354.3005471,98.49,90.16,99.32,101.03
